Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q1,1910,2022,2,E1,GBP,18413536,15651505,6542364,3925418,2616945,13084727,479,73,2024-03-31,2024
RRQ,Q1,1910,2023,0,A1,GBP,7089765,6026300,1203527,2888466,1925644,6017637,233,66,2024-03-31,2023
RRQ,Q1,1910,2023,1,A1,GBP,17499579,14874642,5130311,5716633,3811088,14658032,250,64,2024-03-31,2024
RRQ,Q1,1910,2023,0,A2,GBP,14701888,12496604,1715190,4116458,2744305,8575953,353,11,2024-03-31,2023
RRQ,Q1,1910,2023,1,A2,GBP,6396386,5436928,1302768,1451655,967770,3722193,365,90,2024-03-31,2024
RRQ,Q1,1910,2023,0,D1,GBP,10670984,9070336,1526022,3662452,2441635,7630109,215,78,2024-03-31,2023
RRQ,Q1,1910,2023,1,D1,GBP,19458179,16539452,3164631,3526303,2350869,9041803,55,58,2024-03-31,2024
RRQ,Q1,1910,2023,0,D2,GBP,9469100,8048735,1097107,2633059,1755372,5485538,405,42,2024-03-31,2023
RRQ,Q1,1910,2023,1,D2,GBP,18266984,15526936,4986700,5556609,3704406,14247715,10,119,2024-03-31,2024
RRQ,Q1,1910,2023,0,E1,GBP,19206419,16325456,2438410,5852185,3901456,12192051,37,20,2024-03-31,2023
RRQ,Q1,1910,2023,1,E1,GBP,18395939,15636548,3829098,4266709,2844473,10940280,397,91,2024-03-31,2024
RRQ,Q1,1910,2024,0,A1,GBP,15832433,13457568,2387518,5730045,3820030,11937593,114,28,2024-03-31,2024
RRQ,Q1,1910,2024,0,A2,GBP,19428753,16514440,1952221,4685331,3123554,9761106,157,45,2024-03-31,2024
RRQ,Q1,1910,2024,0,D1,GBP,17264229,14674594,1721486,4131568,2754378,8607432,332,63,2024-03-31,2024
RRQ,Q1,1910,2024,0,D2,GBP,9029490,7675066,1325372,3180893,2120595,6626860,169,57,2024-03-31,2024
RRQ,Q1,1910,2024,0,E1,GBP,1458838,1240012,195747,469792,313195,978734,57,24,2024-03-31,2024
RRQ,Q1,2010,2022,0,A1,GBP,4807123,4086054,610100,1464240,976160,3050500,70,67,2024-03-31,2022
RRQ,Q1,2010,2022,1,A1,GBP,6166413,5241451,1401456,1561622,1041081,4004159,376,53,2024-03-31,2023
RRQ,Q1,2010,2022,2,A1,GBP,18074911,15363674,6616905,3970143,2646762,13233810,222,126,2024-03-31,2024
RRQ,Q1,2010,2022,0,A2,GBP,16845066,14318306,1844508,4426821,2951214,9222543,292,15,2024-03-31,2022
RRQ,Q1,2010,2022,1,A2,GBP,13871010,11790358,2554838,2846819,1897879,7299536,316,92,2024-03-31,2023
RRQ,Q1,2010,2022,2,A2,GBP,5580459,4743390,2219936,1331961,887974,4439871,151,200,2024-03-31,2024
RRQ,Q1,2010,2022,0,D1,GBP,14923157,12684683,1748845,4197228,2798152,8744225,413,52,2024-03-31,2022
RRQ,Q1,2010,2022,1,D1,GBP,9964826,8470102,2714188,3024381,2016254,7754823,154,131,2024-03-31,2023
RRQ,Q1,2010,2022,2,D1,GBP,11017871,9365190,4324461,2594676,1729784,8648921,306,171,2024-03-31,2024
RRQ,Q1,2010,2022,0,D2,GBP,17429603,14815162,2775156,6660374,4440249,13875779,238,56,2024-03-31,2022
RRQ,Q1,2010,2022,1,D2,GBP,17251800,14664030,3550719,3956516,2637677,10144912,292,138,2024-03-31,2023
RRQ,Q1,2010,2022,2,D2,GBP,19234487,16349313,5778847,3467308,2311539,11557694,487,84,2024-03-31,2024
RRQ,Q1,2010,2022,0,E1,GBP,7330123,6230604,1234846,2963632,1975755,6174233,132,59,2024-03-31,2022
RRQ,Q1,2010,2022,1,E1,GBP,13850369,11772813,2634322,2935388,1956925,7526635,407,75,2024-03-31,2023
RRQ,Q1,2010,2022,2,E1,GBP,2464560,2094876,711358,426815,284543,1422716,252,183,2024-03-31,2024
RRQ,Q1,2010,2023,0,A1,GBP,13791994,11723194,1667263,4001431,2667621,8336315,349,67,2024-03-31,2023
RRQ,Q1,2010,2023,1,A1,GBP,6103807,5188235,1384624,1542867,1028578,3956069,28,24,2024-03-31,2024
RRQ,Q1,2010,2023,0,A2,GBP,17854094,15175979,2985709,7165702,4777135,14928546,179,11,2024-03-31,2023
RRQ,Q1,2010,2023,1,A2,GBP,15774224,13408090,2704642,3013744,2009163,7727549,476,83,2024-03-31,2024
RRQ,Q1,2010,2023,0,D1,GBP,1514979,1287732,223907,537377,358251,1119535,219,68,2024-03-31,2023
RRQ,Q1,2010,2023,1,D1,GBP,6179503,5252577,1038007,1156637,771091,2965735,410,49,2024-03-31,2024
RRQ,Q1,2010,2023,0,D2,GBP,12360229,10506194,1728710,4148906,2765937,8643553,213,67,2024-03-31,2023
RRQ,Q1,2010,2023,1,D2,GBP,3694934,3140693,1022562,1139426,759617,2921605,446,122,2024-03-31,2024
RRQ,Q1,2010,2023,0,E1,GBP,18905393,16069584,2276223,5462936,3641957,11381116,172,65,2024-03-31,2023
RRQ,Q1,2010,2023,1,E1,GBP,17372800,14766880,4858018,5413221,3608814,13880053,28,112,2024-03-31,2024
RRQ,Q1,2010,2024,0,A1,GBP,3295819,2801446,358524,860458,573639,1792621,360,30,2024-03-31,2024
RRQ,Q1,2010,2024,0,A2,GBP,8633172,7338196,1292742,3102581,2068387,6463710,232,11,2024-03-31,2024
RRQ,Q1,2010,2024,0,D1,GBP,4372463,3716593,548719,1316925,877950,2743594,365,31,2024-03-31,2024
RRQ,Q1,2010,2024,0,D2,GBP,1971308,1675611,184670,443209,295473,923352,417,6,2024-03-31,2024
RRQ,Q1,2010,2024,0,E1,GBP,10843789,9217220,1286909,3088581,2059054,6434544,230,15,2024-03-31,2024
RRQ,Q1,2525,2022,0,A1,GBP,9193906,7814820,1218130,2923514,1949009,6090653,299,70,2024-03-31,2022
RRQ,Q1,2525,2022,1,A1,GBP,7041706,5985450,1276645,1422547,948364,3647556,50,110,2024-03-31,2023
RRQ,Q1,2525,2022,2,A1,GBP,13836056,11760647,4827982,2896789,1931192,9655963,133,129,2024-03-31,2024
RRQ,Q1,2525,2022,0,A2,GBP,5802233,4931898,629977,1511946,1007964,3149887,336,27,2024-03-31,2022
RRQ,Q1,2525,2022,1,A2,GBP,16420627,13957532,3173216,3535869,2357246,9066331,14,85,2024-03-31,2023
RRQ,Q1,2525,2022,2,A2,GBP,10651317,9053619,3840035,2304021,1536014,7680070,90,21,2024-03-31,2024
RRQ,Q1,2525,2022,0,D1,GBP,15821991,13448692,2620419,6289007,4192671,13102097,310,31,2024-03-31,2022
RRQ,Q1,2525,2022,1,D1,GBP,15237445,12951828,3872503,4315075,2876716,11064294,243,55,2024-03-31,2023
RRQ,Q1,2525,2022,2,D1,GBP,7684613,6531921,3264997,1958998,1305999,6529994,446,126,2024-03-31,2024
RRQ,Q1,2525,2022,0,D2,GBP,4578689,3891885,498969,1197526,798350,2494845,302,37,2024-03-31,2022
RRQ,Q1,2525,2022,1,D2,GBP,10927829,9288654,3239848,3610117,2406744,9256709,161,5,2024-03-31,2023
RRQ,Q1,2525,2022,2,D2,GBP,14281036,12138880,3997205,2398323,1598882,7994410,299,178,2024-03-31,2024
RRQ,Q1,2525,2022,0,E1,GBP,2645651,2248803,430842,1034022,689348,2154212,391,51,2024-03-31,2022
RRQ,Q1,2525,2022,1,E1,GBP,10603082,9012619,2821519,3143979,2095986,8061484,127,110,2024-03-31,2023
RRQ,Q1,2525,2022,2,E1,GBP,12821929,10898639,3446546,2067927,1378618,6893091,107,161,2024-03-31,2024
RRQ,Q1,2525,2023,0,A1,GBP,9409639,7998193,1357069,3256965,2171310,6785344,379,79,2024-03-31,2023
RRQ,Q1,2525,2023,1,A1,GBP,5589549,4751116,1371981,1528779,1019186,3919946,472,114,2024-03-31,2024
RRQ,Q1,2525,2023,0,A2,GBP,2322802,1974381,266459,639502,426334,1332295,235,4,2024-03-31,2023
RRQ,Q1,2525,2023,1,A2,GBP,13242711,11256304,3443507,3837050,2558033,9838590,56,54,2024-03-31,2024
RRQ,Q1,2525,2023,0,D1,GBP,11962874,10168442,1792020,4300848,2867232,8960100,99,21,2024-03-31,2023
RRQ,Q1,2525,2023,1,D1,GBP,5434546,4619364,1454348,1620559,1080373,4155280,458,67,2024-03-31,2024
RRQ,Q1,2525,2023,0,D2,GBP,18812449,15990581,2448319,5875966,3917311,12241596,149,17,2024-03-31,2023
RRQ,Q1,2525,2023,1,D2,GBP,9622485,8179112,2746900,3060832,2040554,7848286,493,87,2024-03-31,2024
RRQ,Q1,2525,2023,0,E1,GBP,10903303,9267807,1632494,3917986,2611990,8162470,183,12,2024-03-31,2023
RRQ,Q1,2525,2023,1,E1,GBP,16714593,14207404,4885760,5444132,3629421,13959313,82,136,2024-03-31,2024
RRQ,Q1,2525,2024,0,A1,GBP,8570372,7284816,1361071,3266571,2177714,6805356,380,70,2024-03-31,2024
RRQ,Q1,2525,2024,0,A2,GBP,14334916,12184678,2399400,5758562,3839041,11997003,421,58,2024-03-31,2024
RRQ,Q1,2525,2024,0,D1,GBP,13273374,11282367,1290493,3097184,2064789,6452466,212,2,2024-03-31,2024
RRQ,Q1,2525,2024,0,D2,GBP,9873757,8392693,1312476,3149944,2099963,6562383,242,38,2024-03-31,2024
RRQ,Q1,2525,2024,0,E1,GBP,9796677,8327175,1339840,3215617,2143745,6699202,431,66,2024-03-31,2024
