Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q2,1910,2022,2,E1,GBP,3819895,3246910,1304359,782615,521743,2608717,142,21,2024-06-30,2024
RRQ,Q2,1910,2023,0,A1,GBP,1731492,1471768,293960,705505,470336,1469801,111,67,2024-06-30,2023
RRQ,Q2,1910,2023,1,A1,GBP,15879086,13497223,4300085,4791523,3194349,12285957,57,60,2024-06-30,2024
RRQ,Q2,1910,2023,0,A2,GBP,5111346,4344644,477479,1145951,763967,2387397,246,6,2024-06-30,2023
RRQ,Q2,1910,2023,1,A2,GBP,6636782,5641264,1903949,2121543,1414362,5439854,231,131,2024-06-30,2024
RRQ,Q2,1910,2023,0,D1,GBP,14253956,12115862,1848597,4436633,2957755,9242985,205,70,2024-06-30,2023
RRQ,Q2,1910,2023,1,D1,GBP,15316468,13018997,2782895,3100940,2067293,7951128,119,35,2024-06-30,2024
RRQ,Q2,1910,2023,0,D2,GBP,10226857,8692828,1149379,2758511,1839007,5746897,462,16,2024-06-30,2023
RRQ,Q2,1910,2023,1,D2,GBP,2162642,1838245,526549,586726,391150,1504425,325,45,2024-06-30,2024
RRQ,Q2,1910,2023,0,E1,GBP,10902086,9266773,1416304,3399130,2266087,7081521,461,57,2024-06-30,2023
RRQ,Q2,1910,2023,1,E1,GBP,17073610,14512568,2834852,3158835,2105890,8099577,153,70,2024-06-30,2024
RRQ,Q2,1910,2024,0,A1,GBP,5604876,4764144,692419,1661806,1107871,3462096,339,54,2024-06-30,2024
RRQ,Q2,1910,2024,0,A2,GBP,9360011,7956009,1314710,3155305,2103536,6573551,420,56,2024-06-30,2024
RRQ,Q2,1910,2024,0,D1,GBP,1655317,1407019,280000,672001,448001,1400002,410,74,2024-06-30,2024
RRQ,Q2,1910,2024,0,D2,GBP,13049802,11092331,1675265,4020636,2680424,8376325,410,50,2024-06-30,2024
RRQ,Q2,1910,2024,0,E1,GBP,12543869,10662288,2044828,4907587,3271725,10224140,267,33,2024-06-30,2024
RRQ,Q2,2010,2022,0,A1,GBP,14031913,11927126,1566450,3759481,2506320,7832251,23,33,2024-06-30,2022
RRQ,Q2,2010,2022,1,A1,GBP,8349098,7096733,1349234,1503433,1002288,3854955,425,51,2024-06-30,2023
RRQ,Q2,2010,2022,2,A1,GBP,2965995,2521095,1147041,688224,458816,2294081,251,138,2024-06-30,2024
RRQ,Q2,2010,2022,0,A2,GBP,12993457,11044438,1966525,4719661,3146440,9832626,129,17,2024-06-30,2022
RRQ,Q2,2010,2022,1,A2,GBP,4359950,3705957,837982,933751,622501,2394234,133,49,2024-06-30,2023
RRQ,Q2,2010,2022,2,A2,GBP,18907650,16071502,7341028,4404616,2936411,14682055,479,191,2024-06-30,2024
RRQ,Q2,2010,2022,0,D1,GBP,2875983,2444585,434629,1043111,695407,2173147,495,23,2024-06-30,2022
RRQ,Q2,2010,2022,1,D1,GBP,14033297,11928302,2907315,3239579,2159719,8306613,439,32,2024-06-30,2023
RRQ,Q2,2010,2022,2,D1,GBP,6908947,5872604,1881376,1128826,752550,3762752,172,191,2024-06-30,2024
RRQ,Q2,2010,2022,0,D2,GBP,13038764,11082949,2126862,5104469,3402979,10634310,24,73,2024-06-30,2022
RRQ,Q2,2010,2022,1,D2,GBP,12800494,10880419,3714168,4138645,2759096,10611909,298,26,2024-06-30,2023
RRQ,Q2,2010,2022,2,D2,GBP,19894798,16910578,8249849,4949909,3299939,16499697,438,128,2024-06-30,2024
RRQ,Q2,2010,2022,0,E1,GBP,19190683,16312080,2201636,5283927,3522618,11008181,261,4,2024-06-30,2022
RRQ,Q2,2010,2022,1,E1,GBP,4028535,3424254,666172,742306,494871,1903349,318,40,2024-06-30,2023
RRQ,Q2,2010,2022,2,E1,GBP,1668672,1418371,551145,330687,220458,1102290,10,87,2024-06-30,2024
RRQ,Q2,2010,2023,0,A1,GBP,7760022,6596018,1199044,2877707,1918471,5995222,184,74,2024-06-30,2023
RRQ,Q2,2010,2023,1,A1,GBP,6954565,5911380,1989904,2217322,1478215,5685441,442,59,2024-06-30,2024
RRQ,Q2,2010,2023,0,A2,GBP,2998366,2548611,275109,660262,440174,1375545,310,73,2024-06-30,2023
RRQ,Q2,2010,2023,1,A2,GBP,5753074,4890112,1529807,1704642,1136428,4370877,443,95,2024-06-30,2024
RRQ,Q2,2010,2023,0,D1,GBP,13243671,11257120,2209636,5303127,3535418,11048181,201,73,2024-06-30,2023
RRQ,Q2,2010,2023,1,D1,GBP,14273984,12132886,3419223,3809991,2539994,9769208,182,55,2024-06-30,2024
RRQ,Q2,2010,2023,0,D2,GBP,11824767,10051051,1193309,2863943,1909295,5966547,90,75,2024-06-30,2023
RRQ,Q2,2010,2023,1,D2,GBP,15658870,13310039,4202182,4682431,3121621,12006234,259,117,2024-06-30,2024
RRQ,Q2,2010,2023,0,E1,GBP,11646264,9899324,1210468,2905124,1936749,6052341,297,72,2024-06-30,2023
RRQ,Q2,2010,2023,1,E1,GBP,12973078,11027116,2448710,2728562,1819041,6996313,311,32,2024-06-30,2024
RRQ,Q2,2010,2024,0,A1,GBP,13696463,11641993,1568873,3765295,2510196,7844364,362,31,2024-06-30,2024
RRQ,Q2,2010,2024,0,A2,GBP,5273102,4482136,549545,1318908,879272,2747725,10,72,2024-06-30,2024
RRQ,Q2,2010,2024,0,D1,GBP,14139963,12018968,2234970,5363929,3575952,11174851,404,59,2024-06-30,2024
RRQ,Q2,2010,2024,0,D2,GBP,2086584,1773596,218186,523648,349098,1090932,172,63,2024-06-30,2024
RRQ,Q2,2010,2024,0,E1,GBP,8412014,7150211,1187538,2850092,1900061,5937691,63,51,2024-06-30,2024
RRQ,Q2,2525,2022,0,A1,GBP,5719208,4861326,666250,1599000,1066000,3331250,49,25,2024-06-30,2022
RRQ,Q2,2525,2022,1,A1,GBP,12637016,10741463,3728338,4154434,2769623,10652395,95,115,2024-06-30,2023
RRQ,Q2,2525,2022,2,A1,GBP,3977150,3380577,1548433,929059,619373,3096865,353,166,2024-06-30,2024
RRQ,Q2,2525,2022,0,A2,GBP,12265882,10425999,1542194,3701266,2467510,7710970,145,22,2024-06-30,2022
RRQ,Q2,2525,2022,1,A2,GBP,9373201,7967220,2385898,2658572,1772381,6816851,189,47,2024-06-30,2023
RRQ,Q2,2525,2022,2,A2,GBP,4625039,3931283,1707021,1024213,682808,3414042,34,101,2024-06-30,2024
RRQ,Q2,2525,2022,0,D1,GBP,15704227,13348592,2333754,5601010,3734006,11668770,95,43,2024-06-30,2022
RRQ,Q2,2525,2022,1,D1,GBP,17545086,14913323,4929254,5492598,3661732,14083584,189,99,2024-06-30,2023
RRQ,Q2,2525,2022,2,D1,GBP,13594574,11555387,3334554,2000732,1333821,6669107,255,150,2024-06-30,2024
RRQ,Q2,2525,2022,0,D2,GBP,8569300,7283905,882745,2118588,1412392,4413725,47,4,2024-06-30,2022
RRQ,Q2,2525,2022,1,D2,GBP,10895491,9261167,1746666,1946285,1297523,4990474,143,20,2024-06-30,2023
RRQ,Q2,2525,2022,2,D2,GBP,3489752,2966289,1023759,614255,409503,2047517,464,98,2024-06-30,2024
RRQ,Q2,2525,2022,0,E1,GBP,6399058,5439199,950636,2281527,1521018,4753181,290,10,2024-06-30,2022
RRQ,Q2,2525,2022,1,E1,GBP,12339739,10488778,2969734,3309132,2206088,8484954,324,88,2024-06-30,2023
RRQ,Q2,2525,2022,2,E1,GBP,2039959,1733965,634967,380980,253986,1269933,344,44,2024-06-30,2024
RRQ,Q2,2525,2023,0,A1,GBP,15569347,13233944,1596921,3832611,2555074,7984606,61,34,2024-06-30,2023
RRQ,Q2,2525,2023,1,A1,GBP,7897129,6712559,2321090,2586358,1724238,6631686,219,126,2024-06-30,2024
RRQ,Q2,2525,2023,0,A2,GBP,19592927,16653987,2895110,6948265,4632176,14475551,383,56,2024-06-30,2023
RRQ,Q2,2525,2023,1,A2,GBP,9900808,8415686,2475040,2757902,1838601,7071543,162,44,2024-06-30,2024
RRQ,Q2,2525,2023,0,D1,GBP,4218404,3585643,396406,951376,634251,1982033,302,57,2024-06-30,2023
RRQ,Q2,2525,2023,1,D1,GBP,17473490,14852466,3127799,3485262,2323508,8936569,194,2,2024-06-30,2024
RRQ,Q2,2525,2023,0,D2,GBP,15348075,13045863,1488920,3573410,2382273,7444603,431,68,2024-06-30,2023
RRQ,Q2,2525,2023,1,D2,GBP,17117146,14549574,3174451,3537245,2358163,9069859,23,38,2024-06-30,2024
RRQ,Q2,2525,2023,0,E1,GBP,6732177,5722350,949608,2279061,1519374,4748043,51,49,2024-06-30,2023
RRQ,Q2,2525,2023,1,E1,GBP,4875836,4144460,978431,1090252,726834,2795517,213,86,2024-06-30,2024
RRQ,Q2,2525,2024,0,A1,GBP,17411365,14799660,2813505,6752414,4501609,14067528,145,10,2024-06-30,2024
RRQ,Q2,2525,2024,0,A2,GBP,19257839,16369163,2330240,5592576,3728384,11651200,199,40,2024-06-30,2024
RRQ,Q2,2525,2024,0,D1,GBP,13395063,11385803,1405498,3373197,2248798,7027493,32,27,2024-06-30,2024
RRQ,Q2,2525,2024,0,D2,GBP,15755240,13391954,2004139,4809934,3206623,10020696,125,28,2024-06-30,2024
RRQ,Q2,2525,2024,0,E1,GBP,19932973,16943027,1892260,4541424,3027616,9461300,395,72,2024-06-30,2024
