Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Earned_Premium,Incurred_Loss,Incurred_Loss_Ratio,Paid_Loss,Outstanding_Reserve,Calendar_Year,As_At_Date
1183,2019,4,A1,GBP,47323849,29426864,0.6218,15139014,12115721,2023,2023-12-31
1183,2019,5,A1,GBP,47323849,32282725,0.6822,23454698,4097183,2024,2024-12-31
1183,2019,0,A2,GBP,15289802,3363314,0.22,2190089,1225075,2019,2019-12-31
1183,2019,1,A2,GBP,15289802,4196812,0.2745,3311357,868078,2020,2020-12-31
1183,2019,2,A2,GBP,15289802,4913097,0.3213,4254731,674449,2021,2021-12-31
1183,2019,3,A2,GBP,15289802,6834224,0.447,4495277,797941,2022,2022-12-31
1183,2019,4,A2,GBP,15289802,7922484,0.5182,6983066,1408596,2023,2023-12-31
1183,2019,5,A2,GBP,15289802,9821002,0.6423,6550958,4226653,2024,2024-12-31
1183,2019,0,D1,GBP,15176821,2762460,0.182,2009067,1370651,2019,2019-12-31
1183,2019,1,D1,GBP,15176821,3774388,0.2487,3383401,624119,2020,2020-12-31
1183,2019,2,D1,GBP,15176821,4638327,0.3056,3668430,1924000,2021,2021-12-31
1183,2019,3,D1,GBP,15176821,6314774,0.4161,5468932,1049777,2022,2022-12-31
1183,2019,4,D1,GBP,15176821,9126393,0.6013,4980225,3356384,2023,2023-12-31
1183,2019,5,D1,GBP,15176821,10668128,0.7029,6796609,4173038,2024,2024-12-31
1183,2019,0,D2,GBP,29972307,6407915,0.2138,5653494,1302302,2019,2019-12-31
1183,2019,1,D2,GBP,29972307,8627197,0.2878,7382017,3673047,2020,2020-12-31
1183,2019,2,D2,GBP,29972307,10478018,0.3496,8025916,3255349,2021,2021-12-31
1183,2019,3,D2,GBP,29972307,14992252,0.5002,12505688,5036074,2022,2022-12-31
1183,2019,4,D2,GBP,29972307,18090844,0.6036,14879277,7441097,2023,2023-12-31
1183,2019,5,D2,GBP,29972307,16824179,0.5613,13896313,4602243,2024,2024-12-31
1183,2019,0,E1,GBP,23266263,4062557,0.1746,2858147,1216937,2019,2019-12-31
1183,2019,1,E1,GBP,23266263,7130670,0.3065,4719673,3428712,2020,2020-12-31
1183,2019,2,E1,GBP,23266263,8028056,0.3451,6785717,1144790,2021,2021-12-31
1183,2019,3,E1,GBP,23266263,9370365,0.4027,5523362,3873620,2022,2022-12-31
1183,2019,4,E1,GBP,23266263,15080444,0.6482,9040653,6968218,2023,2023-12-31
1183,2019,5,E1,GBP,23266263,17019571,0.7315,13257440,5145653,2024,2024-12-31
1183,2020,0,A1,GBP,32692138,6724421,0.2057,4490007,1563328,2020,2020-12-31
1183,2020,1,A1,GBP,32692138,7654113,0.2341,4324406,2238594,2021,2021-12-31
1183,2020,2,A1,GBP,32692138,14360396,0.4393,7561154,3239458,2022,2022-12-31
1183,2020,3,A1,GBP,32692138,17710801,0.5417,11941496,7545232,2023,2023-12-31
1183,2020,4,A1,GBP,32692138,15844582,0.4847,10921189,1778367,2024,2024-12-31
1183,2020,0,A2,GBP,29855787,4743098,0.1589,2818694,2142183,2020,2020-12-31
1183,2020,1,A2,GBP,29855787,8369602,0.2803,7392950,2806907,2021,2021-12-31
1183,2020,2,A2,GBP,29855787,10771897,0.3608,9046023,2311509,2022,2022-12-31
1183,2020,3,A2,GBP,29855787,14613881,0.4895,8270839,2391953,2023,2023-12-31
1183,2020,4,A2,GBP,29855787,15632703,0.5236,10172810,2081515,2024,2024-12-31
1183,2020,0,D1,GBP,10509293,1641270,0.1562,1304763,262633,2020,2020-12-31
1183,2020,1,D1,GBP,10509293,2871254,0.2732,2465352,1360255,2021,2021-12-31
1183,2020,2,D1,GBP,10509293,4403797,0.419,3430352,707932,2022,2022-12-31
1183,2020,3,D1,GBP,10509293,4042185,0.3846,2782976,457065,2023,2023-12-31
1183,2020,4,D1,GBP,10509293,5418278,0.5156,4537438,2012868,2024,2024-12-31
1183,2020,0,D2,GBP,28974675,5793612,0.2,3099629,962253,2020,2020-12-31
1183,2020,1,D2,GBP,28974675,7529035,0.2598,4065592,3753421,2021,2021-12-31
1183,2020,2,D2,GBP,28974675,9050293,0.3124,4668190,905800,2022,2022-12-31
1183,2020,3,D2,GBP,28974675,15877494,0.548,12953130,7284950,2023,2023-12-31
1183,2020,4,D2,GBP,28974675,18411753,0.6354,12817232,3809983,2024,2024-12-31
1183,2020,0,E1,GBP,24557431,4817127,0.1962,3422255,2084471,2020,2020-12-31
1183,2020,1,E1,GBP,24557431,6311260,0.257,3319577,2161398,2021,2021-12-31
1183,2020,2,E1,GBP,24557431,8324903,0.339,6305161,3163272,2022,2022-12-31
1183,2020,3,E1,GBP,24557431,9651623,0.393,7167231,3625273,2023,2023-12-31
1183,2020,4,E1,GBP,24557431,11227843,0.4572,9441072,4109429,2024,2024-12-31
1183,2021,0,A1,GBP,36719696,7739421,0.2108,4980323,2349303,2021,2021-12-31
1183,2021,1,A1,GBP,36719696,9475003,0.258,7411944,2467647,2022,2022-12-31
1183,2021,2,A1,GBP,36719696,15460639,0.421,9184393,7635073,2023,2023-12-31
1183,2021,3,A1,GBP,36719696,15899578,0.433,10026971,3120650,2024,2024-12-31
1183,2021,0,A2,GBP,14980491,3037183,0.2027,1563295,375089,2021,2021-12-31
1183,2021,1,A2,GBP,14980491,4845491,0.3235,2708978,2419306,2022,2022-12-31
1183,2021,2,A2,GBP,14980491,4777525,0.3189,3769982,1017565,2023,2023-12-31
1183,2021,3,A2,GBP,14980491,6552265,0.4374,4114692,1282288,2024,2024-12-31
1183,2021,0,D1,GBP,37319411,6816394,0.1827,3742523,2438390,2021,2021-12-31
1183,2021,1,D1,GBP,37319411,12354221,0.331,8905516,4139508,2022,2022-12-31
1183,2021,2,D1,GBP,37319411,16443508,0.4406,9601508,4756964,2023,2023-12-31
1183,2021,3,D1,GBP,37319411,14231543,0.3813,8006842,2513225,2024,2024-12-31
1183,2021,0,D2,GBP,9432899,1449538,0.1537,1212463,610909,2021,2021-12-31
1183,2021,1,D2,GBP,9432899,2535802,0.2688,2092055,723721,2022,2022-12-31
1183,2021,2,D2,GBP,9432899,4197478,0.445,3414606,1868002,2023,2023-12-31
1183,2021,3,D2,GBP,9432899,4332552,0.4593,3580041,1724843,2024,2024-12-31
1183,2021,0,E1,GBP,33343321,6648003,0.1994,5871689,2663227,2021,2021-12-31
1183,2021,1,E1,GBP,33343321,10758724,0.3227,6171040,4816354,2022,2022-12-31
1183,2021,2,E1,GBP,33343321,10824137,0.3246,6497081,1486008,2023,2023-12-31
1183,2021,3,E1,GBP,33343321,17977390,0.5392,11394474,2099942,2024,2024-12-31
1183,2022,0,A1,GBP,14418124,2422270,0.168,1796279,1169532,2022,2022-12-31
1183,2022,1,A1,GBP,14418124,4715765,0.3271,3717502,1259807,2023,2023-12-31
1183,2022,2,A1,GBP,14418124,5992590,0.4156,4510114,2304427,2024,2024-12-31
1183,2022,0,A2,GBP,46263692,8233863,0.178,4125946,2413504,2022,2022-12-31
1183,2022,1,A2,GBP,46263692,14699661,0.3177,10296094,2710980,2023,2023-12-31
1183,2022,2,A2,GBP,46263692,16186633,0.3499,12357948,6387539,2024,2024-12-31
1183,2022,0,D1,GBP,38888710,6630853,0.1705,4351670,2065471,2022,2022-12-31
1183,2022,1,D1,GBP,38888710,11333331,0.2914,9867152,2024862,2023,2023-12-31
1183,2022,2,D1,GBP,38888710,16156578,0.4155,12804224,1870448,2024,2024-12-31
1183,2022,0,D2,GBP,44659670,8531526,0.191,6104451,3432313,2022,2022-12-31
1183,2022,1,D2,GBP,44659670,10272071,0.23,6502654,2700882,2023,2023-12-31
1183,2022,2,D2,GBP,44659670,17598429,0.3941,14373258,5100148,2024,2024-12-31
1183,2022,0,E1,GBP,33000845,7249580,0.2197,6275541,2490261,2022,2022-12-31
1183,2022,1,E1,GBP,33000845,8282596,0.251,5185499,2785913,2023,2023-12-31
1183,2022,2,E1,GBP,33000845,12124203,0.3674,7518375,4374677,2024,2024-12-31
1183,2023,0,A1,GBP,7597815,1605078,0.2113,1231693,532605,2023,2023-12-31
1183,2023,1,A1,GBP,7597815,2046976,0.2694,1026996,392381,2024,2024-12-31
1183,2023,0,A2,GBP,19884808,4402509,0.2214,2992385,1139334,2023,2023-12-31
1183,2023,1,A2,GBP,19884808,5436033,0.2734,4802490,2288333,2024,2024-12-31
1183,2023,0,D1,GBP,23363314,4442401,0.1901,3819565,2114435,2023,2023-12-31
1183,2023,1,D1,GBP,23363314,5299702,0.2268,4491064,2083313,2024,2024-12-31
1183,2023,0,D2,GBP,47950991,10026530,0.2091,8097028,3662948,2023,2023-12-31
1183,2023,1,D2,GBP,47950991,13468067,0.2809,9859574,4224070,2024,2024-12-31
1183,2023,0,E1,GBP,42068202,7217506,0.1716,3943274,1399715,2023,2023-12-31
1183,2023,1,E1,GBP,42068202,14147270,0.3363,10246894,3274172,2024,2024-12-31
1183,2024,0,A1,GBP,41578575,8282771,0.1992,4188469,2251258,2024,2024-12-31
1183,2024,0,A2,GBP,27063705,5372503,0.1985,4720449,581715,2024,2024-12-31
1183,2024,0,D1,GBP,13715929,3015188,0.2198,2389254,505372,2024,2024-12-31
1183,2024,0,D2,GBP,24617036,4932904,0.2004,3286449,2280885,2024,2024-12-31
1183,2024,0,E1,GBP,18696471,3826927,0.2047,2466729,1553874,2024,2024-12-31
2791,2018,0,A1,GBP,24379597,4222837,0.1732,3027469,1349079,2018,2018-12-31
2791,2018,1,A1,GBP,24379597,5673530,0.2327,5067173,2549051,2019,2019-12-31
2791,2018,2,A1,GBP,24379597,10433359,0.428,5230569,2043066,2020,2020-12-31
2791,2018,3,A1,GBP,24379597,12701761,0.521,10387126,6068209,2021,2021-12-31
2791,2018,4,A1,GBP,24379597,16265026,0.6672,8870104,4562610,2022,2022-12-31
2791,2018,5,A1,GBP,24379597,12929957,0.5304,10426716,5324750,2023,2023-12-31
2791,2018,0,A2,GBP,36225568,6821581,0.1883,4723922,2358537,2018,2018-12-31
2791,2018,1,A2,GBP,36225568,11351948,0.3134,7293667,1553083,2019,2019-12-31
2791,2018,2,A2,GBP,36225568,11826191,0.3265,9728706,3762168,2020,2020-12-31
2791,2018,3,A2,GBP,36225568,15284535,0.4219,7753707,7115745,2021,2021-12-31
2791,2018,4,A2,GBP,36225568,22857770,0.631,18682202,3075962,2022,2022-12-31
2791,2018,5,A2,GBP,36225568,18687257,0.5159,10433566,3067250,2023,2023-12-31
2791,2018,0,D1,GBP,40890439,6729044,0.1646,6032220,2711305,2018,2018-12-31
2791,2018,1,D1,GBP,40890439,10816769,0.2645,6880247,2765969,2019,2019-12-31
2791,2018,2,D1,GBP,40890439,16908746,0.4135,9154864,5156624,2020,2020-12-31
2791,2018,3,D1,GBP,40890439,21558022,0.5272,12610235,3795450,2021,2021-12-31
2791,2018,4,D1,GBP,40890439,24265820,0.5934,19640399,9684336,2022,2022-12-31
2791,2018,5,D1,GBP,40890439,21129117,0.5167,18957231,4029332,2023,2023-12-31
2791,2018,0,D2,GBP,49092249,10801999,0.22,8774530,3488863,2018,2018-12-31
2791,2018,1,D2,GBP,49092249,13574423,0.2765,8536759,3360325,2019,2019-12-31
2791,2018,2,D2,GBP,49092249,21354911,0.435,10988207,3742068,2020,2020-12-31
2791,2018,3,D2,GBP,49092249,23664973,0.4821,11994556,8657406,2021,2021-12-31
2791,2018,4,D2,GBP,49092249,26206469,0.5338,16653955,10479785,2022,2022-12-31
2791,2018,5,D2,GBP,49092249,24637409,0.5019,15424695,7031332,2023,2023-12-31
2791,2018,0,E1,GBP,13997930,2984732,0.2132,2202312,968739,2018,2018-12-31
2791,2018,1,E1,GBP,13997930,3332985,0.2381,1847500,992356,2019,2019-12-31
2791,2018,2,E1,GBP,13997930,6290954,0.4494,4972127,1486434,2020,2020-12-31
2791,2018,3,E1,GBP,13997930,6889465,0.4922,3534240,2990652,2021,2021-12-31
2791,2018,4,E1,GBP,13997930,7297681,0.5213,4559760,3129726,2022,2022-12-31
2791,2018,5,E1,GBP,13997930,8025892,0.5734,6769541,978879,2023,2023-12-31
2791,2019,0,A1,GBP,25146424,5025808,0.1999,4520016,1901578,2019,2019-12-31
2791,2019,1,A1,GBP,25146424,7965519,0.3168,7166675,1690818,2020,2020-12-31
2791,2019,2,A1,GBP,25146424,10749104,0.4275,9593834,5267618,2021,2021-12-31
2791,2019,3,A1,GBP,25146424,11145139,0.4432,7793960,4407360,2022,2022-12-31
2791,2019,4,A1,GBP,25146424,13617944,0.5415,6951403,2915085,2023,2023-12-31
2791,2019,5,A1,GBP,25146424,13734826,0.5462,7378767,2128484,2024,2024-12-31
2791,2019,0,A2,GBP,40229089,7853441,0.1952,6601822,1924194,2019,2019-12-31
2791,2019,1,A2,GBP,40229089,9482205,0.2357,5743181,2214228,2020,2020-12-31
2791,2019,2,A2,GBP,40229089,17429705,0.4333,9988050,3223174,2021,2021-12-31
2791,2019,3,A2,GBP,40229089,21123074,0.5251,12517697,4448645,2022,2022-12-31
2791,2019,4,A2,GBP,40229089,25719668,0.6393,18520304,8140854,2023,2023-12-31
2791,2019,5,A2,GBP,40229089,28756281,0.7148,23713316,9189777,2024,2024-12-31
2791,2019,0,D1,GBP,43746099,9417333,0.2153,6765655,4355777,2019,2019-12-31
2791,2019,1,D1,GBP,43746099,13080683,0.299,7065848,3420074,2020,2020-12-31
2791,2019,2,D1,GBP,43746099,19231577,0.4396,12015060,8677012,2021,2021-12-31
2791,2019,3,D1,GBP,43746099,17167342,0.3924,10872191,6805782,2022,2022-12-31
2791,2019,4,D1,GBP,43746099,21033151,0.4808,11310071,10051288,2023,2023-12-31
2791,2019,5,D1,GBP,43746099,21916898,0.501,18773158,2564494,2024,2024-12-31
2791,2019,0,D2,GBP,29234903,5275413,0.1804,2863264,862650,2019,2019-12-31
2791,2019,1,D2,GBP,29234903,9668316,0.3307,8295509,1924287,2020,2020-12-31
2791,2019,2,D2,GBP,29234903,10235415,0.3501,5875657,4782653,2021,2021-12-31
2791,2019,3,D2,GBP,29234903,14803992,0.5064,8017094,6290205,2022,2022-12-31
2791,2019,4,D2,GBP,29234903,16249373,0.5558,12861369,2448204,2023,2023-12-31
2791,2019,5,D2,GBP,29234903,20010280,0.6845,16585925,7463419,2024,2024-12-31
2791,2019,0,E1,GBP,21011271,4711221,0.2242,2365572,1456662,2019,2019-12-31
2791,2019,1,E1,GBP,21011271,5373587,0.2557,4394865,2205883,2020,2020-12-31
2791,2019,2,E1,GBP,21011271,6894480,0.3281,4957306,853182,2021,2021-12-31
2791,2019,3,E1,GBP,21011271,8710514,0.4146,6678811,1541662,2022,2022-12-31
2791,2019,4,E1,GBP,21011271,11950176,0.5688,7620712,3128654,2023,2023-12-31
2791,2019,5,E1,GBP,21011271,13608843,0.6477,11762102,2926787,2024,2024-12-31
2791,2020,0,A1,GBP,21712165,4260553,0.1962,3646296,1630776,2020,2020-12-31
2791,2020,1,A1,GBP,21712165,5508103,0.2537,4087576,554010,2021,2021-12-31
2791,2020,2,A1,GBP,21712165,6886916,0.3172,5070801,2745911,2022,2022-12-31
2791,2020,3,A1,GBP,21712165,10956365,0.5046,8005228,4664984,2023,2023-12-31
2791,2020,4,A1,GBP,21712165,12604908,0.5805,11178911,2514831,2024,2024-12-31
2791,2020,0,A2,GBP,7698192,1288016,0.1673,772807,152791,2020,2020-12-31
2791,2020,1,A2,GBP,7698192,1794621,0.2331,1180658,872343,2021,2021-12-31
2791,2020,2,A2,GBP,7698192,2628796,0.3415,1432813,265842,2022,2022-12-31
2791,2020,3,A2,GBP,7698192,3190234,0.4144,1736475,1207470,2023,2023-12-31
2791,2020,4,A2,GBP,7698192,4180157,0.543,2660848,1165552,2024,2024-12-31
2791,2020,0,D1,GBP,14864167,3037099,0.2043,2472924,1359163,2020,2020-12-31
2791,2020,1,D1,GBP,14864167,3888095,0.2616,2583447,1414520,2021,2021-12-31
2791,2020,2,D1,GBP,14864167,5976096,0.402,4047996,1079399,2022,2022-12-31
2791,2020,3,D1,GBP,14864167,7343971,0.4941,4279424,1771889,2023,2023-12-31
2791,2020,4,D1,GBP,14864167,9598372,0.6457,8093783,3502651,2024,2024-12-31
2791,2020,0,D2,GBP,37877527,7070541,0.1867,4309911,845448,2020,2020-12-31
2791,2020,1,D2,GBP,37877527,8535471,0.2253,5850493,1063193,2021,2021-12-31
2791,2020,2,D2,GBP,37877527,16413866,0.4333,8598189,4653315,2022,2022-12-31
2791,2020,3,D2,GBP,37877527,16257078,0.4292,10816837,7356695,2023,2023-12-31
2791,2020,4,D2,GBP,37877527,18243976,0.4817,11160409,4934282,2024,2024-12-31
2791,2020,0,E1,GBP,5923929,1098844,0.1855,884628,138584,2020,2020-12-31
2791,2020,1,E1,GBP,5923929,1635734,0.2761,1016245,310341,2021,2021-12-31
2791,2020,2,E1,GBP,5923929,1955717,0.3301,1653635,852276,2022,2022-12-31
2791,2020,3,E1,GBP,5923929,3291677,0.5557,2000864,961630,2023,2023-12-31
2791,2020,4,E1,GBP,5923929,3249743,0.5486,1798390,1340204,2024,2024-12-31
2791,2021,0,A1,GBP,48300005,9005182,0.1864,5290987,4317139,2021,2021-12-31
2791,2021,1,A1,GBP,48300005,13637071,0.2823,11913215,1962780,2022,2022-12-31
2791,2021,2,A1,GBP,48300005,19715405,0.4082,13974501,7412265,2023,2023-12-31
2791,2021,3,A1,GBP,48300005,20574100,0.426,15704571,8636688,2024,2024-12-31
2791,2021,0,A2,GBP,32092837,4862785,0.1515,3534575,2207332,2021,2021-12-31
2791,2021,1,A2,GBP,32092837,8091820,0.2521,4961299,3429993,2022,2022-12-31
2791,2021,2,A2,GBP,32092837,13275540,0.4137,10187367,4279812,2023,2023-12-31
2791,2021,3,A2,GBP,32092837,15727059,0.49,12889863,4906334,2024,2024-12-31
2791,2021,0,D1,GBP,17277381,3404748,0.1971,3033564,345065,2021,2021-12-31
2791,2021,1,D1,GBP,17277381,5750688,0.3328,3628400,2161425,2022,2022-12-31
2791,2021,2,D1,GBP,17277381,6618633,0.3831,4812940,665729,2023,2023-12-31
2791,2021,3,D1,GBP,17277381,7105600,0.4113,3861087,1581246,2024,2024-12-31
2791,2021,0,D2,GBP,33511112,5657935,0.1688,4649901,1892448,2021,2021-12-31
2791,2021,1,D2,GBP,33511112,9910753,0.2957,7610809,4799397,2022,2022-12-31
2791,2021,2,D2,GBP,33511112,12894484,0.3848,8287994,3249005,2023,2023-12-31
2791,2021,3,D2,GBP,33511112,16491357,0.4921,14118297,3791132,2024,2024-12-31
2791,2021,0,E1,GBP,27558508,4871408,0.1768,3914520,1524723,2021,2021-12-31
2791,2021,1,E1,GBP,27558508,7729594,0.2805,5196832,2511917,2022,2022-12-31
2791,2021,2,E1,GBP,27558508,11118738,0.4035,6018316,5096497,2023,2023-12-31
2791,2021,3,E1,GBP,27558508,11529641,0.4184,9761231,2098207,2024,2024-12-31
2791,2022,0,A1,GBP,32673002,6211907,0.1901,4941237,876165,2022,2022-12-31
2791,2022,1,A1,GBP,32673002,10989552,0.3363,7906182,4257048,2023,2023-12-31
2791,2022,2,A1,GBP,32673002,10883697,0.3331,6375816,2702974,2024,2024-12-31
2791,2022,0,A2,GBP,7457249,1262021,0.1692,1094527,332738,2022,2022-12-31
2791,2022,1,A2,GBP,7457249,2509535,0.3365,1900239,1144148,2023,2023-12-31
2791,2022,2,A2,GBP,7457249,3236188,0.434,1739105,1519153,2024,2024-12-31
2791,2022,0,D1,GBP,46055460,7318600,0.1589,6017106,3047756,2022,2022-12-31
2791,2022,1,D1,GBP,46055460,13144239,0.2854,9879772,5315060,2023,2023-12-31
2791,2022,2,D1,GBP,46055460,14121782,0.3066,10952835,4468556,2024,2024-12-31
2791,2022,0,D2,GBP,49110456,10156016,0.2068,8038139,4778317,2022,2022-12-31
2791,2022,1,D2,GBP,49110456,13754577,0.2801,12336518,5753387,2023,2023-12-31
2791,2022,2,D2,GBP,49110456,21270732,0.4331,11486991,6412704,2024,2024-12-31
2791,2022,0,E1,GBP,20390023,4472772,0.2194,2733167,1211415,2022,2022-12-31
2791,2022,1,E1,GBP,20390023,5388223,0.2643,3463333,1513779,2023,2023-12-31
2791,2022,2,E1,GBP,20390023,8245538,0.4044,4211488,1146166,2024,2024-12-31
2791,2023,0,A1,GBP,47091112,9082830,0.1929,6965798,1607823,2023,2023-12-31
2791,2023,1,A1,GBP,47091112,14951914,0.3175,8876769,1765546,2024,2024-12-31
2791,2023,0,A2,GBP,17038764,2806100,0.1647,1637719,429477,2023,2023-12-31
2791,2023,1,A2,GBP,17038764,4717117,0.2768,3607011,897431,2024,2024-12-31
2791,2023,0,D1,GBP,14027151,2137202,0.1524,1689025,832706,2023,2023-12-31
2791,2023,1,D1,GBP,14027151,3734690,0.2662,2997595,1510446,2024,2024-12-31
2791,2023,0,D2,GBP,33979119,5489146,0.1615,2883487,2527546,2023,2023-12-31
2791,2023,1,D2,GBP,33979119,9456206,0.2783,4756936,2362295,2024,2024-12-31
2791,2023,0,E1,GBP,40771015,6651064,0.1631,5568025,1783434,2023,2023-12-31
2791,2023,1,E1,GBP,40771015,9562559,0.2345,5383852,1236297,2024,2024-12-31
2791,2024,0,A1,GBP,32853724,5195257,0.1581,3074048,2208191,2024,2024-12-31
2791,2024,0,A2,GBP,22860359,4652706,0.2035,3654649,2110148,2024,2024-12-31
2791,2024,0,D1,GBP,40625800,8988357,0.2212,7845226,4130959,2024,2024-12-31
2791,2024,0,D2,GBP,44300324,9915766,0.2238,8473570,1615861,2024,2024-12-31
2791,2024,0,E1,GBP,44880757,8525709,0.19,6197486,4104679,2024,2024-12-31
623,2018,0,A1,GBP,33513638,5459710,0.1629,4557088,1517964,2018,2018-12-31
623,2018,1,A1,GBP,33513638,8730961,0.2605,6482847,4107788,2019,2019-12-31
623,2018,2,A1,GBP,33513638,14067192,0.4197,11735547,2511104,2020,2020-12-31
623,2018,3,A1,GBP,33513638,14424694,0.4304,11669912,4124703,2021,2021-12-31
623,2018,4,A1,GBP,33513638,15767515,0.4705,11550666,6600923,2022,2022-12-31
623,2018,5,A1,GBP,33513638,17819024,0.5317,9292921,7034976,2023,2023-12-31
623,2018,0,A2,GBP,40805457,9026868,0.2212,4922043,2633396,2018,2018-12-31
623,2018,1,A2,GBP,40805457,13355624,0.3273,9779855,5276071,2019,2019-12-31
623,2018,2,A2,GBP,40805457,13069282,0.3203,9242358,4124798,2020,2020-12-31
623,2018,3,A2,GBP,40805457,17075556,0.4185,9401302,7909406,2021,2021-12-31
623,2018,4,A2,GBP,40805457,23030338,0.5644,17106026,10450439,2022,2022-12-31
623,2018,5,A2,GBP,40805457,22866304,0.5604,16484568,5388325,2023,2023-12-31
623,2018,0,D1,GBP,41075475,6449475,0.157,3898424,2061013,2018,2018-12-31
623,2018,1,D1,GBP,41075475,13068671,0.3182,6764441,3870984,2019,2019-12-31
623,2018,2,D1,GBP,41075475,17485222,0.4257,9719772,7274049,2020,2020-12-31
623,2018,3,D1,GBP,41075475,20785028,0.506,11135646,3307498,2021,2021-12-31
623,2018,4,D1,GBP,41075475,22572132,0.5495,15097347,7980191,2022,2022-12-31
623,2018,5,D1,GBP,41075475,21360858,0.52,17175322,6074166,2023,2023-12-31
623,2018,0,D2,GBP,23542935,5284362,0.2245,3355953,598414,2018,2018-12-31
623,2018,1,D2,GBP,23542935,5327697,0.2263,2722073,1949685,2019,2019-12-31
623,2018,2,D2,GBP,23542935,7148366,0.3036,5889102,801610,2020,2020-12-31
623,2018,3,D2,GBP,23542935,10252197,0.4355,8232754,4338615,2021,2021-12-31
623,2018,4,D2,GBP,23542935,13697612,0.5818,7301553,2413091,2022,2022-12-31
623,2018,5,D2,GBP,23542935,17381093,0.7383,9373697,7186384,2023,2023-12-31
623,2018,0,E1,GBP,41173780,8175716,0.1986,4275073,2880618,2018,2018-12-31
623,2018,1,E1,GBP,41173780,13750906,0.334,7017589,2198908,2019,2019-12-31
623,2018,2,E1,GBP,41173780,14534365,0.353,9470854,2122933,2020,2020-12-31
623,2018,3,E1,GBP,41173780,22498323,0.5464,17059191,9022091,2021,2021-12-31
623,2018,4,E1,GBP,41173780,20944316,0.5087,11184603,8903561,2022,2022-12-31
623,2018,5,E1,GBP,41173780,26766542,0.6501,19554404,7781337,2023,2023-12-31
623,2019,0,A1,GBP,37959792,7180727,0.1892,5796245,1150574,2019,2019-12-31
623,2019,1,A1,GBP,37959792,12061350,0.3177,7424857,4205334,2020,2020-12-31
623,2019,2,A1,GBP,37959792,11629702,0.3064,7579985,1350827,2021,2021-12-31
623,2019,3,A1,GBP,37959792,17328810,0.4565,8846366,5886330,2022,2022-12-31
623,2019,4,A1,GBP,37959792,17105783,0.4506,10340687,3391138,2023,2023-12-31
623,2019,5,A1,GBP,37959792,22257270,0.5863,14168881,5443832,2024,2024-12-31
623,2019,0,A2,GBP,39620839,6760541,0.1706,3785791,1697493,2019,2019-12-31
623,2019,1,A2,GBP,39620839,9462685,0.2388,6294473,3965622,2020,2020-12-31
623,2019,2,A2,GBP,39620839,14927245,0.3768,13378797,3699367,2021,2021-12-31
623,2019,3,A2,GBP,39620839,15221815,0.3842,9499181,2558699,2022,2022-12-31
623,2019,4,A2,GBP,39620839,22971594,0.5798,18189824,7374279,2023,2023-12-31
623,2019,5,A2,GBP,39620839,20200446,0.5098,13896042,5306510,2024,2024-12-31
623,2019,0,D1,GBP,21132290,3819952,0.1808,3217966,1235009,2019,2019-12-31
623,2019,1,D1,GBP,21132290,6224204,0.2945,5070294,664730,2020,2020-12-31
623,2019,2,D1,GBP,21132290,8318931,0.3937,6276616,3955142,2021,2021-12-31
623,2019,3,D1,GBP,21132290,11588323,0.5484,6650614,1457878,2022,2022-12-31
623,2019,4,D1,GBP,21132290,10782907,0.5103,5594114,1606266,2023,2023-12-31
623,2019,5,D1,GBP,21132290,12635400,0.5979,10537409,1891592,2024,2024-12-31
623,2019,0,D2,GBP,42298666,9248291,0.2186,7356113,1892599,2019,2019-12-31
623,2019,1,D2,GBP,42298666,13006609,0.3075,11509038,4650005,2020,2020-12-31
623,2019,2,D2,GBP,42298666,16163236,0.3821,11143851,7308717,2021,2021-12-31
623,2019,3,D2,GBP,42298666,17836940,0.4217,10301590,6907757,2022,2022-12-31
623,2019,4,D2,GBP,42298666,20820625,0.4922,15804874,5410936,2023,2023-12-31
623,2019,5,D2,GBP,42298666,23710804,0.5606,18238348,3713120,2024,2024-12-31
623,2019,0,E1,GBP,31849091,6256136,0.1964,3866670,1053210,2019,2019-12-31
623,2019,1,E1,GBP,31849091,9213457,0.2893,7074074,3613708,2020,2020-12-31
623,2019,2,E1,GBP,31849091,11502177,0.3611,6480753,2266923,2021,2021-12-31
623,2019,3,E1,GBP,31849091,14450328,0.4537,11369466,3573603,2022,2022-12-31
623,2019,4,E1,GBP,31849091,19529111,0.6132,13891611,3623621,2023,2023-12-31
623,2019,5,E1,GBP,31849091,18389545,0.5774,14919767,2443369,2024,2024-12-31
623,2020,0,A1,GBP,7736622,1637477,0.2117,1009750,807085,2020,2020-12-31
623,2020,1,A1,GBP,7736622,2080080,0.2689,1335141,832275,2021,2021-12-31
623,2020,2,A1,GBP,7736622,3200243,0.4136,2709035,374196,2022,2022-12-31
623,2020,3,A1,GBP,7736622,3486236,0.4506,2062567,1290954,2023,2023-12-31
623,2020,4,A1,GBP,7736622,4073210,0.5265,3149704,886058,2024,2024-12-31
623,2020,0,A2,GBP,6561227,1313228,0.2001,903412,292970,2020,2020-12-31
623,2020,1,A2,GBP,6561227,2060950,0.3141,1741984,628985,2021,2021-12-31
623,2020,2,A2,GBP,6561227,2913156,0.444,2074580,1359015,2022,2022-12-31
623,2020,3,A2,GBP,6561227,2488130,0.3792,1468858,357260,2023,2023-12-31
