Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date
1183,2018,3,A1,GBP,18862360,16033006,7919552,2558624,1705749,12183925,298,102,2021-12-31
1183,2018,4,A1,GBP,16934751,14394538,10517151,1577572,1051715,13146438,198,139,2022-12-31
1183,2018,5,A1,GBP,4677719,3976061,3741526,118153,78768,3938447,308,153,2023-12-31
1183,2018,6,A1,GBP,1894130,1610010,1304608,0,0,1304608,145,340,2024-12-31
1183,2018,0,A2,GBP,8635083,7339820,1275505,3061213,2040808,6377526,308,50,2018-12-31
1183,2018,1,A2,GBP,6721435,5713219,1551929,1729292,1152861,4434082,379,112,2019-12-31
1183,2018,2,A2,GBP,13757070,11693509,3501932,2101159,1400773,7003864,358,64,2020-12-31
1183,2018,3,A2,GBP,2059330,1750430,908922,293652,195768,1398342,368,39,2021-12-31
1183,2018,4,A2,GBP,7401659,6291410,2709450,406417,270945,3386812,170,175,2022-12-31
1183,2018,5,A2,GBP,6081189,5169010,3553997,112231,74821,3741049,114,204,2023-12-31
1183,2018,6,A2,GBP,17838268,15162527,13556886,0,0,13556886,481,246,2024-12-31
1183,2018,0,D1,GBP,3089813,2626341,452540,1086096,724064,2262700,275,22,2018-12-31
1183,2018,1,D1,GBP,19820237,16847201,4023645,4483490,2988993,11496128,349,87,2019-12-31
1183,2018,2,D1,GBP,18632087,15837273,5596425,3357855,2238570,11192850,499,46,2020-12-31
1183,2018,3,D1,GBP,16423748,13960185,8698875,2810405,1873603,13382883,185,184,2021-12-31
1183,2018,4,D1,GBP,12887898,10954713,7427011,1114051,742701,9283763,454,299,2022-12-31
1183,2018,5,D1,GBP,9870522,8389943,6507922,205513,137008,6850443,108,124,2023-12-31
1183,2018,6,D1,GBP,10361901,8807615,6975990,0,0,6975990,125,157,2024-12-31
1183,2018,0,D2,GBP,10697369,9092763,1566010,3758424,2505616,7830050,363,73,2018-12-31
1183,2018,1,D2,GBP,17408220,14796987,3514470,3916124,2610749,10041343,188,101,2019-12-31
1183,2018,2,D2,GBP,10175712,8649355,2875227,1725136,1150091,5750454,303,175,2020-12-31
1183,2018,3,D2,GBP,19226461,16342491,7521785,2430115,1620076,11571976,212,117,2021-12-31
1183,2018,4,D2,GBP,5914923,5027684,2679133,401870,267913,3348916,157,296,2022-12-31
1183,2018,5,D2,GBP,3651787,3104018,2041780,64477,42984,2149241,236,323,2023-12-31
1183,2018,6,D2,GBP,9604831,8164106,7193397,0,0,7193397,119,108,2024-12-31
1183,2018,0,E1,GBP,19071676,16210924,2130127,5112305,3408203,10650635,297,72,2018-12-31
1183,2018,1,E1,GBP,10114104,8596988,1787346,1991614,1327743,5106703,325,134,2019-12-31
1183,2018,2,E1,GBP,9028973,7674627,2469348,1481609,987739,4938696,352,138,2020-12-31
1183,2018,3,E1,GBP,8572283,7286440,3929239,1269446,846297,6044982,36,36,2021-12-31
1183,2018,4,E1,GBP,14868092,12637878,6923980,1038597,692398,8654975,251,44,2022-12-31
1183,2018,5,E1,GBP,5612628,4770733,2410449,76119,50746,2537314,291,80,2023-12-31
1183,2018,6,E1,GBP,14653548,12455515,10420974,0,0,10420974,460,248,2024-12-31
1183,2019,0,A1,GBP,17020513,14467436,2417646,5802351,3868234,12088231,397,30,2019-12-31
1183,2019,1,A1,GBP,11776599,10010109,2325385,2591143,1727429,6643957,40,139,2020-12-31
1183,2019,2,A1,GBP,4001803,3401532,1422479,853487,568991,2844957,128,139,2021-12-31
1183,2019,3,A1,GBP,2251521,1913792,1193170,385485,256990,1835645,99,141,2022-12-31
1183,2019,4,A1,GBP,6898490,5863716,4545106,681765,454510,5681381,28,166,2023-12-31
1183,2019,5,A1,GBP,17622325,14978976,8781176,277300,184866,9243342,393,145,2024-12-31
1183,2019,0,A2,GBP,2257156,1918582,204817,491561,327707,1024085,300,62,2019-12-31
1183,2019,1,A2,GBP,4600413,3910351,1322543,1473691,982460,3778694,181,52,2020-12-31
1183,2019,2,A2,GBP,16245425,13808611,6868888,4121333,2747555,13737776,288,136,2021-12-31
1183,2019,3,A2,GBP,17572950,14937007,9203087,2973305,1982203,14158595,78,170,2022-12-31
1183,2019,4,A2,GBP,16704171,14198545,7471907,1120786,747190,9339883,424,49,2023-12-31
1183,2019,5,A2,GBP,12095917,10281529,5917901,186881,124587,6229369,244,319,2024-12-31
1183,2019,0,D1,GBP,9632376,8187519,1420658,3409580,2273053,7103291,17,76,2019-12-31
1183,2019,1,D1,GBP,12311607,10464865,3302065,3679443,2452962,9434470,300,122,2020-12-31
1183,2019,2,D1,GBP,7481417,6359204,1945908,1167545,778363,3891816,448,166,2021-12-31
1183,2019,3,D1,GBP,14605999,12415099,7412797,2394903,1596602,11404302,273,111,2022-12-31
1183,2019,4,D1,GBP,3910436,3323870,1909335,286400,190933,2386668,58,79,2023-12-31
1183,2019,5,D1,GBP,5718151,4860428,3481968,109956,73304,3665228,489,125,2024-12-31
1183,2019,0,D2,GBP,1229180,1044803,136270,327048,218032,681350,130,46,2019-12-31
1183,2019,1,D2,GBP,9958842,8465015,2898669,3229945,2153297,8281911,164,106,2020-12-31
1183,2019,2,D2,GBP,1383719,1176161,383719,230231,153487,767437,194,179,2021-12-31
1183,2019,3,D2,GBP,8928998,7589648,2755956,890385,593590,4239931,70,157,2022-12-31
1183,2019,4,D2,GBP,11294712,9600505,4643362,696504,464336,5804202,361,209,2023-12-31
1183,2019,5,D2,GBP,11434688,9719484,7887766,249087,166058,8302911,337,148,2024-12-31
1183,2019,0,E1,GBP,13332726,11332817,1855515,4453238,2968825,9277578,122,14,2019-12-31
1183,2019,1,E1,GBP,17045122,14488353,3050156,3398745,2265830,8714731,392,110,2020-12-31
1183,2019,2,E1,GBP,13536769,11506253,4171614,2502968,1668645,8343227,291,123,2021-12-31
1183,2019,3,E1,GBP,19036100,16180685,9537442,3081327,2054218,14672987,432,75,2022-12-31
1183,2019,4,E1,GBP,9303561,7908026,5374754,806213,537475,6718442,315,36,2023-12-31
1183,2019,5,E1,GBP,18633077,15838115,11128870,351438,234292,11714600,370,180,2024-12-31
1183,2020,0,A1,GBP,3620692,3077588,591547,1419713,946475,2957735,67,7,2020-12-31
1183,2020,1,A1,GBP,19376059,16469650,5500947,6129626,4086417,15716990,113,104,2021-12-31
1183,2020,2,A1,GBP,19007326,16156227,4846306,2907784,1938522,9692612,177,135,2022-12-31
1183,2020,3,A1,GBP,15825708,13451851,5107310,1650054,1100036,7857400,115,241,2023-12-31
1183,2020,4,A1,GBP,17402344,14791992,6771275,1015691,677127,8464093,271,186,2024-12-31
1183,2020,0,A2,GBP,2866827,2436802,362007,868817,579211,1810035,272,43,2020-12-31
1183,2020,1,A2,GBP,16327613,13878471,3860624,4301838,2867892,11030354,296,84,2021-12-31
1183,2020,2,A2,GBP,11340454,9639385,4192067,2515240,1676826,8384133,212,67,2022-12-31
1183,2020,3,A2,GBP,1101182,936004,535625,173048,115365,824038,306,27,2023-12-31
1183,2020,4,A2,GBP,2519673,2141722,1248707,187306,124870,1560883,368,29,2024-12-31
1183,2020,0,D1,GBP,19158433,16284668,3247927,7795025,5196683,16239635,488,8,2020-12-31
1183,2020,1,D1,GBP,16840081,14314068,2727131,3038803,2025868,7791802,219,33,2021-12-31
1183,2020,2,D1,GBP,5544238,4712602,2096639,1257983,838655,4193277,383,167,2022-12-31
1183,2020,3,D1,GBP,15105006,12839255,5888835,1902546,1268364,9059745,466,129,2023-12-31
1183,2020,4,D1,GBP,16050408,13642846,10244630,1536694,1024463,12805787,474,158,2024-12-31
1183,2020,0,D2,GBP,13604572,11563886,1311752,3148206,2098804,6558762,348,56,2020-12-31
1183,2020,1,D2,GBP,5462397,4643037,1360108,1515549,1010366,3886023,188,22,2021-12-31
1183,2020,2,D2,GBP,6988581,5940293,2960148,1776089,1184059,5920296,211,137,2022-12-31
1183,2020,3,D2,GBP,5273059,4482100,2540259,820699,547132,3908090,124,3,2023-12-31
1183,2020,4,D2,GBP,1762870,1498439,1186617,177992,118661,1483270,247,279,2024-12-31
1183,2020,0,E1,GBP,19268554,16378270,2387956,5731095,3820730,11939781,204,24,2020-12-31
1183,2020,1,E1,GBP,9305125,7909356,2065621,2301692,1534461,5901774,89,51,2021-12-31
1183,2020,2,E1,GBP,7324354,6225700,3021164,1812698,1208465,6042327,381,198,2022-12-31
1183,2020,3,E1,GBP,4786437,4068471,1440126,465271,310181,2215578,348,142,2023-12-31
1183,2020,4,E1,GBP,1524985,1296237,666438,99965,66643,833046,44,44,2024-12-31
1183,2021,0,A1,GBP,2126632,1807637,267350,641640,427760,1336750,354,73,2021-12-31
1183,2021,1,A1,GBP,2633306,2238310,504970,562680,375120,1442770,32,73,2022-12-31
1183,2021,2,A1,GBP,15729147,13369774,4276249,2565749,1710499,8552497,121,195,2023-12-31
1183,2021,3,A1,GBP,2893947,2459854,951921,307543,205029,1464493,158,80,2024-12-31
1183,2021,0,A2,GBP,11700632,9945537,1593602,3824646,2549764,7968012,405,69,2021-12-31
1183,2021,1,A2,GBP,11759735,9995774,2242188,2498438,1665625,6406251,458,27,2022-12-31
1183,2021,2,A2,GBP,18490283,15716740,4977742,2986645,1991096,9955483,163,72,2023-12-31
1183,2021,3,A2,GBP,3045398,2588588,1331590,430206,286804,2048600,312,247,2024-12-31
1183,2021,0,D1,GBP,6876494,5845019,963255,2311813,1541208,4816276,228,57,2021-12-31
1183,2021,1,D1,GBP,17630274,14985732,2892489,3223059,2148706,8264254,186,116,2022-12-31
1183,2021,2,D1,GBP,13789427,11721012,5269780,3161868,2107912,10539560,173,180,2023-12-31
1183,2021,3,D1,GBP,14969536,12724105,5967566,1927982,1285321,9180869,163,128,2024-12-31
1183,2021,0,D2,GBP,7169954,6094460,1078026,2587262,1724841,5390129,252,25,2021-12-31
1183,2021,1,D2,GBP,8561308,7277111,1708863,1904162,1269441,4882466,372,27,2022-12-31
1183,2021,2,D2,GBP,16536546,14056064,6746054,4047632,2698421,13492107,297,108,2023-12-31
1183,2021,3,D2,GBP,14975684,12729331,6550282,2116245,1410830,10077357,78,131,2024-12-31
1183,2021,0,E1,GBP,9148979,7776632,1010044,2424105,1616070,5050219,179,67,2021-12-31
1183,2021,1,E1,GBP,3653163,3105188,1047039,1166700,777800,2991539,443,67,2022-12-31
1183,2021,2,E1,GBP,4102576,3487189,1362576,817546,545030,2725152,434,51,2023-12-31
1183,2021,3,E1,GBP,2729282,2319889,988818,319464,212976,1521258,354,204,2024-12-31
1183,2022,0,A1,GBP,2326995,1977945,372062,892949,595299,1860310,106,78,2022-12-31
1183,2022,1,A1,GBP,19751910,16789123,3711034,4135152,2756768,10602954,116,61,2023-12-31
1183,2022,2,A1,GBP,11173301,9497305,4652606,2791564,1861042,9305212,17,56,2024-12-31
1183,2022,0,A2,GBP,7376137,6269716,1231565,2955757,1970504,6157826,70,77,2022-12-31
1183,2022,1,A2,GBP,17069917,14509429,4873833,5430842,3620561,13925236,366,109,2023-12-31
1183,2022,2,A2,GBP,7862322,6682973,2392712,1435627,957084,4785423,132,143,2024-12-31
1183,2022,0,D1,GBP,11791608,10022866,1792809,4302742,2868494,8964045,204,48,2022-12-31
1183,2022,1,D1,GBP,18906326,16070377,4694837,5231390,3487593,13413820,167,48,2023-12-31
1183,2022,2,D1,GBP,13067670,11107519,4280489,2568293,1712195,8560977,264,121,2024-12-31
1183,2022,0,D2,GBP,4308743,3662431,664517,1594841,1063227,3322585,379,49,2022-12-31
1183,2022,1,D2,GBP,11745245,9983458,3353341,3736580,2491053,9580974,199,57,2023-12-31
1183,2022,2,D2,GBP,14889191,12655812,3486201,2091720,1394480,6972401,452,59,2024-12-31
1183,2022,0,E1,GBP,5896353,5011900,538322,1291974,861316,2691612,293,60,2022-12-31
1183,2022,1,E1,GBP,15011595,12759855,2984709,3325818,2217212,8527739,110,60,2023-12-31
1183,2022,2,E1,GBP,8718144,7410422,2623881,1574329,1049552,5247762,436,65,2024-12-31
1183,2023,0,A1,GBP,17753777,15090710,2379918,5711804,3807869,11899591,493,71,2023-12-31
1183,2023,1,A1,GBP,12326777,10477760,2385548,2658182,1772121,6815851,430,89,2024-12-31
1183,2023,0,A2,GBP,17461656,14842407,2215296,5316710,3544473,11076479,385,37,2023-12-31
1183,2023,1,A2,GBP,6679614,5677671,1182920,1318111,878741,3379772,289,89,2024-12-31
1183,2023,0,D1,GBP,7175618,6099275,1172151,2813162,1875441,5860754,287,66,2023-12-31
1183,2023,1,D1,GBP,2970720,2525112,685797,764174,509449,1959420,439,15,2024-12-31
1183,2023,0,D2,GBP,2627872,2233691,397195,953268,635512,1985975,221,15,2023-12-31
1183,2023,1,D2,GBP,8765616,7450773,1463993,1631307,1087538,4182838,87,3,2024-12-31
1183,2023,0,E1,GBP,8339014,7088161,1087896,2610951,1740634,5439481,201,7,2023-12-31
1183,2023,1,E1,GBP,17213640,14631594,4299963,4791388,3194258,12285609,18,2,2024-12-31
1183,2024,0,A1,GBP,18858087,16029373,2529463,6070711,4047141,12647315,16,2,2024-12-31
1183,2024,0,A2,GBP,18764308,15949661,2772903,6654968,4436645,13864516,284,30,2024-12-31
1183,2024,0,D1,GBP,1575210,1338928,205056,492135,328090,1025281,367,70,2024-12-31
1183,2024,0,D2,GBP,15447639,13130493,2386558,5727740,3818493,11932791,475,19,2024-12-31
1183,2024,0,E1,GBP,4590875,3902243,750350,1800841,1200560,3751751,278,16,2024-12-31
2791,2018,0,A1,GBP,9085572,7722736,957206,2297295,1531530,4786031,279,26,2018-12-31
2791,2018,1,A1,GBP,12893069,10959108,2513187,2800408,1866939,7180534,213,15,2019-12-31
2791,2018,2,A1,GBP,13517533,11489903,5634912,3380947,2253965,11269824,245,147,2020-12-31
2791,2018,3,A1,GBP,9160702,7786596,5038025,1627669,1085113,7750807,125,102,2021-12-31
2791,2018,4,A1,GBP,3705054,3149295,2108899,316334,210889,2636122,449,269,2022-12-31
2791,2018,5,A1,GBP,2063155,1753681,955303,30167,20111,1005581,204,188,2023-12-31
2791,2018,6,A1,GBP,19545582,16613744,12517030,0,0,12517030,336,9,2024-12-31
2791,2018,0,A2,GBP,6750678,5738076,652216,1565318,1043545,3261079,442,45,2018-12-31
2791,2018,1,A2,GBP,12115597,10298257,2868003,3195775,2130516,8194294,449,18,2019-12-31
2791,2018,2,A2,GBP,18722081,15913768,7654156,4592494,3061662,15308312,127,56,2020-12-31
2791,2018,3,A2,GBP,16955142,14411870,6154457,1988363,1325575,9468395,483,27,2021-12-31
2791,2018,4,A2,GBP,10407757,8846593,6741934,1011290,674193,8427417,298,272,2022-12-31
2791,2018,5,A2,GBP,2104000,1788400,1042857,32932,21954,1097743,445,157,2023-12-31
2791,2018,6,A2,GBP,1525398,1296588,1273078,0,0,1273078,310,78,2024-12-31
2791,2018,0,D1,GBP,14364596,12209906,2360246,5664592,3776394,11801232,163,17,2018-12-31
2791,2018,1,D1,GBP,19923297,16934802,3808659,4243934,2829289,10881882,437,71,2019-12-31
2791,2018,2,D1,GBP,19138265,16267525,5575856,3345513,2230342,11151711,396,191,2020-12-31
2791,2018,3,D1,GBP,5695962,4841567,2836757,916490,610993,4364240,362,243,2021-12-31
2791,2018,4,D1,GBP,3631596,3086856,1889351,283402,188935,2361688,187,25,2022-12-31
2791,2018,5,D1,GBP,4277791,3636122,2539269,80187,53458,2672914,439,40,2023-12-31
2791,2018,6,D1,GBP,12428396,10564136,8601288,0,0,8601288,324,309,2024-12-31
2791,2018,0,D2,GBP,14311145,12164473,2397312,5753548,3835699,11986559,177,4,2018-12-31
2791,2018,1,D2,GBP,10171333,8645633,2717747,3028346,2018897,7764990,240,89,2019-12-31
2791,2018,2,D2,GBP,8655054,7356795,2563300,1537980,1025320,5126600,491,98,2020-12-31
2791,2018,3,D2,GBP,15490412,13166850,5279006,1705525,1137016,8121547,309,222,2021-12-31
2791,2018,4,D2,GBP,13753124,11690155,5328264,799239,532826,6660329,326,124,2022-12-31
2791,2018,5,D2,GBP,9269482,7879059,6474559,204459,136306,6815324,52,134,2023-12-31
2791,2018,6,D2,GBP,6174796,5248576,3717227,0,0,3717227,411,329,2024-12-31
2791,2018,0,E1,GBP,6176673,5250172,921389,2211334,1474222,4606945,172,37,2018-12-31
2791,2018,1,E1,GBP,4575255,3888966,779224,868279,578852,2226355,492,56,2019-12-31
2791,2018,2,E1,GBP,15922859,13534430,4728826,2837295,1891530,9457651,148,28,2020-12-31
2791,2018,3,E1,GBP,5446197,4629267,1716626,554602,369734,2640962,230,152,2021-12-31
2791,2018,4,E1,GBP,19689316,16735918,10583338,1587500,1058333,13229171,218,45,2022-12-31
2791,2018,5,E1,GBP,1881203,1599022,868278,27419,18279,913976,293,49,2023-12-31
2791,2018,6,E1,GBP,11886075,10103163,9455221,0,0,9455221,16,154,2024-12-31
2791,2019,0,A1,GBP,14885161,12652386,1801461,4323506,2882337,9007304,53,75,2019-12-31
2791,2019,1,A1,GBP,19774930,16808690,5620609,6262965,4175310,16058884,134,103,2020-12-31
2791,2019,2,A1,GBP,18485366,15712561,4786167,2871700,1914467,9572334,204,45,2021-12-31
2791,2019,3,A1,GBP,5658699,4809894,2050819,662572,441714,3155105,147,167,2022-12-31
2791,2019,4,A1,GBP,5896760,5012246,2242216,336332,224221,2802769,232,116,2023-12-31
2791,2019,5,A1,GBP,15129849,12860371,8191388,258675,172450,8622513,410,41,2024-12-31
2791,2019,0,A2,GBP,13117341,11149739,1444691,3467258,2311505,7223454,136,74,2019-12-31
2791,2019,1,A2,GBP,17636369,14990913,4243890,4728906,3152604,12125400,110,83,2020-12-31
2791,2019,2,A2,GBP,4589397,3900987,1156977,694186,462790,2313953,13,103,2021-12-31
2791,2019,3,A2,GBP,12147359,10325255,6211181,2006689,1337792,9555662,204,112,2022-12-31
2791,2019,4,A2,GBP,15771430,13405715,7367080,1105062,736708,9208850,427,270,2023-12-31
2791,2019,5,A2,GBP,5567579,4732442,3015764,95234,63489,3174487,318,342,2024-12-31
2791,2019,0,D1,GBP,7739457,6578538,993133,2383519,1589013,4965665,100,41,2019-12-31
2791,2019,1,D1,GBP,11708483,9952210,2321824,2587175,1724783,6633782,365,115,2020-12-31
2791,2019,2,D1,GBP,17475471,14854150,7314404,4388642,2925761,14628807,410,64,2021-12-31
2791,2019,3,D1,GBP,11934927,10144687,4657896,1504858,1003239,7165993,428,133,2022-12-31
2791,2019,4,D1,GBP,13247889,11260705,5252047,787807,525204,6565058,298,85,2023-12-31
2791,2019,5,D1,GBP,19308274,16412032,9574439,302350,201567,10078356,403,271,2024-12-31
2791,2019,0,D2,GBP,1903154,1617680,316381,759314,506209,1581904,246,73,2019-12-31
2791,2019,1,D2,GBP,8034632,6829437,1758649,1959638,1306425,5024712,159,125,2020-12-31
2791,2019,2,D2,GBP,3320579,2822492,1291018,774610,516407,2582035,417,107,2021-12-31
2791,2019,3,D2,GBP,17753835,15090759,5835447,1885298,1256865,8977610,165,83,2022-12-31
2791,2019,4,D2,GBP,9478590,8056801,5410115,811517,541011,6762643,376,176,2023-12-31
2791,2019,5,D2,GBP,13649712,11602255,6218900,196386,130924,6546210,316,237,2024-12-31
2791,2019,0,E1,GBP,14448787,12281468,1918067,4603362,3068908,9590337,482,71,2019-12-31
2791,2019,1,E1,GBP,15035842,12780465,3512527,3913959,2609306,10035792,414,66,2020-12-31
2791,2019,2,E1,GBP,19015575,16163238,6536869,3922121,2614747,13073737,478,24,2021-12-31
2791,2019,3,E1,GBP,4669828,3969353,2299554,742932,495288,3537774,346,224,2022-12-31
2791,2019,4,E1,GBP,12912119,10975301,5335653,800347,533565,6669565,323,21,2023-12-31
2791,2019,5,E1,GBP,19898536,16913755,15944122,503498,335665,16783285,356,319,2024-12-31
2791,2020,0,A1,GBP,14408946,12247604,2411263,5787032,3858021,12056316,179,45,2020-12-31
2791,2020,1,A1,GBP,4554909,3871672,724124,806881,537920,2068925,142,41,2021-12-31
2791,2020,2,A1,GBP,18135451,15415133,6789379,4073627,2715751,13578757,295,151,2022-12-31
2791,2020,3,A1,GBP,8416594,7154104,3437357,1110530,740353,5288240,210,157,2023-12-31
2791,2020,4,A1,GBP,17792845,15123918,7263722,1089558,726372,9079652,22,201,2024-12-31
2791,2020,0,A2,GBP,4508094,3831879,512275,1229460,819640,2561375,481,9,2020-12-31
2791,2020,1,A2,GBP,4894640,4160444,1340565,1493773,995848,3830186,383,26,2021-12-31
2791,2020,2,A2,GBP,12687970,10784774,3646244,2187746,1458497,7292487,243,55,2022-12-31
2791,2020,3,A2,GBP,18485712,15712855,7728150,2496787,1664524,11889461,253,35,2023-12-31
2791,2020,4,A2,GBP,15702409,13347047,9280721,1392108,928072,11600901,241,134,2024-12-31
2791,2020,0,D1,GBP,3253996,2765896,371024,890458,593638,1855120,424,73,2020-12-31
2791,2020,1,D1,GBP,4861620,4132377,781077,870343,580228,2231648,185,117,2021-12-31
2791,2020,2,D1,GBP,4669602,3969161,1683054,1009832,673221,3366107,94,192,2022-12-31
2791,2020,3,D1,GBP,9184360,7806706,3918584,1266004,844002,6028590,292,55,2023-12-31
2791,2020,4,D1,GBP,12106169,10290243,6527061,979059,652706,8158826,500,192,2024-12-31
2791,2020,0,D2,GBP,8779781,7462813,1350509,3241223,2160815,6752547,332,19,2020-12-31
2791,2020,1,D2,GBP,7254107,6165990,1792976,1997887,1331925,5122788,231,72,2021-12-31
2791,2020,2,D2,GBP,1979530,1682600,737330,442398,294932,1474660,462,53,2022-12-31
2791,2020,3,D2,GBP,16085234,13672448,7181619,2320215,1546810,11048644,209,4,2023-12-31
2791,2020,4,D2,GBP,8207361,6976256,3495113,524266,349511,4368890,395,292,2024-12-31
2791,2020,0,E1,GBP,3099291,2634397,422085,1013005,675337,2110427,419,55,2020-12-31
2791,2020,1,E1,GBP,7273331,6182331,1518024,1691512,1127675,4337211,110,83,2021-12-31
2791,2020,2,E1,GBP,4823694,4100139,1338433,803060,535373,2676866,451,127,2022-12-31
2791,2020,3,E1,GBP,18707177,15901100,10169937,3285672,2190448,15646057,170,201,2023-12-31
2791,2020,4,E1,GBP,14040569,11934483,7801202,1170180,780120,9751502,310,50,2024-12-31
2791,2021,0,A1,GBP,12674413,10773251,1497593,3594224,2396149,7487966,244,64,2021-12-31
2791,2021,1,A1,GBP,6789062,5770702,1842709,2053305,1368870,5264884,371,54,2022-12-31
2791,2021,2,A1,GBP,3843804,3267233,1381547,828928,552619,2763094,170,32,2023-12-31
2791,2021,3,A1,GBP,9005172,7654396,3349012,1081988,721325,5152325,103,127,2024-12-31
2791,2021,0,A2,GBP,5743205,4881724,751590,1803816,1202544,3757950,224,62,2021-12-31
2791,2021,1,A2,GBP,5626058,4782149,1338849,1491860,994573,3825282,226,35,2022-12-31
2791,2021,2,A2,GBP,17329942,14730450,6101878,3661126,2440751,12203755,365,167,2023-12-31
2791,2021,3,A2,GBP,6812795,5790875,2975673,961371,640914,4577958,260,98,2024-12-31
2791,2021,0,D1,GBP,5707570,4851434,599111,1437867,958578,2995556,441,47,2021-12-31
2791,2021,1,D1,GBP,2798895,2379060,779976,869116,579411,2228503,497,3,2022-12-31
2791,2021,2,D1,GBP,17260777,14671660,4355013,2613008,1742005,8710026,427,100,2023-12-31
2791,2021,3,D1,GBP,19843567,16867031,8411963,2717711,1811807,12941481,263,139,2024-12-31
2791,2021,0,D2,GBP,17499582,14874644,2156831,5176394,3450929,10784154,440,46,2021-12-31
2791,2021,1,D2,GBP,17398034,14788328,3147573,3507296,2338197,8993066,299,7,2022-12-31
2791,2021,2,D2,GBP,8399742,7139780,2380637,1428382,952255,4761274,150,60,2023-12-31
2791,2021,3,D2,GBP,19039151,16183278,6997921,2260866,1507244,10766031,409,155,2024-12-31
2791,2021,0,E1,GBP,19980079,16983067,2985052,7164127,4776084,14925263,402,51,2021-12-31
2791,2021,1,E1,GBP,19445749,16528886,4453326,4962277,3308185,12723788,303,22,2022-12-31
2791,2021,2,E1,GBP,9988860,8490531,3795992,2277595,1518397,7591984,431,96,2023-12-31
2791,2021,3,E1,GBP,19187957,16309763,9716375,3139136,2092757,14948268,31,256,2024-12-31
2791,2022,0,A1,GBP,15809804,13438333,2113901,5073363,3382242,10569506,227,11,2022-12-31
2791,2022,1,A1,GBP,9305783,7909915,1853518,2065349,1376899,5295766,26,82,2023-12-31
2791,2022,2,A1,GBP,9818615,8345822,2893697,1736218,1157478,5787393,428,24,2024-12-31
2791,2022,0,A2,GBP,15732741,13372829,2505017,6012043,4008028,12525088,70,25,2022-12-31
2791,2022,1,A2,GBP,8042342,6835990,2179461,2428542,1619028,6227031,311,124,2023-12-31
2791,2022,2,A2,GBP,12765218,10850435,5070468,3042281,2028187,10140936,322,164,2024-12-31
2791,2022,0,D1,GBP,15366902,13061866,1587071,3808970,2539313,7935354,81,22,2022-12-31
2791,2022,1,D1,GBP,7943845,6752268,2146916,2392278,1594852,6134046,301,64,2023-12-31
2791,2022,2,D1,GBP,18860379,16031322,5303859,3182315,2121543,10607717,285,45,2024-12-31
2791,2022,0,D2,GBP,11860013,10081011,1996277,4791066,3194044,9981387,159,30,2022-12-31
2791,2022,1,D2,GBP,9970544,8474962,2899789,3231193,2154129,8285111,273,123,2023-12-31
2791,2022,2,D2,GBP,4195226,3565942,1057691,634614,423076,2115381,394,107,2024-12-31
2791,2022,0,E1,GBP,2989304,2540908,506384,1215323,810215,2531922,453,68,2022-12-31
2791,2022,1,E1,GBP,5257660,4469011,1344382,1498025,998683,3841090,77,46,2023-12-31
2791,2022,2,E1,GBP,5907115,5021047,2169559,1301735,867823,4339117,434,65,2024-12-31
2791,2023,0,A1,GBP,14176850,12050322,1831035,4394484,2929656,9155175,305,65,2023-12-31
2791,2023,1,A1,GBP,10016651,8514153,2458024,2738941,1825960,7022925,202,82,2024-12-31
2791,2023,0,A2,GBP,3533905,3003819,497185,1193246,795497,2485928,460,79,2023-12-31
2791,2023,1,A2,GBP,4123742,3505180,882064,982872,655248,2520184,393,51,2024-12-31
2791,2023,0,D1,GBP,13383973,11376377,1691408,4059379,2706253,8457040,259,34,2023-12-31
2791,2023,1,D1,GBP,1082982,920534,302311,336861,224574,863746,443,133,2024-12-31
2791,2023,0,D2,GBP,4125315,3506517,612504,1470010,980006,3062520,244,66,2023-12-31
2791,2023,1,D2,GBP,13019960,11066966,3600212,4011665,2674443,10286320,417,97,2024-12-31
2791,2023,0,E1,GBP,14345130,12193360,1541045,3698509,2465672,7705226,229,22,2023-12-31
2791,2023,1,E1,GBP,17599879,14959897,3433651,3826068,2550712,9810431,434,52,2024-12-31
2791,2024,0,A1,GBP,12333182,10483204,1649992,3959982,2639988,8249962,76,58,2024-12-31
2791,2024,0,A2,GBP,17285237,14692451,2645752,6349806,4233204,13228762,467,70,2024-12-31
2791,2024,0,D1,GBP,2624345,2230693,245836,590007,393338,1229181,330,48,2024-12-31
2791,2024,0,D2,GBP,1546311,1314364,154536,370888,247258,772682,449,17,2024-12-31
2791,2024,0,E1,GBP,15807099,13436034,1999937,4799849,3199899,9999685,500,44,2024-12-31
623,2018,0,A1,GBP,7788672,6620371,1321391,3171338,2114225,6606954,475,14,2018-12-31
623,2018,1,A1,GBP,11128925,9459586,2000500,2229129,1486086,5715715,487,50,2019-12-31
623,2018,2,A1,GBP,4131970,3512174,1470640,882384,588256,2941280,138,23,2020-12-31
623,2018,3,A1,GBP,13477006,11455455,6270477,2025846,1350564,9646887,342,57,2021-12-31
623,2018,4,A1,GBP,2737692,2327038,1332788,199918,133278,1665984,166,300,2022-12-31
623,2018,5,A1,GBP,8856563,7528078,5230754,165181,110121,5506056,56,346,2023-12-31
