Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,LOB_Code,Currency,Gross_Written_Premium,Gross_Earned_Premium,Paid_Claims_Gross,Case_Reserves_Gross,IBNR_Best_Estimate,IBNR_High,IBNR_Low,Ultimate_Loss_Ratio,As_At_Date
RRA,N/A,5000,2021,D1,GBP,45385575,42667772,12217722,3625694,4511036,9903606,6472614,0.5911,2024-12-31
RRA,N/A,5000,2021,D2,GBP,43906454,38025436,14966829,4702186,5396110,8543023,3124696,0.6196,2024-12-31
RRA,N/A,5000,2021,E1,GBP,43797894,39544412,18918446,6044931,5673430,10795817,3097436,0.7026,2024-12-31
RRA,N/A,5000,2022,A1,GBP,11622686,10949124,5597605,1259538,2473668,2024405,1716965,0.7348,2024-12-31
RRA,N/A,5000,2022,A2,GBP,12202425,10805030,3675657,868532,1398428,1591968,1771663,0.5862,2024-12-31
RRA,N/A,5000,2022,D1,GBP,13295689,11992349,4692605,1164076,1775760,2945379,960654,0.6432,2024-12-31
RRA,N/A,5000,2022,D2,GBP,38132505,33494110,12678706,2867448,7545279,6311657,4001454,0.5731,2024-12-31
RRA,N/A,5000,2022,E1,GBP,24501119,21874505,12025101,3467808,5682585,7097874,2838960,0.747,2024-12-31
RRA,N/A,5000,2023,A1,GBP,5858043,5267346,1895390,631600,1237279,953077,533654,0.7497,2024-12-31
RRA,N/A,5000,2023,A2,GBP,31885440,30219651,13674346,4157531,4036742,5991952,2852998,0.689,2024-12-31
RRA,N/A,5000,2023,D1,GBP,18439455,17500262,5388653,2267464,3639570,3154322,2553818,0.669,2024-12-31
RRA,N/A,5000,2023,D2,GBP,44051897,40775770,18862346,5724512,6516865,9819669,7144378,0.6687,2024-12-31
RRA,N/A,5000,2023,E1,GBP,37516449,32441876,13126191,2746149,6065668,6023971,5906413,0.6523,2024-12-31
RRA,N/A,5000,2024,A1,GBP,6994711,5982473,1676168,668965,1372984,1102354,804783,0.5699,2024-12-31
RRA,N/A,5000,2024,A2,GBP,15249983,13912914,5847714,1546613,2364869,2778717,1581949,0.6106,2024-12-31
RRA,N/A,5000,2024,D1,GBP,24700674,22206524,8065684,2264825,5426591,5214027,4094153,0.6824,2024-12-31
RRA,N/A,5000,2024,D2,GBP,7120540,6679156,2321265,772502,1707759,1536950,561469,0.7481,2024-12-31
RRA,N/A,5000,2024,E1,GBP,16869489,15790450,5476803,1903340,2770077,2531350,2313364,0.6613,2024-12-31
RRA,N/A,1910,2018,A1,GBP,37712546,34200961,14502343,4118220,6834930,7791348,4885787,0.7028,2024-12-31
RRA,N/A,1910,2018,A2,GBP,15489850,13772621,5532943,1988433,2758241,2729637,2488655,0.6513,2024-12-31
RRA,N/A,1910,2018,D1,GBP,26507235,24096305,6535068,2036581,4648908,4721683,3201199,0.5623,2024-12-31
RRA,N/A,1910,2018,D2,GBP,46953307,40367401,14617318,3940290,6393736,9644808,3981089,0.6183,2024-12-31
RRA,N/A,1910,2018,E1,GBP,48492102,41630187,18008503,5550289,5134532,6947910,5368200,0.6124,2024-12-31
RRA,N/A,1910,2019,A1,GBP,7508369,7030362,2750391,916810,980374,1635493,907443,0.6422,2024-12-31
RRA,N/A,1910,2019,A2,GBP,26240917,23328964,9385432,2968357,2790725,5499370,2468726,0.6255,2024-12-31
RRA,N/A,1910,2019,D1,GBP,38740224,35514664,12417121,3585940,9489291,6632344,5389631,0.7123,2024-12-31
RRA,N/A,1910,2019,D2,GBP,10054718,9085276,3510437,756323,2521571,2024542,966641,0.7181,2024-12-31
RRA,N/A,1910,2019,E1,GBP,11171185,10141417,4474744,986562,2039852,2372437,1271129,0.6935,2024-12-31
RRA,N/A,1910,2020,A1,GBP,28308014,25906183,9847418,3621616,4749166,6182603,2609861,0.7091,2024-12-31
RRA,N/A,1910,2020,A2,GBP,31997960,28847342,11552319,2972383,6264883,6253157,3407944,0.6003,2024-12-31
RRA,N/A,1910,2020,D1,GBP,17518416,15263713,8026872,2030753,2837808,4515993,2097043,0.6654,2024-12-31
RRA,N/A,1910,2020,D2,GBP,46233182,43490795,22666230,5751967,5396006,7999568,5642415,0.7206,2024-12-31
RRA,N/A,1910,2020,E1,GBP,21131222,19409675,6007485,1759514,2619932,4486992,1344274,0.5801,2024-12-31
RRA,N/A,1910,2021,A1,GBP,18660548,16359580,6523905,1557567,3856674,3317906,1822140,0.7192,2024-12-31
RRA,N/A,1910,2021,A2,GBP,15063796,13174173,5744903,1297726,2321870,2545770,1746406,0.5884,2024-12-31
RRA,N/A,1910,2021,D1,GBP,7483278,6564864,1805870,790696,908162,1370239,868795,0.5904,2024-12-31
RRA,N/A,1910,2021,D2,GBP,7834166,7039657,2362307,1082070,970507,1863904,1338784,0.7428,2024-12-31
RRA,N/A,1910,2021,E1,GBP,32313767,29637127,15689720,3292229,7493793,8686059,3191279,0.7294,2024-12-31
RRA,N/A,1910,2022,A1,GBP,43317374,40860999,16802094,5521276,10261855,11661847,4158997,0.6969,2024-12-31
RRA,N/A,1910,2022,A2,GBP,11056493,9533214,4242075,878329,1763320,1836828,1402488,0.5976,2024-12-31
RRA,N/A,1910,2022,D1,GBP,20833536,18162694,6634643,1864433,3146671,4325515,3523295,0.7371,2024-12-31
RRA,N/A,1910,2022,D2,GBP,8753090,7768109,3883557,746796,1331685,1909110,1386942,0.6481,2024-12-31
RRA,N/A,1910,2022,E1,GBP,14724848,13569935,5926079,936088,3147825,2944320,2073922,0.6226,2024-12-31
RRA,N/A,1910,2023,A1,GBP,49441062,42295208,23695886,5866088,7039472,9718499,6872634,0.7098,2024-12-31
RRA,N/A,1910,2023,A2,GBP,29350793,26959432,12019130,2651372,5114122,4322659,5234891,0.7306,2024-12-31
RRA,N/A,1910,2023,D1,GBP,22148575,20900109,8473637,1753410,4350113,3135993,2241078,0.6102,2024-12-31
RRA,N/A,1910,2023,D2,GBP,26285881,24358444,9957987,1972723,6168594,6957595,4599878,0.7259,2024-12-31
RRA,N/A,1910,2023,E1,GBP,36614400,34514553,12762547,3631934,8521084,5619600,3167587,0.6974,2024-12-31
RRA,N/A,1910,2024,A1,GBP,22513405,19928542,8513403,2658890,4362852,4261613,1526377,0.6513,2024-12-31
RRA,N/A,1910,2024,A2,GBP,8496292,7377958,3071706,945735,867967,1383163,840404,0.6783,2024-12-31
RRA,N/A,1910,2024,D1,GBP,43641911,37784391,13717815,4869169,7814846,8717359,5612711,0.5664,2024-12-31
RRA,N/A,1910,2024,D2,GBP,32535854,28694668,12529298,4000019,4659755,7780092,5164130,0.7085,2024-12-31
RRA,N/A,1910,2024,E1,GBP,23911098,21315539,6409917,2645927,4779607,5314279,1884945,0.5897,2024-12-31
RRA,N/A,2010,2018,A1,GBP,6541496,5983576,2825594,916339,1657069,1151660,986042,0.7346,2024-12-31
RRA,N/A,2010,2018,A2,GBP,16325020,14885159,5303032,1050565,3122729,2139289,1691931,0.56,2024-12-31
RRA,N/A,2010,2018,D1,GBP,5947235,5313948,2788957,599755,1174676,922928,854161,0.6937,2024-12-31
RRA,N/A,2010,2018,D2,GBP,17787202,16565954,6309443,2296308,2977010,3763908,1722331,0.7392,2024-12-31
RRA,N/A,2010,2018,E1,GBP,19466429,17097300,8794724,2068091,3378525,3341835,2092818,0.749,2024-12-31
RRA,N/A,2010,2019,A1,GBP,22569064,20201516,6394263,2133108,3765807,2926266,2295384,0.5971,2024-12-31
RRA,N/A,2010,2019,A2,GBP,26692670,23749949,9218979,2750780,4665669,6351355,2206166,0.7449,2024-12-31
RRA,N/A,2010,2019,D1,GBP,42379635,37433349,11199957,4542872,8316848,9233801,5834600,0.5618,2024-12-31
RRA,N/A,2010,2019,D2,GBP,45146674,42030889,12545271,4699825,7065551,12354611,6269048,0.6919,2024-12-31
RRA,N/A,2010,2019,E1,GBP,13874358,12569558,5923541,1300259,2587014,3983087,2390319,0.7436,2024-12-31
RRA,N/A,2010,2020,A1,GBP,13852970,12758939,4168828,991625,1673057,3113200,1375882,0.5679,2024-12-31
RRA,N/A,2010,2020,A2,GBP,23857634,22488771,8092587,3132598,4549454,5880085,2329312,0.6996,2024-12-31
RRA,N/A,2010,2020,D1,GBP,26005766,22533954,10290794,2470998,5633867,5155414,3950680,0.6372,2024-12-31
RRA,N/A,2010,2020,D2,GBP,47725005,40820257,15057142,4165262,5323079,8536193,6973184,0.7096,2024-12-31
RRA,N/A,2010,2020,E1,GBP,34288312,32214469,10779816,2833195,6835026,6135477,3314959,0.5732,2024-12-31
RRA,N/A,2010,2021,A1,GBP,12549135,11754623,3944764,986946,2920780,2131066,1130320,0.7192,2024-12-31
RRA,N/A,2010,2021,A2,GBP,39140813,35474287,16750395,3390668,9777174,5616411,6013593,0.7145,2024-12-31
RRA,N/A,2010,2021,D1,GBP,17117770,14681629,6834616,1817836,3549946,2224369,2191896,0.6333,2024-12-31
RRA,N/A,2010,2021,D2,GBP,13186673,11987132,5683210,1523263,1498862,1792884,1862474,0.6288,2024-12-31
RRA,N/A,2010,2021,E1,GBP,49260934,44967137,15299459,5275964,6869718,6643279,6152767,0.646,2024-12-31
RRA,N/A,2010,2022,A1,GBP,35407160,32686279,13506821,4262206,5744883,5275455,2336487,0.615,2024-12-31
RRA,N/A,2010,2022,A2,GBP,48194219,44811693,18216980,4522982,7906624,6387964,4042342,0.6066,2024-12-31
RRA,N/A,2010,2022,D1,GBP,21111504,19772011,6694126,2905599,2864087,5582643,2239033,0.743,2024-12-31
RRA,N/A,2010,2022,D2,GBP,48893512,43019184,18184523,4929694,9494809,10812703,5410714,0.5808,2024-12-31
RRA,N/A,2010,2022,E1,GBP,29095052,27151656,11006666,2960618,6500749,5868832,3666104,0.6831,2024-12-31
RRA,N/A,2010,2023,A1,GBP,33391786,29793942,9682620,2250282,5237776,4146209,3357362,0.568,2024-12-31
RRA,N/A,2010,2023,A2,GBP,36106627,33028936,15194714,4777135,6320853,8151604,2786000,0.6853,2024-12-31
RRA,N/A,2010,2023,D1,GBP,36421656,34262608,12613820,2666806,4076061,8836229,5252568,0.6375,2024-12-31
RRA,N/A,2010,2023,D2,GBP,40104113,36368557,14408336,4886823,6440387,7700704,4127859,0.6355,2024-12-31
RRA,N/A,2010,2023,E1,GBP,36182569,32812083,11749313,3097333,4106063,7421814,2890105,0.6822,2024-12-31
RRA,N/A,2010,2024,A1,GBP,49397769,45871643,20723369,3317840,7403787,10820012,4668964,0.6426,2024-12-31
RRA,N/A,2010,2024,A2,GBP,35534408,31803110,16011447,3343457,8315988,9023369,3281809,0.7015,2024-12-31
RRA,N/A,2010,2024,D1,GBP,10249290,9331007,4741796,793063,1841387,1442065,842301,0.6994,2024-12-31
RRA,N/A,2010,2024,D2,GBP,16524964,14806637,5870390,1865950,3363892,3885422,1636868,0.6812,2024-12-31
RRA,N/A,2010,2024,E1,GBP,46389044,42556395,17521013,4026066,6076091,6494184,2946145,0.6221,2024-12-31
RRA,N/A,2525,2018,A1,GBP,12510320,11504530,4072720,916153,2196874,2043477,1215812,0.7132,2024-12-31
RRA,N/A,2525,2018,A2,GBP,47014118,42494098,14447140,6004162,6094443,9648067,3985384,0.7216,2024-12-31
RRA,N/A,2525,2018,D1,GBP,15228883,13622640,5796658,1083461,2549223,2640848,1532538,0.6978,2024-12-31
RRA,N/A,2525,2018,D2,GBP,31288783,26620103,10325846,3002621,6062712,6480320,3690618,0.5602,2024-12-31
RRA,N/A,2525,2018,E1,GBP,44986115,42732429,12875830,4383804,7913670,10802997,7525959,0.6962,2024-12-31
RRA,N/A,2525,2019,A1,GBP,37742515,32310252,9132003,3548314,5866976,5707582,4439773,0.5964,2024-12-31
RRA,N/A,2525,2019,A2,GBP,36765173,33539752,12518865,3053173,5001315,4896347,4404422,0.5734,2024-12-31
RRA,N/A,2525,2019,D1,GBP,36490192,31863611,10519805,4310492,4918400,7234769,5111213,0.6188,2024-12-31
RRA,N/A,2525,2019,D2,GBP,49087714,46059853,19492413,4393217,7373964,12267371,6252344,0.6437,2024-12-31
RRA,N/A,2525,2019,E1,GBP,29176341,27133282,13519117,3355867,4272659,7239009,4139550,0.7092,2024-12-31
RRA,N/A,2525,2020,A1,GBP,13663523,11827574,4374942,1432721,2704990,2386521,1080106,0.5847,2024-12-31
RRA,N/A,2525,2020,A2,GBP,42368263,36089839,15744055,3216360,4307012,8664924,5550083,0.5594,2024-12-31
RRA,N/A,2525,2020,D1,GBP,7145470,6314976,2207002,623529,1333766,1511046,1265924,0.7114,2024-12-31
RRA,N/A,2525,2020,D2,GBP,28839818,26734784,11512050,3849452,6509715,7607062,3869989,0.7039,2024-12-31
RRA,N/A,2525,2020,E1,GBP,11988852,11301449,4403634,1207625,2638124,1841404,960405,0.6913,2024-12-31
RRA,N/A,2525,2021,A1,GBP,45974829,43025026,13300838,4826778,7768117,7210460,3636254,0.6719,2024-12-31
RRA,N/A,2525,2021,A2,GBP,18783236,16260708,6706485,1982524,3454477,4765568,1580142,0.7322,2024-12-31
RRA,N/A,2525,2021,D1,GBP,48425674,45128664,13175427,3624536,10371803,10670855,3045495,0.6227,2024-12-31
RRA,N/A,2525,2021,D2,GBP,36787008,33126784,9679203,3121480,6845264,6189317,4543114,0.6183,2024-12-31
RRA,N/A,2525,2021,E1,GBP,15174456,13702003,6763607,1209898,2506613,4078420,2495399,0.7006,2024-12-31
RRA,N/A,2525,2022,A1,GBP,39638595,35126828,11491167,3219166,4271010,10151342,6787611,0.7089,2024-12-31
RRA,N/A,2525,2022,A2,GBP,10689369,9515303,4170816,946832,1509661,1369462,1573866,0.6177,2024-12-31
RRA,N/A,2525,2022,D1,GBP,15130223,12948157,6515348,1893729,3117649,3359519,1595547,0.7305,2024-12-31
RRA,N/A,2525,2022,D2,GBP,31977952,29422243,15394957,4003118,4946816,6251132,5209842,0.7272,2024-12-31
RRA,N/A,2525,2022,E1,GBP,40419503,34950185,14157970,4465622,8897019,8825194,5235487,0.6721,2024-12-31
RRA,N/A,2525,2023,A1,GBP,34671769,32548729,15167603,3357609,4529207,6222877,2523169,0.6895,2024-12-31
RRA,N/A,2525,2023,A2,GBP,27447440,25303467,11444696,2620827,4449859,4184217,3046644,0.628,2024-12-31
RRA,N/A,2525,2023,D1,GBP,25954904,24026574,7607825,1745507,5252695,5408601,2312888,0.6543,2024-12-31
RRA,N/A,2525,2023,D2,GBP,25397208,24094216,7648569,1871729,3966075,5746112,2704804,0.6953,2024-12-31
RRA,N/A,2525,2023,E1,GBP,8203298,7745015,3075713,904633,868959,1540649,779049,0.7013,2024-12-31
RRA,N/A,2525,2024,A1,GBP,44030100,41363368,17177402,4476775,7857256,7885216,4165868,0.6631,2024-12-31
RRA,N/A,2525,2024,A2,GBP,43437657,40024981,16528297,3709525,6409417,9409557,6643025,0.6845,2024-12-31
RRA,N/A,2525,2024,D1,GBP,29244253,25286199,9890047,2646403,3157005,5340910,2239790,0.6409,2024-12-31
RRA,N/A,2525,2024,D2,GBP,19413937,17218791,6923263,1971009,3149527,3461857,1731869,0.6392,2024-12-31
RRA,N/A,2525,2024,E1,GBP,38475733,36538525,15810326,5075885,7722505,7384805,3242467,0.6773,2024-12-31
