Syndicate,Reporting_Date,Contract_ID,Derivative_Type,Underlying_Asset,Notional_Amount,Currency,Counterparty,Counterparty_Rating,Cleared_Or_OTC,Fair_Value_Asset,Fair_Value_Liability,Delta,Gamma,Vega,Trade_Date,Maturity_Date,Purpose
2121,2024-12-31,2121-DRV-0008,Equity options,Credit,21036950.549533598,AUD,Derivative_CP_37,AAA,OTC,0.0,0.0,0.7078857642837058,0.0013228812905293986,51178.04565694807,2024-06-15,2030-03-01,Trading
2121,2024-12-31,2121-DRV-0009,Currency forwards,Interest Rate,78097045.0450479,EUR,Derivative_CP_24,BBB,OTC,0.0,0.0,0.8695910349855667,0.09092021362064871,81962.48695476449,2024-11-03,2029-04-01,Other
2121,2024-12-31,2121-DRV-0010,Currency forwards,Interest Rate,89378178.2178239,CHF,Derivative_CP_49,AA,OTC,398439.371674153,568368.5914234575,-0.422062950157883,0.03770539310016988,39332.06703851887,2024-11-26,2027-05-01,Other
2121,2024-12-31,2121-DRV-0011,FX options,Equity,56732755.84219417,GBP,Derivative_CP_35,BB,OTC,319759.5267328828,0.0,0.3824933275719786,0.01675665393045065,31030.848210454755,2024-09-10,2027-08-01,Trading
2003,2024-12-31,2003-DRV-0001,Currency forwards,Interest Rate,52817787.40758464,USD,Derivative_CP_10,BB,Cleared,1592881.1230469546,1478938.4664774546,0.2910687128210445,0.015577326058017017,54704.53456155777,2024-09-20,2030-09-01,Other
2003,2024-12-31,2003-DRV-0002,FX options,Credit,13307417.670989119,AUD,Derivative_CP_49,AAA,OTC,0.0,0.0,-0.24527364640669846,0.04135165302899592,3981.1439445753826,2024-03-01,2028-06-01,Trading
2003,2024-12-31,2003-DRV-0003,FX options,Equity,31028869.449647322,USD,Derivative_CP_29,BB,OTC,0.0,0.0,0.9112989345329787,0.09536326078296896,35232.70542525393,2024-12-27,2025-04-01,Hedging
2003,2024-12-31,2003-DRV-0004,FX options,FX,9094510.350090785,AUD,Derivative_CP_15,A,Cleared,0.0,358189.8786563631,-0.21556441313291974,0.09477796979692299,14119.906353718492,2024-07-23,2025-02-01,Hedging
2003,2024-12-31,2003-DRV-0005,Credit default swaps,Commodity,77534005.14848016,GBP,Derivative_CP_13,AAA,Cleared,217365.07874938415,1962515.1547825537,-0.23676700178173005,0.07752345388990561,34259.108281113186,2024-01-16,2025-05-01,Hedging
2003,2024-12-31,2003-DRV-0006,Interest rate swaps,Equity,64628543.33008683,AUD,Derivative_CP_1,AAA,Cleared,384032.16948007344,0.0,-0.7079579614060749,0.09380641395681313,91764.72779044334,2024-04-06,2030-06-01,Hedging
2003,2024-12-31,2003-DRV-0007,Interest rate swaps,FX,89309549.32022382,CAD,Derivative_CP_48,A,OTC,0.0,1250866.9003331868,0.6165364224325565,0.006903693691137492,33478.904189067915,2024-12-20,2026-09-01,Other
2003,2024-12-31,2003-DRV-0008,Interest rate swaps,Interest Rate,34801796.85192984,CAD,Derivative_CP_38,AAA,Cleared,1271290.6439052266,711915.5469412811,-0.7029864367126384,0.05964670754135437,81438.39206690816,2024-03-25,2029-01-01,Other
2003,2024-12-31,2003-DRV-0009,Interest rate swaps,FX,41301731.973697454,CHF,Derivative_CP_46,BBB,OTC,264537.4301969634,0.0,-0.6066236053743539,0.0237483305169384,29989.75929945362,2024-11-04,2026-06-01,Trading
2003,2024-12-31,2003-DRV-0010,Credit default swaps,FX,66065531.69809937,CHF,Derivative_CP_15,BBB,Cleared,1201890.969075438,0.0,0.3921597231340783,0.03625019845315132,82399.76518799784,2024-08-04,2029-03-01,Trading
6117,2024-12-31,6117-DRV-0001,FX options,Equity,24388327.809797227,CHF,Derivative_CP_47,AAA,Cleared,0.0,0.0,-0.06191850496369211,0.08009387215414304,18015.864773261925,2024-05-15,2029-12-01,Trading
6117,2024-12-31,6117-DRV-0002,FX options,Commodity,15436995.80537438,USD,Derivative_CP_36,BBB,OTC,1767367.9353759794,0.0,-0.3141406744816082,0.0683870124909032,2534.860426393848,2024-02-27,2028-11-01,Trading
6117,2024-12-31,6117-DRV-0003,Currency forwards,Interest Rate,70554454.39889771,AUD,Derivative_CP_32,AAA,OTC,0.0,632202.623093941,-0.8885182928251165,0.060981276154811706,24080.381607317326,2024-02-04,2026-07-01,Trading
6117,2024-12-31,6117-DRV-0004,FX options,Credit,41746687.9949286,GBP,Derivative_CP_48,AA,Cleared,0.0,0.0,-0.8388383754269728,0.014716325109494534,29797.723549584378,2024-04-20,2028-02-01,Hedging
6117,2024-12-31,6117-DRV-0005,Credit default swaps,Commodity,13527152.553214928,EUR,Derivative_CP_49,BB,OTC,1821652.5293726304,12094.086367956836,-0.03227956227137718,0.012324745813255145,30767.908947794855,2024-07-12,2028-11-01,Other
6117,2024-12-31,6117-DRV-0006,Credit default swaps,Commodity,92975658.18273522,CHF,Derivative_CP_18,AA,OTC,0.0,0.0,-0.6766108934520263,0.09658323197183327,20579.437698942173,2024-08-08,2030-03-01,Hedging
6117,2024-12-31,6117-DRV-0007,Interest rate swaps,Interest Rate,75448780.30434881,CAD,Derivative_CP_5,BBB,Cleared,1093354.5297946234,0.0,0.7689574551935183,0.0553993255503131,53455.92191563087,2024-11-11,2026-05-01,Other
6117,2024-12-31,6117-DRV-0008,Commodity futures,Interest Rate,23568510.03499799,CAD,Derivative_CP_5,BB,OTC,332458.7241033174,0.0,0.8329783022310284,0.03278381988500341,37208.22549628959,2024-11-16,2028-09-01,Trading
6117,2024-12-31,6117-DRV-0009,Commodity futures,Equity,77183247.5506969,CAD,Derivative_CP_35,BB,Cleared,677646.9648456147,0.0,0.9041248932780055,0.07379277689988004,59742.924257342,2024-07-04,2028-08-01,Trading
6117,2024-12-31,6117-DRV-0010,Credit default swaps,Commodity,88685040.25175148,JPY,Derivative_CP_3,AAA,Cleared,99211.8166989655,514125.3843784175,-0.0699273315581801,0.022697853947152104,74390.51873021519,2024-05-23,2026-08-01,Trading
