Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Gross_Claims_Reported,Gross_Claims_Paid,Gross_Claims_Outstanding,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Gross_Ultimate_Estimate,Net_Ultimate_Estimate
1221,2024-12-31,"Marine, aviation and transport insurance",2020,1,6038262.689581665,2415305.0758326664,3622957.613748999,2052855.9119707872,836593.8632081691,1216262.048762618,3985406.777610878,1578711.2126244972,2406695.5649863807,,
1221,2024-12-31,"Marine, aviation and transport insurance",2020,2,7122323.977895929,3561161.9889479643,3561161.9889479643,2938851.201822416,1072458.6486139116,1866392.5532085043,4183472.7760735126,2488703.3403340527,1694769.43573946,,
1221,2024-12-31,"Marine, aviation and transport insurance",2020,3,7728286.2512172675,4636971.750730361,3091314.5004869066,2948936.169816458,1496763.72432785,1452172.4454886082,4779350.08140081,3140208.0264025107,1639142.054998299,,
1221,2024-12-31,"Marine, aviation and transport insurance",2020,4,8663875.374645047,6064712.762251533,2599162.6123935143,3815739.1205952335,2693815.889836629,1121923.2307586046,4848136.254049813,3370896.8724149037,1477239.3816349097,17853196.98576097,10711918.19145658
1221,2024-12-31,"Marine, aviation and transport insurance",2021,0,7556637.682927516,2162530.167862994,5394107.515064523,3497527.4350572983,1039736.5883729585,2457790.84668434,4059110.247870218,1122793.5794900358,2936316.6683801822,,
1221,2024-12-31,"Marine, aviation and transport insurance",2021,1,12485524.212108955,4994209.684843582,7491314.527265373,6077600.584727439,2307113.647982948,3770486.936744491,6407923.627381516,2687096.036860634,3720827.5905208816,,
1221,2024-12-31,"Marine, aviation and transport insurance",2021,2,15116881.335704729,7558440.6678523645,7558440.6678523645,4817107.265703465,3384334.180014537,1432773.0856889277,10299774.070001263,4174106.4878378273,6125667.582163436,,
1221,2024-12-31,"Marine, aviation and transport insurance",2021,3,16956104.789561115,10173662.87373667,6782441.915824445,7387935.402021221,4213038.738004282,3174896.664016939,9568169.387539893,5960624.135732388,3607545.2518075053,37781192.55013664,22668715.530081984
1221,2024-12-31,"Marine, aviation and transport insurance",2022,0,13723294.610674636,2467284.6506281723,11256009.960046465,5424374.530396229,1200504.8278602029,4223869.702536026,8298920.080278408,1266779.8227679695,7032140.257510439,,
1221,2024-12-31,"Marine, aviation and transport insurance",2022,1,15801143.190718828,6320457.2762875315,9480685.914431296,6323995.78690195,2764507.894209875,3559487.892692075,9477147.403816879,3555949.3820776567,5921198.021739222,,
1221,2024-12-31,"Marine, aviation and transport insurance",2022,2,18962234.731170647,9481117.365585323,9481117.365585323,7899737.708448262,4567846.371211308,3331891.337236954,11062497.022722386,4913270.994374015,6149226.02834837,47553335.498704866,28532001.29922292
1221,2024-12-31,"Marine, aviation and transport insurance",2023,0,10087535.668215564,1217678.1508388263,8869857.517376738,3073589.444135387,445528.1384930917,2628061.305642295,7013946.224080177,772150.0123457346,6241796.211734442,,
1221,2024-12-31,"Marine, aviation and transport insurance",2023,1,16401832.33265441,6560732.933061764,9841099.399592645,7908290.847727483,3079023.2445234405,4829267.603204043,8493541.484926926,3481709.688538323,5011831.796388603,47389615.109774224,28433769.065864533
1221,2024-12-31,"Marine, aviation and transport insurance",2024,0,2347280.0409536767,414952.63891482406,1932327.4020388527,953989.9915231507,146592.61272630625,807397.3787968445,1393290.0494305259,268360.0261885178,1124930.023242008,10737487.700239357,6442492.620143614
1221,2024-12-31,Miscellaneous financial loss,2015,0,17529547.367962357,2117278.883780201,15412268.484182157,8380184.3797366,797769.0423888101,7582415.337347791,9149362.988225756,1319509.841391391,7829853.146834365,,
1221,2024-12-31,Miscellaneous financial loss,2015,1,16012089.26278846,6404835.705115384,9607253.557673074,6327792.633097267,2078475.707063206,4249316.926034061,9684296.629691193,4326359.998052178,5357936.631639015,,
1221,2024-12-31,Miscellaneous financial loss,2015,2,18319215.859445136,9159607.929722568,9159607.929722568,7159503.460857897,4093405.0426798803,3066098.418178017,11159712.398587238,5066202.887042688,6093509.51154455,,
1221,2024-12-31,Miscellaneous financial loss,2015,3,19600584.45717497,11760350.674304985,7840233.782869987,5954190.588184321,3764559.6566174263,2189630.931566895,13646393.86899065,7995791.017687558,5650602.851303092,,
1221,2024-12-31,Miscellaneous financial loss,2015,4,21823029.007160425,15276120.305012297,6546908.702148128,9558331.138043206,5605527.515336218,3952803.622706988,12264697.869117219,9670592.789676078,2594105.0794411413,,
1221,2024-12-31,Miscellaneous financial loss,2015,5,24141276.533223726,19313021.22657898,4828255.306644745,10615573.95205284,8512932.1920484,2102641.7600044385,13525702.581170887,10800089.03453058,2725613.5466403067,,
1221,2024-12-31,Miscellaneous financial loss,2015,6,25910769.47092715,23319692.523834437,2591076.947092712,12514311.666866614,9277490.233758012,3236821.4331086017,13396457.804060536,14042202.290076425,-645744.4860158898,,
1221,2024-12-31,Miscellaneous financial loss,2015,7,27899512.825141054,26504537.183884,1394975.641257055,9482379.390957138,9582212.29569462,-99832.90473748185,18417133.434183918,16922324.88818938,1494808.5459945388,,
1221,2024-12-31,Miscellaneous financial loss,2015,8,29389381.104388937,27919912.04916949,1469469.055219449,12540656.368749995,9763792.837054715,2776863.53169528,16848724.735638943,18156119.212114774,-1307394.4764758311,,
1221,2024-12-31,Miscellaneous financial loss,2015,9,31792965.629040185,30203317.347588174,1589648.2814520113,14439185.607439818,11037628.251852185,3401557.3555876333,17353780.021600366,19165689.09573599,-1811909.0741356239,45475388.80492259,27285233.282953553
1221,2024-12-31,Miscellaneous financial loss,2016,0,3717326.6084305323,864120.5268590853,2853206.0815714467,1211630.087350416,337655.7457320909,873974.3416183251,2505696.5210801163,526464.7811269944,1979231.7399531219,,
1221,2024-12-31,Miscellaneous financial loss,2016,1,5488396.642536457,2195358.657014583,3293037.985521874,2401052.6905404776,936664.4721611915,1464388.2183792861,3087343.951995979,1258694.1848533913,1828649.7671425878,,
1221,2024-12-31,Miscellaneous financial loss,2016,2,6348740.62101611,3174370.310508055,3174370.310508055,1961445.2355880782,1140513.6202654582,820931.6153226199,4387295.385428032,2033856.690242597,2353438.695185435,,
1221,2024-12-31,Miscellaneous financial loss,2016,3,6811116.376117853,4086669.8256707126,2724446.550447141,2242242.5402090484,1462356.1565562682,779886.3836527802,4568873.835908805,2624313.6691144444,1944560.1667943606,,
1221,2024-12-31,Miscellaneous financial loss,2016,4,7540696.084370757,5278487.25905953,2262208.8253112277,3049283.2490213225,2284217.3048764565,765065.944144866,4491412.835349435,2994269.9541830732,1497142.8811663617,,
1221,2024-12-31,Miscellaneous financial loss,2016,5,8290167.120178573,6632133.696142859,1658033.424035714,3679955.827169865,2435538.802736639,1244417.0244332259,4610211.293008707,4196594.89340622,413616.3996024877,,
1221,2024-12-31,Miscellaneous financial loss,2016,6,8962297.398746978,8066067.658872282,896229.7398746964,3658746.8806721624,2458079.8510314245,1200667.029640738,5303550.518074816,5607987.807840858,-304437.28976604156,,
1221,2024-12-31,Miscellaneous financial loss,2016,7,9577345.660161441,9098478.377153369,478867.2830080725,3673811.456918049,4445357.696374201,-771546.2394561521,5903534.203243392,4653120.680779167,1250413.5224642241,,
1221,2024-12-31,Miscellaneous financial loss,2016,8,10598871.237966143,10068927.676067835,529943.5618983079,3366469.80394586,4724981.275149165,-1358511.4712033048,7232401.434020283,5343946.40091867,1888455.0331016127,15898815.140591398,9539289.084354838
1221,2024-12-31,Miscellaneous financial loss,2017,0,12228222.96532828,3009217.56576548,9219005.3995628,4656775.953735633,1036074.2403426294,3620701.7133930037,7571447.011592647,1973143.3254228507,5598303.686169797,,
1221,2024-12-31,Miscellaneous financial loss,2017,1,13107659.367156375,5243063.74686255,7864595.620293825,5371103.965905182,2137415.0210718075,3233688.9448333746,7736555.401251193,3105648.725790743,4630906.67546045,,
1221,2024-12-31,Miscellaneous financial loss,2017,2,14875971.93621942,7437985.96810971,7437985.96810971,7285373.128761704,3573573.8473085472,3711799.281453157,7590598.807457716,3864412.120801163,3726186.6866565533,,
1221,2024-12-31,Miscellaneous financial loss,2017,3,16937581.271932676,10162548.763159607,6775032.50877307,7796086.855071398,4966291.4578716485,2829795.39719975,9141494.416861277,5196257.305287958,3945237.111573319,,
1221,2024-12-31,Miscellaneous financial loss,2017,4,17760540.21893161,12432378.153252127,5328162.065679485,6269908.535255759,4960657.990654365,1309250.5446013939,11490631.683675852,7471720.1625977615,4018911.52107809,,
1221,2024-12-31,Miscellaneous financial loss,2017,5,20320171.97266818,16256137.578134544,4064034.394533634,8149062.418367895,7308872.400632539,840190.0177353565,12171109.554300282,8947265.177502006,3223844.376798276,,
1221,2024-12-31,Miscellaneous financial loss,2017,6,21222432.33341818,19100189.100076362,2122243.233341817,7438096.713208478,8525469.088849908,-1087372.3756414298,13784335.620209701,10574720.011226455,3209615.6089832466,,
1221,2024-12-31,Miscellaneous financial loss,2017,7,22959687.94398675,21811703.54678741,1147984.3971993402,8501310.90658501,7698947.923031541,802362.9835534692,14458377.037401741,14112755.62375587,345621.413645871,37953534.67736815,22772120.80642089
1221,2024-12-31,Miscellaneous financial loss,2018,0,7087418.36390078,782126.0600221874,6305292.303878592,2913302.20306065,250269.68306089364,2663032.519999756,4174116.16084013,531856.3769612937,3642259.7838788363,,
1221,2024-12-31,Miscellaneous financial loss,2018,1,7346419.366135086,2938567.7464540345,4407851.619681051,2747397.202395421,1262722.6363780245,1484674.5660173965,4599022.1637396645,1675845.11007601,2923177.0536636543,,
1221,2024-12-31,Miscellaneous financial loss,2018,2,8230335.677515449,4115167.8387577245,4115167.8387577245,2814216.6567419777,1962667.5607940173,851549.0959479604,5416119.020773471,2152500.277963707,3263618.742809764,,
1221,2024-12-31,Miscellaneous financial loss,2018,3,9095870.560474938,5457522.336284963,3638348.2241899744,3508686.8472210304,1836276.3682992393,1672410.478921791,5587183.713253908,3621245.967985724,1965937.7452681838,,
1221,2024-12-31,Miscellaneous financial loss,2018,4,10232262.345802631,7162583.642061842,3069678.7037407896,4614889.894470558,2446773.7586545995,2168116.135815958,5617372.451332074,4715809.883407243,901562.5679248311,,
1221,2024-12-31,Miscellaneous financial loss,2018,5,10789487.784747489,8631590.22779799,2157897.556949498,4984040.438877397,3790437.97224077,1193602.4666366274,5805447.345870092,4841152.25555722,964295.0903128712,,
1221,2024-12-31,Miscellaneous financial loss,2018,6,11989353.553692713,10790418.198323444,1198935.3553692698,4654749.266649767,4783341.160113194,-128591.8934634272,7334604.287042947,6007077.0382102495,1327527.248832697,20743776.24001153,12446265.744006919
1221,2024-12-31,Miscellaneous financial loss,2019,0,5424572.544148221,1029600.7417540645,4394971.802394156,2686263.431946375,372839.22063385224,2313424.2113125226,2738309.1122018457,656761.5211202123,2081547.5910816335,,
1221,2024-12-31,Miscellaneous financial loss,2019,1,7699095.726019734,3079638.2904078937,4619457.43561184,3347568.93287299,1257420.1833065348,2090148.7495664554,4351526.793146743,1822218.107101359,2529308.6860453845,,
1221,2024-12-31,Miscellaneous financial loss,2019,2,8963668.133471072,4481834.066735536,4481834.066735536,4054702.204818283,1396805.8988738083,2657896.305944475,4908965.9286527885,3085028.1678617275,1823937.760791061,,
1221,2024-12-31,Miscellaneous financial loss,2019,3,10075437.32579207,6045262.395475243,4030174.9303168273,4538787.950982153,2858083.1649064044,1680704.786075749,5536649.374809917,3187179.230568839,2349470.1442410783,,
1221,2024-12-31,Miscellaneous financial loss,2019,4,10849833.975633757,7594883.78294363,3254950.1926901275,5113060.48771246,2449172.261636092,2663888.226076368,5736773.487921298,5145711.521307537,591061.9666137602,,
1221,2024-12-31,Miscellaneous financial loss,2019,5,11653629.577432763,9322903.661946211,2330725.915486552,5538785.879363999,3172873.520097993,2365912.359266006,6114843.698068764,6150030.141848218,-35186.443779453635,22392217.52887612,13435330.517325671
1221,2024-12-31,Miscellaneous financial loss,2020,0,3047274.545293215,763786.7085110105,2283487.836782205,1013311.556433077,359643.6337771461,653667.9226559309,2033962.9888601382,404143.0747338644,1629819.9141262737,,
1221,2024-12-31,Miscellaneous financial loss,2020,1,2987451.440565256,1194980.5762261024,1792470.8643391535,1206979.7844072622,556920.7436241772,650059.040783085,1780471.6561579937,638059.8326019252,1142411.8235560684,,
1221,2024-12-31,Miscellaneous financial loss,2020,2,3302506.771413729,1651253.3857068645,1651253.3857068645,1118885.3022323402,589448.8050482471,529436.4971840931,2183621.4691813886,1061804.5806586174,1121816.8885227712,,
1221,2024-12-31,Miscellaneous financial loss,2020,3,3707909.141346248,2224745.4848077493,1483163.6565384986,1506398.0030501976,1025866.1066968907,480531.89635330695,2201511.13829605,1198879.3781108586,1002631.7601851914,,
1221,2024-12-31,Miscellaneous financial loss,2020,4,4164506.9033858525,2915154.8323700964,1249352.071015756,1733573.0791909792,1329768.564686487,403804.5145044923,2430933.824194873,1585386.2676836094,845547.5565112638,8520894.436101023,5112536.6616606135
1221,2024-12-31,Miscellaneous financial loss,2021,0,2862435.0792229977,750216.0300915744,2112219.0491314232,901984.4904347965,262078.73191388548,639905.7585209111,1960450.588788201,488137.29817768896,1472313.2906105123,,
1221,2024-12-31,Miscellaneous financial loss,2021,1,4782147.7195465695,1912859.087818628,2869288.6317279413,1826252.4201034673,909110.7545726486,917141.6655308187,2955895.2994431024,1003748.3332459794,1952146.966197123,,
1221,2024-12-31,Miscellaneous financial loss,2021,2,5233019.309132468,2616509.654566234,2616509.654566234,1582330.390008973,942286.5736152666,640043.8163937064,3650688.919123495,1674223.0809509675,1976465.8381725275,,
1221,2024-12-31,Miscellaneous financial loss,2021,3,5960889.878430976,3576533.927058586,2384355.9513723897,2236452.4149003476,1455558.2896436777,780894.1252566699,3724437.463530628,2120975.637414908,1603461.82611572,13629805.623215195,8177883.373929117
1221,2024-12-31,Miscellaneous financial loss,2022,0,17000812.26177624,1356532.5419058285,15644279.71987041,6671596.363458872,555946.1079453203,6115650.255513552,10329215.898317367,800586.4339605082,9528629.464356858,,
1221,2024-12-31,Miscellaneous financial loss,2022,1,15933035.695499277,6373214.278199711,9559821.417299565,7962111.78712777,2212024.4513616194,5750087.33576615,7970923.908371507,4161189.8268380915,3809734.0815334157,,
1221,2024-12-31,Miscellaneous financial loss,2022,2,17636953.639373913,8818476.819686957,8818476.819686957,6624549.355582202,2659843.4351641927,3964705.920418009,11012404.283791712,6158633.384522764,4853770.899268948,44446915.34757584,26668149.208545506
1221,2024-12-31,Miscellaneous financial loss,2023,0,1582191.2853490307,231791.77310614058,1350399.5122428902,481799.30105100374,101382.35671770945,380416.9443332943,1100391.9842980271,130409.41638843113,969982.567909596,,
1221,2024-12-31,Miscellaneous financial loss,2023,1,1835172.8349438212,734069.1339775285,1101103.7009662925,756051.9725653898,264399.82088043046,491652.15168495936,1079120.8623784315,469669.3130970981,609451.5492813333,5416363.509615606,3249818.105769363
1221,2024-12-31,Miscellaneous financial loss,2024,0,3523856.9069241164,245549.43024345327,3278307.476680663,1434069.4953465099,83429.27553863365,1350640.2198078763,2089787.4115776066,162120.1547048196,1927667.256872787,12521044.169118823,7512626.501471294
1221,2024-12-31,Legal expenses insurance,2015,0,6453141.9026636,1298968.5040230763,5154173.398640524,2908995.943492304,418370.27787020477,2490625.6656220993,3544145.9591712956,880598.2261528715,2663547.7330184244,,
1221,2024-12-31,Legal expenses insurance,2015,1,9591074.396905862,3836429.7587623447,5754644.638143517,3013269.4697949854,1609905.914678018,1403363.5551169673,6577804.927110877,2226523.8440843266,4351281.083026551,,
1221,2024-12-31,Legal expenses insurance,2015,2,10675484.879746772,5337742.439873386,5337742.439873386,4329174.846157277,2153737.4501160663,2175437.3960412107,6346310.033589495,3184004.98975732,3162305.0438321754,,
1221,2024-12-31,Legal expenses insurance,2015,3,12481954.930604715,7489172.95836283,4992781.972241885,5115312.886632213,3119987.177323459,1995325.7093087542,7366642.0439725015,4369185.78103937,2997456.2629331313,,
1221,2024-12-31,Legal expenses insurance,2015,4,13299316.8772169,9309521.81405183,3989795.0631650705,6514217.140051381,4239902.3797159,2274314.760335481,6785099.737165519,5069619.434335929,1715480.3028295897,,
1221,2024-12-31,Legal expenses insurance,2015,5,14456615.327270165,11565292.261816133,2891323.0654540323,6777867.245613265,4469745.7342420565,2308121.5113712084,7678748.0816569,7095546.527574076,583201.5540828239,,
1221,2024-12-31,Legal expenses insurance,2015,6,16165493.431598637,14548944.088438775,1616549.3431598619,7510126.362067491,4914255.583968785,2595870.778098706,8655367.069531146,9634688.50446999,-979321.4349388443,,
1221,2024-12-31,Legal expenses insurance,2015,7,17313359.40036263,16447691.430344498,865667.9700181317,6200409.0570672965,5912920.956869092,287488.10019820463,11112950.343295332,10534770.473475406,578179.8698199261,,
1221,2024-12-31,Legal expenses insurance,2015,8,18229333.613804247,17317866.933114033,911466.680690214,8114125.213011995,5991379.441839699,2122745.7711722963,10115208.400792252,11326487.491274334,-1211279.0904820822,,
1221,2024-12-31,Legal expenses insurance,2015,9,19236763.168374088,18274925.009955384,961838.1584187038,8522797.342459925,6108155.174273682,2414642.1681862427,10713965.825914163,12166769.835681703,-1452804.0097675398,27878268.94900822,16726961.36940493
1221,2024-12-31,Legal expenses insurance,2016,0,2401203.9571995996,273665.5912630415,2127538.365936558,948910.8185168755,84539.13468776044,864371.683829115,1452293.138682724,189126.45657528104,1263166.682107443,,
1221,2024-12-31,Legal expenses insurance,2016,1,3484050.1361454474,1393620.054458179,2090430.0816872683,1544174.9565946613,508167.962521026,1036006.9940736353,1939875.179550786,885452.091937153,1054423.087613633,,
1221,2024-12-31,Legal expenses insurance,2016,2,3730897.6507184603,1865448.8253592302,1865448.8253592302,1453962.563952749,793280.1814098889,660682.38254286,2276935.086765711,1072168.6439493413,1204766.44281637,,
1221,2024-12-31,Legal expenses insurance,2016,3,4117319.332924207,2470391.599754525,1646927.7331696823,1390772.6748333038,1165745.4747204653,225027.20011283853,2726546.6580909034,1304646.1250340596,1421900.5330568438,,
1221,2024-12-31,Legal expenses insurance,2016,4,4585877.433547233,3210114.2034830633,1375763.23006417,1724468.7623765506,1522410.6898109089,202058.07256564172,2861408.6711706826,1687703.5136721544,1173705.1574985282,,
1221,2024-12-31,Legal expenses insurance,2016,5,5140880.966164273,4112704.772931419,1028176.1932328544,1893604.3091332638,1796182.3088699635,97422.00026330026,3247276.6570310094,2316522.4640614553,930754.1929695541,,
1221,2024-12-31,Legal expenses insurance,2016,6,5390176.646932435,4851158.982239192,539017.6646932429,2410101.771375834,1927866.142560742,482235.6288150919,2980074.875556601,2923292.8396784505,56782.035878150724,,
1221,2024-12-31,Legal expenses insurance,2016,7,6057702.3404735,5754817.223449824,302885.1170236757,2973892.849914792,2791993.9450157415,181898.90489905048,3083809.490558708,2962823.278434083,120986.21212462522,,
1221,2024-12-31,Legal expenses insurance,2016,8,6522244.236436562,6196132.024614734,326112.21182182804,2624772.7795641213,2305137.224750166,319635.55481395544,3897471.4568724404,3890994.799864568,6476.657007872593,9701707.78885256,5821024.673311535
1221,2024-12-31,Legal expenses insurance,2017,0,8762648.033270415,2323848.414274717,6438799.618995698,2991544.0341607067,1123902.8673402397,1867641.166820467,5771103.999109708,1199945.5469344775,4571158.45217523,,
1221,2024-12-31,Legal expenses insurance,2017,1,9189819.872294966,3675927.948917987,5513891.923376979,4556048.053768571,1749926.8037735508,2806121.2499950198,4633771.818526396,1926001.145144436,2707770.6733819596,,
1221,2024-12-31,Legal expenses insurance,2017,2,9940205.712757532,4970102.856378766,4970102.856378766,3192706.424875766,1602600.7914153116,1590105.6334604544,6747499.2878817655,3367502.0649634544,3379997.222918311,,
1221,2024-12-31,Legal expenses insurance,2017,3,11115680.461404117,6669408.276842471,4446272.184561646,4700118.142502707,3073690.611073765,1626427.5314289425,6415562.318901409,3595717.6657687062,2819844.653132703,,
1221,2024-12-31,Legal expenses insurance,2017,4,12755298.980040357,8928709.28602825,3826589.6940121073,5417821.875500426,2688668.8566936897,2729153.018806736,7337477.104539931,6240040.4293345595,1097436.6752053713,,
1221,2024-12-31,Legal expenses insurance,2017,5,13367477.460652662,10693981.968522131,2673495.492130531,4276860.794645068,3985271.6686481903,291589.1259968779,9090616.666007593,6708710.299873941,2381906.3661336526,,
1221,2024-12-31,Legal expenses insurance,2017,6,14779206.879067108,13301286.1911604,1477920.6879067086,4562037.239756206,4917426.914822976,-355389.67506677005,10217169.639310902,8383859.276337423,1833310.3629734786,,
1221,2024-12-31,Legal expenses insurance,2017,7,15695319.304457568,14910553.33923469,784765.9652228784,6739790.365701564,5857677.587119094,882112.7785824696,8955528.938756004,9052875.752115596,-97346.81335959211,25926589.612880275,15555953.767728165
1221,2024-12-31,Legal expenses insurance,2018,0,7792140.22099385,2234831.8914435823,5557308.329550268,2672291.307362131,901381.1204467115,1770910.1869154193,5119848.91363172,1333450.7709968707,3786398.142634849,,
1221,2024-12-31,Legal expenses insurance,2018,1,9608028.890074972,3843211.556029989,5764817.334044984,3952444.1087572356,1867048.2275650017,2085395.8811922339,5655584.781317737,1976163.3284649872,3679421.4528527497,,
1221,2024-12-31,Legal expenses insurance,2018,2,10542919.980673725,5271459.990336862,5271459.990336862,4140575.377650323,1674766.3656823447,2465809.0119679784,6402344.603023402,3596693.6246545175,2805650.978368885,,
1221,2024-12-31,Legal expenses insurance,2018,3,11960078.202714626,7176046.921628777,4784031.281085849,4277430.997133921,2382891.1143936254,1894539.8827402955,7682647.205580705,4793155.8072351515,2889491.3983455533,,
1221,2024-12-31,Legal expenses insurance,2018,4,13135318.000250226,9194722.600175157,3940595.4000750687,5339008.316933484,2897940.5189075735,2441067.7980259103,7796309.683316742,6296782.081267584,1499527.602049158,,
1221,2024-12-31,Legal expenses insurance,2018,5,14489154.20305237,11591323.362441897,2897830.8406104725,6154332.552498909,3915589.097813521,2238743.4546853877,8334821.650553461,7675734.264628377,659087.3859250844,,
1221,2024-12-31,Legal expenses insurance,2018,6,15529874.61276717,13976887.151490454,1552987.4612767156,6896267.298553109,5673038.865349377,1223228.4332037326,8633607.31421406,8303848.286141077,329759.028072983,27289294.112025894,16373576.467215536
1221,2024-12-31,Legal expenses insurance,2019,0,6029072.194776896,1104032.606773806,4925039.588003091,2941112.486604148,479535.4234959839,2461577.0631081644,3087959.7081727483,624497.1832778221,2463462.524894926,,
1221,2024-12-31,Legal expenses insurance,2019,1,7574132.271181267,3029652.908472507,4544479.36270876,2970097.466254243,1448673.4567354857,1521424.0095187575,4604034.804927023,1580979.451737021,3023055.353190002,,
1221,2024-12-31,Legal expenses insurance,2019,2,8613481.982111987,4306740.991055993,4306740.991055993,4287577.220442574,2109501.5095106764,2178075.710931897,4325904.761669413,2197239.481545317,2128665.280124096,,
1221,2024-12-31,Legal expenses insurance,2019,3,9628276.259776976,5776965.755866187,3851310.5039107893,4685915.140701903,2152650.6345134364,2533264.5061884667,4942361.119075073,3624315.1213527503,1318045.9977223226,,
1221,2024-12-31,Legal expenses insurance,2019,4,11178314.17917893,7824819.925425251,3353494.25375368,4288858.333012173,3037368.3516476233,1251489.9813645496,6889455.846166758,4787451.573777627,2102004.2723891307,,
1221,2024-12-31,Legal expenses insurance,2019,5,12060239.651130369,9648191.720904296,2412047.9302260727,5486148.551510578,2959658.357558344,2526490.193952234,6574091.099619791,6688533.363345953,-114442.2637261618,22797008.428260658,13678205.056956394
1221,2024-12-31,Legal expenses insurance,2020,0,7521993.108945876,780668.9668230483,6741324.142122828,2780081.514473488,307436.8602825376,2472644.6541909506,4741911.594472388,473232.1065405107,4268679.487931877,,
1221,2024-12-31,Legal expenses insurance,2020,1,10776050.266997542,4310420.106799017,6465630.1601985255,3464200.8419283573,1418670.2405732814,2045530.6013550758,7311849.425069185,2891749.8662257353,4420099.55884345,,
1221,2024-12-31,Legal expenses insurance,2020,2,11916298.943533339,5958149.471766669,5958149.471766669,4695615.418800113,2924793.2473134506,1770822.1714866622,7220683.524733226,3033356.2244532187,4187327.300280007,,
1221,2024-12-31,Legal expenses insurance,2020,3,13420627.759805165,8052376.6558831,5368251.103922065,6566081.032524574,3596773.625075286,2969307.407449288,6854546.727280592,4455603.030807814,2398943.696472778,,
1221,2024-12-31,Legal expenses insurance,2020,4,15342897.946932798,10740028.562852958,4602869.38407984,6582955.5335508995,4997824.280351153,1585131.2531997468,8759942.413381899,5742204.282501806,3017738.130880093,31692019.79872104,19015211.879232623
1221,2024-12-31,Legal expenses insurance,2021,0,2952747.4773707404,617500.2299990859,2335247.2473716545,1232370.7609833302,288098.3225787877,944272.4384045425,1720376.7163874102,329401.9074202982,1390974.808967112,,
1221,2024-12-31,Legal expenses insurance,2021,1,3259032.5721821385,1303613.0288728555,1955419.543309283,1427913.2087282103,530317.0100836403,897596.19864457,1831119.3634539281,773296.0187892151,1057823.344664713,,
1221,2024-12-31,Legal expenses insurance,2021,2,3790875.609015554,1895437.804507777,1895437.804507777,1395250.708806504,803981.269838793,591269.4389677111,2395624.90020905,1091456.5346689841,1304168.365540066,,
1221,2024-12-31,Legal expenses insurance,2021,3,4383042.634212282,2629825.5805273694,1753217.0536849122,1749864.8378978746,1222723.288906802,527141.5489910727,2633177.796314407,1407102.2916205674,1226075.5046938397,9811393.897091962,5886836.338255177
1221,2024-12-31,Legal expenses insurance,2022,0,5092409.17948873,93963.71307995568,4998445.466408774,1580005.8785970146,35333.17769722969,1544672.700899785,3512403.300891715,58630.53538272599,3453772.7655089893,,
1221,2024-12-31,Legal expenses insurance,2022,1,7855698.0564997,3142279.2225998803,4713418.83389982,3484688.7131821094,1409514.2808860776,2075174.4322960319,4371009.343317591,1732764.9417138027,2638244.401603788,,
1221,2024-12-31,Legal expenses insurance,2022,2,8696626.223888598,4348313.111944299,4348313.111944299,2993593.1405170634,1543009.213413699,1450583.9271033644,5703033.083371535,2805303.8985306,2897729.184840935,23097037.182978537,13858222.309787123
1221,2024-12-31,Legal expenses insurance,2023,0,6785267.497714982,272648.10077974014,6512619.396935242,3316352.2642439515,125647.30929717912,3190704.954946772,3468915.233471031,147000.79148256104,3321914.44198847,,
1221,2024-12-31,Legal expenses insurance,2023,1,9942690.065496411,3977076.0261985646,5965614.039297847,3791282.560571439,1475989.953386783,2315292.607184656,6151407.504924972,2501086.0728117814,3650321.43211319,29642539.286426425,17785523.571855854
1221,2024-12-31,Legal expenses insurance,2024,0,12261474.04324168,470287.8694742014,11791186.17376748,5490668.613082884,178416.6811821245,5312251.931900759,6770805.430158796,291871.1882920769,6478934.241866719,40595183.33294333,24357109.999765996
1221,2024-12-31,Fire and other damage to property insurance,2015,0,4630366.084845396,691438.5331903689,3938927.551655027,1706859.9155339254,240884.15447133625,1465975.7610625892,2923506.1693114704,450554.3787190326,2472951.7905924376,,
1221,2024-12-31,Fire and other damage to property insurance,2015,1,5755647.77389726,2302259.109558904,3453388.6643383563,1748764.8363845348,1046375.7735256454,702389.0628588895,4006882.9375127256,1255883.3360332586,2750999.601479467,,
1221,2024-12-31,Fire and other damage to property insurance,2015,2,6398164.915490169,3199082.4577450845,3199082.4577450845,1975631.2663589898,1377971.9415482313,597659.3248107585,4422533.649131179,1821110.5161968532,2601423.1329343254,,
1221,2024-12-31,Fire and other damage to property insurance,2015,3,7460065.574992635,4476039.344995582,2984026.2299970537,3452263.410202175,1784605.1072397658,1667658.302962409,4007802.1647904604,2691434.2377558155,1316367.9270346449,,
1221,2024-12-31,Fire and other damage to property insurance,2015,4,7930390.081259887,5551273.05688192,2379117.0243779663,3548417.636236424,2442241.5876155384,1106176.0486208857,4381972.445023462,3109031.469266382,1272940.9757570801,,
1221,2024-12-31,Fire and other damage to property insurance,2015,5,8708465.332368406,6966772.265894725,1741693.0664736805,4185998.6242952966,2235458.115672907,1950540.5086223898,4522466.708073109,4731314.150221818,-208847.44214870874,,
