Syndicate,Reporting_Date,Asset_ID,Instrument_Type,Asset_Category,Issuer_Name,Issuer_Country,Issuer_Sector,Currency,Quantity,Unit_Solvency_II_Value,Total_Solvency_II_Value,Book_Value,Maturity_Date,Credit_Rating,External_Rating,Internal_Rating
5000,2024-12-31,5000-INV-0017,Collective investment undertakings,Government bonds,Issuer_213,GB,Government,CHF,260282.24139291423,246.6481485495294,64198132.93988398,64798776.676626705,2031-04-01,BBB,S&P,3
5000,2024-12-31,5000-INV-0018,Equities - Listed,Government bonds,Issuer_164,US,Utilities,CAD,74008.48046498798,330.05446907776076,24426829.727123436,25602194.63582925,2028-03-01,AAA,Fitch,4
5000,2024-12-31,5000-INV-0019,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_362,CH,Government,CHF,190917.5421339439,406.6678023297725,77640017.2858127,80806944.22580388,2026-02-01,AAA,Fitch,2
5000,2024-12-31,5000-INV-0020,Corporate bonds - Non-investment grade,Property,Issuer_482,IT,Government,GBP,943757.8912274006,482.0610219824512,454948893.54908377,455925197.4383135,2038-05-01,AA,Fitch,1
5000,2024-12-31,5000-INV-0021,Sovereign bonds,Corporate bonds,Issuer_215,IT,Government,GBP,977330.6000835121,390.7895932104975,381930627.6388071,369008823.56819177,2027-08-01,BB,S&P,6
5000,2024-12-31,5000-INV-0022,Deposits with credit institutions,Property,Issuer_124,DE,Utilities,JPY,477423.206361502,373.2490289174018,178197748.15706295,173695409.47995153,2026-10-01,A,Moodys,5
5000,2024-12-31,5000-INV-0023,Mortgage loans,Corporate bonds,Issuer_341,US,Utilities,GBP,640974.5683653385,349.97021557097867,224322007.8663325,216755620.79406342,2034-09-01,BB,S&P,4
5000,2024-12-31,5000-INV-0024,Policy loans,Government bonds,Issuer_326,CA,Utilities,EUR,565520.2271403036,397.23210994037345,224642793.04090205,224617984.94059202,2037-01-01,A,S&P,3
5000,2024-12-31,5000-INV-0025,Equities - Listed,Loans and mortgages,Issuer_337,US,Utilities,USD,13091.013659331318,54.06731108568148,707795.9079459719,697676.5034165343,2026-06-01,BB,Fitch,6
5000,2024-12-31,5000-INV-0026,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_399,CH,Government,AUD,926267.8743633502,152.90455082162396,141630573.27002847,143533573.89818576,2028-03-01,AAA,None,1
5000,2024-12-31,5000-INV-0027,Equities - Unlisted,Corporate bonds,Issuer_23,FR,Financial,EUR,222853.79482262724,194.75149534679687,43401109.78541491,44911651.07948883,2040-05-01,BB,None,5
5000,2024-12-31,5000-INV-0028,Policy loans,Equities,Issuer_19,FR,Utilities,EUR,729132.5808276769,92.92967479094477,67758053.61579826,67274952.38732834,2039-01-01,Not rated,Fitch,3
5000,2024-12-31,5000-INV-0029,Corporate bonds - Investment grade,Cash and deposits,Issuer_189,CA,Government,AUD,30140.593881619203,266.400565971354,8029471.268776085,8159897.191778663,2033-07-01,A,Moodys,4
5000,2024-12-31,5000-INV-0030,Policy loans,Equities,Issuer_474,NL,Utilities,CAD,119384.1209745534,179.99822250912456,21488929.571233906,21269391.41529953,2027-12-01,BBB,S&P,4
5000,2024-12-31,5000-INV-0031,Real estate,Cash and deposits,Issuer_93,NL,Utilities,EUR,919611.4936313936,496.9647569403338,457014502.4120629,436216288.7877758,2027-02-01,A,Fitch,3
5000,2024-12-31,5000-INV-0032,Policy loans,Property,Issuer_368,CA,Industrial,AUD,761246.9155718966,217.27582988105445,165400555.32527682,163621807.7534437,2033-06-01,BBB,S&P,6
5000,2024-12-31,5000-INV-0033,Collective investment undertakings,Property,Issuer_223,JP,Financial,GBP,754510.7083736757,463.29189446543387,349558695.4768967,365321296.60165083,2036-11-01,BBB,Fitch,5
5000,2024-12-31,5000-INV-0034,Other investments,Corporate bonds,Issuer_488,GB,Industrial,CAD,577545.4634522825,210.70452168522627,121691440.62818551,125190666.87913279,2035-11-01,Not rated,None,1
5000,2024-12-31,5000-INV-0035,Corporate bonds - Non-investment grade,Government bonds,Issuer_121,AU,Utilities,JPY,251750.38187903797,303.833312975083,76490152.56905042,75408417.06359918,2035-01-01,BB,Moodys,6
5000,2024-12-31,5000-INV-0036,Policy loans,Equities,Issuer_191,CH,Financial,CHF,656974.4426341682,158.17951080207808,103919895.94534063,100714933.04653604,2028-09-01,A,None,3
5000,2024-12-31,5000-INV-0037,Other investments,Equities,Issuer_128,US,Financial,AUD,918320.8475887616,95.81165732729161,87985842.36568241,88038263.51876192,2028-08-01,BB,None,5
5000,2024-12-31,5000-INV-0038,Corporate bonds - Investment grade,Equities,Issuer_397,JP,Government,USD,221631.93018004592,67.51848349655035,14964251.820170028,14269938.695879312,2035-05-01,B,None,2
5000,2024-12-31,5000-INV-0039,Corporate bonds - Investment grade,Corporate bonds,Issuer_437,US,Government,USD,176046.5503337215,440.0466595277001,77468696.39572927,75783587.58148313,2040-12-01,BBB,S&P,6
0727,2024-12-31,0727-INV-0001,Collective investment undertakings,Loans and mortgages,Issuer_178,US,Utilities,EUR,950508.7114047204,311.7300318451371,296302110.8752737,294423975.9381683,2039-03-01,B,Moodys,3
0727,2024-12-31,0727-INV-0002,Deposits with credit institutions,Corporate bonds,Issuer_63,FR,Industrial,USD,580508.7458347852,282.5142733518205,164002006.503891,168245988.9890671,2038-08-01,AAA,Fitch,5
0727,2024-12-31,0727-INV-0003,Real estate,Equities,Issuer_240,NL,Industrial,CHF,283213.5699068794,208.87267622013607,59155576.288308494,61486863.84613784,2040-02-01,AAA,Fitch,4
0727,2024-12-31,0727-INV-0004,Policy loans,Property,Issuer_211,CA,Financial,USD,946510.056637255,451.6512023689135,427492405.13448465,424048868.0543251,2031-11-01,AAA,None,4
0727,2024-12-31,0727-INV-0005,Other investments,Property,Issuer_177,DE,Industrial,CAD,780585.1375038748,264.3510799854945,206348524.11977503,206297759.3318982,2028-07-01,BB,S&P,1
0727,2024-12-31,0727-INV-0006,Deposits with credit institutions,Corporate bonds,Issuer_156,DE,Industrial,EUR,205475.42894822668,316.0086364663324,64932010.12926388,62894027.42263468,2040-12-01,AA,Fitch,5
0727,2024-12-31,0727-INV-0007,Equities - Unlisted,Cash and deposits,Issuer_41,JP,Industrial,AUD,332233.1343681266,434.7635907289708,144442870.45702735,140211789.36263874,2034-05-01,AA,Fitch,5
0727,2024-12-31,0727-INV-0008,Deposits with credit institutions,Government bonds,Issuer_258,DE,Industrial,USD,72087.12688825937,81.05341667576734,5842907.932632999,6100454.269775943,2036-10-01,B,Fitch,5
0727,2024-12-31,0727-INV-0009,Sovereign bonds,Cash and deposits,Issuer_443,GB,Financial,GBP,507413.5175238728,234.23543231765825,118854224.641028,122549147.91134791,2036-10-01,A,Moodys,5
0727,2024-12-31,0727-INV-0010,Mortgage loans,Property,Issuer_328,GB,Government,AUD,835990.1019826055,199.48596490202206,166768292.1425399,169997227.41982597,2034-05-01,B,Fitch,4
0727,2024-12-31,0727-INV-0011,Equities - Listed,Cash and deposits,Issuer_414,CA,Utilities,JPY,771351.6930360347,344.5928090896795,265802246.69936737,256541565.5114415,2027-12-01,AAA,Moodys,4
0727,2024-12-31,0727-INV-0012,Mortgage loans,Investment funds,Issuer_238,FR,Utilities,CHF,876007.2004335399,292.5925487312039,256313179.48173606,250737661.0795309,2028-06-01,Not rated,Fitch,6
0727,2024-12-31,0727-INV-0013,Collective investment undertakings,Investment funds,Issuer_67,AU,Financial,EUR,425802.9572522562,66.90699067950833,28489194.49218379,27429016.984486487,2029-08-01,AAA,Fitch,4
0727,2024-12-31,0727-INV-0014,Equities - Listed,Corporate bonds,Issuer_50,GB,Utilities,JPY,765781.203765345,50.005235639914765,38293069.54290366,37973574.489685446,2039-10-01,BBB,Moodys,2
0727,2024-12-31,0727-INV-0015,Collective investment undertakings,Property,Issuer_370,AU,Industrial,CAD,522987.67090450285,74.58548900043753,39007291.17561224,40852640.94080079,2028-08-01,BB,None,4
0727,2024-12-31,0727-INV-0016,Equities - Unlisted,Investment funds,Issuer_12,US,Government,CHF,226899.20591842226,186.8894238363264,42405061.863013916,41573678.87336065,2033-04-01,AA,Fitch,1
0727,2024-12-31,0727-INV-0017,Sovereign bonds,Equities,Issuer_254,IT,Government,EUR,231186.24545523257,50.663219938840136,11712639.600333128,11981262.892069658,2034-01-01,Not rated,S&P,4
0727,2024-12-31,0727-INV-0018,Corporate bonds - Non-investment grade,Equities,Issuer_373,AU,Government,EUR,966878.6542994861,150.93206747827026,145932994.29402918,148312390.7851398,2026-07-01,AAA,Moodys,3
0727,2024-12-31,0727-INV-0019,Deposits with credit institutions,Equities,Issuer_38,CA,Government,CAD,742154.4306317564,431.79142059073615,320455915.90019506,317976522.7467013,2034-05-01,Not rated,S&P,2
0727,2024-12-31,0727-INV-0020,Corporate bonds - Investment grade,Investment funds,Issuer_192,AU,Utilities,CAD,303627.9747347888,196.382810310364,59627314.96726202,60895118.887004435,2028-04-01,BB,None,5
0727,2024-12-31,0727-INV-0021,Sovereign bonds,Government bonds,Issuer_20,DE,Utilities,CAD,816962.6870391304,131.72628549047118,107615460.14797895,106226585.86864531,2033-09-01,BBB,Moodys,5
0727,2024-12-31,0727-INV-0022,Deposits with credit institutions,Corporate bonds,Issuer_168,IT,Utilities,USD,902038.2565524009,413.01208386263266,372552700.0625231,390616230.7722394,2032-10-01,B,Fitch,5
0727,2024-12-31,0727-INV-0023,Collective investment undertakings,Property,Issuer_425,NL,Government,AUD,754494.0114223987,226.93784046256502,171223241.59413704,172775171.96890035,2035-05-01,BBB,S&P,3
0727,2024-12-31,0727-INV-0024,Collective investment undertakings,Loans and mortgages,Issuer_57,CA,Utilities,CAD,661353.2399930729,85.30511734270578,56416815.742587745,56667853.41687457,2040-12-01,Not rated,S&P,5
0727,2024-12-31,0727-INV-0025,Policy loans,Equities,Issuer_496,IT,Industrial,AUD,709611.507644137,125.29458680047718,88910480.6391358,91405590.72702503,2026-10-01,BBB,Moodys,5
0727,2024-12-31,0727-INV-0026,Other investments,Loans and mortgages,Issuer_318,CA,Industrial,CAD,584189.0077335975,478.49980356391757,279534325.44472635,266743458.02379787,2036-04-01,AAA,S&P,2
0727,2024-12-31,0727-INV-0027,Sovereign bonds,Investment funds,Issuer_161,CA,Industrial,JPY,266060.8114179115,320.6992456849208,85325501.52804218,83589638.77584839,2037-04-01,BBB,None,6
0727,2024-12-31,0727-INV-0028,Sovereign bonds,Loans and mortgages,Issuer_71,NL,Industrial,CHF,714709.739907171,391.55237713486895,279846297.6220967,268722854.04010814,2031-11-01,BBB,None,3
0727,2024-12-31,0727-INV-0029,Corporate bonds - Non-investment grade,Investment funds,Issuer_468,NL,Utilities,CHF,514340.60974256095,279.00075001597514,143501415.88184848,141625576.42614302,2031-11-01,Not rated,Fitch,5
0727,2024-12-31,0727-INV-0030,Policy loans,Corporate bonds,Issuer_491,FR,Utilities,CHF,932991.9377071024,422.37784394294954,394075123.0648806,401846654.2094396,2030-04-01,A,Fitch,6
0727,2024-12-31,0727-INV-0031,Equities - Listed,Loans and mortgages,Issuer_361,CH,Utilities,JPY,714612.3090992626,257.7722647159036,184207233.31037822,191962256.90738103,2031-09-01,Not rated,Fitch,3
0727,2024-12-31,0727-INV-0032,Corporate bonds - Investment grade,Property,Issuer_347,NL,Government,JPY,694900.8318260321,378.0414777451174,262701337.3498245,272203005.7630447,2039-06-01,Not rated,Moodys,3
0727,2024-12-31,0727-INV-0033,Sovereign bonds,Equities,Issuer_490,US,Utilities,JPY,274797.5177528488,413.18190674001636,113541362.35254556,110081082.63953954,2036-05-01,B,None,2
0727,2024-12-31,0727-INV-0034,Equities - Listed,Cash and deposits,Issuer_276,JP,Utilities,USD,345996.61029264296,201.02470442142922,69553866.31489499,72882195.96055607,2027-10-01,B,Moodys,2
0727,2024-12-31,0727-INV-0035,Sovereign bonds,Loans and mortgages,Issuer_464,NL,Industrial,AUD,856680.686524179,365.5264377156169,313139439.6049522,320249482.314028,2029-01-01,AAA,None,3
0727,2024-12-31,0727-INV-0036,Policy loans,Government bonds,Issuer_349,DE,Financial,CHF,562510.7216081684,476.1908001988336,267862430.64301705,267762216.68836036,2040-03-01,BBB,None,4
0727,2024-12-31,0727-INV-0037,Other investments,Corporate bonds,Issuer_388,JP,Utilities,EUR,381137.19216002466,123.36590161921595,47019333.35143781,48365053.248510644,2036-01-01,Not rated,S&P,6
0727,2024-12-31,0727-INV-0038,Real estate,Corporate bonds,Issuer_274,GB,Industrial,JPY,734709.4881435159,222.9597673358607,163810656.53592762,156032818.6772355,2040-03-01,AAA,None,4
0727,2024-12-31,0727-INV-0039,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_493,JP,Financial,GBP,839158.3303902927,55.138092554333134,46269589.68879962,47212100.21111313,2030-10-01,BB,S&P,3
0727,2024-12-31,0727-INV-0040,Equities - Unlisted,Investment funds,Issuer_329,NL,Government,USD,970286.852616331,246.94759766669156,239610007.30117816,233259704.86478552,2039-09-01,BBB,Fitch,2
0727,2024-12-31,0727-INV-0041,Corporate bonds - Investment grade,Equities,Issuer_84,CH,Utilities,AUD,705166.1390333383,417.70766390701334,294553300.6019439,295920920.8868161,2028-01-01,B,Fitch,3
0727,2024-12-31,0727-INV-0042,Real estate,Loans and mortgages,Issuer_388,FR,Industrial,CHF,967068.2399808901,73.25092474608249,70838642.87116662,70872614.23873141,2039-11-01,BBB,None,5
0727,2024-12-31,0727-INV-0043,Collective investment undertakings,Government bonds,Issuer_206,US,Industrial,USD,718735.4933752276,438.1882120171305,314941420.7553411,304839851.4268348,2033-06-01,AA,S&P,3
0727,2024-12-31,0727-INV-0044,Mortgage loans,Corporate bonds,Issuer_229,JP,Utilities,EUR,800203.4782819177,298.71818407334536,239035329.9215491,236562597.44607925,2035-12-01,BB,S&P,3
0727,2024-12-31,0727-INV-0045,Other investments,Equities,Issuer_355,FR,Financial,AUD,132583.31355051446,439.38309150901057,58254866.19033354,56258315.85060024,2027-08-01,A,Moodys,4
0727,2024-12-31,0727-INV-0046,Other investments,Property,Issuer_473,JP,Financial,AUD,310478.07134989015,180.5204893830966,56047653.38280215,58129341.88778588,2040-05-01,A,Moodys,2
0727,2024-12-31,0727-INV-0047,Corporate bonds - Non-investment grade,Investment funds,Issuer_79,CH,Utilities,JPY,673030.2912146891,408.50662873611753,274937335.30140007,268076766.2035851,2037-09-01,BBB,Moodys,2
0727,2024-12-31,0727-INV-0048,Other investments,Cash and deposits,Issuer_306,US,Government,CHF,625249.225507392,307.28569241468693,192130141.19178566,198524815.92031023,2037-06-01,AAA,S&P,1
0727,2024-12-31,0727-INV-0049,Deposits with credit institutions,Property,Issuer_104,IT,Industrial,USD,906180.9734207792,55.47054716482406,50266354.426003516,51141089.11886288,2031-09-01,BBB,S&P,6
0727,2024-12-31,0727-INV-0050,Equities - Listed,Loans and mortgages,Issuer_299,CH,Financial,CHF,52783.96332060929,296.9863992848102,15676119.206569247,15343209.741060738,2033-01-01,BBB,Moodys,5
6104,2024-12-31,6104-INV-0001,Policy loans,Property,Issuer_30,NL,Government,AUD,307469.82292261906,208.83132655356047,64209330.99611887,64988141.6969545,2038-05-01,B,S&P,4
6104,2024-12-31,6104-INV-0002,Equities - Unlisted,Cash and deposits,Issuer_2,FR,Financial,GBP,334715.91570310044,379.7145727656262,127096510.92905813,125883087.31077449,2032-06-01,B,S&P,5
6104,2024-12-31,6104-INV-0003,Sovereign bonds,Government bonds,Issuer_479,CH,Financial,EUR,69284.84710964866,402.69192911784825,27900448.74121959,27302704.85292617,2032-03-01,Not rated,Moodys,6
6104,2024-12-31,6104-INV-0004,Other investments,Investment funds,Issuer_192,CA,Government,CAD,433334.11271966336,358.4497474498557,155328503.26577064,152726069.83162203,2040-07-01,BBB,S&P,6
6104,2024-12-31,6104-INV-0005,Other investments,Cash and deposits,Issuer_277,DE,Utilities,GBP,57529.070490568905,218.2644711557661,12556552.146706812,13114626.327219907,2028-09-01,BBB,Moodys,6
6104,2024-12-31,6104-INV-0006,Equities - Listed,Cash and deposits,Issuer_2,GB,Utilities,JPY,642092.6629012596,352.1656169002431,226122958.73774192,229114161.93461627,2036-12-01,BB,None,5
6104,2024-12-31,6104-INV-0007,Mortgage loans,Cash and deposits,Issuer_118,FR,Government,EUR,199793.14682047736,238.25023884602606,47600764.949777886,48795257.58562159,2028-05-01,AA,S&P,1
6104,2024-12-31,6104-INV-0008,Other investments,Investment funds,Issuer_315,GB,Industrial,USD,102271.52465560599,175.03374924037053,17900968.40099971,17500557.94387369,2027-02-01,BB,S&P,4
6104,2024-12-31,6104-INV-0009,Real estate,Loans and mortgages,Issuer_361,GB,Industrial,AUD,432586.9086669115,491.1659334239833,212471952.78237897,203282594.93442956,2026-07-01,BBB,Moodys,5
6104,2024-12-31,6104-INV-0010,Equities - Listed,Cash and deposits,Issuer_443,GB,Industrial,CHF,519182.2933862144,130.7141069054947,67864449.80112554,71058670.27997823,2030-04-01,Not rated,Fitch,5
6104,2024-12-31,6104-INV-0011,Real estate,Cash and deposits,Issuer_345,AU,Industrial,EUR,114190.20122273674,231.62045106271606,26448785.914152592,27077962.817760788,2040-03-01,B,Moodys,4
6104,2024-12-31,6104-INV-0012,Equities - Unlisted,Equities,Issuer_32,NL,Industrial,AUD,704849.8735994179,240.2278866022695,169324595.50666496,166725872.18851948,2036-07-01,BB,None,1
6104,2024-12-31,6104-INV-0013,Collective investment undertakings,Loans and mortgages,Issuer_344,CA,Utilities,AUD,398214.7661743177,168.92431842138768,67268157.96132888,65285986.91882172,2032-07-01,AA,Fitch,4
6104,2024-12-31,6104-INV-0014,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_276,CH,Industrial,CAD,483556.65786133107,170.84019023042327,82610911.4162175,80855112.85884514,2029-05-01,Not rated,Moodys,4
6104,2024-12-31,6104-INV-0015,Sovereign bonds,Property,Issuer_212,CA,Industrial,JPY,657099.3074110826,485.8417992649515,319246309.80835384,322554889.1920987,2029-05-01,AA,Fitch,6
6104,2024-12-31,6104-INV-0016,Corporate bonds - Investment grade,Investment funds,Issuer_434,AU,Financial,CHF,77902.48759790132,84.01262623433014,6544792.573287022,6840239.707606959,2037-04-01,AAA,Fitch,4
6104,2024-12-31,6104-INV-0017,Other investments,Property,Issuer_309,GB,Financial,USD,297993.4995170263,91.43014373711395,27245588.49356731,27515441.299968764,2038-10-01,B,Moodys,4
6104,2024-12-31,6104-INV-0018,Equities - Listed,Cash and deposits,Issuer_465,AU,Utilities,GBP,624025.1295119758,341.82716905340965,213308743.439266,208347225.32284307,2029-04-01,B,S&P,6
6104,2024-12-31,6104-INV-0019,Policy loans,Corporate bonds,Issuer_357,IT,Industrial,JPY,16095.573530260559,484.25691625451236,7794392.803111733,7600229.057924697,2040-04-01,BB,Fitch,3
6104,2024-12-31,6104-INV-0020,Mortgage loans,Investment funds,Issuer_274,AU,Utilities,EUR,676350.2617644949,367.9834414454193,248885696.94660905,251623624.21352145,2031-09-01,BBB,None,1
6104,2024-12-31,6104-INV-0021,Policy loans,Cash and deposits,Issuer_430,AU,Industrial,EUR,313594.48681943456,171.99331419382958,53936155.100987755,54462940.26541777,2031-07-01,AAA,Moodys,6
6104,2024-12-31,6104-INV-0022,Corporate bonds - Non-investment grade,Government bonds,Issuer_134,NL,Government,EUR,866229.5379780799,476.030178015528,412351401.16601396,396100871.79146355,2028-04-01,A,Moodys,4
6104,2024-12-31,6104-INV-0023,Real estate,Cash and deposits,Issuer_126,CH,Utilities,EUR,155673.78398512214,475.1313164523858,73965489.92197542,75715034.32673435,2038-08-01,B,None,4
6104,2024-12-31,6104-INV-0024,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_408,AU,Industrial,USD,883110.8310049433,141.18468536090444,124681724.81423979,125773760.56216757,2037-09-01,BBB,Moodys,5
6104,2024-12-31,6104-INV-0025,Other investments,Government bonds,Issuer_269,GB,Financial,CAD,701438.4548230561,356.05034845113767,249747406.25677672,247453518.55926543,2036-01-01,Not rated,S&P,4
6104,2024-12-31,6104-INV-0026,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_323,FR,Financial,AUD,16379.496799617167,312.3167255619184,5115590.806808356,4989287.657169564,2028-01-01,AA,None,3
6104,2024-12-31,6104-INV-0027,Sovereign bonds,Property,Issuer_327,IT,Government,AUD,450803.99189674744,480.9114567877178,216796804.46878332,214607922.41885075,2033-01-01,AAA,None,1
6104,2024-12-31,6104-INV-0028,Sovereign bonds,Property,Issuer_370,JP,Utilities,GBP,839961.8050577623,134.84327258716303,113263198.64220934,115216541.40678366,2034-12-01,B,None,2
6104,2024-12-31,6104-INV-0029,Corporate bonds - Investment grade,Government bonds,Issuer_269,DE,Industrial,USD,977029.9474845045,95.85189539282155,93650172.32193866,89045580.10817024,2035-09-01,A,Fitch,3
6104,2024-12-31,6104-INV-0030,Mortgage loans,Government bonds,Issuer_192,CA,Government,CHF,434149.20983998175,91.68146737311524,39803436.617008045,40792091.68890751,2029-12-01,AA,Fitch,6
6104,2024-12-31,6104-INV-0031,Corporate bonds - Investment grade,Loans and mortgages,Issuer_440,GB,Financial,JPY,914634.1151847104,245.30943771894147,224368380.51452285,218954632.70586362,2032-07-01,BB,None,1
6104,2024-12-31,6104-INV-0032,Other investments,Government bonds,Issuer_360,DE,Financial,JPY,434968.9156876032,375.55151803250044,163353236.58343008,155333477.41412887,2039-07-01,B,Fitch,5
6104,2024-12-31,6104-INV-0033,Corporate bonds - Investment grade,Property,Issuer_471,GB,Industrial,USD,589864.5354952125,325.98125819932056,192284783.44788715,194932318.92165756,2040-12-01,BB,None,3
0001,2024-12-31,0001-INV-0001,Corporate bonds - Investment grade,Loans and mortgages,Issuer_474,JP,Financial,USD,242780.05790089633,371.32372552015704,90149995.58176026,86466390.01157425,2040-06-01,AAA,Moodys,5
0001,2024-12-31,0001-INV-0002,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_421,CA,Financial,EUR,200071.06613033402,444.86152099451687,89003918.78573495,91128648.37768917,2028-10-01,AA,None,6
0001,2024-12-31,0001-INV-0003,Deposits with credit institutions,Equities,Issuer_197,DE,Financial,CHF,14731.808457333906,161.76931716641008,2383154.594769251,2315093.244540136,2037-06-01,AAA,S&P,4
0001,2024-12-31,0001-INV-0004,Equities - Listed,Cash and deposits,Issuer_39,AU,Government,CAD,271535.5217089356,161.4018966259489,43826348.20513873,41909060.71580213,2031-01-01,B,Fitch,4
0001,2024-12-31,0001-INV-0005,Policy loans,Corporate bonds,Issuer_183,NL,Government,JPY,459481.5760802235,379.7300636537743,174478968.13267982,176341212.25225177,2028-11-01,BB,None,1
0001,2024-12-31,0001-INV-0006,Real estate,Equities,Issuer_409,FR,Financial,GBP,673198.7969294817,86.51713034130762,58243228.05955945,60872855.69951936,2030-03-01,BBB,Moodys,6
0001,2024-12-31,0001-INV-0007,Mortgage loans,Equities,Issuer_185,US,Financial,GBP,838653.3420091819,412.29064332304824,345768925.90199,356936702.23729295,2030-08-01,A,Fitch,1
0001,2024-12-31,0001-INV-0008,Corporate bonds - Non-investment grade,Government bonds,Issuer_96,CA,Government,CHF,932777.7976246286,294.91428475116396,275089497.0182333,266844570.1230218,2034-09-01,BBB,S&P,1
0001,2024-12-31,0001-INV-0009,Corporate bonds - Investment grade,Equities,Issuer_284,US,Utilities,CAD,617166.8242446886,384.29667215057253,237175156.71897113,242817966.22446215,2032-01-01,A,None,4
0001,2024-12-31,0001-INV-0010,Corporate bonds - Investment grade,Loans and mortgages,Issuer_462,NL,Industrial,CHF,521927.5751427132,80.80642370011012,42175100.777753145,41631518.29668736,2034-03-01,B,None,2
0001,2024-12-31,0001-INV-0011,Corporate bonds - Non-investment grade,Equities,Issuer_155,JP,Government,USD,920845.841854894,313.0020093908417,288226598.839783,289331427.40293443,2027-03-01,BBB,Fitch,4
0001,2024-12-31,0001-INV-0012,Equities - Unlisted,Investment funds,Issuer_401,US,Utilities,EUR,269584.6608678113,215.8020139624605,58176912.748660594,60476914.242079414,2029-12-01,B,None,5
0001,2024-12-31,0001-INV-0013,Real estate,Corporate bonds,Issuer_235,US,Industrial,EUR,666796.5844793089,404.3241620385498,269601970.26976365,268371113.88048437,2026-07-01,A,None,3
0001,2024-12-31,0001-INV-0014,Policy loans,Equities,Issuer_221,IT,Industrial,EUR,630616.9722367018,161.7726239344434,102016562.29632528,104112603.05553228,2031-10-01,B,Moodys,4
0001,2024-12-31,0001-INV-0015,Collective investment undertakings,Corporate bonds,Issuer_494,CA,Utilities,EUR,428173.732369634,249.1454816666355,106677550.78823353,108270484.77462026,2037-12-01,B,None,5
0001,2024-12-31,0001-INV-0016,Equities - Listed,Equities,Issuer_193,JP,Government,EUR,936344.3408474578,78.80285597387942,73786608.23375927,76182778.4368279,2027-10-01,AA,Moodys,6
0001,2024-12-31,0001-INV-0017,Deposits with credit institutions,Government bonds,Issuer_488,CH,Industrial,JPY,293090.72730178095,249.76375452787002,73203440.46819691,69703681.55063121,2038-05-01,Not rated,S&P,4
0001,2024-12-31,0001-INV-0018,Other investments,Investment funds,Issuer_72,JP,Industrial,EUR,301745.0317564787,276.1840591835587,83337167.70897612,79638464.84144092,2036-03-01,B,None,4
0001,2024-12-31,0001-INV-0019,Corporate bonds - Investment grade,Investment funds,Issuer_307,CH,Government,CHF,491604.63365378196,467.1997829862923,229677578.15810266,220614345.15912646,2034-12-01,BBB,S&P,3
0001,2024-12-31,0001-INV-0020,Deposits with credit institutions,Property,Issuer_327,US,Financial,CAD,764676.2873474288,234.3519740191967,179203397.42554042,181984163.10893062,2029-11-01,B,Fitch,2
0001,2024-12-31,0001-INV-0021,Other investments,Property,Issuer_23,IT,Government,CAD,260976.36138724413,121.77151814361123,31779487.72572044,30700455.30750136,2031-07-01,AAA,S&P,1
3000,2024-12-31,3000-INV-0001,Equities - Listed,Property,Issuer_383,NL,Industrial,JPY,71421.4536975015,133.54101720555934,9537693.577064108,9694320.994407978,2031-07-01,BBB,Moodys,3
3000,2024-12-31,3000-INV-0002,Sovereign bonds,Investment funds,Issuer_54,JP,Government,GBP,881808.9212316646,416.3565585160228,367146927.7127425,373944077.0212061,2027-12-01,AA,Fitch,3
3000,2024-12-31,3000-INV-0003,Collective investment undertakings,Investment funds,Issuer_402,FR,Government,EUR,111321.43154769157,180.13435083317742,20052813.805663418,19671423.07403583,2033-02-01,BBB,None,3
3000,2024-12-31,3000-INV-0004,Corporate bonds - Investment grade,Equities,Issuer_23,US,Financial,CAD,250706.9894512236,281.7525468693754,70637332.79583588,70888475.46121758,2031-11-01,AAA,Moodys,6
3000,2024-12-31,3000-INV-0005,Equities - Listed,Property,Issuer_90,NL,Industrial,EUR,357529.0891959391,209.2051214313962,74796916.52049293,77254411.08338511,2034-07-01,BBB,Moodys,4
3000,2024-12-31,3000-INV-0006,Other investments,Corporate bonds,Issuer_96,CA,Government,GBP,789503.5554713659,188.50812425633555,148827834.33561495,154986158.1330911,2037-10-01,AA,None,5
3000,2024-12-31,3000-INV-0007,Mortgage loans,Investment funds,Issuer_3,FR,Industrial,EUR,952862.2019855035,197.03414391351836,187746388.2357637,185013269.22762966,2038-12-01,Not rated,S&P,5
3000,2024-12-31,3000-INV-0008,Corporate bonds - Investment grade,Cash and deposits,Issuer_447,NL,Industrial,EUR,506128.5192685369,473.5043656401531,239654063.44863856,248672711.57936287,2031-04-01,BBB,S&P,3
3000,2024-12-31,3000-INV-0009,Other investments,Cash and deposits,Issuer_251,NL,Utilities,CHF,103465.39462100621,226.7288344721373,23458588.330620483,23583789.607526015,2032-10-01,BBB,S&P,3
3000,2024-12-31,3000-INV-0010,Collective investment undertakings,Cash and deposits,Issuer_235,IT,Industrial,CAD,503629.3400789885,137.2383805716017,69117275.04078485,71597318.78699243,2036-12-01,Not rated,Fitch,5
