Syndicate,Reporting_Date,Asset_ID,Instrument_Type,Asset_Category,Issuer_Name,Issuer_Country,Currency,Total_Solvency_II_Value,Book_Value,Credit_Rating
727,2024-12-31,0727-INV-0046,Other investments,Property,Issuer_473,JP,AUD,56047653.38280215,58129341.88778588,A
727,2024-12-31,0727-INV-0047,Corporate bonds - Non-investment grade,Investment funds,Issuer_79,CH,JPY,274937335.30140007,268076766.2035851,BBB
727,2024-12-31,0727-INV-0048,Other investments,Cash and deposits,Issuer_306,US,CHF,192130141.1917857,198524815.92031023,AAA
727,2024-12-31,0727-INV-0049,Deposits with credit institutions,Property,Issuer_104,IT,USD,50266354.42600352,51141089.11886288,BBB
727,2024-12-31,0727-INV-0050,Equities - Listed,Loans and mortgages,Issuer_299,CH,CHF,15676119.206569249,15343209.741060738,BBB
6104,2024-12-31,6104-INV-0001,Policy loans,Property,Issuer_30,NL,AUD,64209330.99611887,64988141.6969545,B
6104,2024-12-31,6104-INV-0002,Equities - Unlisted,Cash and deposits,Issuer_2,FR,GBP,127096510.92905812,125883087.31077448,B
6104,2024-12-31,6104-INV-0003,Sovereign bonds,Government bonds,Issuer_479,CH,EUR,27900448.74121959,27302704.85292617,Not rated
6104,2024-12-31,6104-INV-0004,Other investments,Investment funds,Issuer_192,CA,CAD,155328503.26577064,152726069.83162203,BBB
6104,2024-12-31,6104-INV-0005,Other investments,Cash and deposits,Issuer_277,DE,GBP,12556552.146706812,13114626.327219907,BBB
6104,2024-12-31,6104-INV-0006,Equities - Listed,Cash and deposits,Issuer_2,GB,JPY,226122958.73774192,229114161.93461627,BB
6104,2024-12-31,6104-INV-0007,Mortgage loans,Cash and deposits,Issuer_118,FR,EUR,47600764.949777886,48795257.58562159,AA
6104,2024-12-31,6104-INV-0008,Other investments,Investment funds,Issuer_315,GB,USD,17900968.40099971,17500557.94387369,BB
6104,2024-12-31,6104-INV-0009,Real estate,Loans and mortgages,Issuer_361,GB,AUD,212471952.78237897,203282594.9344296,BBB
6104,2024-12-31,6104-INV-0010,Equities - Listed,Cash and deposits,Issuer_443,GB,CHF,67864449.80112554,71058670.27997823,Not rated
6104,2024-12-31,6104-INV-0011,Real estate,Cash and deposits,Issuer_345,AU,EUR,26448785.914152592,27077962.817760788,B
6104,2024-12-31,6104-INV-0012,Equities - Unlisted,Equities,Issuer_32,NL,AUD,169324595.50666496,166725872.18851948,BB
6104,2024-12-31,6104-INV-0013,Collective investment undertakings,Loans and mortgages,Issuer_344,CA,AUD,67268157.96132888,65285986.91882172,AA
6104,2024-12-31,6104-INV-0014,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_276,CH,CAD,82610911.4162175,80855112.85884514,Not rated
6104,2024-12-31,6104-INV-0015,Sovereign bonds,Property,Issuer_212,CA,JPY,319246309.80835384,322554889.1920987,AA
6104,2024-12-31,6104-INV-0016,Corporate bonds - Investment grade,Investment funds,Issuer_434,AU,CHF,6544792.573287022,6840239.707606959,AAA
6104,2024-12-31,6104-INV-0017,Other investments,Property,Issuer_309,GB,USD,27245588.49356731,27515441.299968764,B
6104,2024-12-31,6104-INV-0018,Equities - Listed,Cash and deposits,Issuer_465,AU,GBP,213308743.439266,208347225.32284307,B
6104,2024-12-31,6104-INV-0019,Policy loans,Corporate bonds,Issuer_357,IT,JPY,7794392.803111733,7600229.057924697,BB
6104,2024-12-31,6104-INV-0020,Mortgage loans,Investment funds,Issuer_274,AU,EUR,248885696.94660905,251623624.21352145,BBB
6104,2024-12-31,6104-INV-0021,Policy loans,Cash and deposits,Issuer_430,AU,EUR,53936155.10098776,54462940.26541777,AAA
6104,2024-12-31,6104-INV-0022,Corporate bonds - Non-investment grade,Government bonds,Issuer_134,NL,EUR,412351401.166014,396100871.7914636,A
6104,2024-12-31,6104-INV-0023,Real estate,Cash and deposits,Issuer_126,CH,EUR,73965489.92197542,75715034.32673435,B
6104,2024-12-31,6104-INV-0024,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_408,AU,USD,124681724.8142398,125773760.56216756,BBB
6104,2024-12-31,6104-INV-0025,Other investments,Government bonds,Issuer_269,GB,CAD,249747406.25677672,247453518.55926543,Not rated
6104,2024-12-31,6104-INV-0026,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_323,FR,AUD,5115590.806808356,4989287.657169564,AA
6104,2024-12-31,6104-INV-0027,Sovereign bonds,Property,Issuer_327,IT,AUD,216796804.4687833,214607922.41885075,AAA
6104,2024-12-31,6104-INV-0028,Sovereign bonds,Property,Issuer_370,JP,GBP,113263198.64220934,115216541.40678366,B
6104,2024-12-31,6104-INV-0029,Corporate bonds - Investment grade,Government bonds,Issuer_269,DE,USD,93650172.32193866,89045580.10817024,A
6104,2024-12-31,6104-INV-0030,Mortgage loans,Government bonds,Issuer_192,CA,CHF,39803436.617008045,40792091.68890751,AA
6104,2024-12-31,6104-INV-0031,Corporate bonds - Investment grade,Loans and mortgages,Issuer_440,GB,JPY,224368380.51452285,218954632.7058636,BB
6104,2024-12-31,6104-INV-0032,Other investments,Government bonds,Issuer_360,DE,JPY,163353236.58343008,155333477.41412887,B
6104,2024-12-31,6104-INV-0033,Corporate bonds - Investment grade,Property,Issuer_471,GB,USD,192284783.44788715,194932318.9216576,BB
1,2024-12-31,0001-INV-0001,Corporate bonds - Investment grade,Loans and mortgages,Issuer_474,JP,USD,90149995.58176026,86466390.01157425,AAA
1,2024-12-31,0001-INV-0002,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_421,CA,EUR,89003918.78573495,91128648.37768915,AA
1,2024-12-31,0001-INV-0003,Deposits with credit institutions,Equities,Issuer_197,DE,CHF,2383154.594769251,2315093.244540136,AAA
1,2024-12-31,0001-INV-0004,Equities - Listed,Cash and deposits,Issuer_39,AU,CAD,43826348.20513873,41909060.71580213,B
1,2024-12-31,0001-INV-0005,Policy loans,Corporate bonds,Issuer_183,NL,JPY,174478968.13267982,176341212.25225177,BB
1,2024-12-31,0001-INV-0006,Real estate,Equities,Issuer_409,FR,GBP,58243228.05955945,60872855.69951936,BBB
1,2024-12-31,0001-INV-0007,Mortgage loans,Equities,Issuer_185,US,GBP,345768925.90199,356936702.23729295,A
1,2024-12-31,0001-INV-0008,Corporate bonds - Non-investment grade,Government bonds,Issuer_96,CA,CHF,275089497.0182333,266844570.1230218,BBB
1,2024-12-31,0001-INV-0009,Corporate bonds - Investment grade,Equities,Issuer_284,US,CAD,237175156.71897116,242817966.22446212,A
1,2024-12-31,0001-INV-0010,Corporate bonds - Investment grade,Loans and mortgages,Issuer_462,NL,CHF,42175100.777753145,41631518.29668736,B
1,2024-12-31,0001-INV-0011,Corporate bonds - Non-investment grade,Equities,Issuer_155,JP,USD,288226598.839783,289331427.40293443,BBB
1,2024-12-31,0001-INV-0012,Equities - Unlisted,Investment funds,Issuer_401,US,EUR,58176912.748660594,60476914.24207941,B
1,2024-12-31,0001-INV-0013,Real estate,Corporate bonds,Issuer_235,US,EUR,269601970.26976365,268371113.8804844,A
1,2024-12-31,0001-INV-0014,Policy loans,Equities,Issuer_221,IT,EUR,102016562.29632528,104112603.05553228,B
1,2024-12-31,0001-INV-0015,Collective investment undertakings,Corporate bonds,Issuer_494,CA,EUR,106677550.78823352,108270484.77462026,B
1,2024-12-31,0001-INV-0016,Equities - Listed,Equities,Issuer_193,JP,EUR,73786608.23375927,76182778.4368279,AA
1,2024-12-31,0001-INV-0017,Deposits with credit institutions,Government bonds,Issuer_488,CH,JPY,73203440.46819691,69703681.55063121,Not rated
1,2024-12-31,0001-INV-0018,Other investments,Investment funds,Issuer_72,JP,EUR,83337167.70897612,79638464.84144092,B
1,2024-12-31,0001-INV-0019,Corporate bonds - Investment grade,Investment funds,Issuer_307,CH,CHF,229677578.15810263,220614345.1591265,BBB
1,2024-12-31,0001-INV-0020,Deposits with credit institutions,Property,Issuer_327,US,CAD,179203397.42554042,181984163.10893065,B
1,2024-12-31,0001-INV-0021,Other investments,Property,Issuer_23,IT,CAD,31779487.72572044,30700455.30750136,AAA
3000,2024-12-31,3000-INV-0001,Equities - Listed,Property,Issuer_383,NL,JPY,9537693.577064108,9694320.994407978,BBB
3000,2024-12-31,3000-INV-0002,Sovereign bonds,Investment funds,Issuer_54,JP,GBP,367146927.7127425,373944077.0212061,AA
3000,2024-12-31,3000-INV-0003,Collective investment undertakings,Investment funds,Issuer_402,FR,EUR,20052813.805663414,19671423.07403583,BBB
3000,2024-12-31,3000-INV-0004,Corporate bonds - Investment grade,Equities,Issuer_23,US,CAD,70637332.79583588,70888475.46121758,AAA
3000,2024-12-31,3000-INV-0005,Equities - Listed,Property,Issuer_90,NL,EUR,74796916.52049293,77254411.08338511,BBB
3000,2024-12-31,3000-INV-0006,Other investments,Corporate bonds,Issuer_96,CA,GBP,148827834.33561495,154986158.1330911,AA
3000,2024-12-31,3000-INV-0007,Mortgage loans,Investment funds,Issuer_3,FR,EUR,187746388.2357637,185013269.2276297,Not rated
3000,2024-12-31,3000-INV-0008,Corporate bonds - Investment grade,Cash and deposits,Issuer_447,NL,EUR,239654063.44863856,248672711.57936287,BBB
3000,2024-12-31,3000-INV-0009,Other investments,Cash and deposits,Issuer_251,NL,CHF,23458588.330620483,23583789.60752601,BBB
3000,2024-12-31,3000-INV-0010,Collective investment undertakings,Cash and deposits,Issuer_235,IT,CAD,69117275.04078485,71597318.78699243,Not rated
3000,2024-12-31,3000-INV-0011,Real estate,Government bonds,Issuer_345,DE,GBP,289231462.5295714,299608054.251533,AAA
3000,2024-12-31,3000-INV-0012,Corporate bonds - Non-investment grade,Property,Issuer_199,CA,CHF,185388732.03694308,187438144.31125388,AA
3000,2024-12-31,3000-INV-0013,Deposits with credit institutions,Loans and mortgages,Issuer_471,DE,JPY,56928018.66344592,55102070.99909455,AA
3000,2024-12-31,3000-INV-0014,Real estate,Government bonds,Issuer_444,AU,JPY,106442700.25768068,102371813.0254757,Not rated
3000,2024-12-31,3000-INV-0015,Deposits with credit institutions,Loans and mortgages,Issuer_254,CA,JPY,8454879.64670595,8639821.360997753,BBB
3000,2024-12-31,3000-INV-0016,Real estate,Government bonds,Issuer_408,FR,GBP,206407416.98360223,199417694.03073016,BB
3000,2024-12-31,3000-INV-0017,Policy loans,Property,Issuer_381,CH,CHF,4950666.607971943,4785189.674076741,Not rated
3000,2024-12-31,3000-INV-0018,Sovereign bonds,Cash and deposits,Issuer_369,CH,JPY,141388591.6061555,139328154.4260163,Not rated
3000,2024-12-31,3000-INV-0019,Sovereign bonds,Investment funds,Issuer_135,AU,JPY,15942670.115627715,15973319.214634052,Not rated
3000,2024-12-31,3000-INV-0020,Real estate,Loans and mortgages,Issuer_180,IT,USD,97551641.23195446,93237245.8587842,Not rated
3000,2024-12-31,3000-INV-0021,Sovereign bonds,Property,Issuer_180,NL,CHF,60857819.0242735,59151085.36565867,A
3000,2024-12-31,3000-INV-0022,Real estate,Equities,Issuer_488,NL,USD,314210038.73437166,315997216.5175972,AAA
3000,2024-12-31,3000-INV-0023,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_444,DE,USD,101185704.9893938,101599605.1544888,Not rated
3000,2024-12-31,3000-INV-0024,Mortgage loans,Investment funds,Issuer_73,IT,AUD,254980548.26689196,246609381.5256294,BBB
3000,2024-12-31,3000-INV-0025,Corporate bonds - Investment grade,Investment funds,Issuer_264,JP,JPY,117834775.1269886,122200871.3018724,BB
3000,2024-12-31,3000-INV-0026,Corporate bonds - Investment grade,Loans and mortgages,Issuer_498,CH,CAD,182982611.45267275,175945002.17739362,BBB
3000,2024-12-31,3000-INV-0027,Equities - Listed,Investment funds,Issuer_138,AU,EUR,62264818.64802157,61251188.34307268,AA
3000,2024-12-31,3000-INV-0028,Other investments,Cash and deposits,Issuer_25,GB,AUD,51937625.35357666,50411968.58757836,AAA
609,2024-12-31,0609-INV-0001,Policy loans,Government bonds,Issuer_491,CA,AUD,177808839.61215687,172551323.53614137,B
609,2024-12-31,0609-INV-0002,Equities - Unlisted,Government bonds,Issuer_336,AU,GBP,121316449.1910761,115470501.1619884,B
609,2024-12-31,0609-INV-0003,Mortgage loans,Loans and mortgages,Issuer_157,FR,AUD,64286223.01265486,64120718.26636169,AAA
609,2024-12-31,0609-INV-0004,Policy loans,Government bonds,Issuer_68,IT,CHF,186735400.8394287,190257821.1304088,AAA
609,2024-12-31,0609-INV-0005,Collective investment undertakings,Cash and deposits,Issuer_62,CA,JPY,13841615.546625745,14150897.673690416,BBB
609,2024-12-31,0609-INV-0006,Corporate bonds - Investment grade,Government bonds,Issuer_161,AU,USD,228523142.2187917,235867610.0750537,B
609,2024-12-31,0609-INV-0007,Deposits with credit institutions,Property,Issuer_5,IT,JPY,226300202.0954292,222535209.33092335,AA
609,2024-12-31,0609-INV-0008,Real estate,Loans and mortgages,Issuer_227,FR,GBP,200382163.69695145,194038909.934968,BB
609,2024-12-31,0609-INV-0009,Mortgage loans,Equities,Issuer_406,DE,EUR,382368144.0337167,381079936.432044,AA
609,2024-12-31,0609-INV-0010,Sovereign bonds,Cash and deposits,Issuer_434,JP,CHF,17203760.034073617,17725958.939543515,AA
609,2024-12-31,0609-INV-0011,Other investments,Government bonds,Issuer_402,FR,JPY,127671502.1800253,122142989.23639289,BBB
609,2024-12-31,0609-INV-0012,Sovereign bonds,Equities,Issuer_479,AU,JPY,197635217.13605317,198460560.8601362,BBB
609,2024-12-31,0609-INV-0013,Other investments,Corporate bonds,Issuer_391,CH,GBP,77403410.69467379,78551442.6590968,AAA
609,2024-12-31,0609-INV-0014,Sovereign bonds,Government bonds,Issuer_486,CA,AUD,16428933.571285198,16928068.469382532,Not rated
609,2024-12-31,0609-INV-0015,Mortgage loans,Government bonds,Issuer_328,NL,EUR,216469044.8326394,217747495.5327284,AAA
609,2024-12-31,0609-INV-0016,Deposits with credit institutions,Equities,Issuer_201,IT,EUR,47970430.7397678,47253371.30406348,B
609,2024-12-31,0609-INV-0017,Equities - Listed,Government bonds,Issuer_474,CA,JPY,30196598.111728445,29802756.563397422,AAA
609,2024-12-31,0609-INV-0018,Other investments,Loans and mortgages,Issuer_90,US,AUD,174398177.749114,177131511.4026146,AAA
609,2024-12-31,0609-INV-0019,Collective investment undertakings,Property,Issuer_265,JP,EUR,38121491.2943418,37045197.31744186,Not rated
609,2024-12-31,0609-INV-0020,Corporate bonds - Investment grade,Cash and deposits,Issuer_461,GB,CAD,177286486.0536495,168516362.49396425,BB
609,2024-12-31,0609-INV-0021,Real estate,Loans and mortgages,Issuer_40,CH,CHF,320077019.7742954,321626805.9133899,BBB
609,2024-12-31,0609-INV-0022,Corporate bonds - Non-investment grade,Equities,Issuer_396,US,USD,26617162.33433697,26839984.14976052,AAA
609,2024-12-31,0609-INV-0023,Equities - Listed,Government bonds,Issuer_242,AU,USD,303708888.22925425,312911330.4698017,BB
609,2024-12-31,0609-INV-0024,Collective investment undertakings,Corporate bonds,Issuer_214,AU,CAD,58665093.34790821,59669190.26320936,A
609,2024-12-31,0609-INV-0025,Other investments,Government bonds,Issuer_92,FR,JPY,238416322.64528573,230545746.9880112,Not rated
609,2024-12-31,0609-INV-0026,Collective investment undertakings,Government bonds,Issuer_284,CH,EUR,88235070.14547367,90440751.00359662,BB
609,2024-12-31,0609-INV-0027,Real estate,Corporate bonds,Issuer_238,AU,CAD,355536437.0863519,358990662.2199345,B
609,2024-12-31,0609-INV-0028,Sovereign bonds,Investment funds,Issuer_13,FR,AUD,294585771.42786604,296907306.28502864,AAA
609,2024-12-31,0609-INV-0029,Other investments,Investment funds,Issuer_435,JP,USD,76193364.58649081,75994661.58812435,BBB
609,2024-12-31,0609-INV-0030,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_144,US,USD,123214768.7625788,119546100.5329094,BBB
609,2024-12-31,0609-INV-0031,Corporate bonds - Investment grade,Property,Issuer_49,NL,AUD,49905436.20656839,48482695.2860005,AAA
609,2024-12-31,0609-INV-0032,Other investments,Corporate bonds,Issuer_122,JP,CAD,195069444.76668224,195207156.9036393,B
609,2024-12-31,0609-INV-0033,Policy loans,Equities,Issuer_120,US,USD,15973796.667427108,16287132.50517706,AAA
609,2024-12-31,0609-INV-0034,Corporate bonds - Non-investment grade,Investment funds,Issuer_239,AU,GBP,160967195.98545134,163534796.1012102,Not rated
1458,2024-12-31,1458-INV-0001,Policy loans,Equities,Issuer_437,US,USD,137287814.5562633,139928668.16377094,A
1458,2024-12-31,1458-INV-0002,Collective investment undertakings,Corporate bonds,Issuer_47,FR,JPY,125138418.32343324,126844984.51254134,B
1458,2024-12-31,1458-INV-0003,Corporate bonds - Non-investment grade,Government bonds,Issuer_488,CA,CHF,55698188.676452816,53976705.738497294,AA
1458,2024-12-31,1458-INV-0004,Corporate bonds - Investment grade,Cash and deposits,Issuer_407,DE,GBP,103145340.36423804,104128349.14442948,AA
1458,2024-12-31,1458-INV-0005,Collective investment undertakings,Loans and mortgages,Issuer_323,US,CAD,92318650.83196478,95226131.91518956,AAA
1458,2024-12-31,1458-INV-0006,Policy loans,Cash and deposits,Issuer_66,US,GBP,305371055.08516884,295835001.2398473,AAA
1458,2024-12-31,1458-INV-0007,Mortgage loans,Cash and deposits,Issuer_371,CA,GBP,32551005.442715265,32122462.38668239,BBB
1458,2024-12-31,1458-INV-0008,Equities - Listed,Corporate bonds,Issuer_141,JP,USD,27713887.590177573,27047580.46429531,BB
1458,2024-12-31,1458-INV-0009,Equities - Unlisted,Investment funds,Issuer_211,NL,GBP,15437963.275839614,15041820.017746516,BBB
1458,2024-12-31,1458-INV-0010,Equities - Listed,Loans and mortgages,Issuer_453,NL,AUD,37672837.14567603,38301398.605759926,Not rated
1458,2024-12-31,1458-INV-0011,Collective investment undertakings,Investment funds,Issuer_279,CH,CHF,146982359.2003728,152687011.90618286,BBB
1458,2024-12-31,1458-INV-0012,Sovereign bonds,Equities,Issuer_306,FR,CAD,148455172.52864242,155820889.83070952,AAA
1458,2024-12-31,1458-INV-0013,Collective investment undertakings,Cash and deposits,Issuer_300,FR,GBP,355162408.0824129,346248141.9132985,AA
1458,2024-12-31,1458-INV-0014,Sovereign bonds,Cash and deposits,Issuer_486,FR,EUR,46323087.10817356,44446621.93831671,AA
1458,2024-12-31,1458-INV-0015,Collective investment undertakings,Cash and deposits,Issuer_378,AU,AUD,196769738.61667004,201653246.96694148,BB
1458,2024-12-31,1458-INV-0016,Equities - Listed,Cash and deposits,Issuer_415,CH,USD,351879392.3786904,369389906.67072177,AAA
1458,2024-12-31,1458-INV-0017,Real estate,Corporate bonds,Issuer_11,NL,GBP,16511584.537100349,16364947.661275951,AA
1458,2024-12-31,1458-INV-0018,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_433,AU,GBP,7869036.987140588,7759206.341176967,B
1458,2024-12-31,1458-INV-0019,Deposits with credit institutions,Cash and deposits,Issuer_187,US,AUD,238934684.2231168,234461301.02035272,BB
1458,2024-12-31,1458-INV-0020,Equities - Unlisted,Equities,Issuer_70,DE,CAD,101089131.3331814,96180055.55559652,B
1458,2024-12-31,1458-INV-0021,Deposits with credit institutions,Loans and mortgages,Issuer_456,IT,USD,252837656.61000556,259469654.70015323,Not rated
1458,2024-12-31,1458-INV-0022,Equities - Unlisted,Loans and mortgages,Issuer_353,JP,USD,17025089.783074632,17228584.211779412,B
1458,2024-12-31,1458-INV-0023,Sovereign bonds,Corporate bonds,Issuer_309,AU,AUD,186671409.8108218,193474336.6083071,BBB
1458,2024-12-31,1458-INV-0024,Corporate bonds - Investment grade,Corporate bonds,Issuer_178,AU,AUD,182916908.63469917,191892260.08889413,Not rated
1458,2024-12-31,1458-INV-0025,Sovereign bonds,Equities,Issuer_108,FR,EUR,188510769.75974,192420426.57194683,B
1458,2024-12-31,1458-INV-0026,Mortgage loans,Investment funds,Issuer_376,CA,JPY,59643354.53173076,60221011.614758775,A
1458,2024-12-31,1458-INV-0027,Policy loans,Cash and deposits,Issuer_443,IT,USD,434527524.8915349,427657874.0712113,Not rated
1458,2024-12-31,1458-INV-0028,Sovereign bonds,Equities,Issuer_134,US,EUR,76706444.2430098,80508254.24959753,AA
1458,2024-12-31,1458-INV-0029,Corporate bonds - Investment grade,Equities,Issuer_305,IT,AUD,335822537.35260725,346045447.54527694,B
1183,2024-12-31,1183-INV-0001,Mortgage loans,Corporate bonds,Issuer_28,US,USD,226720691.0083869,216594165.9320912,B
1183,2024-12-31,1183-INV-0002,Equities - Unlisted,Equities,Issuer_122,US,JPY,161021978.89031652,163880628.06863078,Not rated
1183,2024-12-31,1183-INV-0003,Sovereign bonds,Equities,Issuer_2,CA,EUR,177068082.1374293,171178036.90359572,B
1183,2024-12-31,1183-INV-0004,Corporate bonds - Investment grade,Government bonds,Issuer_106,DE,GBP,180758937.23993567,184322343.11642987,A
1183,2024-12-31,1183-INV-0005,Policy loans,Loans and mortgages,Issuer_136,US,USD,112846239.2027173,108966659.62408604,A
1183,2024-12-31,1183-INV-0006,Sovereign bonds,Equities,Issuer_226,CH,USD,203417573.72717848,196895111.485462,BB
1183,2024-12-31,1183-INV-0007,Other investments,Government bonds,Issuer_44,AU,CAD,179763911.10475227,182779641.11233523,BB
1183,2024-12-31,1183-INV-0008,Deposits with credit institutions,Investment funds,Issuer_495,NL,CHF,105845156.54415812,100755537.87196444,BBB
1183,2024-12-31,1183-INV-0009,Mortgage loans,Cash and deposits,Issuer_366,GB,GBP,252784358.838268,257830934.89883557,AA
1183,2024-12-31,1183-INV-0010,Equities - Listed,Corporate bonds,Issuer_22,CA,AUD,344770300.4801015,360661458.2354999,Not rated
1183,2024-12-31,1183-INV-0011,Equities - Unlisted,Equities,Issuer_467,US,JPY,144732844.78175223,143312830.3148204,BB
1183,2024-12-31,1183-INV-0012,Deposits with credit institutions,Investment funds,Issuer_470,GB,GBP,47547010.01641968,46486771.2424788,AA
1183,2024-12-31,1183-INV-0013,Real estate,Cash and deposits,Issuer_52,JP,JPY,287874093.0312052,290546721.3072678,B
1183,2024-12-31,1183-INV-0014,Real estate,Investment funds,Issuer_20,DE,JPY,26097114.886749167,24875101.2115994,BB
1183,2024-12-31,1183-INV-0015,Mortgage loans,Equities,Issuer_354,FR,AUD,37327308.53438247,37726139.46192309,A
1183,2024-12-31,1183-INV-0016,Equities - Unlisted,Equities,Issuer_144,CH,CAD,394122746.2798282,400391087.6622799,A
1183,2024-12-31,1183-INV-0017,Equities - Unlisted,Loans and mortgages,Issuer_214,IT,USD,92938927.53509676,96527238.51573184,Not rated
1183,2024-12-31,1183-INV-0018,Policy loans,Cash and deposits,Issuer_265,AU,CHF,75397297.97154927,73787713.05348502,AAA
1183,2024-12-31,1183-INV-0019,Deposits with credit institutions,Investment funds,Issuer_70,NL,USD,400420952.9151878,381602209.4360516,Not rated
1183,2024-12-31,1183-INV-0020,Sovereign bonds,Investment funds,Issuer_26,AU,EUR,296329505.94462705,310357229.7106156,BB
1183,2024-12-31,1183-INV-0021,Corporate bonds - Investment grade,Loans and mortgages,Issuer_16,FR,JPY,200800784.15418407,192013622.7365853,AA
1183,2024-12-31,1183-INV-0022,Deposits with credit institutions,Equities,Issuer_177,DE,AUD,26928393.33743924,28208416.02429677,AAA
1183,2024-12-31,1183-INV-0023,Mortgage loans,Government bonds,Issuer_84,IT,CAD,354357113.0001796,369876722.5007166,AA
1183,2024-12-31,1183-INV-0024,Other investments,Investment funds,Issuer_263,GB,JPY,19226735.696627755,18401975.8154852,B
1183,2024-12-31,1183-INV-0025,Sovereign bonds,Corporate bonds,Issuer_130,IT,AUD,32417498.68554332,32317351.991017528,A
1183,2024-12-31,1183-INV-0026,Collective investment undertakings,Investment funds,Issuer_130,FR,EUR,25701421.562277395,24846826.39303679,Not rated
1183,2024-12-31,1183-INV-0027,Corporate bonds - Investment grade,Government bonds,Issuer_262,AU,EUR,72269504.4696801,74143398.56845002,BBB
1183,2024-12-31,1183-INV-0028,Equities - Unlisted,Loans and mortgages,Issuer_167,JP,AUD,239899818.55780023,234582882.4542184,A
1183,2024-12-31,1183-INV-0029,Deposits with credit institutions,Cash and deposits,Issuer_124,GB,AUD,157155186.13700756,154002391.81225613,AA
1183,2024-12-31,1183-INV-0030,Policy loans,Equities,Issuer_133,CA,JPY,25276474.613442447,24660899.087877925,BB
1183,2024-12-31,1183-INV-0031,Equities - Listed,Loans and mortgages,Issuer_274,CH,CHF,125761304.90634534,120260063.28090584,Not rated
1183,2024-12-31,1183-INV-0032,Corporate bonds - Investment grade,Investment funds,Issuer_66,JP,AUD,87489535.76925173,84400472.0696561,B
1183,2024-12-31,1183-INV-0033,Collective investment undertakings,Corporate bonds,Issuer_382,JP,CAD,150742931.8887382,145541174.85685503,A
1183,2024-12-31,1183-INV-0034,Equities - Unlisted,Investment funds,Issuer_436,US,GBP,22422820.1260782,21979788.9501758,BB
1183,2024-12-31,1183-INV-0035,Equities - Listed,Property,Issuer_62,CA,JPY,232141847.74740413,223718545.705588,AA
1183,2024-12-31,1183-INV-0036,Mortgage loans,Property,Issuer_458,CH,EUR,161248114.87883973,155508952.39876375,AA
1183,2024-12-31,1183-INV-0037,Collective investment undertakings,Loans and mortgages,Issuer_91,AU,GBP,108103067.34345163,107971552.59528008,AA
1183,2024-12-31,1183-INV-0038,Corporate bonds - Non-investment grade,Investment funds,Issuer_403,US,CHF,21364272.31596206,20950795.59878005,BBB
1183,2024-12-31,1183-INV-0039,Policy loans,Investment funds,Issuer_3,GB,AUD,62218701.25427622,61712286.28966344,A
1183,2024-12-31,1183-INV-0040,Other investments,Government bonds,Issuer_321,FR,AUD,172689843.4918601,173972714.46343192,A
1183,2024-12-31,1183-INV-0041,Mortgage loans,Property,Issuer_302,JP,GBP,266799214.32754463,276462761.2074552,A
1183,2024-12-31,1183-INV-0042,Deposits with credit institutions,Property,Issuer_269,AU,AUD,91886663.56627694,95011803.22424851,BBB
1183,2024-12-31,1183-INV-0043,Corporate bonds - Non-investment grade,Cash and deposits,Issuer_207,GB,USD,445538456.279306,439811828.5401372,AA
1183,2024-12-31,1183-INV-0044,Deposits with credit institutions,Corporate bonds,Issuer_64,AU,JPY,52956679.99551816,54236332.899371535,A
1183,2024-12-31,1183-INV-0045,Sovereign bonds,Loans and mortgages,Issuer_56,GB,AUD,131864133.47732209,136324179.61648422,BBB
1183,2024-12-31,1183-INV-0046,Deposits with credit institutions,Equities,Issuer_243,DE,AUD,158179066.61240384,156704913.65258247,AAA
1183,2024-12-31,1183-INV-0047,Other investments,Government bonds,Issuer_340,NL,CHF,83639015.88021788,85834096.41465011,AA
1183,2024-12-31,1183-INV-0048,Deposits with credit institutions,Loans and mortgages,Issuer_317,US,GBP,17558201.570267253,18350857.494951926,BBB
886,2024-12-31,0886-INV-0001,Equities - Unlisted,Cash and deposits,Issuer_268,FR,AUD,53860575.87450642,54287768.15946555,AA
886,2024-12-31,0886-INV-0002,Policy loans,Corporate bonds,Issuer_353,CH,USD,166712190.34304133,162208072.51159832,B
886,2024-12-31,0886-INV-0003,Real estate,Loans and mortgages,Issuer_253,DE,CAD,120289151.35121904,122233833.0974263,B
886,2024-12-31,0886-INV-0004,Other investments,Corporate bonds,Issuer_234,JP,JPY,43604330.46683116,42231972.92367376,Not rated
886,2024-12-31,0886-INV-0005,Equities - Unlisted,Equities,Issuer_411,AU,AUD,41463102.43977728,40148049.47744464,Not rated
886,2024-12-31,0886-INV-0006,Corporate bonds - Non-investment grade,Loans and mortgages,Issuer_332,DE,EUR,147477010.49811095,153776104.34431258,BB
886,2024-12-31,0886-INV-0007,Corporate bonds - Investment grade,Equities,Issuer_418,AU,GBP,297841868.04817843,287208946.7965442,BBB
886,2024-12-31,0886-INV-0008,Policy loans,Cash and deposits,Issuer_216,DE,USD,153438357.19318184,151403622.3194512,AAA
