Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Net_Claims_Reported,Net_Claims_Paid,Net_Claims_Outstanding,Net_Ultimate_Estimate
1221,2024-12-31,Fire and other damage to property insurance,2019,4,5380634.933665417,3696534.540628294,1684100.3930371231,
1221,2024-12-31,Fire and other damage to property insurance,2019,5,6005609.891995376,4766808.981461727,1238800.910533649,12344895.501124669
1221,2024-12-31,Fire and other damage to property insurance,2020,0,2908653.7167316424,720411.6240530305,2188242.092678612,
1221,2024-12-31,Fire and other damage to property insurance,2020,1,2518323.853633861,824604.425189187,1693719.428444674,
1221,2024-12-31,Fire and other damage to property insurance,2020,2,2372823.8845627336,1202428.0186970197,1170395.865865714,
1221,2024-12-31,Fire and other damage to property insurance,2020,3,2766906.6081278184,2054294.1896886744,712612.4184391438,
1221,2024-12-31,Fire and other damage to property insurance,2020,4,3047293.297887396,2601492.7360481364,445800.5618392597,6733439.2473008325
1221,2024-12-31,Fire and other damage to property insurance,2021,0,1553602.2547900109,277159.26053648355,1276442.9942535274,
1221,2024-12-31,Fire and other damage to property insurance,2021,1,1464950.4306985158,635666.3473217872,829284.0833767287,
1221,2024-12-31,Fire and other damage to property insurance,2021,2,1648664.2620020956,886702.2449074142,761962.0170946814,
1221,2024-12-31,Fire and other damage to property insurance,2021,3,1540004.903807402,1108977.4165324122,431027.4872749897,3890377.4794300217
1221,2024-12-31,Fire and other damage to property insurance,2022,0,2811704.23827884,740717.3890106347,2070986.849268205,
1221,2024-12-31,Fire and other damage to property insurance,2022,1,4109120.2316149846,1239754.680727847,2869365.5508871377,
1221,2024-12-31,Fire and other damage to property insurance,2022,2,3614243.9432948553,2270067.1047077943,1344176.838587061,10276231.353600811
1221,2024-12-31,Fire and other damage to property insurance,2023,0,7840447.717947572,1910130.7263976163,5930316.991549956,
1221,2024-12-31,Fire and other damage to property insurance,2023,1,7583921.840761328,2809315.6696350537,4774606.171126274,20119486.51229655
1221,2024-12-31,Fire and other damage to property insurance,2024,0,5976801.746673752,1193146.040414902,4783655.70625885,24433569.62801264
3000,2024-12-31,Miscellaneous financial loss,2015,0,5006788.025646766,539014.8190469102,4467773.206599856,
3000,2024-12-31,Miscellaneous financial loss,2015,1,6184693.295616844,3088989.717341837,3095703.5782750063,
3000,2024-12-31,Miscellaneous financial loss,2015,2,7474878.756381714,4338497.779716296,3136380.9766654177,
3000,2024-12-31,Miscellaneous financial loss,2015,3,8338792.51653401,5846113.065228054,2492679.451305956,
3000,2024-12-31,Miscellaneous financial loss,2015,4,9233647.112722505,6335582.771722611,2898064.340999894,
3000,2024-12-31,Miscellaneous financial loss,2015,5,10037773.379104877,8678930.263812756,1358843.1152921189,
3000,2024-12-31,Miscellaneous financial loss,2015,6,10348458.862565966,11319895.07118148,-971436.2086155136,
3000,2024-12-31,Miscellaneous financial loss,2015,7,11152239.393905308,11029520.14057734,122719.2533279676,
3000,2024-12-31,Miscellaneous financial loss,2015,8,12072779.137242762,11940972.117187578,131807.02005518414,
3000,2024-12-31,Miscellaneous financial loss,2015,9,13957333.024847591,15138974.80347315,-1181641.7786255572,19615820.377149478
3000,2024-12-31,Miscellaneous financial loss,2016,0,5382666.9198983,1383678.964830202,3998987.9550680974,
3000,2024-12-31,Miscellaneous financial loss,2016,1,8939947.795940466,3688891.2510052086,5251056.544935258,
3000,2024-12-31,Miscellaneous financial loss,2016,2,9335302.52989301,4480366.051231266,4854936.478661745,
3000,2024-12-31,Miscellaneous financial loss,2016,3,12291716.77830142,6714775.489283558,5576941.289017862,
3000,2024-12-31,Miscellaneous financial loss,2016,4,12496728.254216634,8571502.32047715,3925225.9337394834,
3000,2024-12-31,Miscellaneous financial loss,2016,5,12795204.53722006,11144560.702649657,1650643.8345704025,
3000,2024-12-31,Miscellaneous financial loss,2016,6,16417945.425310396,11088350.7175824,5329594.707727995,
3000,2024-12-31,Miscellaneous financial loss,2016,7,17783590.964172915,12652356.237725085,5131234.72644783,
3000,2024-12-31,Miscellaneous financial loss,2016,8,15278917.270251565,14088918.058386866,1189999.211864699,25363386.250031684
3000,2024-12-31,Miscellaneous financial loss,2017,0,9701861.595889185,1038301.2118071064,8663560.384082077,
3000,2024-12-31,Miscellaneous financial loss,2017,1,7923580.717707557,3743453.905816532,4180126.811891025,
3000,2024-12-31,Miscellaneous financial loss,2017,2,10273768.761808991,4893126.9804911,5380641.781317893,
3000,2024-12-31,Miscellaneous financial loss,2017,3,13507699.916515917,6885194.224173741,6622505.692342175,
3000,2024-12-31,Miscellaneous financial loss,2017,4,12937515.995181886,10264882.402240535,2672633.5929413494,
3000,2024-12-31,Miscellaneous financial loss,2017,5,14571090.12546262,12308656.967617262,2262433.1578453598,
3000,2024-12-31,Miscellaneous financial loss,2017,6,15094597.74415631,11707389.325280558,3387208.418875752,
3000,2024-12-31,Miscellaneous financial loss,2017,7,15297302.886391178,18094046.63972102,-2796743.7533298437,26192632.55786715
3000,2024-12-31,Miscellaneous financial loss,2018,0,3863003.276678198,1020140.8319647711,2842862.4447134268,
3000,2024-12-31,Miscellaneous financial loss,2018,1,5424090.507029161,2205498.5077177323,3218591.9993114285,
3000,2024-12-31,Miscellaneous financial loss,2018,2,6501774.944078306,3280204.671429605,3221570.2726487005,
3000,2024-12-31,Miscellaneous financial loss,2018,3,5812532.67460395,3695638.40069353,2116894.2739104195,
3000,2024-12-31,Miscellaneous financial loss,2018,4,6798579.998509057,5083869.179813548,1714710.8186955089,
3000,2024-12-31,Miscellaneous financial loss,2018,5,8991458.812813103,5901801.440359959,3089657.372453144,
3000,2024-12-31,Miscellaneous financial loss,2018,6,7607549.753292663,8420890.085926237,-813340.3326335736,14551233.329232749
3000,2024-12-31,Miscellaneous financial loss,2019,0,3381745.4465909684,88450.83890478195,3293294.6076861867,
3000,2024-12-31,Miscellaneous financial loss,2019,1,4382578.229091032,1434617.3822776603,2947960.8468133723,
3000,2024-12-31,Miscellaneous financial loss,2019,2,3866061.397216545,2504686.0429338785,1361375.354282666,
3000,2024-12-31,Miscellaneous financial loss,2019,3,4819138.416792224,3098814.798744101,1720323.618048123,
3000,2024-12-31,Miscellaneous financial loss,2019,4,4557909.891044907,3840181.395126546,717728.4959183615,
3000,2024-12-31,Miscellaneous financial loss,2019,5,6863594.902814252,5226866.213840658,1636728.6889735945,10990011.422467789
3000,2024-12-31,Miscellaneous financial loss,2020,0,1151461.8311639223,266757.28755057626,884704.5436133461,
3000,2024-12-31,Miscellaneous financial loss,2020,1,1120955.868271302,591209.838647954,529746.0296233479,
3000,2024-12-31,Miscellaneous financial loss,2020,2,1685885.883871658,744719.4628103382,941166.4210613198,
3000,2024-12-31,Miscellaneous financial loss,2020,3,1435027.1511071995,947758.1636314684,487268.9874757314,
3000,2024-12-31,Miscellaneous financial loss,2020,4,1827718.5109285887,1469092.171209673,358626.3397189162,3821435.570660312
3000,2024-12-31,Miscellaneous financial loss,2021,0,5217179.216776574,1342486.174801906,3874693.041974669,
3000,2024-12-31,Miscellaneous financial loss,2021,1,5455925.360784415,2331967.069995448,3123958.290788967,
3000,2024-12-31,Miscellaneous financial loss,2021,2,6519991.72415351,2909920.0059574824,3610071.718196028,
3000,2024-12-31,Miscellaneous financial loss,2021,3,5786182.676347408,3637378.956963242,2148803.719384165,15015504.46058459
3000,2024-12-31,Miscellaneous financial loss,2022,0,5652605.887440248,23360.94210476513,5629244.945335483,
3000,2024-12-31,Miscellaneous financial loss,2022,1,10107714.49710182,4121024.415059669,5986690.082042152,
3000,2024-12-31,Miscellaneous financial loss,2022,2,11283743.35573238,5508598.848953496,5775144.506778886,28341811.08601964
3000,2024-12-31,Miscellaneous financial loss,2023,0,6524515.372380379,464856.4549297632,6059658.917450615,
3000,2024-12-31,Miscellaneous financial loss,2023,1,6816950.900227024,2816039.287331085,4000911.612895939,21163267.51051177
3000,2024-12-31,Miscellaneous financial loss,2024,0,2975322.114274269,498295.9481289708,2477026.166145298,9318760.733285611
3000,2024-12-31,"Marine, aviation and transport insurance",2015,0,5759799.156288306,1002966.2339684349,4756832.922319871,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,1,6223804.575379232,1830082.70464308,4393721.870736152,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,2,7534624.559317647,3348017.5598438643,4186606.9994737823,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,3,6961701.393026041,3699230.891562021,3262470.5014640205,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,4,7674149.517940199,5897421.081278413,1776728.4366617864,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,5,9135307.278812576,5937783.3479426345,3197523.9308699416,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,6,9275927.805352338,9010785.41047119,265142.3948811479,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,7,11451605.467529409,8423643.964779459,3027961.502749948,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,8,11344306.64446702,10281570.706029816,1062735.938437203,
3000,2024-12-31,"Marine, aviation and transport insurance",2015,9,13087372.667457988,9732894.483542124,3354478.183915863,16278347.080839038
3000,2024-12-31,"Marine, aviation and transport insurance",2016,0,11602542.316341463,1317604.2665495567,10284938.049791906,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,1,10258260.940755136,3571093.552344756,6687167.38841038,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,2,9309323.262637716,6127571.862690304,3181751.3999474123,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,3,10915158.058808494,6557379.295859862,4357778.762948632,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,4,12365095.211855046,8034656.281316564,4330438.930538482,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,5,14145322.214593966,13163273.177085064,982049.0375089012,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,6,16429603.314819556,15418589.79025646,1011013.5245630963,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,7,18334115.85590136,18195900.703035515,138215.1528658457,
3000,2024-12-31,"Marine, aviation and transport insurance",2016,8,21309152.195821702,16023907.32176772,5285244.874053987,27232738.54792556
3000,2024-12-31,"Marine, aviation and transport insurance",2017,0,2578966.797933186,686297.9113058221,1892668.886627364,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,1,1967481.1744426207,820485.3349345624,1146995.8395080587,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,2,2704749.1981203826,1502075.792148783,1202673.4059715993,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,3,3396626.9005104555,1865717.741940984,1530909.1585694717,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,4,2858607.2082613115,2607364.918579666,251242.2896816456,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,5,3601857.1162860296,2679754.0408327333,922103.0754532964,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,6,4441037.013270503,4279703.3111271765,161333.7021433264,
3000,2024-12-31,"Marine, aviation and transport insurance",2017,7,3710367.357882271,3770549.404954344,-60182.047072073445,7107992.946826946
3000,2024-12-31,"Marine, aviation and transport insurance",2018,0,5824526.868822167,727657.9742064334,5096868.894615733,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,1,4811637.700751918,2100126.5934676416,2711511.1072842767,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,2,6409292.423685499,3422528.1549620777,2986764.268723421,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,3,7356089.93963942,4524098.605698464,2831991.3339409567,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,4,7023924.087263643,4792998.148488789,2230925.938774854,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,5,7036125.604733941,5537557.13549408,1498568.4692398608,
3000,2024-12-31,"Marine, aviation and transport insurance",2018,6,8530986.591001417,8567454.431927556,-36467.84092613869,15425578.690228611
3000,2024-12-31,"Marine, aviation and transport insurance",2019,0,7672616.781535882,525252.0344578122,7147364.74707807,
3000,2024-12-31,"Marine, aviation and transport insurance",2019,1,10302254.431214362,4165459.2388571175,6136795.192357245,
3000,2024-12-31,"Marine, aviation and transport insurance",2019,2,11670040.98659042,6738474.790925751,4931566.195664668,
3000,2024-12-31,"Marine, aviation and transport insurance",2019,3,12016122.599507496,7985136.927750897,4030985.671756599,
3000,2024-12-31,"Marine, aviation and transport insurance",2019,4,15718006.496511873,11021848.888002694,4696157.608509179,
3000,2024-12-31,"Marine, aviation and transport insurance",2019,5,15857106.58076376,10759243.589881772,5097862.990881989,29539512.88374597
3000,2024-12-31,"Marine, aviation and transport insurance",2020,0,6495805.912678909,1346160.0049783485,5149645.90770056,
3000,2024-12-31,"Marine, aviation and transport insurance",2020,1,7157832.710955392,3264687.6614876403,3893145.0494677513,
3000,2024-12-31,"Marine, aviation and transport insurance",2020,2,10808637.561242493,4780057.532285109,6028580.028957382,
3000,2024-12-31,"Marine, aviation and transport insurance",2020,3,11678936.275646426,6464951.196100187,5213985.079546239,
3000,2024-12-31,"Marine, aviation and transport insurance",2020,4,13365659.264541669,9088512.621040512,4277146.643501157,25353625.67802473
3000,2024-12-31,"Marine, aviation and transport insurance",2021,0,1534496.0001887635,221393.40516112035,1313102.5950276433,
3000,2024-12-31,"Marine, aviation and transport insurance",2021,1,1271147.6316312058,599743.8037193505,671403.8279118553,
3000,2024-12-31,"Marine, aviation and transport insurance",2021,2,1828679.183657824,854198.5177353949,974480.6659224288,
3000,2024-12-31,"Marine, aviation and transport insurance",2021,3,1642306.2377744578,1214085.677949209,428220.5598252488,3965206.650578345
3000,2024-12-31,"Marine, aviation and transport insurance",2022,0,7263670.965141468,1793614.411589418,5470056.55355205,
3000,2024-12-31,"Marine, aviation and transport insurance",2022,1,9864467.59042101,3472908.0742258504,6391559.516195159,
3000,2024-12-31,"Marine, aviation and transport insurance",2022,2,11288879.965767171,5685186.567264063,5603693.398503108,25170404.82109985
3000,2024-12-31,"Marine, aviation and transport insurance",2023,0,2014665.387252401,403471.0110860466,1611194.3761663549,
3000,2024-12-31,"Marine, aviation and transport insurance",2023,1,1837005.3019750463,885173.6707851845,951831.6311898618,6219171.601082183
3000,2024-12-31,"Marine, aviation and transport insurance",2024,0,7028571.437741206,1465151.4870542353,5563419.950686971,19872906.684288323
3000,2024-12-31,General liability insurance,2015,0,5500312.238863055,424355.77786292776,5075956.461000127,
3000,2024-12-31,General liability insurance,2015,1,4933732.644030357,2093798.6728042436,2839933.9712261134,
3000,2024-12-31,General liability insurance,2015,2,4488688.005602523,2302627.6277211118,2186060.3778814115,
3000,2024-12-31,General liability insurance,2015,3,5694261.956427762,3584530.806239441,2109731.150188321,
3000,2024-12-31,General liability insurance,2015,4,5572375.381544436,5092756.490912912,479618.8906315239,
3000,2024-12-31,General liability insurance,2015,5,7456921.823417336,5675168.962797148,1781752.8606201876,
3000,2024-12-31,General liability insurance,2015,6,7667480.06055669,7777980.408895193,-110500.34833850246,
3000,2024-12-31,General liability insurance,2015,7,9066046.116455603,8766321.703308882,299724.4131467212,
3000,2024-12-31,General liability insurance,2015,8,8008783.396993473,8540048.35914889,-531264.9621554166,
3000,2024-12-31,General liability insurance,2015,9,8886883.041825082,8589551.136448607,297331.9053764753,13567208.520821167
3000,2024-12-31,General liability insurance,2016,0,4155488.4103230047,492493.4279267296,3662994.9823962753,
3000,2024-12-31,General liability insurance,2016,1,4884972.83263196,2478076.318075521,2406896.5145564387,
3000,2024-12-31,General liability insurance,2016,2,5694241.300989082,3173717.3013446424,2520523.99964444,
3000,2024-12-31,General liability insurance,2016,3,5748665.463514964,4323258.015419744,1425407.44809522,
3000,2024-12-31,General liability insurance,2016,4,7178950.323231236,4943600.424334595,2235349.898896641,
3000,2024-12-31,General liability insurance,2016,5,8821707.816896997,6437004.271571537,2384703.545325461,
3000,2024-12-31,General liability insurance,2016,6,9367039.158599664,8388030.655394718,979008.5032049472,
3000,2024-12-31,General liability insurance,2016,7,10430637.956393294,8154633.78125791,2276004.1751353843,
3000,2024-12-31,General liability insurance,2016,8,11811966.451290028,9279034.88206844,2532931.569221588,15703519.41542142
3000,2024-12-31,General liability insurance,2017,0,7631285.782540003,240496.1058912269,7390789.676648776,
3000,2024-12-31,General liability insurance,2017,1,9952653.92537703,4406438.265034918,5546215.660342112,
3000,2024-12-31,General liability insurance,2017,2,13048691.658787336,5399488.903928392,7649202.754858945,
3000,2024-12-31,General liability insurance,2017,3,10956242.506754063,8401021.287023816,2555221.219730247,
3000,2024-12-31,General liability insurance,2017,4,13456977.50039098,8905965.854063947,4551011.646327032,
3000,2024-12-31,General liability insurance,2017,5,17264499.5336951,13527477.70366419,3737021.830030913,
3000,2024-12-31,General liability insurance,2017,6,17686797.42268679,13256673.032788664,4430124.389898125,
3000,2024-12-31,General liability insurance,2017,7,16227816.94883286,16666439.711746084,-438622.76291322336,29351544.22359615
3000,2024-12-31,General liability insurance,2018,0,6841235.408202685,1562727.1130964465,5278508.295106239,
3000,2024-12-31,General liability insurance,2018,1,8097025.328463993,3407312.5261055417,4689712.802358451,
3000,2024-12-31,General liability insurance,2018,2,7720250.9665857935,5089797.395388324,2630453.5711974697,
3000,2024-12-31,General liability insurance,2018,3,8881507.652436322,7371354.903391229,1510152.7490450926,
3000,2024-12-31,General liability insurance,2018,4,12557347.570682464,9365193.043563724,3192154.5271187387,
3000,2024-12-31,General liability insurance,2018,5,10655816.765049951,11593964.473171262,-938147.708121309,
3000,2024-12-31,General liability insurance,2018,6,13664437.616542572,10772382.935969306,2892054.680573266,23873433.823662024
3000,2024-12-31,General liability insurance,2019,0,1671819.983661051,308181.0191379385,1363638.9645231124,
3000,2024-12-31,General liability insurance,2019,1,2153817.5015518256,754619.2381318354,1399198.2634199902,
3000,2024-12-31,General liability insurance,2019,2,2167409.707018921,1035737.827623611,1131671.8793953103,
3000,2024-12-31,General liability insurance,2019,3,2324573.095796792,1146077.804593541,1178495.2912032509,
3000,2024-12-31,General liability insurance,2019,4,2116906.2887333524,1735915.3974885035,380990.8912448487,
3000,2024-12-31,General liability insurance,2019,5,2478729.951565178,2331864.4615388056,146865.49002637248,5268046.292056892
3000,2024-12-31,General liability insurance,2020,0,3537171.942908644,412566.9284813665,3124605.0144272777,
3000,2024-12-31,General liability insurance,2020,1,5509392.616499463,1996012.800070738,3513379.816428725,
3000,2024-12-31,General liability insurance,2020,2,5306915.789112272,3091326.2024044776,2215589.586707794,
3000,2024-12-31,General liability insurance,2020,3,7416475.043485953,4055732.117758653,3360742.9257272994,
3000,2024-12-31,General liability insurance,2020,4,7133744.356921015,4175308.0783153456,2958436.2786056697,14621391.518375104
3000,2024-12-31,General liability insurance,2021,0,6397460.603834437,85141.72995831032,6312318.873876127,
3000,2024-12-31,General liability insurance,2021,1,10603012.65388741,3147003.991769084,7456008.662118326,
3000,2024-12-31,General liability insurance,2021,2,9420731.501757514,4398416.800403239,5022314.7013542745,
3000,2024-12-31,General liability insurance,2021,3,9814424.68081574,7249126.518446868,2565298.1623688717,26600802.49378769
3000,2024-12-31,General liability insurance,2022,0,8644132.583579771,2002068.7740589613,6642063.80952081,
3000,2024-12-31,General liability insurance,2022,1,10233488.156651149,4437950.802919699,5795537.35373145,
3000,2024-12-31,General liability insurance,2022,2,12831650.353428133,5713920.596655047,7117729.756773086,29363157.00436952
3000,2024-12-31,General liability insurance,2023,0,4232855.767570635,35888.405077155534,4196967.36249348,
3000,2024-12-31,General liability insurance,2023,1,3668729.541913731,1351333.3505898449,2317396.191323886,9837624.80208677
3000,2024-12-31,General liability insurance,2024,0,10339079.426136749,1479824.536572077,8859254.889564672,26556569.127980556
3000,2024-12-31,Motor vehicle liability insurance,2015,0,2751139.9079408958,210839.3116970822,2540300.596243813,
3000,2024-12-31,Motor vehicle liability insurance,2015,1,2997662.530989032,1042990.6404323056,1954671.8905567257,
3000,2024-12-31,Motor vehicle liability insurance,2015,2,2647877.7565004257,1229075.856799269,1418801.899701157,
3000,2024-12-31,Motor vehicle liability insurance,2015,3,3257715.413122916,1669518.1262973433,1588197.2868255728,
3000,2024-12-31,Motor vehicle liability insurance,2015,4,3616335.755582995,2455190.6179357357,1161145.1376472595,
3000,2024-12-31,Motor vehicle liability insurance,2015,5,4497531.395141358,2840666.1691813148,1656865.2259600428,
3000,2024-12-31,Motor vehicle liability insurance,2015,6,4863400.611884921,3465504.825898597,1397895.7859863234,
3000,2024-12-31,Motor vehicle liability insurance,2015,7,5190840.046418089,4157564.029599698,1033276.0168183912,
3000,2024-12-31,Motor vehicle liability insurance,2015,8,4380697.650556836,4050286.716363501,330410.934193335,
3000,2024-12-31,Motor vehicle liability insurance,2015,9,6255751.273397636,5300560.458152722,955190.815244914,7493185.676395375
3000,2024-12-31,Motor vehicle liability insurance,2016,0,6615699.864406472,1293453.382214863,5322246.482191609,
3000,2024-12-31,Motor vehicle liability insurance,2016,1,8954654.262350008,3627811.682696356,5326842.579653652,
3000,2024-12-31,Motor vehicle liability insurance,2016,2,10185911.443474356,5626732.970800579,4559178.4726737775,
3000,2024-12-31,Motor vehicle liability insurance,2016,3,9784700.506665591,5952033.98877706,3832666.517888533,
3000,2024-12-31,Motor vehicle liability insurance,2016,4,11415105.999908105,9289356.809353106,2125749.190554999,
3000,2024-12-31,Motor vehicle liability insurance,2016,5,11686494.001953376,11857410.854253495,-170916.85230012052,
3000,2024-12-31,Motor vehicle liability insurance,2016,6,11804993.57808824,11076010.88179036,728982.6962978803,
3000,2024-12-31,Motor vehicle liability insurance,2016,7,13706725.66319058,14738674.51522748,-1031948.8520369008,
3000,2024-12-31,Motor vehicle liability insurance,2016,8,16424504.997575046,18212893.64229441,-1788388.6447193678,25100649.657448582
3000,2024-12-31,Motor vehicle liability insurance,2017,0,6957112.268732311,1356739.2370151377,5600373.031717174,
3000,2024-12-31,Motor vehicle liability insurance,2017,1,8323406.094832735,3453244.872810331,4870161.222022404,
3000,2024-12-31,Motor vehicle liability insurance,2017,2,7420166.656011855,4913777.94142304,2506388.714588816,
3000,2024-12-31,Motor vehicle liability insurance,2017,3,9601869.046668358,5722332.077296088,3879536.969372271,
3000,2024-12-31,Motor vehicle liability insurance,2017,4,9798210.93370123,6880326.776327348,2917884.157373882,
3000,2024-12-31,Motor vehicle liability insurance,2017,5,12802776.2191511,8171276.141523158,4631500.077627942,
3000,2024-12-31,Motor vehicle liability insurance,2017,6,12525157.975041687,13748919.116409518,-1223761.1413678303,
3000,2024-12-31,Motor vehicle liability insurance,2017,7,13887315.216684043,14861374.253505329,-974059.0368212834,23128583.30452486
3000,2024-12-31,Motor vehicle liability insurance,2018,0,4382914.159218961,421038.8457758977,3961875.313443064,
3000,2024-12-31,Motor vehicle liability insurance,2018,1,4551175.259387637,2323296.050164996,2227879.209222641,
3000,2024-12-31,Motor vehicle liability insurance,2018,2,6742296.351688184,3441469.9774783347,3300826.374209849,
3000,2024-12-31,Motor vehicle liability insurance,2018,3,6695707.078665166,3439031.6222410863,3256675.45642408,
3000,2024-12-31,Motor vehicle liability insurance,2018,4,7696947.052851599,5029690.344025474,2667256.7088261247,
3000,2024-12-31,Motor vehicle liability insurance,2018,5,8318774.138271757,5918326.731660431,2400447.406611326,
3000,2024-12-31,Motor vehicle liability insurance,2018,6,7699115.327397274,6615408.217935426,1083707.1094618477,15102117.716922062
3000,2024-12-31,Motor vehicle liability insurance,2019,0,3294094.6991513483,417372.9105361978,2876721.7886151504,
3000,2024-12-31,Motor vehicle liability insurance,2019,1,3389969.7456391314,1246578.481376652,2143391.26426248,
3000,2024-12-31,Motor vehicle liability insurance,2019,2,3532390.120913365,1826368.4090306768,1706021.7118826883,
3000,2024-12-31,Motor vehicle liability insurance,2019,3,4790440.752667392,2769378.5750692384,2021062.1775981528,
3000,2024-12-31,Motor vehicle liability insurance,2019,4,4711078.938899389,3318737.8053977294,1392341.1335016591,
3000,2024-12-31,Motor vehicle liability insurance,2019,5,4515234.819698958,3701674.583325373,813560.2363735847,10199717.18757762
3000,2024-12-31,Motor vehicle liability insurance,2020,0,2110459.4552214164,230977.10020428497,1879482.3550171317,
3000,2024-12-31,Motor vehicle liability insurance,2020,1,2485461.8203787543,898798.9107457893,1586662.909632965,
3000,2024-12-31,Motor vehicle liability insurance,2020,2,3300928.6794501487,1365387.0062079623,1935541.6732421864,
3000,2024-12-31,Motor vehicle liability insurance,2020,3,3408408.7882809453,2201121.6521289805,1207287.1361519648,
3000,2024-12-31,Motor vehicle liability insurance,2020,4,3703226.3560666,2677929.147919516,1025297.2081470845,7366245.014912916
3000,2024-12-31,Motor vehicle liability insurance,2021,0,8855766.315369502,499691.32894286496,8356074.986426637,
3000,2024-12-31,Motor vehicle liability insurance,2021,1,6138991.807317248,2752132.9780255686,3386858.829291679,
3000,2024-12-31,Motor vehicle liability insurance,2021,2,9075825.07101367,4869131.518777138,4206693.552236533,
3000,2024-12-31,Motor vehicle liability insurance,2021,3,10413253.418917922,5366326.282713647,5046927.136204275,21756136.69911785
3000,2024-12-31,Motor vehicle liability insurance,2022,0,2446237.765542561,468637.5118588066,1977600.2536837547,
3000,2024-12-31,Motor vehicle liability insurance,2022,1,2874215.616600387,913775.98811165,1960439.6284887367,
3000,2024-12-31,Motor vehicle liability insurance,2022,2,2598070.8404312287,1474197.586517055,1123873.2539141737,7496730.892032635
3000,2024-12-31,Motor vehicle liability insurance,2023,0,4956466.889813203,1110154.8607170656,3846312.0290961377,
3000,2024-12-31,Motor vehicle liability insurance,2023,1,5584827.696333205,2152604.950823819,3432222.7455093865,15230948.72240902
3000,2024-12-31,Motor vehicle liability insurance,2024,0,6026109.645495557,1047155.8228995106,4978953.822596047,20467561.125107244
3000,2024-12-31,Legal expenses insurance,2015,0,5926067.568486048,1409759.390639373,4516308.177846675,
3000,2024-12-31,Legal expenses insurance,2015,1,6887777.284514027,2938088.238210285,3949689.046303741,
3000,2024-12-31,Legal expenses insurance,2015,2,7232195.963360918,4810416.81908535,2421779.1442755675,
3000,2024-12-31,Legal expenses insurance,2015,3,8918619.647261202,4971841.159701598,3946778.487559605,
3000,2024-12-31,Legal expenses insurance,2015,4,9961517.173061837,7379022.394895242,2582494.778166592,
3000,2024-12-31,Legal expenses insurance,2015,5,13035852.00344422,8984019.617328238,4051832.386115981,
3000,2024-12-31,Legal expenses insurance,2015,6,14216157.23893426,10880567.048189055,3335590.1907452047,
3000,2024-12-31,Legal expenses insurance,2015,7,12501798.216036284,11276532.775302058,1225265.4407342265,
3000,2024-12-31,Legal expenses insurance,2015,8,12310044.268984348,12096967.766082888,213076.50290146095,
3000,2024-12-31,Legal expenses insurance,2015,9,17168864.833548144,14962384.279454565,2206480.554093579,22060288.678213734
3000,2024-12-31,Legal expenses insurance,2016,0,4001398.343195493,761450.4401623989,3239947.903033094,
3000,2024-12-31,Legal expenses insurance,2016,1,4063366.4373630383,1962834.993038316,2100531.4443247225,
3000,2024-12-31,Legal expenses insurance,2016,2,6310887.44441412,2371381.9178766534,3939505.526537467,
3000,2024-12-31,Legal expenses insurance,2016,3,6380309.410081154,4044196.771015527,2336112.639065627,
3000,2024-12-31,Legal expenses insurance,2016,4,5947554.389806982,4817277.129880086,1130277.2599268963,
3000,2024-12-31,Legal expenses insurance,2016,5,7225739.2372017,5701704.900484148,1524034.3367175525,
3000,2024-12-31,Legal expenses insurance,2016,6,8583247.087347213,7586337.001147915,996910.0861992984,
3000,2024-12-31,Legal expenses insurance,2016,7,7526130.91237945,6942074.460731725,584056.451647725,
3000,2024-12-31,Legal expenses insurance,2016,8,10465055.522547876,7889101.770646683,2575953.751901192,13851265.114811098
3000,2024-12-31,Legal expenses insurance,2017,0,5499877.787612105,785610.3393079973,4714267.448304107,
3000,2024-12-31,Legal expenses insurance,2017,1,5454190.496281067,1658943.7569308798,3795246.739350187,
3000,2024-12-31,Legal expenses insurance,2017,2,6287802.763162509,2547728.083217488,3740074.679945021,
