Syndicate,Line_of_Business,Development_Year,Avg_Dev_Factor,Median_Dev_Factor,Std_Dev_Factor
1458,Medical expense insurance,2,1.1259421903081974,1.12585108890928,0.040224665768993764
1458,Medical expense insurance,3,1.0989734281644605,1.0821149656347502,0.043213818644688116
1458,Medical expense insurance,4,1.1125080552991862,1.124006858052534,0.031123586818181045
1458,Medical expense insurance,5,1.0828291203284697,1.088834716724112,0.020076895686536936
1458,Medical expense insurance,6,1.0730069919601786,1.0730295937588263,0.009061130299426193
1458,Medical expense insurance,7,1.0566726355380816,1.0566726355380816,0.0013837596888720857
1458,Medical expense insurance,8,1.0743561753217468,1.0743561753217468,
1458,Miscellaneous financial loss,0,1.251524109221461,1.1834530080828403,0.21421448088774342
1458,Miscellaneous financial loss,1,1.141380641769004,1.1519485619320249,0.04020700140996771
1458,Miscellaneous financial loss,2,1.0916713697644298,1.0836777528631807,0.03772288528517096
1458,Miscellaneous financial loss,3,1.102426058997982,1.1106956236150207,0.022083203196243094
1458,Miscellaneous financial loss,4,1.0982276226320669,1.0924146399174584,0.021026575281816638
1458,Miscellaneous financial loss,5,1.075531871674884,1.0839459188895408,0.024521367816983927
1458,Miscellaneous financial loss,6,1.1053750019909776,1.1071148987537986,0.015080621579318259
1458,Miscellaneous financial loss,7,1.0768935879896127,1.0768935879896127,0.003856048457331953
1458,Miscellaneous financial loss,8,1.065696893094308,1.065696893094308,
1458,Workers compensation insurance,0,1.2465523104548581,1.2524980472396263,0.21685218243341509
1458,Workers compensation insurance,1,1.1369626891322138,1.1398941368557178,0.03835809477065212
1458,Workers compensation insurance,2,1.0928737051726671,1.0850142767919189,0.02931363541097639
1458,Workers compensation insurance,3,1.09931725554394,1.102344809472857,0.027580064514727422
1458,Workers compensation insurance,4,1.118579955818753,1.1286341210141955,0.017554659227199662
1458,Workers compensation insurance,5,1.0756762939577122,1.0828398157715666,0.025210416248642408
1458,Workers compensation insurance,6,1.0615844474739307,1.0674432444103619,0.014644869146935332
1458,Workers compensation insurance,7,1.0903178197912178,1.0903178197912178,0.010481443363252501
1458,Workers compensation insurance,8,1.0349771440541475,1.0349771440541475,
1729,Fire and other damage to property insurance,0,1.0247356613280454,1.0153133121931859,0.1584014986556721
1729,Fire and other damage to property insurance,1,1.1290630447803867,1.1286631846867272,0.03819283440880488
1729,Fire and other damage to property insurance,2,1.1207284163052977,1.1222034629495643,0.02490527695295807
1729,Fire and other damage to property insurance,3,1.1211578116438554,1.1283206641099857,0.029142228505679664
1729,Fire and other damage to property insurance,4,1.07359086207012,1.0731462634874478,0.02278472093027954
1729,Fire and other damage to property insurance,5,1.0717857622682434,1.07394249289035,0.017723389805278374
1729,Fire and other damage to property insurance,6,1.0725069827915938,1.0695543197852968,0.010704958880289318
1729,Fire and other damage to property insurance,7,1.095518958041046,1.095518958041046,0.01317319938861942
1729,Fire and other damage to property insurance,8,1.0758493470083101,1.0758493470083101,
1729,General liability insurance,0,1.0907071745318528,0.9972668734401667,0.18036253581830966
1729,General liability insurance,1,1.121052221562973,1.107171147771635,0.04308162405111054
1729,General liability insurance,2,1.1070203262843397,1.115006245087556,0.029710397637722766
1729,General liability insurance,3,1.1055885464652928,1.1003409811949627,0.018859079909798442
1729,General liability insurance,4,1.1055781929030606,1.1017965791749045,0.026426713592750548
1729,General liability insurance,5,1.0887519085665793,1.0887057420398454,0.018512947945685466
1729,General liability insurance,6,1.0675881962270093,1.0716881206462054,0.015849400339825917
1729,General liability insurance,7,1.1010486021583632,1.1010486021583632,0.021182477577558086
1729,General liability insurance,8,1.0492100740998223,1.0492100740998223,
1729,Income protection insurance,0,1.3429446876196778,1.3476085823329575,0.25110231241813485
1729,Income protection insurance,1,1.1354360915873691,1.143108164130172,0.03764174943583147
1729,Income protection insurance,2,1.1032506408955545,1.0868745677360787,0.034952912454932136
1729,Income protection insurance,3,1.1158806075083247,1.1312974064658914,0.03484954895040738
1729,Income protection insurance,4,1.0859012782768267,1.0783120816219909,0.018302368955758642
1729,Income protection insurance,5,1.0915562334191105,1.0906159639310193,0.02215149420890114
1729,Income protection insurance,6,1.0532005699590865,1.050404975122492,0.009615523351275634
1729,Income protection insurance,7,1.0967309246635946,1.0967309246635946,0.008095702543725257
1729,Income protection insurance,8,1.0825830940260426,1.0825830940260426,
1729,Medical expense insurance,0,1.0825690951694815,0.9666728401246854,0.24323163291064204
1729,Medical expense insurance,1,1.145716791771073,1.1379351272705174,0.02845131896061518
1729,Medical expense insurance,2,1.117359793053945,1.1171997463742573,0.0395169756155894
1729,Medical expense insurance,3,1.094242968931803,1.0878960294811564,0.04387686414509476
1729,Medical expense insurance,4,1.1033560051948994,1.103406831086683,0.034054704159193254
1729,Medical expense insurance,5,1.08112088464095,1.0790896814239022,0.01809535139528847
1729,Medical expense insurance,6,1.0928304713717327,1.096741228115662,0.008285604280823826
1729,Medical expense insurance,7,1.0584509509434477,1.0584509509434477,0.002976562376211399
1729,Medical expense insurance,8,1.0640626924687748,1.0640626924687748,
1729,Workers compensation insurance,0,1.187906803864742,1.1349761982428388,0.20214789338312208
1729,Workers compensation insurance,1,1.1076020691174584,1.1173455340296188,0.02796805549138548
1729,Workers compensation insurance,2,1.1446799502717016,1.1388680178589925,0.029117309737332654
1729,Workers compensation insurance,3,1.081997313764892,1.0864012703745574,0.02577901211246621
1729,Workers compensation insurance,4,1.0808825733642657,1.0688480910373925,0.024663903700677663
1729,Workers compensation insurance,5,1.0889497135523547,1.0888165414721216,0.028047198076943773
1729,Workers compensation insurance,6,1.0860127687902263,1.1021720464102087,0.046538047737781196
1729,Workers compensation insurance,7,1.0590976189090764,1.0590976189090764,0.026944139194898496
1729,Workers compensation insurance,8,1.0878316712377831,1.0878316712377831,
2791,Assistance,0,1.207186064005156,1.2703323007748384,0.18112017978068368
2791,Assistance,1,1.1527377786062063,1.1500927267820866,0.04352071677192234
2791,Assistance,2,1.0928458904999665,1.083791768679107,0.03452686289791497
2791,Assistance,3,1.1052448683039253,1.1029464528459798,0.02325684303599161
2791,Assistance,4,1.0963896270211997,1.098715264256684,0.029904188556560546
2791,Assistance,5,1.086537068682104,1.0870198263712858,0.017721926128252213
2791,Assistance,6,1.0729786988591077,1.0684137832251484,0.02980588652875298
2791,Assistance,7,1.059852742898376,1.059852742898376,0.016712487241725825
2791,Assistance,8,1.0860445428765546,1.0860445428765546,
2791,General liability insurance,0,1.1723309581268615,1.131315733462338,0.2507687844886086
2791,General liability insurance,1,1.1280346741051115,1.1148005420085867,0.06323177726372788
2791,General liability insurance,2,1.1254638813144522,1.138883414031266,0.05357779188497233
2791,General liability insurance,3,1.072831270669648,1.0606134542936672,0.02922790291556203
2791,General liability insurance,4,1.0931465647759442,1.0892514677828207,0.01595647874401822
2791,General liability insurance,5,1.1094373372738164,1.1100674915683602,0.0029762502050381923
2791,General liability insurance,6,1.092749777911789,1.0883692512047656,0.019926669452785976
2791,General liability insurance,7,1.0492145845953451,1.0492145845953451,0.0036034115141739937
2791,General liability insurance,8,1.0643076399405014,1.0643076399405014,
2791,Income protection insurance,0,1.0095026349079883,0.9375457630645057,0.1908079620566637
2791,Income protection insurance,1,1.1266950327510499,1.1280207144737653,0.04146005912597621
2791,Income protection insurance,2,1.110732558077054,1.1047928259132185,0.041448983452826306
2791,Income protection insurance,3,1.109091521617722,1.1094502792754004,0.03652211710078145
2791,Income protection insurance,4,1.0870812327941004,1.075535467307098,0.021808485815650817
2791,Income protection insurance,5,1.0780116218268385,1.0788028806865806,0.01766602969200546
2791,Income protection insurance,6,1.0707585455130628,1.0695679033080556,0.009095541650561976
2791,Income protection insurance,7,1.0650458565254772,1.0650458565254772,0.042333004688211606
2791,Income protection insurance,8,1.0728074746862797,1.0728074746862797,
2791,Legal expenses insurance,0,1.240484697558056,1.1205798701805483,0.20450546259008373
2791,Legal expenses insurance,1,1.137812368954568,1.1431848179615982,0.033749470570372815
2791,Legal expenses insurance,2,1.105731389310653,1.1027420608327267,0.028087898427075944
2791,Legal expenses insurance,3,1.1000922916830271,1.0861852105924643,0.028636742136879063
2791,Legal expenses insurance,4,1.0946851624210463,1.083193508641508,0.043509832899324086
2791,Legal expenses insurance,5,1.0965324846891435,1.1112684534977606,0.035954465058946394
2791,Legal expenses insurance,6,1.0741615613363829,1.0609160363050318,0.025696609927043552
2791,Legal expenses insurance,7,1.0823719490873513,1.0823719490873513,0.028709272507300748
2791,Legal expenses insurance,8,1.055195194173592,1.055195194173592,
2791,"Marine, aviation and transport insurance",0,1.0546702361299747,0.9392897807563622,0.2681481577252409
2791,"Marine, aviation and transport insurance",1,1.1494167147357435,1.1468191483758203,0.04795686695355752
2791,"Marine, aviation and transport insurance",2,1.1119441333515192,1.1231711517300902,0.02630242640843328
2791,"Marine, aviation and transport insurance",3,1.0999235697124872,1.0890930796424425,0.02066102493269888
2791,"Marine, aviation and transport insurance",4,1.083450112670167,1.074420424185948,0.024729238434731383
2791,"Marine, aviation and transport insurance",5,1.1004153930002012,1.1048572159278505,0.027148037729678217
2791,"Marine, aviation and transport insurance",6,1.0910073751540432,1.0860275489172329,0.021340277563217235
2791,"Marine, aviation and transport insurance",7,1.0715186809190425,1.0715186809190425,0.0016895609962979863
2791,"Marine, aviation and transport insurance",8,1.0276801517345684,1.0276801517345684,
2791,Miscellaneous financial loss,0,1.1088332048054175,1.0365692370113178,0.27084589303508316
2791,Miscellaneous financial loss,1,1.1262019208876182,1.1381320378526179,0.04764361360665124
2791,Miscellaneous financial loss,2,1.1173435887985246,1.114147368175429,0.036657983813181326
2791,Miscellaneous financial loss,3,1.1078039319195594,1.107878716979542,0.034933467583223785
2791,Miscellaneous financial loss,4,1.0920713602951118,1.0964225757227275,0.00814917871552142
2791,Miscellaneous financial loss,5,1.0824380633755326,1.0816897732838373,0.029021136616747184
2791,Miscellaneous financial loss,6,1.0860207559591022,1.0899753188941304,0.036744117506789055
2791,Miscellaneous financial loss,7,1.0694447547399566,1.0694447547399566,0.04535948167628444
2791,Miscellaneous financial loss,8,1.0651744389342945,1.0651744389342945,
2791,Motor vehicle liability insurance,0,1.007508552492474,1.041283242846365,0.06992687790735216
2791,Motor vehicle liability insurance,1,1.151063787872336,1.1476991117204016,0.035227719748535995
2791,Motor vehicle liability insurance,2,1.1086934156747155,1.0899143213840592,0.03395515739506307
2791,Motor vehicle liability insurance,3,1.1150219368530079,1.118187549884389,0.025705178331413277
2791,Motor vehicle liability insurance,4,1.075790414679989,1.0692560001418647,0.028529451316222417
2791,Motor vehicle liability insurance,5,1.0877919400746843,1.0861622829411723,0.013887327584783855
2791,Motor vehicle liability insurance,6,1.0881366623466129,1.0894565812395398,0.00654819047374557
2791,Motor vehicle liability insurance,7,1.0879121782205856,1.0879121782205856,0.0020158969252585452
2791,Motor vehicle liability insurance,8,1.0627147731632862,1.0627147731632862,
3000,General liability insurance,0,1.1749487609327263,1.2622009179877727,0.17697226543222963
3000,General liability insurance,1,1.105058394214317,1.0988256867100095,0.030658394064353188
3000,General liability insurance,2,1.1319302929312667,1.129062360891067,0.01960201671173626
3000,General liability insurance,3,1.101823225330665,1.093706384857212,0.03957503688557778
3000,General liability insurance,4,1.0988691004582787,1.096074269033891,0.04050991798121904
3000,General liability insurance,5,1.0848454972142487,1.086930098546102,0.011789465889467837
3000,General liability insurance,6,1.0795235112691666,1.0796659236155381,0.0026025142712833337
3000,General liability insurance,7,1.063025323020058,1.063025323020058,0.016625643589763716
3000,General liability insurance,8,1.0956097989721347,1.0956097989721347,
3000,Legal expenses insurance,0,1.0091162044026305,0.942065861397245,0.16264257696095064
3000,Legal expenses insurance,1,1.148903028463479,1.1559681507330515,0.041352830385870114
3000,Legal expenses insurance,2,1.1213753054206694,1.1098017904396087,0.045985367892464525
3000,Legal expenses insurance,3,1.1032884389801096,1.1102019322173813,0.03689932701729317
3000,Legal expenses insurance,4,1.102775740136881,1.1063497004191467,0.02088843784850773
3000,Legal expenses insurance,5,1.0789717739711704,1.0796034524338451,0.013724257281358015
3000,Legal expenses insurance,6,1.0973230633096225,1.0926765699068703,0.019401414929756382
3000,Legal expenses insurance,7,1.0640223064148753,1.0640223064148753,0.010650199736274084
3000,Legal expenses insurance,8,1.0633073635358654,1.0633073635358654,
3000,"Marine, aviation and transport insurance",0,1.0613817130573633,1.0432381699347832,0.18449787308758078
3000,"Marine, aviation and transport insurance",1,1.1587563828188807,1.1694228538452958,0.05468229153186666
3000,"Marine, aviation and transport insurance",2,1.1030746441753874,1.1118723807118378,0.03441722396335561
3000,"Marine, aviation and transport insurance",3,1.109760176002593,1.1124311492429229,0.03599129808849757
3000,"Marine, aviation and transport insurance",4,1.0742373799812086,1.0700711807369683,0.020117227347185778
3000,"Marine, aviation and transport insurance",5,1.0952925449456483,1.101717948560415,0.018801674158235037
3000,"Marine, aviation and transport insurance",6,1.0760153916750994,1.0856618641586768,0.024980975000794298
3000,"Marine, aviation and transport insurance",7,1.0938632173047487,1.0938632173047487,0.01726943054708329
3000,"Marine, aviation and transport insurance",8,1.0851171826606558,1.0851171826606558,
3000,Miscellaneous financial loss,0,1.2201935914967277,1.2697226107392607,0.26275945286255475
3000,Miscellaneous financial loss,1,1.1297225088340221,1.1305118713857563,0.021774499016635473
3000,Miscellaneous financial loss,2,1.1196788175745296,1.1231750801270122,0.030032771555110166
3000,Miscellaneous financial loss,3,1.115073233167895,1.1088937672571384,0.018659043594154892
3000,Miscellaneous financial loss,4,1.10775662459799,1.1112543981119516,0.026001060351584535
3000,Miscellaneous financial loss,5,1.0895777230624477,1.087667396767099,0.009257244293565359
3000,Miscellaneous financial loss,6,1.0495503031743239,1.037299534588634,0.02230860858009351
3000,Miscellaneous financial loss,7,1.0940323605292095,1.0940323605292095,0.018678403028524197
3000,Miscellaneous financial loss,8,1.0761208345727513,1.0761208345727513,
3000,Motor vehicle liability insurance,0,1.1055737496988742,1.0830536219024105,0.11961383977410064
3000,Motor vehicle liability insurance,1,1.1383120071432713,1.145513920252994,0.03585301713187876
3000,Motor vehicle liability insurance,2,1.1025992158843494,1.0977712394798165,0.024050879208107393
3000,Motor vehicle liability insurance,3,1.0989309538408343,1.1022706203701509,0.018102528364161114
3000,Motor vehicle liability insurance,4,1.106293842420858,1.1011464284619954,0.013075697173440478
3000,Motor vehicle liability insurance,5,1.0844869299285098,1.0868888792996065,0.03471754378870852
3000,Motor vehicle liability insurance,6,1.084705245206829,1.0761239239272022,0.033299949524439265
3000,Motor vehicle liability insurance,7,1.0791428647477521,1.0791428647477521,0.02710110846967532
3000,Motor vehicle liability insurance,8,1.066468515436341,1.066468515436341,
3210,Assistance,0,1.201352701109907,1.2146521531596293,0.2084719602327703
3210,Assistance,1,1.1226208378254885,1.114000539709012,0.04409838069054868
3210,Assistance,2,1.112484176934241,1.0927329955296312,0.043715771131401626
3210,Assistance,3,1.1215060793215326,1.131708923815752,0.03388238371396438
3210,Assistance,4,1.078721860801697,1.0822917071927698,0.022400893136231274
3210,Assistance,5,1.0884456808049352,1.084630519150579,0.011863949150384996
3210,Assistance,6,1.0625908768120509,1.0601083806698806,0.012130827003233723
3210,Assistance,7,1.0909998397540563,1.0909998397540563,0.020095236398391475
3210,Assistance,8,1.060973237724464,1.060973237724464,
3210,Credit and suretyship insurance,0,1.2093852393354037,1.1628881004201963,0.2214067022710217
3210,Credit and suretyship insurance,1,1.156152728432744,1.161133270640894,0.029903750610717133
3210,Credit and suretyship insurance,2,1.1110265877924372,1.1036240052581636,0.028300025816281188
3210,Credit and suretyship insurance,3,1.1012434985468924,1.1039353202358317,0.02811934419065073
3210,Credit and suretyship insurance,4,1.0877859817071325,1.0849809784792097,0.011685138412870746
3210,Credit and suretyship insurance,5,1.088307277299041,1.0972704799640232,0.023910806348844935
3210,Credit and suretyship insurance,6,1.0709959960852176,1.0659872373608203,0.010633121223261406
3210,Credit and suretyship insurance,7,1.058822767864721,1.058822767864721,0.019380392814650465
3210,Credit and suretyship insurance,8,1.085863472812713,1.085863472812713,
3210,Income protection insurance,0,1.2576045206281212,1.1825430742187022,0.2551717720100319
3210,Income protection insurance,1,1.128078676246441,1.1237311455305878,0.042771756661037115
3210,Income protection insurance,2,1.1258060599451971,1.1271158920905529,0.03871696052334845
3210,Income protection insurance,3,1.0963779782076795,1.1111171093431818,0.03481511027615195
3210,Income protection insurance,4,1.1031398938085606,1.1044119750565613,0.03955063195764508
3210,Income protection insurance,5,1.08841713098453,1.0879760014074302,0.029931174132592317
3210,Income protection insurance,6,1.0971684236697266,1.0931610985135467,0.009821272524222513
3210,Income protection insurance,7,1.064835332105592,1.064835332105592,0.0035175248688106547
3210,Income protection insurance,8,1.0585602484867254,1.0585602484867254,
3210,"Marine, aviation and transport insurance",0,1.186052109828187,1.0464441309461332,0.2829844577613524
3210,"Marine, aviation and transport insurance",1,1.1402476870842844,1.1512244598284431,0.040245006090024564
3210,"Marine, aviation and transport insurance",2,1.1062934403334297,1.1104765923987703,0.03378920101232223
3210,"Marine, aviation and transport insurance",3,1.0969667587176903,1.0860507519790428,0.04484753796245446
3210,"Marine, aviation and transport insurance",4,1.093579732567544,1.089923252343356,0.03253582050246083
3210,"Marine, aviation and transport insurance",5,1.081472814695381,1.0896177603774124,0.03284304000258935
3210,"Marine, aviation and transport insurance",6,1.080892120040183,1.0799036548421534,0.016153168906323966
3210,"Marine, aviation and transport insurance",7,1.0951859793984373,1.0951859793984373,0.02239091401062635
3210,"Marine, aviation and transport insurance",8,1.0651042605746346,1.0651042605746346,
3210,Medical expense insurance,0,1.17930340862161,1.2413027135025385,0.23675618101176643
3210,Medical expense insurance,1,1.1335801923414714,1.1455161133048555,0.03561872781330467
3210,Medical expense insurance,2,1.1107428421979886,1.1039949593147513,0.02703639001625473
3210,Medical expense insurance,3,1.1032986445384456,1.104381261339385,0.0324390845451414
3210,Medical expense insurance,4,1.1066266953103292,1.1192370538795358,0.036361370001002834
3210,Medical expense insurance,5,1.0777497592825884,1.07988267745944,0.02035447985426946
3210,Medical expense insurance,6,1.070492841558699,1.0840575615867887,0.02741059667910531
3210,Medical expense insurance,7,1.0678029378644682,1.0678029378644682,0.014179130597960629
3210,Medical expense insurance,8,1.1052881869092852,1.1052881869092852,
3210,Miscellaneous financial loss,0,1.2704776489382783,1.141306638472327,0.3045480218712155
3210,Miscellaneous financial loss,1,1.1116523918064303,1.1057892358439811,0.027078819334047065
3210,Miscellaneous financial loss,2,1.1293615333680966,1.123298527244087,0.03880744617770462
3210,Miscellaneous financial loss,3,1.1031129634692156,1.1045228413039423,0.040472189336224124
3210,Miscellaneous financial loss,4,1.091075641176556,1.1048327503834359,0.02688624572797534
3210,Miscellaneous financial loss,5,1.0988851623931444,1.1109882435664278,0.028925337017977004
3210,Miscellaneous financial loss,6,1.0725240296715384,1.083850350070235,0.027914528556427422
3210,Miscellaneous financial loss,7,1.0595205330200872,1.0595205330200872,0.023017976216085843
3210,Miscellaneous financial loss,8,1.0781120664792818,1.0781120664792818,
3210,Motor vehicle liability insurance,0,1.2313510468940057,1.1926161089202274,0.20824386913834697
3210,Motor vehicle liability insurance,1,1.13420651544585,1.132338938538005,0.03167982322033877
3210,Motor vehicle liability insurance,2,1.1142462218759905,1.1049312968283047,0.0493510862903048
3210,Motor vehicle liability insurance,3,1.1024802788179955,1.1026625638895062,0.037288819606720765
3210,Motor vehicle liability insurance,4,1.1059399345871817,1.113113951639345,0.029844337251387142
3210,Motor vehicle liability insurance,5,1.06784448003534,1.0668918941150682,0.013324874499288248
3210,Motor vehicle liability insurance,6,1.0933291926507607,1.0992286773373796,0.01246318631084438
3210,Motor vehicle liability insurance,7,1.0754114959497367,1.0754114959497367,0.02720106214638141
3210,Motor vehicle liability insurance,8,1.0998033469235136,1.0998033469235136,
4242,Credit and suretyship insurance,0,1.120080065039372,1.0836764941982233,0.16682532785098245
4242,Credit and suretyship insurance,1,1.1496787941112327,1.1402904236068307,0.037346000944802775
4242,Credit and suretyship insurance,2,1.1333464020687263,1.1386385861924202,0.03563457437952232
4242,Credit and suretyship insurance,3,1.092136977712946,1.0859069790672573,0.04898269048853405
4242,Credit and suretyship insurance,4,1.0923032988896808,1.0968990076535987,0.02893664517081836
4242,Credit and suretyship insurance,5,1.0923040226431404,1.093448636046767,0.018455736984204666
4242,Credit and suretyship insurance,6,1.0619898292049472,1.0513668091249209,0.019561813647915767
4242,Credit and suretyship insurance,7,1.0808345707325404,1.0808345707325404,0.015910302957899886
4242,Credit and suretyship insurance,8,1.0735170024406775,1.0735170024406775,
4242,Fire and other damage to property insurance,0,1.1237997762181284,1.034046297681294,0.2495334677860856
4242,Fire and other damage to property insurance,1,1.1207428555913541,1.1146881108697566,0.04372516278295158
4242,Fire and other damage to property insurance,2,1.1292700588295825,1.1532595165852813,0.045741487530132546
4242,Fire and other damage to property insurance,3,1.103289596217596,1.0988563784387488,0.010341857300856551
4242,Fire and other damage to property insurance,4,1.0853437332262756,1.0845625553869473,0.020955588692317957
4242,Fire and other damage to property insurance,5,1.061520661545217,1.051395461031039,0.023028361095200758
4242,Fire and other damage to property insurance,6,1.092900584949639,1.090965180597695,0.013551813949273047
4242,Fire and other damage to property insurance,7,1.0855211572517767,1.0855211572517767,0.029555311448438603
4242,Fire and other damage to property insurance,8,1.0364842528798963,1.0364842528798963,
4242,General liability insurance,0,1.2890751918116212,1.2072355871600366,0.28619072876079216
4242,General liability insurance,1,1.1155188162185339,1.1093625805245542,0.03557183839605085
4242,General liability insurance,2,1.121546955391915,1.1205082465682437,0.038780861779967174
4242,General liability insurance,3,1.1120846407551517,1.1087784059014694,0.03316639035260343
4242,General liability insurance,4,1.0911621443256583,1.0960134468232265,0.01736359775418673
4242,General liability insurance,5,1.0873761208118229,1.0871714680312226,0.013620800977428021
4242,General liability insurance,6,1.0578179296298373,1.0422523939277486,0.030584865214104306
4242,General liability insurance,7,1.0644764641854052,1.0644764641854052,0.037605161667403526
4242,General liability insurance,8,1.096761493897725,1.096761493897725,
4242,"Marine, aviation and transport insurance",0,1.105114019672458,1.0391974119832492,0.24274446672895209
4242,"Marine, aviation and transport insurance",1,1.1409303120347007,1.1434561573347732,0.049418193395647216
4242,"Marine, aviation and transport insurance",2,1.1175102166715842,1.1134285061208802,0.03620916028638421
4242,"Marine, aviation and transport insurance",3,1.0827145672771559,1.0864478192472569,0.02352164942856494
4242,"Marine, aviation and transport insurance",4,1.108754750451172,1.1010905577059675,0.026769443182956723
4242,"Marine, aviation and transport insurance",5,1.0972656854197957,1.0940535548226769,0.02290131895255477
4242,"Marine, aviation and transport insurance",6,1.0673104789724246,1.062101067229986,0.01931566230269952
4242,"Marine, aviation and transport insurance",7,1.0709915437364925,1.0709915437364925,0.02023918535720765
4242,"Marine, aviation and transport insurance",8,1.088655426390693,1.088655426390693,
4242,Medical expense insurance,0,1.1937072960605615,1.1705336327512197,0.1679251248636255
4242,Medical expense insurance,1,1.1100198882550247,1.102722698834768,0.03798811169122327
4242,Medical expense insurance,2,1.1231552113230516,1.1312816457869292,0.034485709000811264
4242,Medical expense insurance,3,1.1044010181756179,1.1050146786968709,0.02916428043807686
4242,Medical expense insurance,4,1.0835102421108243,1.092019220754513,0.0340201452796647
4242,Medical expense insurance,5,1.0954343736753525,1.0893883357499232,0.017052537778032707
4242,Medical expense insurance,6,1.087058278110365,1.0878517433261965,0.030221800610744733
4242,Medical expense insurance,7,1.0529926523040436,1.0529926523040436,0.005150433602274603
4242,Medical expense insurance,8,1.0830970571092846,1.0830970571092846,
4242,Other motor insurance,0,1.3131797393018299,1.360491461567645,0.23063079779400164
4242,Other motor insurance,1,1.1422971729571343,1.144567248439752,0.04178100783774817
4242,Other motor insurance,2,1.1068731741152658,1.1104920407206496,0.02664664105794657
4242,Other motor insurance,3,1.119935389060128,1.1156717373365814,0.027183155945938224
4242,Other motor insurance,4,1.0860481855156343,1.0721069768934584,0.02584678154397378
4242,Other motor insurance,5,1.083076591136213,1.0872380256024998,0.021055054697372347
4242,Other motor insurance,6,1.0677271594673157,1.0565771773526715,0.021498646805587628
4242,Other motor insurance,7,1.0722647112885384,1.0722647112885384,0.014901395457071392
4242,Other motor insurance,8,1.0813666826267507,1.0813666826267507,
4242,Workers compensation insurance,0,1.0730522264852635,1.0230522540146214,0.19661125610204042
4242,Workers compensation insurance,1,1.1406189463413519,1.152106212052298,0.04279172042236176
4242,Workers compensation insurance,2,1.115634898872246,1.1166671804018904,0.022976723482747034
4242,Workers compensation insurance,3,1.0985089340677188,1.0797415023514456,0.04244731836586796
4242,Workers compensation insurance,4,1.1033932040849654,1.0846510683259996,0.050579517915720025
4242,Workers compensation insurance,5,1.0994853495197607,1.0997106004603383,0.032267906076115696
4242,Workers compensation insurance,6,1.0843778386687084,1.0856060959895213,0.04376684693122709
4242,Workers compensation insurance,7,1.066053117081271,1.066053117081271,0.0128393030164189
4242,Workers compensation insurance,8,1.1036301405057505,1.1036301405057505,
5000,Assistance,0,1.2415065276036457,1.309179354086456,0.31673019734727625
5000,Assistance,1,1.1201633040032968,1.1216605664503936,0.0356633592753273
5000,Assistance,2,1.1357591201355492,1.1228788228714734,0.02963164178542424
5000,Assistance,3,1.1199637948384316,1.1254086142292228,0.0186744950584774
5000,Assistance,4,1.0697694432377758,1.065163417649813,0.014849511738268706
5000,Assistance,5,1.1023969436740182,1.1043364194658798,0.023369008176696765
5000,Assistance,6,1.078947158278366,1.0778701279062166,0.0028685121319793885
5000,Assistance,7,1.0870625897846578,1.0870625897846578,0.005600797359591159
5000,Assistance,8,1.0570675033273258,1.0570675033273258,
5000,General liability insurance,0,1.2313198966098626,1.136401473067268,0.27316546888125776
5000,General liability insurance,1,1.1375641215098518,1.123042043029752,0.029568114685446036
5000,General liability insurance,2,1.1091552073486335,1.110759910138066,0.013148287458356677
5000,General liability insurance,3,1.1121058092715697,1.1165910578774616,0.03129252244056193
5000,General liability insurance,4,1.101565358299099,1.0893125722331187,0.026690165183563333
5000,General liability insurance,5,1.0721274377677625,1.0743853856643144,0.020351141309230762
5000,General liability insurance,6,1.0797929553161574,1.0823306919240614,0.028877757731219634
5000,General liability insurance,7,1.1011297006960334,1.1011297006960334,0.015890205801911864
5000,General liability insurance,8,1.040243884536634,1.040243884536634,
5000,Income protection insurance,0,1.2617123435956765,1.2613219774011974,0.11066098204716432
5000,Income protection insurance,1,1.1237039065562724,1.1280268862198204,0.028020297986671886
5000,Income protection insurance,2,1.1100309257742291,1.1236260112781526,0.03981365046499036
5000,Income protection insurance,3,1.102273336053127,1.1002748060568857,0.022681188930381645
5000,Income protection insurance,4,1.1120294956015209,1.1102931572362384,0.029200633375877177
5000,Income protection insurance,5,1.0706491524461106,1.0719804569582858,0.017043895225890338
5000,Income protection insurance,6,1.0766817048083663,1.0641955483576104,0.02208185409015879
5000,Income protection insurance,7,1.0793476900992347,1.0793476900992347,0.016874761216779107
5000,Income protection insurance,8,1.0618085241756017,1.0618085241756017,
5000,Legal expenses insurance,0,1.1702437105033572,1.050660092006451,0.3229824040314952
5000,Legal expenses insurance,1,1.1112749552717647,1.09467737679096,0.059646771115883
5000,Legal expenses insurance,2,1.1080054587426305,1.1047799868196342,0.04552188832473923
5000,Legal expenses insurance,3,1.1007280209712356,1.1073656962573217,0.033705462157736565
5000,Legal expenses insurance,4,1.120211191212639,1.129290310021271,0.032252762220683864
5000,Legal expenses insurance,5,1.0694582029100526,1.0707315328846172,0.010697354937641347
5000,Legal expenses insurance,6,1.089290575353502,1.092139976538911,0.013773184960245696
5000,Legal expenses insurance,7,1.0631589186674844,1.0631589186674844,0.007420455578925711
5000,Legal expenses insurance,8,1.0766422298823892,1.0766422298823892,
5000,Medical expense insurance,0,1.1779215078110408,1.065923638027653,0.25506776761412714
5000,Medical expense insurance,1,1.1209173387058788,1.1318873328124008,0.02759408687296051
