Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Gross_Claims_Reported,Gross_Claims_Paid,Gross_Claims_Outstanding,Gross_Ultimate_Estimate
1183,2024-12-31,General liability insurance,2015,0,4590033.257991417,1059265.695194214,3530767.562797204,
1183,2024-12-31,General liability insurance,2015,1,4256387.719918779,1702555.0879675115,2553832.631951268,
1183,2024-12-31,General liability insurance,2015,2,4945252.044589304,2472626.022294652,2472626.022294652,
1183,2024-12-31,General liability insurance,2015,3,5428336.501164772,3257001.9006988634,2171334.600465908,
1183,2024-12-31,General liability insurance,2015,4,5919792.844722578,4143854.991305804,1775937.853416774,
1183,2024-12-31,General liability insurance,2015,5,6660913.377700222,5328730.702160178,1332182.675540044,
1183,2024-12-31,General liability insurance,2015,6,7097012.101778547,6387310.891600694,709701.2101778537,
1183,2024-12-31,General liability insurance,2015,7,7786401.616432094,7397081.535610489,389320.0808216054,
1183,2024-12-31,General liability insurance,2015,8,8325623.716473508,7909342.530649831,416281.1858236762,
1183,2024-12-31,General liability insurance,2015,9,8749089.684026314,8311635.199824998,437454.4842013158,12597512.299365656
1183,2024-12-31,General liability insurance,2016,0,4328955.648786234,608384.3755576591,3720571.273228575,
1183,2024-12-31,General liability insurance,2016,1,6484867.375277337,2593946.9501109347,3890920.425166402,
1183,2024-12-31,General liability insurance,2016,2,7704323.818150185,3852161.909075093,3852161.909075093,
1183,2024-12-31,General liability insurance,2016,3,8145205.511828023,4887123.307096815,3258082.2047312083,
1183,2024-12-31,General liability insurance,2016,4,9003408.21695182,6302385.751866273,2701022.4650855465,
1183,2024-12-31,General liability insurance,2016,5,10198565.07025899,8158852.056207192,2039713.0140517976,
1183,2024-12-31,General liability insurance,2016,6,10761819.93443006,9685637.940987054,1076181.9934430048,
1183,2024-12-31,General liability insurance,2016,7,11755503.491824878,11167728.317233631,587775.1745912451,
1183,2024-12-31,General liability insurance,2016,8,12626634.903296584,11995303.158131754,631331.7451648302,19171995.23565196
1183,2024-12-31,General liability insurance,2017,0,8467516.995388702,696059.822205402,7771457.1731833,
1183,2024-12-31,General liability insurance,2017,1,11655852.548751898,4662341.019500759,6993511.529251139,
1183,2024-12-31,General liability insurance,2017,2,13863617.320271635,6931808.660135819,6931808.660135819,
1183,2024-12-31,General liability insurance,2017,3,15185876.081439825,9111525.648863897,6074350.432575928,
1183,2024-12-31,General liability insurance,2017,4,16613952.873836124,11629767.011685286,4984185.862150839,
1183,2024-12-31,General liability insurance,2017,5,17843205.803596407,14274564.642877126,3568641.160719281,
1183,2024-12-31,General liability insurance,2017,6,19995928.032386325,17996335.229147695,1999592.8032386303,
1183,2024-12-31,General liability insurance,2017,7,20907693.523209184,19862308.84704873,1045384.6761604584,34464908.80779171
1183,2024-12-31,General liability insurance,2018,0,8507494.343257591,1164657.064680255,7342837.278577336,
1183,2024-12-31,General liability insurance,2018,1,9341266.35721551,3736506.542886205,5604759.814329306,
1183,2024-12-31,General liability insurance,2018,2,10041971.873572998,5020985.936786499,5020985.936786499,
1183,2024-12-31,General liability insurance,2018,3,11223294.381401502,6733976.628840902,4489317.7525606,
1183,2024-12-31,General liability insurance,2018,4,12505822.330196723,8754075.631137706,3751746.699059017,
1183,2024-12-31,General liability insurance,2018,5,13496446.396517072,10797157.11721366,2699289.279303413,
1183,2024-12-31,General liability insurance,2018,6,14807575.2457159,13326817.721144311,1480757.5245715885,26294593.409797944
1183,2024-12-31,General liability insurance,2019,0,19317075.9243008,1554692.4767311888,17762383.447569612,
1183,2024-12-31,General liability insurance,2019,1,16759792.34646164,6703916.938584656,10055875.407876983,
1183,2024-12-31,General liability insurance,2019,2,18340768.219867647,9170384.109933823,9170384.109933823,
1183,2024-12-31,General liability insurance,2019,3,20676892.200225405,12406135.320135243,8270756.88009016,
1183,2024-12-31,General liability insurance,2019,4,23700504.392889857,16590353.0750229,7110151.317866959,
1183,2024-12-31,General liability insurance,2019,5,25373621.85337525,20298897.4827002,5074724.37067505,48787040.72813725
1183,2024-12-31,General liability insurance,2020,0,9735917.052125098,750985.3282493355,8984931.723875763,
1183,2024-12-31,General liability insurance,2020,1,10708886.14662457,4283554.458649828,6425331.687974743,
1183,2024-12-31,General liability insurance,2020,2,11485463.689183574,5742731.844591787,5742731.844591787,
1183,2024-12-31,General liability insurance,2020,3,12919401.765597638,7751641.059358584,5167760.706239054,
1183,2024-12-31,General liability insurance,2020,4,14485854.109392278,10140097.876574596,4345756.232817683,29832293.009037584
1183,2024-12-31,General liability insurance,2021,0,10281187.522286624,1140403.1302985577,9140784.391988063,
1183,2024-12-31,General liability insurance,2021,1,10839493.605290592,4335797.442116237,6503696.1631743545,
1183,2024-12-31,General liability insurance,2021,2,12825327.051680712,6412663.525840356,6412663.525840356,
1183,2024-12-31,General liability insurance,2021,3,14329966.32109354,8597979.792656124,5731986.528437415,32428782.938932866
1183,2024-12-31,General liability insurance,2022,0,12649369.656921886,2223239.488337876,10426130.168584011,
1183,2024-12-31,General liability insurance,2022,1,15650872.629347542,6260349.0517390175,9390523.577608526,
1183,2024-12-31,General liability insurance,2022,2,17012064.878806025,8506032.439403012,8506032.439403012,43820382.33255766
1183,2024-12-31,General liability insurance,2023,0,13741795.354201734,195472.79052790164,13546322.563673832,
1183,2024-12-31,General liability insurance,2023,1,16620360.5593363,6648144.22373452,9972216.33560178,49471795.18144341
1183,2024-12-31,General liability insurance,2024,0,11897531.718379837,1089389.8659355498,10808141.852444286,39668530.41808897
1183,2024-12-31,Credit and suretyship insurance,2015,0,5985061.3965758905,1312708.8721488295,4672352.524427061,
1183,2024-12-31,Credit and suretyship insurance,2015,1,8083804.64350574,3233521.8574022963,4850282.786103444,
1183,2024-12-31,Credit and suretyship insurance,2015,2,8846697.379488548,4423348.689744274,4423348.689744274,
1183,2024-12-31,Credit and suretyship insurance,2015,3,9815859.44199395,5889515.665196371,3926343.776797578,
1183,2024-12-31,Credit and suretyship insurance,2015,4,11475490.341647647,8032843.239153353,3442647.1024942948,
1183,2024-12-31,Credit and suretyship insurance,2015,5,12345733.180655306,9876586.544524243,2469146.636131061,
1183,2024-12-31,Credit and suretyship insurance,2015,6,13448518.15403278,12103666.338629505,1344851.815403277,
1183,2024-12-31,Credit and suretyship insurance,2015,7,14698165.488520868,13963257.214094823,734908.2744260449,
1183,2024-12-31,Credit and suretyship insurance,2015,8,15158418.45500558,14400497.5322553,757920.9227502793,
1183,2024-12-31,Credit and suretyship insurance,2015,9,16387951.13006249,15568553.573559366,819397.5565031245,23370688.37058344
1183,2024-12-31,Credit and suretyship insurance,2016,0,7172341.098981119,690557.5303134127,6481783.568667706,
1183,2024-12-31,Credit and suretyship insurance,2016,1,6621650.583851014,2648660.233540406,3972990.350310608,
1183,2024-12-31,Credit and suretyship insurance,2016,2,7445602.435494716,3722801.217747358,3722801.217747358,
1183,2024-12-31,Credit and suretyship insurance,2016,3,8055968.151281449,4833580.89076887,3222387.260512579,
1183,2024-12-31,Credit and suretyship insurance,2016,4,9219607.27532596,6453725.092728172,2765882.182597789,
1183,2024-12-31,Credit and suretyship insurance,2016,5,9789802.776946496,7831842.221557197,1957960.555389299,
1183,2024-12-31,Credit and suretyship insurance,2016,6,10389775.070031576,9350797.56302842,1038977.5070031564,
1183,2024-12-31,Credit and suretyship insurance,2016,7,11309633.821873467,10744152.130779792,565481.6910936739,
1183,2024-12-31,Credit and suretyship insurance,2016,8,12312977.335051334,11697328.468298769,615648.8667525668,18667573.32343216
1183,2024-12-31,Credit and suretyship insurance,2017,0,4441432.854968979,973359.5356286472,3468073.319340332,
1183,2024-12-31,Credit and suretyship insurance,2017,1,5932718.078635924,2373087.2314543696,3559630.847181554,
1183,2024-12-31,Credit and suretyship insurance,2017,2,7274310.128179436,3637155.064089718,3637155.064089718,
1183,2024-12-31,Credit and suretyship insurance,2017,3,7675973.646607752,4605584.187964652,3070389.4586431,
1183,2024-12-31,Credit and suretyship insurance,2017,4,8551222.358977167,5985855.651284017,2565366.7076931503,
1183,2024-12-31,Credit and suretyship insurance,2017,5,9343662.938750064,7474930.351000052,1868732.587750012,
1183,2024-12-31,Credit and suretyship insurance,2017,6,10142294.1637405,9128064.74736645,1014229.4163740482,
1183,2024-12-31,Credit and suretyship insurance,2017,7,11091221.436550746,10536660.364723207,554561.0718275383,17966846.10998314
1183,2024-12-31,Credit and suretyship insurance,2018,0,9039059.28588334,1023000.9193804156,8016058.366502924,
1183,2024-12-31,Credit and suretyship insurance,2018,1,7788891.420330747,3115556.568132299,4673334.852198448,
1183,2024-12-31,Credit and suretyship insurance,2018,2,8860326.222611418,4430163.111305709,4430163.111305709,
1183,2024-12-31,Credit and suretyship insurance,2018,3,9811046.237449603,5886627.742469762,3924418.4949798407,
1183,2024-12-31,Credit and suretyship insurance,2018,4,11204538.84785534,7843177.193498738,3361361.6543566026,
1183,2024-12-31,Credit and suretyship insurance,2018,5,12106526.334714793,9685221.067771835,2421305.2669429574,
1183,2024-12-31,Credit and suretyship insurance,2018,6,13084753.245939031,11776277.92134513,1308475.3245939016,23333237.22251069
1183,2024-12-31,Credit and suretyship insurance,2019,0,6436507.649694957,694260.6600295145,5742246.989665442,
1183,2024-12-31,Credit and suretyship insurance,2019,1,7172773.705372982,2869109.482149193,4303664.223223789,
1183,2024-12-31,Credit and suretyship insurance,2019,2,8275473.301819458,4137736.650909729,4137736.650909729,
1183,2024-12-31,Credit and suretyship insurance,2019,3,9054090.30593354,5432454.1835601255,3621636.122373415,
1183,2024-12-31,Credit and suretyship insurance,2019,4,10038099.48588466,7026669.640119262,3011429.845765399,
1183,2024-12-31,Credit and suretyship insurance,2019,5,11001650.60065137,8801320.480521096,2200330.1201302744,20745295.86413294
1183,2024-12-31,Credit and suretyship insurance,2020,0,6671892.495930588,432610.4712777281,6239282.02465286,
1183,2024-12-31,Credit and suretyship insurance,2020,1,7072579.993975466,2829031.9975901865,4243547.99638528,
1183,2024-12-31,Credit and suretyship insurance,2020,2,7499931.975460433,3749965.9877302167,3749965.9877302167,
1183,2024-12-31,Credit and suretyship insurance,2020,3,8908227.673765982,5344936.60425959,3563291.069506392,
1183,2024-12-31,Credit and suretyship insurance,2020,4,9659891.31014942,6761923.9171045935,2897967.3930448266,19982761.1133068
1183,2024-12-31,Credit and suretyship insurance,2021,0,4661740.838697868,30748.64030749368,4630992.198390375,
1183,2024-12-31,Credit and suretyship insurance,2021,1,4635664.818065004,1854265.9272260012,2781398.890839002,
1183,2024-12-31,Credit and suretyship insurance,2021,2,5247641.32338436,2623820.66169218,2623820.66169218,
1183,2024-12-31,Credit and suretyship insurance,2021,3,5595049.964936834,3357029.9789621006,2238019.9859747333,13255604.814148927
1183,2024-12-31,Credit and suretyship insurance,2022,0,11594480.481282309,1469411.8400738735,10125068.641208433,
1183,2024-12-31,Credit and suretyship insurance,2022,1,13058237.272221431,5223294.908888573,7834942.363332858,
1183,2024-12-31,Credit and suretyship insurance,2022,2,14779076.129516715,7389538.0647583585,7389538.0647583585,38399045.410450965
1183,2024-12-31,Credit and suretyship insurance,2023,0,5060745.994242933,113123.55635336212,4947622.43788957,
1183,2024-12-31,Credit and suretyship insurance,2023,1,8719864.366382806,3487945.7465531225,5231918.619829683,24857345.15375309
1183,2024-12-31,Credit and suretyship insurance,2024,0,14624545.69320164,2710050.810047497,11914494.88315414,39709541.44475825
1183,2024-12-31,Other motor insurance,2015,0,15123036.310031414,1175219.3669547415,13947816.943076672,
1183,2024-12-31,Other motor insurance,2015,1,14004833.803329844,5601933.521331938,8402900.281997906,
1183,2024-12-31,Other motor insurance,2015,2,16284886.817748792,8142443.408874396,8142443.408874396,
1183,2024-12-31,Other motor insurance,2015,3,18363991.75392916,11018395.0523575,7345596.701571662,
1183,2024-12-31,Other motor insurance,2015,4,20429576.680674847,14300703.676472392,6128873.004202455,
1183,2024-12-31,Other motor insurance,2015,5,22664497.911618806,18131598.329295047,4532899.58232376,
1183,2024-12-31,Other motor insurance,2015,6,24095436.75383356,21685893.07845021,2409543.675383352,
1183,2024-12-31,Other motor insurance,2015,7,25631724.864910096,24350138.62166459,1281586.2432455048,
1183,2024-12-31,Other motor insurance,2015,8,28320007.574324057,26904007.19560785,1416000.3787162043,
1183,2024-12-31,Other motor insurance,2015,9,30272154.77740564,28758547.03853536,1513607.7388702815,42283861.681167886
1183,2024-12-31,Other motor insurance,2016,0,11855232.561646312,1535744.9673366337,10319487.594309678,
1183,2024-12-31,Other motor insurance,2016,1,11776787.653955352,4710715.061582142,7066072.592373212,
1183,2024-12-31,Other motor insurance,2016,2,13102413.411188198,6551206.705594099,6551206.705594099,
1183,2024-12-31,Other motor insurance,2016,3,13984837.641488638,8390902.584893184,5593935.056595454,
1183,2024-12-31,Other motor insurance,2016,4,16029521.442307863,11220665.009615503,4808856.43269236,
1183,2024-12-31,Other motor insurance,2016,5,17227691.23666846,13782152.98933477,3445538.2473336905,
1183,2024-12-31,Other motor insurance,2016,6,18294236.90131997,16464813.211187972,1829423.690131994,
1183,2024-12-31,Other motor insurance,2016,7,19919618.06421948,18923637.161008503,995980.9032109752,
1183,2024-12-31,Other motor insurance,2016,8,21727953.441185683,20641555.7691264,1086397.6720592864,32875028.3218169
1183,2024-12-31,Other motor insurance,2017,0,9416738.448363053,659349.4872932541,8757388.961069798,
1183,2024-12-31,Other motor insurance,2017,1,14670817.514324704,5868327.005729882,8802490.508594822,
1183,2024-12-31,Other motor insurance,2017,2,16360356.804902628,8180178.402451314,8180178.402451314,
1183,2024-12-31,Other motor insurance,2017,3,18004938.840951152,10802963.304570694,7201975.536380459,
1183,2024-12-31,Other motor insurance,2017,4,20054859.898891244,14038401.92922387,6016457.969667373,
1183,2024-12-31,Other motor insurance,2017,5,21484201.973126285,17187361.578501027,4296840.394625258,
1183,2024-12-31,Other motor insurance,2017,6,23714193.190436013,21342773.87139241,2371419.319043599,
1183,2024-12-31,Other motor insurance,2017,7,26005943.592542205,24705646.41291509,1300297.179627113,41571186.951910205
1183,2024-12-31,Other motor insurance,2018,0,13038765.527438397,2327600.930826046,10711164.59661235,
1183,2024-12-31,Other motor insurance,2018,1,16268067.231905889,6507226.892762356,9760840.339143531,
1183,2024-12-31,Other motor insurance,2018,2,19493224.052946378,9746612.026473189,9746612.026473189,
1183,2024-12-31,Other motor insurance,2018,3,21197471.42405123,12718482.85443074,8478988.56962049,
1183,2024-12-31,Other motor insurance,2018,4,23469976.409229197,16428983.486460434,7040992.922768759,
1183,2024-12-31,Other motor insurance,2018,5,25728141.28763489,20582513.030107915,5145628.257526975,
1183,2024-12-31,Other motor insurance,2018,6,27144251.642976385,24429826.478678748,2714425.1642976366,48898729.80594058
1183,2024-12-31,Other motor insurance,2019,0,6401782.630730173,1883369.0216584804,4518413.609071692,
1183,2024-12-31,Other motor insurance,2019,1,7380918.883159483,2952367.553263793,4428551.32989569,
1183,2024-12-31,Other motor insurance,2019,2,8665156.285784442,4332578.142892221,4332578.142892221,
1183,2024-12-31,Other motor insurance,2019,3,9660334.65739582,5796200.794437493,3864133.862958328,
1183,2024-12-31,Other motor insurance,2019,4,10283303.125204848,7198312.187643393,3084990.937561455,
1183,2024-12-31,Other motor insurance,2019,5,11347565.203647282,9078052.162917826,2269513.040729456,22098197.851688866
1183,2024-12-31,Other motor insurance,2020,0,2605504.567686214,459379.0337662953,2146125.533919919,
1183,2024-12-31,Other motor insurance,2020,1,3898699.244899275,1559479.69795971,2339219.546939565,
1183,2024-12-31,Other motor insurance,2020,2,4081431.044428155,2040715.5222140772,2040715.5222140772,
1183,2024-12-31,Other motor insurance,2020,3,4651144.727531923,2790686.8365191543,1860457.8910127687,
1183,2024-12-31,Other motor insurance,2020,4,5187689.251729021,3631382.4762103134,1556306.7755187063,10864577.601604767
1183,2024-12-31,Other motor insurance,2021,0,11311228.608389117,398639.0244504041,10912589.583938712,
1183,2024-12-31,Other motor insurance,2021,1,10146310.85869343,4058524.343477372,6087786.515216058,
1183,2024-12-31,Other motor insurance,2021,2,12273221.852859704,6136610.926429852,6136610.926429852,
1183,2024-12-31,Other motor insurance,2021,3,13128555.71030463,7877133.4261827795,5251422.284121851,30428252.736651216
1183,2024-12-31,Other motor insurance,2022,0,18367731.888345227,1489898.031986848,16877833.85635838,
1183,2024-12-31,Other motor insurance,2022,1,16304557.060006712,6521822.824002686,9782734.236004028,
1183,2024-12-31,Other motor insurance,2022,2,18539227.98028491,9269613.990142455,9269613.990142455,48298365.927131005
1183,2024-12-31,Other motor insurance,2023,0,5106635.719555273,262127.4083910939,4844508.311164179,
1183,2024-12-31,Other motor insurance,2023,1,5881971.366312323,2352788.5465249293,3529182.819787394,17687159.795379132
1183,2024-12-31,Other motor insurance,2024,0,9635009.024531346,716649.4174059352,8918359.60712541,48029952.81396325
1183,2024-12-31,Assistance,2015,0,13217228.94177441,362745.3597680588,12854483.58200635,
1183,2024-12-31,Assistance,2015,1,12554178.436779406,5021671.374711762,7532507.062067644,
1183,2024-12-31,Assistance,2015,2,14561093.979226772,7280546.989613386,7280546.989613386,
1183,2024-12-31,Assistance,2015,3,16817166.19182819,10090299.715096915,6726866.476731274,
1183,2024-12-31,Assistance,2015,4,17594305.676057484,12316013.973240238,5278291.702817246,
1183,2024-12-31,Assistance,2015,5,19434764.98580396,15547811.98864317,3886952.997160792,
1183,2024-12-31,Assistance,2015,6,20943842.57388465,18849458.31649619,2094384.2573884611,
1183,2024-12-31,Assistance,2015,7,23125222.25571547,21968961.142929696,1156261.1127857752,
1183,2024-12-31,Assistance,2015,8,24348327.84110653,23130911.449051205,1217416.392055329,
1183,2024-12-31,Assistance,2015,9,26596723.254194677,25266887.091484938,1329836.162709735,37426388.87167868
1183,2024-12-31,Assistance,2016,0,18469962.929486755,2533986.249527684,15935976.679959072,
1183,2024-12-31,Assistance,2016,1,16456722.477325708,6582688.990930283,9874033.486395424,
1183,2024-12-31,Assistance,2016,2,18780273.679434035,9390136.839717016,9390136.839717016,
1183,2024-12-31,Assistance,2016,3,21292401.435194068,12775440.861116445,8516960.574077625,
1183,2024-12-31,Assistance,2016,4,23637806.73389974,16546464.713729816,7091342.020169923,
1183,2024-12-31,Assistance,2016,5,25622504.90092684,20498003.92074147,5124500.980185367,
1183,2024-12-31,Assistance,2016,6,26845339.65732963,24160805.691596672,2684533.965732958,
1183,2024-12-31,Assistance,2016,7,30074724.092719905,28570987.88808391,1503736.2046359964,
1183,2024-12-31,Assistance,2016,8,32129073.62474697,30522619.943509623,1606453.6812373511,48016345.99829199
1183,2024-12-31,Assistance,2017,0,10137984.89262602,1136418.3179263645,9001566.574699655,
1183,2024-12-31,Assistance,2017,1,10048820.899398144,4019528.359759258,6029292.539638886,
1183,2024-12-31,Assistance,2017,2,10891053.671413362,5445526.835706681,5445526.835706681,
1183,2024-12-31,Assistance,2017,3,11864258.150402954,7118554.890241774,4745703.26016118,
1183,2024-12-31,Assistance,2017,4,13771297.396342345,9639908.17743964,4131389.218902704,
1183,2024-12-31,Assistance,2017,5,14891283.100574324,11913026.48045946,2978256.620114865,
1183,2024-12-31,Assistance,2017,6,16060147.434062632,14454132.690656371,1606014.7434062604,
1183,2024-12-31,Assistance,2017,7,17246082.518088393,16383778.392183973,862304.1259044204,28113502.276789293
1183,2024-12-31,Assistance,2018,0,5777876.502146719,465545.9354493932,5312330.566697326,
1183,2024-12-31,Assistance,2018,1,7864659.106773706,3145863.6427094825,4718795.464064224,
1183,2024-12-31,Assistance,2018,2,8459971.160024174,4229985.580012087,4229985.580012087,
1183,2024-12-31,Assistance,2018,3,10024787.561527526,6014872.536916517,4009915.024611009,
1183,2024-12-31,Assistance,2018,4,10755723.281339277,7529006.296937493,3226716.984401784,
1183,2024-12-31,Assistance,2018,5,11794739.5306499,9435791.62451992,2358947.9061299805,
1183,2024-12-31,Assistance,2018,6,12465838.417372828,11219254.575635549,1246583.8417372815,22449394.783838738
1183,2024-12-31,Assistance,2019,0,11822511.539836427,1878518.5598652216,9943992.979971208,
1183,2024-12-31,Assistance,2019,1,13396960.763676835,5358784.305470735,8038176.458206102,
1183,2024-12-31,Assistance,2019,2,15357702.174152628,7678851.087076314,7678851.087076314,
1183,2024-12-31,Assistance,2019,3,16560903.793716494,9936542.276229898,6624361.5174865965,
1183,2024-12-31,Assistance,2019,4,18551969.03637358,12986378.325461509,5565590.710912075,
1183,2024-12-31,Assistance,2019,5,20587326.08476292,16469860.867810337,4117465.216952583,38314086.38797781
1183,2024-12-31,Assistance,2020,0,6041259.721258257,1736851.9356319837,4304407.785626273,
1183,2024-12-31,Assistance,2020,1,5185690.424969478,2074276.1699877912,3111414.2549816864,
1183,2024-12-31,Assistance,2020,2,6041267.122764776,3020633.561382388,3020633.561382388,
1183,2024-12-31,Assistance,2020,3,6785564.014215623,4071338.4085293743,2714225.6056862487,
1183,2024-12-31,Assistance,2020,4,7333340.18905567,5133338.132338969,2200002.056716701,15487393.459318638
1183,2024-12-31,Assistance,2021,0,3097611.3240919616,380308.8342412366,2717302.489850725,
1183,2024-12-31,Assistance,2021,1,5298555.759883494,2119422.3039533976,3179133.455930097,
1183,2024-12-31,Assistance,2021,2,5884026.003652469,2942013.0018262346,2942013.0018262346,
1183,2024-12-31,Assistance,2021,3,6409908.119964118,3845944.871978472,2563963.2479856466,14967209.6986838
1183,2024-12-31,Assistance,2022,0,7261569.675031848,198540.0413390738,7063029.633692775,
1183,2024-12-31,Assistance,2022,1,8468816.703294938,3387526.681317976,5081290.021976963,
1183,2024-12-31,Assistance,2022,2,9895977.164608136,4947988.582304068,4947988.582304068,25211669.122949567
1183,2024-12-31,Assistance,2023,0,7022056.763722919,328109.0210411144,6693947.742681804,
1183,2024-12-31,Assistance,2023,1,9987619.927641658,3995047.971056664,5992571.956584995,29172619.472181298
1183,2024-12-31,Assistance,2024,0,9333602.574389836,1979744.3826497784,7353858.191740057,29937637.472495005
1221,2024-12-31,Medical expense insurance,2015,0,16154845.477531306,658791.7587166097,15496053.718814695,
1221,2024-12-31,Medical expense insurance,2015,1,13764107.633358082,5505643.053343233,8258464.580014849,
1221,2024-12-31,Medical expense insurance,2015,2,16439578.462503886,8219789.231251943,8219789.231251943,
1221,2024-12-31,Medical expense insurance,2015,3,17434306.821426712,10460584.092856027,6973722.728570683,
1221,2024-12-31,Medical expense insurance,2015,4,20043963.186789885,14030774.23075292,6013188.956036966,
1221,2024-12-31,Medical expense insurance,2015,5,21549090.737089638,17239272.58967171,4309818.147417925,
1221,2024-12-31,Medical expense insurance,2015,6,23257029.646375816,20931326.68173824,2325702.964637577,
1221,2024-12-31,Medical expense insurance,2015,7,25218025.56199012,23957124.28389061,1260901.278099507,
1221,2024-12-31,Medical expense insurance,2015,8,27510311.034761325,26134795.483023256,1375515.5517380685,
1221,2024-12-31,Medical expense insurance,2015,9,29209548.65947344,27749071.22649977,1460477.4329736717,41482870.935368575
1221,2024-12-31,Medical expense insurance,2016,0,11186318.761692746,796200.8818413924,10390117.879851352,
1221,2024-12-31,Medical expense insurance,2016,1,14895101.191139013,5958040.476455606,8937060.714683406,
1221,2024-12-31,Medical expense insurance,2016,2,16771606.204505652,8385803.102252826,8385803.102252826,
1221,2024-12-31,Medical expense insurance,2016,3,18598664.598041333,11159198.7588248,7439465.839216532,
1221,2024-12-31,Medical expense insurance,2016,4,20730821.144092377,14511574.800864665,6219246.343227714,
1221,2024-12-31,Medical expense insurance,2016,5,22681640.139499217,18145312.11159937,4536328.027899843,
1221,2024-12-31,Medical expense insurance,2016,6,24419626.860015348,21977664.174013816,2441962.686001532,
1221,2024-12-31,Medical expense insurance,2016,7,26464220.873226803,25141009.82956546,1323211.043661341,
1221,2024-12-31,Medical expense insurance,2016,8,27541038.382571336,26163986.46344277,1377051.919128567,42277016.55207408
1221,2024-12-31,Medical expense insurance,2017,0,4506173.176155403,340761.1687922311,4165412.007363172,
1221,2024-12-31,Medical expense insurance,2017,1,4645697.4962796895,1858278.998511876,2787418.497767813,
1221,2024-12-31,Medical expense insurance,2017,2,4881334.02323109,2440667.011615545,2440667.011615545,
1221,2024-12-31,Medical expense insurance,2017,3,5590449.003524377,3354269.4021146265,2236179.6014097505,
1221,2024-12-31,Medical expense insurance,2017,4,6209944.041509375,4346960.829056562,1862983.212452813,
1221,2024-12-31,Medical expense insurance,2017,5,6631509.821035167,5305207.856828135,1326301.9642070327,
1221,2024-12-31,Medical expense insurance,2017,6,7409226.356435825,6668303.720792243,740922.6356435819,
1221,2024-12-31,Medical expense insurance,2017,7,7821708.259721966,7430622.846735868,391085.4129860988,12924017.957473429
1221,2024-12-31,Medical expense insurance,2018,0,4081540.8868406015,257005.86531690985,3824535.0215236926,
1221,2024-12-31,Medical expense insurance,2018,1,5382461.797023073,2152984.7188092293,3229477.0782138435,
1221,2024-12-31,Medical expense insurance,2018,2,5840413.030754854,2920206.515377427,2920206.515377427,
1221,2024-12-31,Medical expense insurance,2018,3,6515004.324481948,3909002.5946891694,2606001.729792779,
1221,2024-12-31,Medical expense insurance,2018,4,7265573.423085338,5085901.396159736,2179672.026925602,
1221,2024-12-31,Medical expense insurance,2018,5,8029586.086312506,6423668.869050005,1605917.217262501,
1221,2024-12-31,Medical expense insurance,2018,6,8980644.246922977,8082579.822230681,898064.4246922964,15372267.68081844
1221,2024-12-31,Medical expense insurance,2019,0,4630313.341344507,1191688.7219522502,3438624.619392257,
1221,2024-12-31,Medical expense insurance,2019,1,7027879.911484472,2811151.9645937886,4216727.946890683,
1221,2024-12-31,Medical expense insurance,2019,2,8040032.144049289,4020016.072024645,4020016.072024645,
1221,2024-12-31,Medical expense insurance,2019,3,9050835.458408436,5430501.275045062,3620334.183363373,
1221,2024-12-31,Medical expense insurance,2019,4,9853378.006485509,6897364.604539854,2956013.4019456524,
1221,2024-12-31,Medical expense insurance,2019,5,10412582.020347344,8330065.616277875,2082516.4040694684,20253646.677776963
1221,2024-12-31,Medical expense insurance,2020,0,9328791.455887852,722788.30056544,8606003.155322412,
1221,2024-12-31,Medical expense insurance,2020,1,9272628.051156148,3709051.22046246,5563576.830693688,
1221,2024-12-31,Medical expense insurance,2020,2,10527219.940519674,5263609.970259837,5263609.970259837,
1221,2024-12-31,Medical expense insurance,2020,3,11269250.47139932,6761550.2828395935,4507700.188559727,
1221,2024-12-31,Medical expense insurance,2020,4,12573023.558143629,8801116.49070054,3771907.0674430896,26447920.53397432
1221,2024-12-31,Medical expense insurance,2021,0,8517563.595895316,1474526.5608807076,7043037.035014609,
1221,2024-12-31,Medical expense insurance,2021,1,11289380.18859959,4515752.075439836,6773628.113159754,
1221,2024-12-31,Medical expense insurance,2021,2,12593828.788279315,6296914.394139658,6296914.394139658,
1221,2024-12-31,Medical expense insurance,2021,3,13488554.778433632,8093132.867060181,5395421.911373451,31378205.933975365
1221,2024-12-31,Medical expense insurance,2022,0,5766091.24810565,1246195.43729641,4519895.81080924,
1221,2024-12-31,Medical expense insurance,2022,1,6769880.749491985,2707952.299796794,4061928.449695191,
1221,2024-12-31,Medical expense insurance,2022,2,8228049.026967313,4114024.5134836566,4114024.5134836566,20436980.26068546
1221,2024-12-31,Medical expense insurance,2023,0,10783247.828241045,2834783.269237498,7948464.559003547,
1221,2024-12-31,Medical expense insurance,2023,1,15541691.474413289,6216676.589765315,9325014.884647973,43413346.78375807
1221,2024-12-31,Medical expense insurance,2024,0,2695703.750489666,380333.7874052404,2315369.963084426,7019645.741272312
1221,2024-12-31,Assistance,2015,0,6000108.455892406,385696.2284705561,5614412.22742185,
1221,2024-12-31,Assistance,2015,1,9303205.554995682,3721282.221998273,5581923.33299741,
1221,2024-12-31,Assistance,2015,2,10695224.247076936,5347612.123538468,5347612.123538468,
1221,2024-12-31,Assistance,2015,3,11763241.730659284,7057945.038395572,4705296.692263712,
