Syndicate,Reporting_Date,Fund_ID,Fund_Name,Fund_Type,Fund_Manager,Domicile,Currency,Units_Held,NAV_Per_Unit,Total_Value,Look_Through_Available,Underlying_Equities_Pct,Underlying_Bonds_Pct,Underlying_Property_Pct,Underlying_Other_Pct
2623,2024-12-31,2623-FUND-004,Investment Fund 4,Real estate fund,Manager_18,IT,CHF,4939.915606229602,318.9570509855566,1575620.913880522,No,39.36048826451088,40.317068217914844,20.322443517574293,0
2623,2024-12-31,2623-FUND-005,Investment Fund 5,Equity fund,Manager_49,CA,CAD,46471.0651330943,84.63613235360782,3933131.219217699,No,38.62342045729151,47.28906054191061,14.087519000797888,0
2623,2024-12-31,2623-FUND-006,Investment Fund 6,Hedge fund,Manager_12,CA,AUD,42708.7872817031,427.47770154437166,18257054.222929936,No,52.49480207454307,14.554083963500577,32.95111396195636,0
2623,2024-12-31,2623-FUND-007,Investment Fund 7,Equity fund,Manager_3,NL,EUR,20056.821912946878,95.84544386280044,1922354.9987235356,No,36.566764255150886,32.93011674196819,30.50311900288092,0
2623,2024-12-31,2623-FUND-008,Investment Fund 8,Private equity fund,Manager_15,DE,JPY,5827.865562500901,429.67795671961585,2504105.366932002,Partial,33.012204320715895,25.803836623739873,41.18395905554423,0
2623,2024-12-31,2623-FUND-009,Investment Fund 9,Private equity fund,Manager_42,NL,GBP,10043.971029632026,390.4909472085795,3922079.7610965413,No,60.844146307297464,19.492155613802716,19.663698078899824,0
2623,2024-12-31,2623-FUND-010,Investment Fund 10,Real estate fund,Manager_28,US,CAD,19240.61650569475,75.6510743983703,1455573.310742825,No,40.65994860718339,58.129642481045494,1.2104089117710948,0
2623,2024-12-31,2623-FUND-011,Investment Fund 11,Mixed fund,Manager_10,DE,AUD,5851.459852156081,307.74662450912564,1800767.0179517013,No,54.784654013364964,21.843040044903656,23.372305941731376,0
2623,2024-12-31,2623-FUND-012,Investment Fund 12,Infrastructure fund,Manager_16,NL,JPY,60038.30325218082,173.39580010586616,10410389.62941052,No,1.917738326079998,52.989946976599555,45.09231469732044,0
2791,2024-12-31,2791-FUND-001,Investment Fund 1,Equity fund,Manager_36,US,GBP,58494.84390651025,383.7578580463204,22447856.00431623,Partial,54.73688322503243,16.689608528163365,28.573508246804195,0
2791,2024-12-31,2791-FUND-002,Investment Fund 2,Equity fund,Manager_33,CA,JPY,13484.904026183875,108.43565603804646,1462244.4146893425,Yes,27.074596480454094,34.37799122499767,38.54741229454823,0
2791,2024-12-31,2791-FUND-003,Investment Fund 3,Real estate fund,Manager_43,IT,CAD,63206.364637394996,132.84559551243063,8396687.150430575,No,7.056256171681058,54.28931311290135,38.654430715417604,0
2791,2024-12-31,2791-FUND-004,Investment Fund 4,Mixed fund,Manager_17,IT,GBP,62210.21708035826,401.65793993961915,24987227.635693207,Partial,44.12167876145377,52.35161543772786,3.526705800818358,0
2791,2024-12-31,2791-FUND-005,Investment Fund 5,Equity fund,Manager_8,CH,USD,75004.54303790398,432.8837407949429,32468247.166863166,Yes,23.06156263966093,51.617987086454875,25.32045027388418,0
2791,2024-12-31,2791-FUND-006,Investment Fund 6,Infrastructure fund,Manager_26,GB,GBP,95839.13558176295,65.0406075959767,6233435.609711052,No,39.752228078812436,11.41595148792588,48.83182043326168,0
2791,2024-12-31,2791-FUND-007,Investment Fund 7,Private equity fund,Manager_20,AU,CHF,18413.13805844755,155.9224678542609,2871021.927014356,Partial,30.499393580400678,56.439236657275885,13.061369762323444,0
2791,2024-12-31,2791-FUND-008,Investment Fund 8,Real estate fund,Manager_49,CH,CHF,15279.76209069225,391.5395743343138,5982631.544919228,No,32.111184501876004,58.48453382003683,9.404281678087143,0
2791,2024-12-31,2791-FUND-009,Investment Fund 9,Mixed fund,Manager_12,FR,USD,64946.86140928089,154.79561576831676,10053489.404069165,Yes,10.932646658983138,47.663127592448056,41.404225748568805,0
2791,2024-12-31,2791-FUND-010,Investment Fund 10,Private equity fund,Manager_39,JP,CAD,75727.9183778708,189.25815940078206,14332126.447448485,Partial,24.378974742207912,22.06609193932246,53.55493331846964,0
2791,2024-12-31,2791-FUND-011,Investment Fund 11,Equity fund,Manager_28,NL,GBP,29932.6467171994,182.6677572560451,5467729.444568335,Yes,30.265368442297834,48.1955555410875,21.539076016614658,0
2791,2024-12-31,2791-FUND-012,Investment Fund 12,Real estate fund,Manager_8,GB,USD,91613.70409754812,169.55850418981856,15533882.630068911,Partial,54.09993896531993,6.249047019930196,39.65101401474988,0
2791,2024-12-31,2791-FUND-013,Investment Fund 13,Real estate fund,Manager_30,CA,CAD,90791.56632538613,125.93724727920329,11434039.939186338,Partial,40.910750641030916,19.133824618011257,39.95542474095783,0
2791,2024-12-31,2791-FUND-014,Investment Fund 14,Private equity fund,Manager_39,CH,EUR,68005.18431937465,185.7140914430982,12629521.01929309,Partial,32.18544089425472,51.915641503453735,15.898917602291554,0
6104,2024-12-31,6104-FUND-001,Investment Fund 1,Mixed fund,Manager_45,CA,CAD,15242.928667989647,97.09719815591652,1480045.6653522914,No,31.10095162941745,58.50247618986515,10.396572180717408,0
6104,2024-12-31,6104-FUND-002,Investment Fund 2,Equity fund,Manager_9,DE,GBP,13901.722884061252,339.54302728279885,4720233.072500719,Yes,42.71343455650696,21.144116663687402,36.14244877980563,0
6104,2024-12-31,6104-FUND-003,Investment Fund 3,Equity fund,Manager_2,FR,CAD,92449.40819180083,419.6620637492859,38797509.434171274,Yes,22.884791019702117,42.38865676598301,34.726552214314886,0
6104,2024-12-31,6104-FUND-004,Investment Fund 4,Bond fund,Manager_31,DE,AUD,68035.30208477382,357.2020186082417,24302347.241302725,Yes,67.32767928405279,28.495336929111314,4.176983786835912,0
6104,2024-12-31,6104-FUND-005,Investment Fund 5,Real estate fund,Manager_41,NL,USD,46101.11141702077,450.93824811081674,20788754.41835292,Yes,23.793367465213787,34.776964478257575,41.42966805652865,0
6104,2024-12-31,6104-FUND-006,Investment Fund 6,Mixed fund,Manager_50,CH,USD,17198.004209689352,361.29993761389204,6213637.848044216,No,25.542876916386803,37.121637149920176,37.33548593369302,0
6104,2024-12-31,6104-FUND-007,Investment Fund 7,Real estate fund,Manager_2,US,USD,68981.18256068882,159.6266563919874,11011235.526128028,Yes,47.3559440275263,6.347039802348302,46.29701617012539,0
6104,2024-12-31,6104-FUND-008,Investment Fund 8,Private equity fund,Manager_45,CH,JPY,91109.41629032494,222.27502764579586,20251348.0247243,No,42.0832275380955,28.704061781341395,29.212710680563102,0
6104,2024-12-31,6104-FUND-009,Investment Fund 9,Equity fund,Manager_29,IT,USD,31726.718021703884,392.9583292026461,12467278.104892239,Yes,45.62911686197388,45.852067373881574,8.518815764144547,0
6104,2024-12-31,6104-FUND-010,Investment Fund 10,Mixed fund,Manager_37,CA,GBP,87599.62131600003,381.84414864220497,33449402.822787583,No,42.99083690590395,11.440640555900188,45.56852253819587,0
6104,2024-12-31,6104-FUND-011,Investment Fund 11,Equity fund,Manager_7,CA,JPY,91308.61544137103,334.9304037030975,30582031.43134928,No,42.475065590874,15.148037413148833,42.37689699597717,0
6104,2024-12-31,6104-FUND-012,Investment Fund 12,Private equity fund,Manager_38,IT,AUD,3784.029121514452,218.8946055978562,828303.5621247083,Partial,39.27386524181657,9.154760546085063,51.571374212098355,0
6104,2024-12-31,6104-FUND-013,Investment Fund 13,Mixed fund,Manager_3,CH,JPY,24268.098582379946,343.5265007683008,8336734.986305145,No,36.54733702527048,53.76100637636099,9.69165659836853,0
6104,2024-12-31,6104-FUND-014,Investment Fund 14,Hedge fund,Manager_38,IT,AUD,2674.367192239125,459.3039923211355,1228347.5283280958,No,12.909250704532106,39.244207178619845,47.846542116848056,0
0510,2024-12-31,0510-FUND-001,Investment Fund 1,Private equity fund,Manager_4,NL,GBP,21931.694541892204,169.32683353251002,3713624.39078084,No,26.05455190056199,37.94819361012795,35.99725448931006,0
0510,2024-12-31,0510-FUND-002,Investment Fund 2,Hedge fund,Manager_21,NL,GBP,50784.67648649291,407.7996271370261,20709972.135466304,No,6.533979196067673,47.04792533390351,46.418095470028824,0
0510,2024-12-31,0510-FUND-003,Investment Fund 3,Private equity fund,Manager_27,CH,GBP,17209.166830037924,184.74040616139797,3179228.4698804636,No,8.431773369148226,22.875156221373544,68.69307040947822,0
0510,2024-12-31,0510-FUND-004,Investment Fund 4,Hedge fund,Manager_42,AU,JPY,38453.24510936069,89.77863521604127,3452279.865546316,Partial,17.52044472547553,50.24251909084111,32.23703618368336,0
0510,2024-12-31,0510-FUND-005,Investment Fund 5,Real estate fund,Manager_2,DE,EUR,42199.93369420962,124.9423310737715,5272558.086913143,Partial,47.21931190980864,39.30322180162078,13.477466288570586,0
0510,2024-12-31,0510-FUND-006,Investment Fund 6,Bond fund,Manager_31,AU,JPY,7936.800876397756,75.48150081990111,599081.641859209,Yes,7.385569639288084,35.631938488951725,56.982491871760196,0
0510,2024-12-31,0510-FUND-007,Investment Fund 7,Hedge fund,Manager_15,IT,AUD,50177.59937259246,429.32546710528874,21542521.288860302,No,23.63762278697982,37.563877949929655,38.798499263090534,0
0510,2024-12-31,0510-FUND-008,Investment Fund 8,Hedge fund,Manager_46,CH,USD,18222.406884430526,212.5472265391153,3873122.044152989,No,59.58662422318418,6.610007800097844,33.80336797671798,0
