Syndicate,Reporting_Date,Line_of_Business,Premiums_Written_Gross,Premiums_Written_Reinsurers_Share,Premiums_Written_Net,Premiums_Earned_Gross,Premiums_Earned_Reinsurers_Share,Premiums_Earned_Net,Claims_Incurred_Gross,Claims_Incurred_Reinsurers_Share,Claims_Incurred_Net,Changes_Other_Technical_Provisions_Gross,Changes_Other_Technical_Provisions_Reinsurers,Changes_Other_Technical_Provisions_Net,Expenses_Incurred,Loss_Ratio,Expense_Ratio,Combined_Ratio
0033,2025-09-30,Assistance,36074695.09272452,18395692.11182703,17679002.980897486,25444086.62279741,15308902.470196443,10135184.152600968,55857473.07592427,9256287.436301678,46601185.63962259,1649117.2448721798,886349.8823691877,762767.3625029922,23543556.389589053,459.7961412241675,232.29529957329018,692.0914407974577
0033,2025-09-30,Credit and suretyship insurance,38771366.548436284,14982897.895232704,23788468.65320358,29736033.02644214,28319604.051801004,1416428.9746411368,65766056.13960913,12719228.345050072,53046827.794559054,3420332.9437642135,62873.93181612645,3357459.0119480873,17471713.76005519,3745.1103263401455,1233.504402469724,4978.614728809869
0033,2025-09-30,Miscellaneous financial loss,27129954.56928133,23881760.5124202,3248194.0568611287,27833938.239913084,24325623.12606068,3508315.113852404,57357629.08488238,15757404.559373576,41600224.525508806,-4638396.194752378,-590614.9321640142,-4047781.262588364,10262251.398216859,1185.7607761985926,292.51224776522724,1478.27302396382
0033,2025-09-30,Income protection insurance,48810912.59772153,7191068.669095963,41619843.92862557,90145752.37339184,17791253.77709703,72354498.5962948,29720410.018165365,10145667.307337102,19574742.710828263,-527974.5949516436,301783.00008185185,-829757.5950334955,15313588.553929955,27.05394010128717,21.164666815497977,48.21860691678515
0033,2025-09-30,Fire and other damage to property insurance,93551357.85715339,17424087.072645754,76127270.78450763,94396167.14139508,24934198.985882297,69461968.15551278,24093609.832725476,19750713.863590494,4342895.969134983,-3836336.021145239,952349.1254735747,-4788685.146618813,12612465.869531602,6.252192508297526,18.157368995497755,24.40956150379528
0033,2025-09-30,General liability insurance,90237945.63560556,26701417.25268626,63536528.3829193,80056255.80905682,23460730.47136947,56595525.33768734,29671390.067686364,4456547.094922539,25214842.972763825,-970198.2123483852,-979426.455040474,9228.242692088708,18899021.778049234,44.55271476378203,33.39313782367923,77.94585258746126
0033,2025-09-30,"Marine, aviation and transport insurance",47687978.12302284,29390255.02149787,18297723.101524968,67354849.95559058,24239533.527224664,43115316.428365916,19686431.01902721,18516260.680907205,1170170.338120006,4227571.905133944,-38814.24354319228,4266386.148677137,17125058.75501955,2.7140478954020653,39.719199981918344,42.43324787732041
5820,2025-09-30,Fire and other damage to property insurance,81184784.07223964,9370965.681510314,71813818.39072932,56697587.88768507,14067912.666535515,42629675.22114955,20489691.545410447,9615619.601247566,10874071.944162881,-4318276.906145064,-1422564.279151539,-2895712.626993525,7703325.783096455,25.50822141560208,18.07033655108557,43.578557966687654
5820,2025-09-30,General liability insurance,97049208.9271339,18738238.397375423,78310970.52975848,92368306.40879793,14879949.079923168,77488357.32887477,30085335.718945056,12110553.531124394,17974782.18782066,-604883.1136708986,-1183005.9472147683,578122.8335438697,17816526.293804124,23.19675214114089,22.992520306228105,46.18927244736899
5820,2025-09-30,Assistance,37283054.60076797,20489698.87244574,16793355.72832223,68065484.11465782,8148596.475087555,59916887.639570266,15558278.372418754,17053708.549231917,-1495430.1768131629,-401995.76230679825,-1325508.6134835726,923512.8511767744,24897326.34339534,-2.4958408818043347,41.55310351426309,39.05726263245876
5820,2025-09-30,Motor vehicle liability insurance,24622444.879709333,22375880.72146383,2246564.158245504,93743277.24528284,10240322.501182213,83502954.74410063,20250463.383857377,5184928.9096037205,15065534.474253656,-1967248.5243240446,-1196862.5669680599,-770385.9573559847,18843226.833882637,18.041917822456472,22.56594020131232,40.60785802376879
5820,2025-09-30,Miscellaneous financial loss,24983343.850405015,17735553.203744743,7247790.646660272,94745657.74667922,24035286.46814445,70710371.27853477,47682727.41739863,8512565.174159009,39170162.24323963,1238958.3629163848,81124.3917349549,1157833.97118143,13521667.67780743,55.39521506533277,19.122608796019914,74.51782386135268
5820,2025-09-30,Medical expense insurance,30456830.139215957,27165105.38101167,3291724.758204289,52633417.95924184,9170940.283698361,43462477.67554347,33330042.3508828,10454335.545520686,22875706.805362113,3275378.955668743,700843.1416842062,2574535.8139845366,20386097.872826796,52.63323222420514,46.90505227293598,99.53828449714112
5820,2025-09-30,Income protection insurance,20882501.15429178,15403849.954494039,5478651.19979774,55063499.67591992,4960614.643753361,50102885.032166556,27069166.107211985,16685216.81619843,10383949.291013556,-3628902.9427100094,105930.39435777487,-3734833.3370677843,9304037.44034475,20.725252217206567,18.569863660289155,39.29511587749572
5820,2025-09-30,Credit and suretyship insurance,20969661.97151146,11030036.439988537,9939625.531522924,93142279.12807414,23736890.68519175,69405388.44288239,67655445.37061994,11781372.790674524,55874072.579945415,-3902638.013224965,143878.46692107897,-4046516.480146044,14087546.691199217,80.50394044826554,20.2974826699409,100.80142311820644
0099,2025-09-30,Medical expense insurance,87548566.61916928,7452064.519606115,80096502.09956317,55594567.55067692,8101167.952655623,47493399.5980213,30831203.75962348,16272427.392980393,14558776.366643086,-239818.7063123351,-372335.1445626919,132516.43825035682,12889525.571400706,30.65431510455538,27.13961451590363,57.79392962045901
0099,2025-09-30,Fire and other damage to property insurance,56755741.47247893,24625413.595926423,32130327.87655251,86690521.04839805,27428032.47609428,59262488.57230377,57640396.40280712,8677324.12346423,48963072.27934289,1881347.0608654218,-187190.62783382414,2068537.688699246,10093412.440921023,82.62068208560804,17.031705357102002,99.65238744271004
0099,2025-09-30,Other motor insurance,87269726.35407381,5960658.724058125,81309067.63001569,87435673.39442761,15575459.15099362,71860214.243434,48957685.65488026,14868370.599704089,34089315.055176176,3951177.4070653636,410009.04650162207,3541168.3605637415,17278671.695201233,47.43837102919712,24.04483743489537,71.48320846409248
0099,2025-09-30,General liability insurance,25332163.244855195,17960200.548630103,7371962.696225092,29563013.062912207,22198410.449315652,7364602.613596555,41708871.40713512,15244100.02575036,26464771.38138476,-4583270.993976157,-1245623.9518625904,-3337647.042113567,19326467.761253648,359.35097614806,262.42376914639027,621.7747452944502
0099,2025-09-30,Legal expenses insurance,25766746.87989387,6781418.194131465,18985328.685762405,18932352.593086332,27456033.559187524,-8523680.966101192,54775484.848622404,9358525.353037156,45416959.49558525,-2034644.1871234477,-450890.31076245126,-1583753.8763609964,20493070.62362364,-532.8327007569756,-240.4251250736025,-773.257825830578
0099,2025-09-30,Motor vehicle liability insurance,72909648.88563314,9629889.196686698,63279759.68894644,31406418.820724495,6861495.593121536,24544923.22760296,50297557.742677614,16758707.919991247,33538849.822686367,-2349535.7167499596,-1437165.1169072615,-912370.5998426981,6643433.349528547,136.64271634375672,27.066425459654376,163.7091418034111
0099,2025-09-30,"Marine, aviation and transport insurance",97428802.78760244,12386119.436935507,85042683.35066694,77230182.38353628,19491925.65250233,57738256.73103395,34152499.09986796,6702370.719519991,27450128.38034797,-3786135.8184059355,345038.9041165998,-4131174.7225225354,20492675.61275576,47.54235741515503,35.49236983066216,83.0347272458172
0099,2025-09-30,Credit and suretyship insurance,71512340.28329045,18257553.331228957,53254786.95206149,21230244.204235993,27743730.66226521,-6513486.458029218,58325423.11596533,8270796.6606173655,50054626.45534796,4799703.293588506,305644.76890896633,4494058.52467954,16648453.16414493,-768.4767102516241,-255.59972023312142,-1024.0764304847455
6117,2025-09-30,Assistance,79845854.35436258,25294244.70225344,54551609.65210914,68548852.76452571,7574297.912788801,60974554.85173691,31619515.347680908,19705505.525868893,11914009.821812015,-2753843.881561481,-383498.9284874601,-2370344.953074021,13641537.65888392,19.539314146337937,22.372508814626187,41.91182296096412
6117,2025-09-30,General liability insurance,55152399.175556175,20323489.56236314,34828909.613193035,90616839.50634249,10276625.083980119,80340214.42236237,19047079.825453248,6554468.817478871,12492611.007974377,3869249.002092695,437432.437965618,3431816.564127077,10718135.784783203,15.549636129048105,13.34093499979489,28.890571128842993
6117,2025-09-30,Workers compensation insurance,85275755.11748938,26534249.9090859,58741505.20840348,83181604.0791514,26554236.807349306,56627367.2718021,26629979.170054972,16590754.71743301,10039224.452621963,-394605.0272586001,1025995.6586701847,-1420600.6859287848,19569813.543232262,17.728573543663664,34.558932343261446,52.28750588692511
6117,2025-09-30,Motor vehicle liability insurance,82115795.71997797,21404045.942026787,60711749.77795119,31662015.249167427,17580646.05352652,14081369.195640907,69110844.89242148,19872985.19694814,49237859.69547334,-4568262.642029883,-1005555.5528116886,-3562707.0892181946,7634575.469091238,349.66670507237063,54.21756480509461,403.8842698774653
6117,2025-09-30,Other motor insurance,78078392.79882364,25444633.24642363,52633759.55240001,34440375.20592174,16640464.630843896,17799910.575077843,60760775.6246496,16190427.80579251,44570347.81885709,422372.0549184829,271043.0713763186,151328.98354216432,15167210.938325599,250.3964704253138,85.20947829682717,335.60594872214097
6117,2025-09-30,Income protection insurance,43803876.105505645,19125549.8214754,24678326.284030244,71044168.25785698,25459749.980659384,45584418.2771976,48904898.53079639,16700187.666776843,32204710.864019543,-3399283.6504542697,-115327.57674063044,-3283956.0737136393,5186632.396541866,70.64850683885791,11.378081793217358,82.02658863207527
6117,2025-09-30,Medical expense insurance,39734309.16172984,23161542.877825122,16572766.28390472,94369366.25390099,6880274.390093181,87489091.86380781,35286670.31995472,17401277.43658487,17885392.88336985,-2959643.6537110116,165254.84790685866,-3124898.5016178703,19661425.920593496,20.442997523864594,22.47300263580284,42.91600015966743
6117,2025-09-30,Miscellaneous financial loss,69278836.02081433,9700618.365385402,59578217.65542893,45364611.78880194,23311002.827649534,22053608.961152405,44145137.81965697,3094133.043772429,41051004.77588454,2609907.6002809387,-1394065.935179283,4003973.5354602216,19914675.65462464,186.14189109907676,90.30120961020252,276.4431007092793
