Syndicate,Reporting_Date,Line_of_Business,Accident_Year,Development_Year,Reins_Claims_Reported,Reins_Claims_Paid,Reins_Claims_Outstanding
6117,2024-12-31,Credit and suretyship insurance,2016,0,8190845.211196995,558147.9808918255,7632697.23030517
6117,2024-12-31,Credit and suretyship insurance,2016,1,7750322.27183191,2939844.0938492604,4810478.17798265
6117,2024-12-31,Credit and suretyship insurance,2016,2,5794608.373358114,3634092.729140413,2160515.644217701
6117,2024-12-31,Credit and suretyship insurance,2016,3,9010793.612090103,5326075.830044714,3684717.7820453895
6117,2024-12-31,Credit and suretyship insurance,2016,4,6806729.700272453,7262998.378114792,-456268.6778423395
6117,2024-12-31,Credit and suretyship insurance,2016,5,11244438.401825584,6405667.2663130015,4838771.135512581
6117,2024-12-31,Credit and suretyship insurance,2016,6,7737673.488287844,9747462.502734791,-2009789.0144469496
6117,2024-12-31,Credit and suretyship insurance,2016,7,14047622.37020092,10185252.475680267,3862369.894520652
6117,2024-12-31,Credit and suretyship insurance,2016,8,12699388.724233072,13206923.796632351,-507535.0723992791
6117,2024-12-31,Credit and suretyship insurance,2017,0,7260929.516098266,1025792.8352204683,6235136.680877798
6117,2024-12-31,Credit and suretyship insurance,2017,1,5580993.465464952,2171325.941291767,3409667.5241731843
6117,2024-12-31,Credit and suretyship insurance,2017,2,7845146.289661464,2848948.8771849987,4996197.412476465
6117,2024-12-31,Credit and suretyship insurance,2017,3,7245432.039890942,4981991.917209363,2263440.12268158
6117,2024-12-31,Credit and suretyship insurance,2017,4,9781667.56676289,4898075.846201229,4883591.720561662
6117,2024-12-31,Credit and suretyship insurance,2017,5,9685896.67913021,7119867.450478053,2566029.228652157
6117,2024-12-31,Credit and suretyship insurance,2017,6,8333267.354335089,11466132.477479156,-3132865.123144067
6117,2024-12-31,Credit and suretyship insurance,2017,7,9493463.248249672,8704158.19418399,789305.054065682
6117,2024-12-31,Credit and suretyship insurance,2018,0,7235563.268660956,928630.787206914,6306932.481454042
6117,2024-12-31,Credit and suretyship insurance,2018,1,6831723.692353372,2666378.8950836966,4165344.797269676
6117,2024-12-31,Credit and suretyship insurance,2018,2,8901651.051181115,3857917.184348669,5043733.866832446
6117,2024-12-31,Credit and suretyship insurance,2018,3,10076646.71168369,6034315.064589988,4042331.647093703
6117,2024-12-31,Credit and suretyship insurance,2018,4,11478292.28212648,8453551.526277129,3024740.755849352
6117,2024-12-31,Credit and suretyship insurance,2018,5,11843375.939631388,9396948.217073668,2446427.72255772
6117,2024-12-31,Credit and suretyship insurance,2018,6,8778944.487841366,12255734.081494322,-3476789.593652956
6117,2024-12-31,Credit and suretyship insurance,2019,0,2085434.8041760835,3337.239723812831,2082097.5644522707
6117,2024-12-31,Credit and suretyship insurance,2019,1,2705404.4166563847,1020747.3740765871,1684657.0425797976
6117,2024-12-31,Credit and suretyship insurance,2019,2,2298750.9031474176,1305209.0399132269,993541.8632341909
6117,2024-12-31,Credit and suretyship insurance,2019,3,3574435.675568388,1792723.942794946,1781711.7327734418
6117,2024-12-31,Credit and suretyship insurance,2019,4,3401428.4424018366,1908836.200178736,1492592.2422231005
6117,2024-12-31,Credit and suretyship insurance,2019,5,3275557.1650119824,3554253.483130411,-278696.31811842835
6117,2024-12-31,Credit and suretyship insurance,2020,0,6034643.004001495,699232.3833397981,5335410.620661696
6117,2024-12-31,Credit and suretyship insurance,2020,1,8173181.563351148,2139290.7991864868,6033890.764164661
6117,2024-12-31,Credit and suretyship insurance,2020,2,7700766.298679348,4092300.115169837,3608466.183509511
6117,2024-12-31,Credit and suretyship insurance,2020,3,9044355.22222457,6113021.444717557,2931333.7775070136
6117,2024-12-31,Credit and suretyship insurance,2020,4,10807622.99780977,7734573.61231079,3073049.385498979
6117,2024-12-31,Credit and suretyship insurance,2021,0,4627073.595268979,259723.60299336087,4367349.992275618
6117,2024-12-31,Credit and suretyship insurance,2021,1,4917156.961247857,2160728.1742811,2756428.7869667574
6117,2024-12-31,Credit and suretyship insurance,2021,2,5468684.850362998,3121401.2977463426,2347283.552616656
6117,2024-12-31,Credit and suretyship insurance,2021,3,7901195.949221417,3703364.524530032,4197831.424691385
6117,2024-12-31,Credit and suretyship insurance,2022,0,4982408.259450831,1236380.0977871325,3746028.161663698
6117,2024-12-31,Credit and suretyship insurance,2022,1,4395756.688508402,2376165.984019942,2019590.7044884595
6117,2024-12-31,Credit and suretyship insurance,2022,2,6257181.150523587,3455294.185047096,2801886.965476491
6117,2024-12-31,Credit and suretyship insurance,2023,0,2002042.423559948,304356.6629642068,1697685.7605957412
6117,2024-12-31,Credit and suretyship insurance,2023,1,2866003.845456236,716629.7263068202,2149374.119149416
6117,2024-12-31,Credit and suretyship insurance,2024,0,3558334.4287601365,1258395.214274857,2299939.2144852798
6117,2024-12-31,Medical expense insurance,2015,0,2220852.9138537967,69583.56289859874,2151269.350955198
6117,2024-12-31,Medical expense insurance,2015,1,3235100.0195477363,1027970.8777236668,2207129.141824069
6117,2024-12-31,Medical expense insurance,2015,2,3011563.189612595,1915490.9113032653,1096072.2783093296
6117,2024-12-31,Medical expense insurance,2015,3,3162552.2470230204,2475137.5582312583,687414.6887917621
6117,2024-12-31,Medical expense insurance,2015,4,3232123.465679673,2809512.638427976,422610.8272516974
6117,2024-12-31,Medical expense insurance,2015,5,4610748.873502721,2643343.218475757,1967405.655026964
6117,2024-12-31,Medical expense insurance,2015,6,4078489.920260347,4011977.0528556295,66512.86740471749
6117,2024-12-31,Medical expense insurance,2015,7,5963695.908267502,4441042.569561721,1522653.338705781
6117,2024-12-31,Medical expense insurance,2015,8,5604466.679161065,4888803.8785911845,715662.8005698808
6117,2024-12-31,Medical expense insurance,2015,9,4903110.314819439,5155166.23414366,-252055.9193242211
6117,2024-12-31,Medical expense insurance,2016,0,3381108.089455429,474326.011858263,2906782.0775971664
6117,2024-12-31,Medical expense insurance,2016,1,3208802.7517668228,1123088.4138975297,2085714.3378692933
6117,2024-12-31,Medical expense insurance,2016,2,3276919.0292033283,1433380.0397078332,1843538.989495495
6117,2024-12-31,Medical expense insurance,2016,3,3521323.7457667594,2408238.9408273576,1113084.8049394018
6117,2024-12-31,Medical expense insurance,2016,4,3591025.357067524,3292240.4653921146,298784.8916754094
6117,2024-12-31,Medical expense insurance,2016,5,3589989.8713713987,3075847.0047660307,514142.866605368
6117,2024-12-31,Medical expense insurance,2016,6,4917366.956248574,4645081.975441042,272284.9808075316
6117,2024-12-31,Medical expense insurance,2016,7,5064671.572434915,5531873.8493847605,-467202.27694984525
6117,2024-12-31,Medical expense insurance,2016,8,4326205.210471783,5224915.723977811,-898710.5135060279
6117,2024-12-31,Medical expense insurance,2017,0,7367934.355020691,1448221.3574209558,5919712.997599735
6117,2024-12-31,Medical expense insurance,2017,1,6009392.933562379,3251450.3871975066,2757942.5463648727
6117,2024-12-31,Medical expense insurance,2017,2,6994890.897790136,3767444.492724672,3227446.405065464
6117,2024-12-31,Medical expense insurance,2017,3,6825404.23535354,6103567.1754365815,721837.0599169582
6117,2024-12-31,Medical expense insurance,2017,4,10846864.329110771,5400073.849720426,5446790.4793903455
6117,2024-12-31,Medical expense insurance,2017,5,7678279.457355639,9126382.228690172,-1448102.7713345326
6117,2024-12-31,Medical expense insurance,2017,6,11645123.75740963,7651045.935371971,3994077.82203766
6117,2024-12-31,Medical expense insurance,2017,7,9135875.258288937,9862052.131323734,-726176.8730347976
6117,2024-12-31,Medical expense insurance,2018,0,4266689.350061361,677938.9425586404,3588750.40750272
6117,2024-12-31,Medical expense insurance,2018,1,3670698.2769176937,2106882.35733419,1563815.9195835036
6117,2024-12-31,Medical expense insurance,2018,2,4411133.46331657,2193402.345275256,2217731.118041314
6117,2024-12-31,Medical expense insurance,2018,3,6651514.064398969,3842620.686069953,2808893.378329016
6117,2024-12-31,Medical expense insurance,2018,4,5588923.801598696,5505310.723970966,83613.07762772962
6117,2024-12-31,Medical expense insurance,2018,5,6394372.876626913,6665058.389703511,-270685.5130765978
6117,2024-12-31,Medical expense insurance,2018,6,6901499.785870906,6658852.159258128,242647.62661277785
6117,2024-12-31,Medical expense insurance,2019,0,1050074.8050941906,298863.98685158894,751210.8182426017
6117,2024-12-31,Medical expense insurance,2019,1,1516924.1776680152,759331.9982876359,757592.1793803794
6117,2024-12-31,Medical expense insurance,2019,2,2442137.22998091,1205622.8922060006,1236514.3377749096
6117,2024-12-31,Medical expense insurance,2019,3,2248681.9170915787,1446654.4347664707,802027.482325108
6117,2024-12-31,Medical expense insurance,2019,4,2414797.4954399387,2241245.038603621,173552.45683631767
6117,2024-12-31,Medical expense insurance,2019,5,3447693.5577045083,2404879.158220449,1042814.3994840588
6117,2024-12-31,Medical expense insurance,2020,0,2960675.7952328203,220148.5159149937,2740527.2793178265
6117,2024-12-31,Medical expense insurance,2020,1,3185984.328144345,1560758.207775995,1625226.1203683503
6117,2024-12-31,Medical expense insurance,2020,2,3259139.0684821764,2391844.4450994343,867294.623382742
6117,2024-12-31,Medical expense insurance,2020,3,5574759.324922902,2949769.613152933,2624989.7117699687
6117,2024-12-31,Medical expense insurance,2020,4,4800189.014485762,3657562.5945775504,1142626.419908212
6117,2024-12-31,Medical expense insurance,2021,0,446003.7119802877,19072.560537691515,426931.15144259616
6117,2024-12-31,Medical expense insurance,2021,1,708101.7483889376,375813.537869144,332288.2105197936
6117,2024-12-31,Medical expense insurance,2021,2,884360.209859992,372986.167022218,511374.042837774
6117,2024-12-31,Medical expense insurance,2021,3,1002149.0955976264,525728.2268641114,476420.86873351503
6117,2024-12-31,Medical expense insurance,2022,0,2475568.6171590937,432862.4678165025,2042706.1493425912
6117,2024-12-31,Medical expense insurance,2022,1,3612220.320985748,1379009.430778307,2233210.890207441
6117,2024-12-31,Medical expense insurance,2022,2,3202532.764080868,1603638.0495491324,1598894.7145317353
6117,2024-12-31,Medical expense insurance,2023,0,4010415.650363057,1197872.099480454,2812543.550882603
6117,2024-12-31,Medical expense insurance,2023,1,6215589.069358815,2343651.064369727,3871938.004989088
6117,2024-12-31,Medical expense insurance,2024,0,1022746.0886798892,254970.90883656472,767775.1798433246
5000,2024-12-31,Other motor insurance,2015,0,1198830.1401840006,240370.36742045436,958459.7727635464
5000,2024-12-31,Other motor insurance,2015,1,1187705.6885630477,393406.0228402442,794299.6657228034
5000,2024-12-31,Other motor insurance,2015,2,1393249.9452491228,604043.0829074206,789206.8623417022
5000,2024-12-31,Other motor insurance,2015,3,1653299.448922758,714880.6109437236,938418.8379790344
5000,2024-12-31,Other motor insurance,2015,4,1708094.71415822,995967.5483630436,712127.1657951765
5000,2024-12-31,Other motor insurance,2015,5,1439589.9004151465,1598249.9025762866,-158660.0021611401
5000,2024-12-31,Other motor insurance,2015,6,1393762.2273297985,1988835.5878009952,-595073.3604711967
5000,2024-12-31,Other motor insurance,2015,7,1891330.29935965,1681076.8337068483,210253.4656528016
5000,2024-12-31,Other motor insurance,2015,8,2204944.921976345,2597878.7441814826,-392933.8222051375
5000,2024-12-31,Other motor insurance,2015,9,2540994.1005432224,2196687.3092722506,344306.79127097176
5000,2024-12-31,Other motor insurance,2016,0,3334727.2001723773,87551.22768148764,3247175.972490889
5000,2024-12-31,Other motor insurance,2016,1,3053558.204891209,1429872.8828986976,1623685.3219925114
5000,2024-12-31,Other motor insurance,2016,2,4289090.862798695,1982508.7511550172,2306582.111643678
5000,2024-12-31,Other motor insurance,2016,3,4694980.172848855,2433621.143965914,2261359.028882941
5000,2024-12-31,Other motor insurance,2016,4,6491267.862578885,2955622.1736461804,3535645.6889327043
5000,2024-12-31,Other motor insurance,2016,5,5522356.873187949,5527385.011588621,-5028.138400672004
5000,2024-12-31,Other motor insurance,2016,6,7515454.649236051,5171766.209991842,2343688.43924421
5000,2024-12-31,Other motor insurance,2016,7,5471229.244561751,5035982.0186448,435247.2259169519
5000,2024-12-31,Other motor insurance,2016,8,8823596.194547107,5492992.926401086,3330603.2681460213
5000,2024-12-31,Other motor insurance,2017,0,713814.9911904323,32338.236203078097,681476.7549873543
5000,2024-12-31,Other motor insurance,2017,1,1611777.2146743687,644027.9576039468,967749.257070422
5000,2024-12-31,Other motor insurance,2017,2,1815605.892787301,828112.8969208377,987492.9958664632
5000,2024-12-31,Other motor insurance,2017,3,1788683.2052352435,1058837.9457011863,729845.2595340572
5000,2024-12-31,Other motor insurance,2017,4,2455956.852751153,1323838.7507300405,1132118.1020211128
5000,2024-12-31,Other motor insurance,2017,5,1722805.188802902,1961558.999633537,-238753.81083063505
5000,2024-12-31,Other motor insurance,2017,6,1761196.7310909687,1918544.6563250143,-157347.92523404583
5000,2024-12-31,Other motor insurance,2017,7,2023299.3443055144,2877455.332194997,-854155.9878894829
5000,2024-12-31,Other motor insurance,2018,0,1199991.5665407542,263059.9536935727,936931.6128471816
5000,2024-12-31,Other motor insurance,2018,1,1257619.6436602853,519845.5112501561,737774.1324101292
5000,2024-12-31,Other motor insurance,2018,2,1305955.130756345,817897.4650895862,488057.6656667589
5000,2024-12-31,Other motor insurance,2018,3,1389497.7442854147,778911.6706838952,610586.0736015195
5000,2024-12-31,Other motor insurance,2018,4,1876997.712323016,1040228.837123476,836768.8751995399
5000,2024-12-31,Other motor insurance,2018,5,1315951.4825323971,1342530.9249303224,-26579.442397925304
5000,2024-12-31,Other motor insurance,2018,6,2398532.249236778,1708803.937581194,689728.3116555838
5000,2024-12-31,Other motor insurance,2019,0,2626380.728054777,294113.175277626,2332267.55277715
5000,2024-12-31,Other motor insurance,2019,1,2760898.4818481444,944089.0869736688,1816809.394874476
5000,2024-12-31,Other motor insurance,2019,2,2709371.001171561,1536152.499909428,1173218.501262133
5000,2024-12-31,Other motor insurance,2019,3,2840148.24805979,2089567.9205810523,750580.3274787376
5000,2024-12-31,Other motor insurance,2019,4,3452061.859779209,2301935.626483595,1150126.233295614
5000,2024-12-31,Other motor insurance,2019,5,3247791.7368777078,2545825.397829901,701966.3390478063
5000,2024-12-31,Other motor insurance,2020,0,2937667.4949217923,330436.32382982323,2607231.171091969
5000,2024-12-31,Other motor insurance,2020,1,4965267.787337005,2538895.934131622,2426371.8532053838
5000,2024-12-31,Other motor insurance,2020,2,5665823.635357094,2308511.1282220557,3357312.5071350387
5000,2024-12-31,Other motor insurance,2020,3,7252973.084039311,3072955.538791132,4180017.545248179
5000,2024-12-31,Other motor insurance,2020,4,5972334.292689107,5212693.487555333,759640.805133774
5000,2024-12-31,Other motor insurance,2021,0,6847309.424232173,1712202.7965678517,5135106.627664321
5000,2024-12-31,Other motor insurance,2021,1,6627850.300933139,3039084.5886503607,3588765.7122827787
5000,2024-12-31,Other motor insurance,2021,2,8090304.919641716,3415539.996738832,4674764.922902884
5000,2024-12-31,Other motor insurance,2021,3,9181085.658361625,5011991.874278089,4169093.784083536
5000,2024-12-31,Other motor insurance,2022,0,3004494.63340214,771110.2761493925,2233384.3572527478
5000,2024-12-31,Other motor insurance,2022,1,6841726.732093346,2036812.5046742165,4804914.2274191305
5000,2024-12-31,Other motor insurance,2022,2,6513010.222082704,2736089.943092199,3776920.278990505
5000,2024-12-31,Other motor insurance,2023,0,5782262.901836854,291947.4050487358,5490315.496788119
5000,2024-12-31,Other motor insurance,2023,1,6022044.823506656,1750583.2908099054,4271461.532696751
5000,2024-12-31,Other motor insurance,2024,0,2770970.979748307,662958.3839381406,2108012.595810166
5000,2024-12-31,Legal expenses insurance,2015,0,3365121.7939342605,382148.0140206005,2982973.77991366
5000,2024-12-31,Legal expenses insurance,2015,1,6891887.18894452,1915366.4862609815,4976520.702683538
5000,2024-12-31,Legal expenses insurance,2015,2,6886134.213804076,4077518.280429351,2808615.9333747253
5000,2024-12-31,Legal expenses insurance,2015,3,7630841.749475442,4416467.050457149,3214374.699018293
5000,2024-12-31,Legal expenses insurance,2015,4,8039509.303424039,4907044.798344857,3132464.505079182
5000,2024-12-31,Legal expenses insurance,2015,5,8905757.351390824,8976393.208455142,-70635.85706431791
5000,2024-12-31,Legal expenses insurance,2015,6,10525799.000937968,10592836.062038548,-67037.06110058166
5000,2024-12-31,Legal expenses insurance,2015,7,12594626.726873703,11743931.336407896,850695.390465809
5000,2024-12-31,Legal expenses insurance,2015,8,11800439.278717425,8841088.113189846,2959351.1655275784
5000,2024-12-31,Legal expenses insurance,2015,9,10468312.535497244,12894965.319708323,-2426652.7842110824
5000,2024-12-31,Legal expenses insurance,2016,0,4056947.727916184,205780.3714481685,3851167.356468016
5000,2024-12-31,Legal expenses insurance,2016,1,3272836.787535259,1883798.3973599935,1389038.3901752653
5000,2024-12-31,Legal expenses insurance,2016,2,5012771.258193356,2768290.1148581286,2244481.1433352274
5000,2024-12-31,Legal expenses insurance,2016,3,6063883.279011995,2417836.3970198124,3646046.881992182
5000,2024-12-31,Legal expenses insurance,2016,4,4340680.063454152,3907148.273370223,433531.79008392943
5000,2024-12-31,Legal expenses insurance,2016,5,5727990.349116008,6082868.750202217,-354878.40108620934
5000,2024-12-31,Legal expenses insurance,2016,6,5393042.339135888,5781632.947479988,-388590.6083441004
5000,2024-12-31,Legal expenses insurance,2016,7,8323016.107913292,6640745.144400265,1682270.963513027
5000,2024-12-31,Legal expenses insurance,2016,8,6738569.556754723,7772896.420746264,-1034326.8639915409
5000,2024-12-31,Legal expenses insurance,2017,0,4272261.58889345,965346.5675809704,3306915.0213124794
5000,2024-12-31,Legal expenses insurance,2017,1,7023428.2165789725,2594542.9876637543,4428885.228915218
5000,2024-12-31,Legal expenses insurance,2017,2,6552890.223356725,4381577.089739392,2171313.133617333
5000,2024-12-31,Legal expenses insurance,2017,3,10446867.471553575,4498583.502272908,5948283.969280669
5000,2024-12-31,Legal expenses insurance,2017,4,6968931.077393497,6503510.789175548,465420.2882179497
5000,2024-12-31,Legal expenses insurance,2017,5,11702066.932738803,7712907.299847595,3989159.63289121
5000,2024-12-31,Legal expenses insurance,2017,6,13096324.321153725,7828179.578545739,5268144.742607986
5000,2024-12-31,Legal expenses insurance,2017,7,11102430.995076,9663625.627750268,1438805.3673257325
5000,2024-12-31,Legal expenses insurance,2018,0,1595703.180148955,190124.1607483368,1405579.0194006185
5000,2024-12-31,Legal expenses insurance,2018,1,2668523.4805299165,976397.1622144928,1692126.3183154238
5000,2024-12-31,Legal expenses insurance,2018,2,2034149.2391105609,1001252.5187909108,1032896.72031965
5000,2024-12-31,Legal expenses insurance,2018,3,2642082.5070804777,1627034.1688148866,1015048.3382655912
5000,2024-12-31,Legal expenses insurance,2018,4,3219024.948348035,1852431.512065244,1366593.436282791
5000,2024-12-31,Legal expenses insurance,2018,5,3444508.8498305883,2336152.672825827,1108356.1770047615
5000,2024-12-31,Legal expenses insurance,2018,6,3195545.3998509035,2719094.880635733,476450.5192151708
5000,2024-12-31,Legal expenses insurance,2019,0,1129793.3380715032,263094.4773605449,866698.8607109583
5000,2024-12-31,Legal expenses insurance,2019,1,1081806.8018012545,478713.9076242705,603092.8941769837
5000,2024-12-31,Legal expenses insurance,2019,2,1167836.4971007514,775584.239148117,392252.2579526344
5000,2024-12-31,Legal expenses insurance,2019,3,1360775.9662600255,878082.0027649936,482693.96349503216
5000,2024-12-31,Legal expenses insurance,2019,4,1325164.8562311328,1468566.2904441415,-143401.43421300873
5000,2024-12-31,Legal expenses insurance,2019,5,1941330.229214114,1722966.8444230934,218363.3847910205
5000,2024-12-31,Legal expenses insurance,2020,0,5217881.49844298,33074.94077576716,5184806.5576672135
5000,2024-12-31,Legal expenses insurance,2020,1,7252652.487208416,2530519.751818282,4722132.735390134
5000,2024-12-31,Legal expenses insurance,2020,2,5880066.500612326,4084825.670349812,1795240.8302625143
5000,2024-12-31,Legal expenses insurance,2020,3,9156673.215286776,3658208.875534502,5498464.339752273
5000,2024-12-31,Legal expenses insurance,2020,4,9431225.600456536,5564717.048813303,3866508.551643233
5000,2024-12-31,Legal expenses insurance,2021,0,4357276.273066595,410753.4748119264,3946522.7982546687
5000,2024-12-31,Legal expenses insurance,2021,1,3978228.374341528,1410434.682169998,2567793.6921715294
5000,2024-12-31,Legal expenses insurance,2021,2,4094049.1924619135,1480371.9164823531,2613677.2759795613
5000,2024-12-31,Legal expenses insurance,2021,3,4633295.08289251,2218908.309749244,2414386.773143266
5000,2024-12-31,Legal expenses insurance,2022,0,1635130.2533139042,23958.774406790097,1611171.478907114
5000,2024-12-31,Legal expenses insurance,2022,1,2047991.5447751167,841695.0264963129,1206296.518278804
5000,2024-12-31,Legal expenses insurance,2022,2,1658383.472844138,823678.8720040852,834704.6008400528
5000,2024-12-31,Legal expenses insurance,2023,0,3305789.222834505,196773.24213951672,3109015.9806949883
5000,2024-12-31,Legal expenses insurance,2023,1,3669847.981192069,1443062.4578326344,2226785.5233594347
5000,2024-12-31,Legal expenses insurance,2024,0,4654773.124744005,226901.14939730827,4427871.975346697
5000,2024-12-31,Motor vehicle liability insurance,2015,0,4265902.156752647,973789.1435311504,3292113.0132214967
5000,2024-12-31,Motor vehicle liability insurance,2015,1,5162316.350041432,1584722.928073438,3577593.4219679944
5000,2024-12-31,Motor vehicle liability insurance,2015,2,6190215.15993884,2429672.2638742127,3760542.896064627
5000,2024-12-31,Motor vehicle liability insurance,2015,3,6429528.458456574,2704171.0581154358,3725357.4003411382
5000,2024-12-31,Motor vehicle liability insurance,2015,4,5126334.672076364,5431156.005355862,-304821.3332794979
5000,2024-12-31,Motor vehicle liability insurance,2015,5,5606498.757145509,4518713.360473757,1087785.3966717524
5000,2024-12-31,Motor vehicle liability insurance,2015,6,6888427.679539762,5157913.731527488,1730513.9480122747
5000,2024-12-31,Motor vehicle liability insurance,2015,7,7583044.89844122,6109602.521434819,1473442.3770064004
5000,2024-12-31,Motor vehicle liability insurance,2015,8,10532108.531192249,9348919.22993057,1183189.3012616765
5000,2024-12-31,Motor vehicle liability insurance,2015,9,7995938.8706352515,7804499.884502713,191438.98613253888
5000,2024-12-31,Motor vehicle liability insurance,2016,0,2251261.3427698314,687746.2641240987,1563515.0786457327
5000,2024-12-31,Motor vehicle liability insurance,2016,1,1896056.367286532,773731.0244888287,1122325.3427977036
5000,2024-12-31,Motor vehicle liability insurance,2016,2,1662061.199643816,1191353.8386232927,470707.36102052336
5000,2024-12-31,Motor vehicle liability insurance,2016,3,2557206.879886386,1538395.9256912284,1018810.9541951576
5000,2024-12-31,Motor vehicle liability insurance,2016,4,2690426.5458009546,1878406.801334669,812019.7444662855
5000,2024-12-31,Motor vehicle liability insurance,2016,5,3482553.134063258,2342432.677906094,1140120.4561571635
5000,2024-12-31,Motor vehicle liability insurance,2016,6,3949472.5985339023,3511069.3907896383,438403.207744264
5000,2024-12-31,Motor vehicle liability insurance,2016,7,3191131.959390844,2629040.653027256,562091.3063635887
5000,2024-12-31,Motor vehicle liability insurance,2016,8,3340471.2208325,4298615.457603645,-958144.2367711448
5000,2024-12-31,Motor vehicle liability insurance,2017,0,2451162.2348605604,128095.39517027032,2323066.83969029
5000,2024-12-31,Motor vehicle liability insurance,2017,1,5684920.496616872,2352020.097667391,3332900.398949481
5000,2024-12-31,Motor vehicle liability insurance,2017,2,4719168.647180343,2269035.8164092284,2450132.8307711147
5000,2024-12-31,Motor vehicle liability insurance,2017,3,7117924.882113371,3670197.244659591,3447727.63745378
5000,2024-12-31,Motor vehicle liability insurance,2017,4,6634317.88460927,3567650.84691552,3066667.0376937506
5000,2024-12-31,Motor vehicle liability insurance,2017,5,7139258.465238675,6218295.060756051,920963.4044826236
5000,2024-12-31,Motor vehicle liability insurance,2017,6,8536962.85557814,7990181.643619635,546781.2119585043
5000,2024-12-31,Motor vehicle liability insurance,2017,7,9413555.708691526,7579844.02869207,1833711.679999456
5000,2024-12-31,Motor vehicle liability insurance,2018,0,4625846.079502548,1425516.3453090317,3200329.7341935164
5000,2024-12-31,Motor vehicle liability insurance,2018,1,4055700.7951174905,2088115.603303535,1967585.1918139555
5000,2024-12-31,Motor vehicle liability insurance,2018,2,5418391.925865359,2402098.5428815987,3016293.38298376
5000,2024-12-31,Motor vehicle liability insurance,2018,3,5953006.670777365,3271449.035191987,2681557.635585377
5000,2024-12-31,Motor vehicle liability insurance,2018,4,7498789.555611019,3539786.7304597828,3959002.825151236
5000,2024-12-31,Motor vehicle liability insurance,2018,5,8575405.235496728,5282532.90514122,3292872.3303555083
5000,2024-12-31,Motor vehicle liability insurance,2018,6,8831665.358095873,7897648.774602321,934016.5834935522
5000,2024-12-31,Motor vehicle liability insurance,2019,0,3048865.7793053263,616577.23879077,2432288.540514556
5000,2024-12-31,Motor vehicle liability insurance,2019,1,2624392.6400532806,1064762.961530616,1559629.6785226646
5000,2024-12-31,Motor vehicle liability insurance,2019,2,3052730.9493331853,1806979.5121056796,1245751.437227506
5000,2024-12-31,Motor vehicle liability insurance,2019,3,3980900.1777338376,3012794.4046255723,968105.7731082654
5000,2024-12-31,Motor vehicle liability insurance,2019,4,4265027.063874687,3811483.232606976,453543.8312677117
5000,2024-12-31,Motor vehicle liability insurance,2019,5,5064114.8279261645,3651953.016212133,1412161.8117140313
5000,2024-12-31,Motor vehicle liability insurance,2020,0,3658853.4210320255,916042.5257601192,2742810.895271906
5000,2024-12-31,Motor vehicle liability insurance,2020,1,4080815.872609296,1743567.4777369704,2337248.394872325
5000,2024-12-31,Motor vehicle liability insurance,2020,2,5142164.551808871,2469051.163302312,2673113.38850656
5000,2024-12-31,Motor vehicle liability insurance,2020,3,4119426.67424781,3497508.948991631,621917.725256179
5000,2024-12-31,Motor vehicle liability insurance,2020,4,4593844.306818399,3905745.481151625,688098.8256667736
5000,2024-12-31,Motor vehicle liability insurance,2021,0,1917394.0504203169,601316.3023512835,1316077.7480690335
5000,2024-12-31,Motor vehicle liability insurance,2021,1,2565989.550651404,874362.2025328702,1691627.3481185334
5000,2024-12-31,Motor vehicle liability insurance,2021,2,2125106.400635843,1068560.4331348615,1056545.9675009816
5000,2024-12-31,Motor vehicle liability insurance,2021,3,3003311.0826721764,1425542.7989721408,1577768.2837000357
5000,2024-12-31,Motor vehicle liability insurance,2022,0,955504.1038733172,150216.11454231731,805287.9893309998
5000,2024-12-31,Motor vehicle liability insurance,2022,1,1107005.4504839624,671672.7984676088,435332.6520163537
5000,2024-12-31,Motor vehicle liability insurance,2022,2,1780944.5173234656,982813.8959000512,798130.6214234142
5000,2024-12-31,Motor vehicle liability insurance,2023,0,5484097.7056678925,891495.2546590434,4592602.451008849
5000,2024-12-31,Motor vehicle liability insurance,2023,1,6005589.259421538,1887772.5522532077,4117816.7071683295
5000,2024-12-31,Motor vehicle liability insurance,2024,0,2040754.137901175,165531.9538750188,1875222.1840261563
5000,2024-12-31,Workers compensation insurance,2015,0,5123399.337299765,759868.2109710039,4363531.126328761
5000,2024-12-31,Workers compensation insurance,2015,1,4824882.340143367,1756412.928827728,3068469.4113156386
5000,2024-12-31,Workers compensation insurance,2015,2,5150495.68072287,2876910.622652945,2273585.058069925
5000,2024-12-31,Workers compensation insurance,2015,3,5327574.79887811,3267103.556909685,2060471.2419684243
5000,2024-12-31,Workers compensation insurance,2015,4,7782029.809714084,5902962.450118662,1879067.3595954224
5000,2024-12-31,Workers compensation insurance,2015,5,9570334.974892894,5524286.392085452,4046048.582807442
5000,2024-12-31,Workers compensation insurance,2015,6,7209085.052654609,8334799.848280961,-1125714.7956263516
5000,2024-12-31,Workers compensation insurance,2015,7,10010804.229429184,10178060.365275482,-167256.13584629633
5000,2024-12-31,Workers compensation insurance,2015,8,10881240.365083534,11831762.392875103,-950522.027791569
5000,2024-12-31,Workers compensation insurance,2015,9,10048805.507167282,11387380.008157572,-1338574.5009902902
5000,2024-12-31,Workers compensation insurance,2016,0,3015721.9499816154,331928.3580070275,2683793.591974588
5000,2024-12-31,Workers compensation insurance,2016,1,5286106.952748291,1973058.9842204596,3313047.968527832
