Transaction_ID,Policy_ID,Syndicate_Number,Year_of_Account,LOB_Code,LOB_Name,Currency,Transaction_Type,Transaction_Date,Quarter,Gross_Amount,Ceding_Commission,Net_Amount,Earned_Premium,Unearned_Premium,Country
PRM00000499,POL000997,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-09-15,Q3,98839.15,13140.95,85533.12,74129.36,24709.79,GB
PRM00000500,POL000997,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-12-15,Q4,98839.15,11581.22,86669.77,98839.15,0.0,GB
PRM00000501,POL001037,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-03-15,Q1,332266.48,61743.76,273667.59,83066.62,249199.86,FR
PRM00000502,POL001037,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-06-15,Q2,332266.48,36753.62,277878.14,166133.24,166133.24,FR
PRM00000503,POL001037,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-09-15,Q3,332266.48,60503.45,263627.21,249199.86,83066.62,FR
PRM00000504,POL001037,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-12-15,Q4,332266.48,61062.19,282937.48,332266.48,0.0,FR
PRM00000505,POL001174,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-03-15,Q1,549998.32,109298.22,480537.22,137499.58,412498.74,US
PRM00000506,POL001174,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-06-15,Q2,549998.32,66082.32,449541.46,274999.16,274999.16,US
PRM00000507,POL001174,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-09-15,Q3,549998.32,60692.78,418246.55,412498.74,137499.58,US
PRM00000508,POL001174,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-12-15,Q4,549998.32,93832.7,487815.38,549998.32,0.0,US
PRM00000509,POL001466,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-03-15,Q1,493458.78,97387.82,390113.69,123364.7,370094.09,JP
PRM00000510,POL001466,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-06-15,Q2,493458.78,59302.46,411560.9,246729.39,246729.39,JP
PRM00000511,POL001466,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-09-15,Q3,493458.78,59257.49,391996.78,370094.09,123364.7,JP
PRM00000512,POL001466,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-12-15,Q4,493458.78,90659.55,430083.59,493458.78,0.0,JP
PRM00000513,POL001671,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-03-15,Q1,675420.2,127997.08,555422.7,168855.05,506565.15,GB
PRM00000514,POL001671,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-06-15,Q2,675420.2,105641.51,584635.91,337710.1,337710.1,GB
PRM00000515,POL001671,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-09-15,Q3,675420.2,83702.5,589955.25,506565.15,168855.05,GB
PRM00000516,POL001671,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-12-15,Q4,675420.2,68727.89,587378.49,675420.2,0.0,GB
PRM00000517,POL001926,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-03-15,Q1,119502.08,21222.47,95036.06,29875.52,89626.56,DE
PRM00000518,POL001926,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-06-15,Q2,119502.08,20648.91,93462.46,59751.04,59751.04,DE
PRM00000519,POL001926,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-09-15,Q3,119502.08,18836.31,102184.79,89626.56,29875.52,DE
PRM00000520,POL001926,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-12-15,Q4,119502.08,20491.01,107245.97,119502.08,0.0,DE
PRM00000521,POL002095,33,2020,A1,Direct Accident & Health,JPY,Written_Premium,2020-03-15,Q1,300748.06,35548.59,247250.93,75187.01,225561.04,GB
PRM00000522,POL002095,33,2020,A1,Direct Accident & Health,JPY,Written_Premium,2020-06-15,Q2,300748.06,56543.78,250892.12,150374.03,150374.03,GB
PRM00000523,POL002095,33,2020,A1,Direct Accident & Health,JPY,Written_Premium,2020-09-15,Q3,300748.06,56432.04,245142.39,225561.04,75187.01,GB
PRM00000524,POL002095,33,2020,A1,Direct Accident & Health,JPY,Written_Premium,2020-12-15,Q4,300748.06,53994.85,264810.89,300748.06,0.0,GB
PRM00000525,POL002369,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-03-15,Q1,226079.55,41744.22,199109.34,56519.89,169559.66,AU
PRM00000526,POL002369,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-06-15,Q2,226079.55,27571.64,184446.46,113039.78,113039.78,AU
PRM00000527,POL002369,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-09-15,Q3,226079.55,26554.67,175682.16,169559.66,56519.89,AU
PRM00000528,POL002369,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-12-15,Q4,226079.55,33636.73,202118.09,226079.55,0.0,AU
PRM00000529,POL002754,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-03-15,Q1,205237.53,32671.99,180214.31,51309.38,153928.15,JP
PRM00000530,POL002754,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-06-15,Q2,205237.53,39758.29,156593.43,102618.77,102618.77,JP
PRM00000531,POL002754,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-09-15,Q3,205237.53,23849.91,162881.9,153928.15,51309.38,JP
PRM00000532,POL002754,33,2020,A1,Direct Accident & Health,EUR,Written_Premium,2020-12-15,Q4,205237.53,33182.33,155828.52,205237.53,0.0,JP
PRM00000533,POL003070,33,2020,A1,Direct Accident & Health,USD,Written_Premium,2020-03-15,Q1,683860.42,122182.23,519438.7,170965.1,512895.31,FR
PRM00000534,POL003070,33,2020,A1,Direct Accident & Health,USD,Written_Premium,2020-06-15,Q2,683860.42,79220.57,552050.55,341930.21,341930.21,FR
PRM00000535,POL003070,33,2020,A1,Direct Accident & Health,USD,Written_Premium,2020-09-15,Q3,683860.42,106526.3,603319.24,512895.31,170965.1,FR
PRM00000536,POL003070,33,2020,A1,Direct Accident & Health,USD,Written_Premium,2020-12-15,Q4,683860.42,134291.71,603641.07,683860.42,0.0,FR
PRM00000537,POL003807,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-03-15,Q1,545969.29,60441.24,461171.75,136492.32,409476.97,GB
PRM00000538,POL003807,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-06-15,Q2,545969.29,78713.19,419778.77,272984.64,272984.64,GB
PRM00000539,POL003807,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-09-15,Q3,545969.29,84904.36,438685.64,409476.97,136492.32,GB
PRM00000540,POL003807,33,2020,A1,Direct Accident & Health,GBP,Written_Premium,2020-12-15,Q4,545969.29,73475.88,417211.59,545969.29,0.0,GB
PRM00000541,POL003821,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-03-15,Q1,60655.13,12002.76,52096.32,15163.78,45491.35,AU
PRM00000542,POL003821,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-06-15,Q2,60655.13,7765.88,53838.78,30327.56,30327.56,AU
PRM00000543,POL003821,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-09-15,Q3,60655.13,11816.15,52864.35,45491.35,15163.78,AU
PRM00000544,POL003821,33,2020,A1,Direct Accident & Health,CHF,Written_Premium,2020-12-15,Q4,60655.13,10064.6,48915.72,60655.13,0.0,AU
PRM00000545,POL004503,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-03-15,Q1,305481.71,43816.66,249960.92,76370.43,229111.28,FR
PRM00000546,POL004503,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-06-15,Q2,305481.71,59531.13,263942.36,152740.85,152740.85,FR
PRM00000547,POL004503,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-09-15,Q3,305481.71,39468.67,257733.72,229111.28,76370.43,FR
PRM00000548,POL004503,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-12-15,Q4,305481.71,48690.75,266324.77,305481.71,0.0,FR
PRM00000549,POL004768,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-03-15,Q1,14852.5,1626.81,12701.72,3713.12,11139.37,US
PRM00000550,POL004768,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-06-15,Q2,14852.5,1977.12,11428.18,7426.25,7426.25,US
PRM00000551,POL004768,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-09-15,Q3,14852.5,2572.12,11878.24,11139.37,3713.12,US
PRM00000552,POL004768,33,2020,A1,Direct Accident & Health,AUD,Written_Premium,2020-12-15,Q4,14852.5,2569.67,11501.26,14852.5,0.0,US
PRM00000553,POL004889,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-03-15,Q1,607800.88,120704.87,529097.47,151950.22,455850.66,DE
PRM00000554,POL004889,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-06-15,Q2,607800.88,78354.76,523364.35,303900.44,303900.44,DE
PRM00000555,POL004889,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-09-15,Q3,607800.88,69034.02,515424.64,455850.66,151950.22,DE
PRM00000556,POL004889,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-12-15,Q4,607800.88,64404.82,486245.64,607800.88,0.0,DE
PRM00000557,POL004898,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-03-15,Q1,279304.34,55259.32,214544.3,69826.09,209478.26,US
PRM00000558,POL004898,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-06-15,Q2,279304.34,44616.75,212436.32,139652.17,139652.17,US
PRM00000559,POL004898,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-09-15,Q3,279304.34,46627.1,221152.99,209478.26,69826.09,US
PRM00000560,POL004898,33,2020,A1,Direct Accident & Health,CAD,Written_Premium,2020-12-15,Q4,279304.34,36588.19,223630.71,279304.34,0.0,US
PRM00000561,POL000227,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-03-15,Q1,106660.52,12854.27,95061.04,26665.13,79995.39,AU
PRM00000562,POL000227,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-06-15,Q2,106660.52,20327.7,93914.83,53330.26,53330.26,AU
PRM00000563,POL000227,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-09-15,Q3,106660.52,11801.41,83730.3,79995.39,26665.13,AU
PRM00000564,POL000227,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-12-15,Q4,106660.52,17196.09,95520.43,106660.52,0.0,AU
PRM00000565,POL001546,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-03-15,Q1,117934.2,18926.28,94237.12,29483.55,88450.65,FR
PRM00000566,POL001546,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-06-15,Q2,117934.2,21433.41,90846.43,58967.1,58967.1,FR
PRM00000567,POL001546,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-09-15,Q3,117934.2,22192.17,105692.8,88450.65,29483.55,FR
PRM00000568,POL001546,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-12-15,Q4,117934.2,23205.35,91063.42,117934.2,0.0,FR
PRM00000569,POL001626,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-03-15,Q1,64092.12,9931.76,53692.39,16023.03,48069.09,DE
PRM00000570,POL001626,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-06-15,Q2,64092.12,7658.49,53325.71,32046.06,32046.06,DE
PRM00000571,POL001626,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-09-15,Q3,64092.12,10553.01,51231.67,48069.09,16023.03,DE
PRM00000572,POL001626,33,2020,A2,Accident & Health Reinsurance,JPY,Written_Premium,2020-12-15,Q4,64092.12,8432.48,48648.21,64092.12,0.0,DE
PRM00000573,POL003103,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-03-15,Q1,210758.84,41241.83,183474.51,52689.71,158069.13,CA
PRM00000574,POL003103,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-06-15,Q2,210758.84,37081.95,158757.65,105379.42,105379.42,CA
PRM00000575,POL003103,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-09-15,Q3,210758.84,34233.75,163779.49,158069.13,52689.71,CA
PRM00000576,POL003103,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-12-15,Q4,210758.84,35022.17,177706.23,210758.84,0.0,CA
PRM00000577,POL003276,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-03-15,Q1,68600.78,12704.35,54079.03,17150.2,51450.59,AU
PRM00000578,POL003276,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-06-15,Q2,68600.78,7048.47,60856.89,34300.39,34300.39,AU
PRM00000579,POL003276,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-09-15,Q3,68600.78,13093.39,56141.43,51450.59,17150.2,AU
PRM00000580,POL003276,33,2020,A2,Accident & Health Reinsurance,CHF,Written_Premium,2020-12-15,Q4,68600.78,7395.77,56574.74,68600.78,0.0,AU
PRM00000581,POL003449,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-03-15,Q1,220416.75,33591.83,192480.87,55104.19,165312.56,US
PRM00000582,POL003449,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-06-15,Q2,220416.75,37847.79,167653.54,110208.37,110208.37,US
PRM00000583,POL003449,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-09-15,Q3,220416.75,37588.5,169800.45,165312.56,55104.19,US
PRM00000584,POL003449,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-12-15,Q4,220416.75,24013.79,178491.51,220416.75,0.0,US
PRM00000585,POL003944,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-03-15,Q1,67876.73,7312.79,59350.76,16969.18,50907.55,US
PRM00000586,POL003944,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-06-15,Q2,67876.73,9931.24,56884.13,33938.37,33938.37,US
PRM00000587,POL003944,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-09-15,Q3,67876.73,10703.24,60866.18,50907.55,16969.18,US
PRM00000588,POL003944,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-12-15,Q4,67876.73,13003.71,59552.96,67876.73,0.0,US
PRM00000589,POL004179,33,2020,A2,Accident & Health Reinsurance,AUD,Written_Premium,2020-03-15,Q1,185221.7,25621.15,142947.62,46305.43,138916.28,US
PRM00000590,POL004179,33,2020,A2,Accident & Health Reinsurance,AUD,Written_Premium,2020-06-15,Q2,185221.7,29484.83,151149.69,92610.85,92610.85,US
PRM00000591,POL004179,33,2020,A2,Accident & Health Reinsurance,AUD,Written_Premium,2020-09-15,Q3,185221.7,22699.41,141630.48,138916.28,46305.43,US
PRM00000592,POL004179,33,2020,A2,Accident & Health Reinsurance,AUD,Written_Premium,2020-12-15,Q4,185221.7,26599.56,156999.5,185221.7,0.0,US
PRM00000593,POL004223,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-03-15,Q1,177009.82,28771.0,153306.12,44252.46,132757.37,DE
PRM00000594,POL004223,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-06-15,Q2,177009.82,25959.46,141297.37,88504.91,88504.91,DE
PRM00000595,POL004223,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-09-15,Q3,177009.82,27236.51,158645.21,132757.37,44252.46,DE
PRM00000596,POL004223,33,2020,A2,Accident & Health Reinsurance,USD,Written_Premium,2020-12-15,Q4,177009.82,18499.13,146794.22,177009.82,0.0,DE
PRM00000597,POL004677,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-03-15,Q1,127673.91,16971.24,97773.01,31918.48,95755.44,DE
PRM00000598,POL004677,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-06-15,Q2,127673.91,18317.0,108034.43,63836.96,63836.96,DE
PRM00000599,POL004677,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-09-15,Q3,127673.91,19510.69,96314.2,95755.44,31918.48,DE
PRM00000600,POL004677,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-12-15,Q4,127673.91,20161.21,100198.54,127673.91,0.0,DE
PRM00000601,POL004719,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-03-15,Q1,216318.87,29018.67,172369.52,54079.72,162239.15,JP
PRM00000602,POL004719,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-06-15,Q2,216318.87,40203.15,163782.8,108159.44,108159.44,JP
PRM00000603,POL004719,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-09-15,Q3,216318.87,29159.71,175050.09,162239.15,54079.72,JP
PRM00000604,POL004719,33,2020,A2,Accident & Health Reinsurance,CAD,Written_Premium,2020-12-15,Q4,216318.87,35018.44,187839.35,216318.87,0.0,JP
PRM00000605,POL000061,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-03-15,Q1,651144.71,112496.0,561868.42,162786.18,488358.53,FR
PRM00000606,POL000061,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-06-15,Q2,651144.71,77641.65,577409.47,325572.35,325572.35,FR
PRM00000607,POL000061,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-09-15,Q3,651144.71,92081.54,489443.57,488358.53,162786.18,FR
PRM00000608,POL000061,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-12-15,Q4,651144.71,108617.2,547352.51,651144.71,0.0,FR
PRM00000609,POL001698,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-03-15,Q1,692057.95,77922.79,618686.07,173014.49,519043.46,CA
PRM00000610,POL001698,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-06-15,Q2,692057.95,108069.31,567757.14,346028.98,346028.98,CA
PRM00000611,POL001698,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-09-15,Q3,692057.95,96758.16,540827.86,519043.46,173014.49,CA
PRM00000612,POL001698,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-12-15,Q4,692057.95,135145.96,591933.63,692057.95,0.0,CA
PRM00000613,POL001708,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-03-15,Q1,466491.63,73127.4,394036.17,116622.91,349868.72,FR
PRM00000614,POL001708,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-06-15,Q2,466491.63,85854.07,394352.45,233245.82,233245.82,FR
PRM00000615,POL001708,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-09-15,Q3,466491.63,51994.72,398661.08,349868.72,116622.91,FR
PRM00000616,POL001708,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-12-15,Q4,466491.63,72999.85,417487.44,466491.63,0.0,FR
PRM00000617,POL001794,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-03-15,Q1,1032419.18,178992.5,827587.66,258104.79,774314.38,FR
PRM00000618,POL001794,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-06-15,Q2,1032419.18,117220.65,849001.74,516209.59,516209.59,FR
PRM00000619,POL001794,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-09-15,Q3,1032419.18,173379.76,801767.78,774314.38,258104.79,FR
PRM00000620,POL001794,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-12-15,Q4,1032419.18,170291.79,902170.99,1032419.18,0.0,FR
PRM00000621,POL001833,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-03-15,Q1,893120.45,103338.52,764393.08,223280.11,669840.34,CA
PRM00000622,POL001833,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-06-15,Q2,893120.45,95408.27,670905.4,446560.23,446560.23,CA
PRM00000623,POL001833,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-09-15,Q3,893120.45,92226.72,754441.79,669840.34,223280.11,CA
PRM00000624,POL001833,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-12-15,Q4,893120.45,176245.0,773179.59,893120.45,0.0,CA
PRM00000625,POL002033,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-03-15,Q1,444330.11,55737.18,338025.6,111082.53,333247.58,AU
PRM00000626,POL002033,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-06-15,Q2,444330.11,71832.81,333462.78,222165.05,222165.05,AU
PRM00000627,POL002033,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-09-15,Q3,444330.11,79649.98,349451.45,333247.58,111082.53,AU
PRM00000628,POL002033,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-12-15,Q4,444330.11,57728.13,356173.61,444330.11,0.0,AU
PRM00000629,POL002865,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-03-15,Q1,98889.18,17439.63,78108.73,24722.29,74166.88,DE
PRM00000630,POL002865,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-06-15,Q2,98889.18,12702.03,82191.62,49444.59,49444.59,DE
PRM00000631,POL002865,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-09-15,Q3,98889.18,14467.49,88341.21,74166.88,24722.29,DE
PRM00000632,POL002865,33,2020,D1,Direct Motor (Private Car),GBP,Written_Premium,2020-12-15,Q4,98889.18,12493.62,75529.94,98889.18,0.0,DE
PRM00000633,POL004406,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-03-15,Q1,465501.2,71732.87,362010.02,116375.3,349125.9,DE
PRM00000634,POL004406,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-06-15,Q2,465501.2,65804.49,362197.03,232750.6,232750.6,DE
PRM00000635,POL004406,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-09-15,Q3,465501.2,87559.37,371990.13,349125.9,116375.3,DE
PRM00000636,POL004406,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-12-15,Q4,465501.2,82620.3,415362.31,465501.2,0.0,DE
PRM00000637,POL004678,33,2020,D1,Direct Motor (Private Car),EUR,Written_Premium,2020-03-15,Q1,598617.37,116164.73,496086.29,149654.34,448963.03,FR
PRM00000638,POL004678,33,2020,D1,Direct Motor (Private Car),EUR,Written_Premium,2020-06-15,Q2,598617.37,118721.1,507861.34,299308.69,299308.69,FR
PRM00000639,POL004678,33,2020,D1,Direct Motor (Private Car),EUR,Written_Premium,2020-09-15,Q3,598617.37,67553.31,528732.71,448963.03,149654.34,FR
PRM00000640,POL004678,33,2020,D1,Direct Motor (Private Car),EUR,Written_Premium,2020-12-15,Q4,598617.37,87918.29,462673.85,598617.37,0.0,FR
PRM00000641,POL004772,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-03-15,Q1,120349.11,21559.6,101533.78,30087.28,90261.83,GB
PRM00000642,POL004772,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-06-15,Q2,120349.11,22651.16,105196.96,60174.56,60174.56,GB
PRM00000643,POL004772,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-09-15,Q3,120349.11,15887.41,94888.92,90261.83,30087.28,GB
PRM00000644,POL004772,33,2020,D1,Direct Motor (Private Car),CHF,Written_Premium,2020-12-15,Q4,120349.11,20866.47,100611.49,120349.11,0.0,GB
PRM00000645,POL004964,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-03-15,Q1,159495.36,17064.01,123967.08,39873.84,119621.52,GB
PRM00000646,POL004964,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-06-15,Q2,159495.36,18363.55,133732.0,79747.68,79747.68,GB
PRM00000647,POL004964,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-09-15,Q3,159495.36,17317.4,124590.62,119621.52,39873.84,GB
PRM00000648,POL004964,33,2020,D1,Direct Motor (Private Car),AUD,Written_Premium,2020-12-15,Q4,159495.36,24648.04,122804.81,159495.36,0.0,GB
PRM00000649,POL000280,33,2020,D2,Direct Motor (Commercial),AUD,Written_Premium,2020-03-15,Q1,299712.3,37412.24,265550.69,74928.07,224784.22,US
PRM00000650,POL000280,33,2020,D2,Direct Motor (Commercial),AUD,Written_Premium,2020-06-15,Q2,299712.3,50864.7,238580.64,149856.15,149856.15,US
PRM00000651,POL000280,33,2020,D2,Direct Motor (Commercial),AUD,Written_Premium,2020-09-15,Q3,299712.3,56266.64,236036.24,224784.22,74928.07,US
PRM00000652,POL000280,33,2020,D2,Direct Motor (Commercial),AUD,Written_Premium,2020-12-15,Q4,299712.3,47626.76,241350.57,299712.3,0.0,US
PRM00000653,POL000506,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-03-15,Q1,363124.64,63624.86,292583.36,90781.16,272343.48,AU
PRM00000654,POL000506,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-06-15,Q2,363124.64,45349.24,305444.36,181562.32,181562.32,AU
PRM00000655,POL000506,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-09-15,Q3,363124.64,63377.61,301558.51,272343.48,90781.16,AU
PRM00000656,POL000506,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-12-15,Q4,363124.64,62322.66,295330.15,363124.64,0.0,AU
PRM00000657,POL001072,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-03-15,Q1,133587.36,23984.89,111913.3,33396.84,100190.52,JP
PRM00000658,POL001072,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-06-15,Q2,133587.36,15980.39,118039.49,66793.68,66793.68,JP
PRM00000659,POL001072,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-09-15,Q3,133587.36,24537.65,119505.49,100190.52,33396.84,JP
PRM00000660,POL001072,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-12-15,Q4,133587.36,20959.97,113731.08,133587.36,0.0,JP
PRM00000661,POL001199,33,2020,D2,Direct Motor (Commercial),JPY,Written_Premium,2020-03-15,Q1,124054.9,23118.61,94019.81,31013.73,93041.18,US
PRM00000662,POL001199,33,2020,D2,Direct Motor (Commercial),JPY,Written_Premium,2020-06-15,Q2,124054.9,23721.84,98087.05,62027.45,62027.45,US
PRM00000663,POL001199,33,2020,D2,Direct Motor (Commercial),JPY,Written_Premium,2020-09-15,Q3,124054.9,13113.14,97462.62,93041.18,31013.73,US
PRM00000664,POL001199,33,2020,D2,Direct Motor (Commercial),JPY,Written_Premium,2020-12-15,Q4,124054.9,19679.57,93931.52,124054.9,0.0,US
PRM00000665,POL001309,33,2020,D2,Direct Motor (Commercial),GBP,Written_Premium,2020-03-15,Q1,798249.51,79886.0,675242.78,199562.38,598687.14,CA
PRM00000666,POL001309,33,2020,D2,Direct Motor (Commercial),GBP,Written_Premium,2020-06-15,Q2,798249.51,116016.57,699785.07,399124.76,399124.76,CA
PRM00000667,POL001309,33,2020,D2,Direct Motor (Commercial),GBP,Written_Premium,2020-09-15,Q3,798249.51,100383.65,632298.34,598687.14,199562.38,CA
PRM00000668,POL001309,33,2020,D2,Direct Motor (Commercial),GBP,Written_Premium,2020-12-15,Q4,798249.51,86015.09,663167.14,798249.51,0.0,CA
PRM00000669,POL001455,33,2020,D2,Direct Motor (Commercial),CHF,Written_Premium,2020-03-15,Q1,49637.21,6779.97,39757.23,12409.3,37227.91,US
