reporting_period,Exposure_ID,Syndicate_Number,Exposure_Date,Quarter,LOB_Code,LOB_Name,Risk_Type,Risk_Category,Gross_Exposure,Net_Exposure,SCR_Contribution,Correlation_Factor,Diversification_Benefit,Calculation_Method
2025-11-30,EXP00000685,1183,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,178019.22,137879.13,183845.65,0.4148,30951.82,Standard_Formula
2025-11-30,EXP00000686,1183,2024-12-30,2024-Q4,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,165596.71,119997.45,147661.25,0.6422,18749.7,Standard_Formula
2025-11-30,EXP00000688,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,453751.92,353156.92,427616.04,0.3769,43934.93,Standard_Formula
2025-11-30,EXP00000689,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,546120.43,385651.1,499311.71,0.5418,67240.12,Standard_Formula
2025-11-30,EXP00000690,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,337482.31,237253.17,297239.82,0.5096,40273.94,Standard_Formula
2025-11-30,EXP00000691,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,427245.08,312966.69,415592.64,0.3237,78507.97,Standard_Formula
2025-11-30,EXP00000692,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,156235.31,154682.65,165528.52,0.3312,32174.23,Standard_Formula
2025-11-30,EXP00000693,1183,2024-12-30,2024-Q4,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,156859.9,132106.71,153151.11,0.4031,16670.31,Standard_Formula
2025-11-30,EXP00000695,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Premium_Risk,Underwriting,437650.16,359634.12,428957.7,0.433,80156.17,Standard_Formula
2025-11-30,EXP00000696,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Reserve_Risk,Underwriting,557137.58,395792.14,587223.37,0.3684,102548.47,Standard_Formula
2025-11-30,EXP00000697,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Cat_Risk,Underwriting,295385.28,290763.97,325228.94,0.3492,36036.51,Standard_Formula
2025-11-30,EXP00000698,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Market_Risk,Non_Underwriting,426451.3,340219.61,440588.39,0.4429,65434.45,Standard_Formula
2025-11-30,EXP00000699,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Credit_Risk,Non_Underwriting,177042.13,151299.02,189343.93,0.6533,18761.33,Standard_Formula
2025-11-30,EXP00000700,1183,2024-12-30,2024-Q4,E1,Energy Offshore,Operational_Risk,Non_Underwriting,145721.02,110162.3,154483.81,0.5866,25960.65,Standard_Formula
2025-11-30,EXP00000702,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Premium_Risk,Underwriting,429686.56,356199.68,414500.41,0.5694,50073.73,Standard_Formula
2025-11-30,EXP00000703,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Reserve_Risk,Underwriting,498812.8,419857.93,572683.85,0.4052,64965.32,Standard_Formula
2025-11-30,EXP00000704,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Cat_Risk,Underwriting,351560.6,264639.8,305369.61,0.3748,36349.98,Standard_Formula
2025-11-30,EXP00000705,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,400952.34,373112.29,459847.71,0.6814,56251.82,Standard_Formula
2025-11-30,EXP00000706,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,175968.92,140030.58,159627.96,0.5097,21018.4,Standard_Formula
2025-11-30,EXP00000707,1183,2025-03-30,2025-Q1,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,143963.22,131144.39,145631.06,0.6118,16134.18,Standard_Formula
2025-11-30,EXP00000709,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,437162.03,359545.85,458516.72,0.6058,54627.24,Standard_Formula
2025-11-30,EXP00000710,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,557732.75,398941.9,505066.18,0.3779,65434.14,Standard_Formula
2025-11-30,EXP00000711,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,302640.93,249181.38,338991.34,0.6141,43776.72,Standard_Formula
2025-11-30,EXP00000712,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,453272.83,370339.7,423779.03,0.6979,67314.32,Standard_Formula
2025-11-30,EXP00000713,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,180402.24,124887.36,175657.89,0.5931,26564.76,Standard_Formula
2025-11-30,EXP00000714,1183,2025-03-30,2025-Q1,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,162323.64,108466.97,163502.32,0.6082,15228.81,Standard_Formula
2025-11-30,EXP00000716,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,397318.6,312654.1,425760.91,0.3548,45123.55,Standard_Formula
2025-11-30,EXP00000717,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,577065.42,402665.62,553193.36,0.5356,97729.35,Standard_Formula
2025-11-30,EXP00000718,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,327851.19,290854.38,327169.4,0.5694,61990.03,Standard_Formula
2025-11-30,EXP00000719,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,452659.24,366743.26,395239.77,0.3337,55264.24,Standard_Formula
2025-11-30,EXP00000720,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,175605.72,152076.89,159123.44,0.3568,26513.75,Standard_Formula
2025-11-30,EXP00000721,1183,2025-03-30,2025-Q1,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,140764.99,120451.83,163991.04,0.5987,26504.87,Standard_Formula
2025-11-30,EXP00000723,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,426385.18,362008.52,454107.26,0.3081,78665.05,Standard_Formula
2025-11-30,EXP00000724,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,584448.57,392515.27,578914.3,0.4433,71432.71,Standard_Formula
2025-11-30,EXP00000725,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,332005.43,280444.27,318465.45,0.5532,59464.31,Standard_Formula
2025-11-30,EXP00000726,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,458195.56,327452.41,451433.05,0.555,73308.96,Standard_Formula
2025-11-30,EXP00000727,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,170805.01,122105.13,167909.98,0.5951,30776.75,Standard_Formula
2025-11-30,EXP00000728,1183,2025-03-30,2025-Q1,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,162978.23,113230.93,156343.48,0.3805,17762.39,Standard_Formula
2025-11-30,EXP00000730,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Premium_Risk,Underwriting,450960.72,318570.02,393010.3,0.5425,44841.03,Standard_Formula
2025-11-30,EXP00000731,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Reserve_Risk,Underwriting,545939.5,466613.91,492547.68,0.568,58142.22,Standard_Formula
2025-11-30,EXP00000732,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Cat_Risk,Underwriting,333158.17,284270.53,320589.88,0.4512,59263.68,Standard_Formula
2025-11-30,EXP00000733,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Market_Risk,Non_Underwriting,444630.19,342523.67,444756.86,0.4205,82901.84,Standard_Formula
2025-11-30,EXP00000734,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Credit_Risk,Non_Underwriting,156307.2,130709.97,185162.32,0.3796,21415.35,Standard_Formula
2025-11-30,EXP00000735,1183,2025-03-30,2025-Q1,E1,Energy Offshore,Operational_Risk,Non_Underwriting,153621.37,126743.4,137843.66,0.6313,23799.17,Standard_Formula
2025-11-30,EXP00000737,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Premium_Risk,Underwriting,394348.07,350236.33,404417.26,0.3564,67686.4,Standard_Formula
2025-11-30,EXP00000738,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Reserve_Risk,Underwriting,564329.11,410371.75,586293.83,0.4685,74018.52,Standard_Formula
2025-11-30,EXP00000739,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Cat_Risk,Underwriting,330130.77,278640.63,297853.44,0.6393,48758.33,Standard_Formula
2025-11-30,EXP00000740,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,435418.92,375583.86,438600.5,0.4786,79245.76,Standard_Formula
2025-11-30,EXP00000741,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,189555.14,147427.55,187820.84,0.611,31046.84,Standard_Formula
2025-11-30,EXP00000742,1183,2025-06-30,2025-Q2,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,143292.59,134392.25,140039.13,0.5126,15370.06,Standard_Formula
2025-11-30,EXP00000744,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,421844.31,363014.75,393261.18,0.3288,66498.48,Standard_Formula
2025-11-30,EXP00000745,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,494142.91,412533.17,570269.06,0.4279,75659.09,Standard_Formula
2025-11-30,EXP00000746,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,342695.57,237280.47,347080.77,0.304,40217.03,Standard_Formula
2025-11-30,EXP00000747,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,425375.1,322107.11,462484.48,0.6715,55944.86,Standard_Formula
2025-11-30,EXP00000748,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,160498.81,149474.76,190570.46,0.5408,34431.32,Standard_Formula
2025-11-30,EXP00000749,1183,2025-06-30,2025-Q2,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,137259.01,129719.94,151849.74,0.4585,24031.34,Standard_Formula
2025-11-30,EXP00000751,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,411085.78,344631.44,433917.56,0.6044,67670.02,Standard_Formula
2025-11-30,EXP00000752,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,547940.46,383185.29,579184.92,0.4771,101731.96,Standard_Formula
2025-11-30,EXP00000753,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,347813.29,266128.58,293452.75,0.4722,41072.08,Standard_Formula
2025-11-30,EXP00000754,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,405018.15,349862.42,422097.01,0.5961,54034.7,Standard_Formula
2025-11-30,EXP00000755,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,175358.77,138912.27,170246.16,0.6447,27837.53,Standard_Formula
2025-11-30,EXP00000756,1183,2025-06-30,2025-Q2,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,159990.35,130802.22,141071.19,0.3294,16465.37,Standard_Formula
2025-11-30,EXP00000758,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,429652.51,336980.96,472571.73,0.4712,49708.33,Standard_Formula
2025-11-30,EXP00000759,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,505592.53,416092.75,579907.49,0.576,95911.32,Standard_Formula
2025-11-30,EXP00000760,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,313115.24,260305.34,351088.38,0.5704,55363.06,Standard_Formula
2025-11-30,EXP00000761,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,402704.29,359170.87,445005.55,0.6064,72284.39,Standard_Formula
2025-11-30,EXP00000762,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,180542.87,149371.7,182283.46,0.574,24589.21,Standard_Formula
2025-11-30,EXP00000763,1183,2025-06-30,2025-Q2,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,140304.47,115876.48,157816.27,0.694,18302.42,Standard_Formula
2025-11-30,EXP00000765,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Premium_Risk,Underwriting,403438.11,345708.79,459890.02,0.3252,80555.99,Standard_Formula
2025-11-30,EXP00000766,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Reserve_Risk,Underwriting,506918.73,438387.06,551768.67,0.4365,82434.92,Standard_Formula
2025-11-30,EXP00000767,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Cat_Risk,Underwriting,318194.41,287608.71,294221.19,0.6473,35023.26,Standard_Formula
2025-11-30,EXP00000768,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Market_Risk,Non_Underwriting,437398.92,390049.18,408185.24,0.4707,62887.39,Standard_Formula
2025-11-30,EXP00000769,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Credit_Risk,Non_Underwriting,179449.18,132242.7,184689.99,0.3842,34612.92,Standard_Formula
2025-11-30,EXP00000770,1183,2025-06-30,2025-Q2,E1,Energy Offshore,Operational_Risk,Non_Underwriting,162093.12,107251.14,157836.45,0.3604,27517.87,Standard_Formula
2025-11-30,EXP00000772,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Premium_Risk,Underwriting,423043.45,325647.99,398310.66,0.4088,45838.43,Standard_Formula
2025-11-30,EXP00000773,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Reserve_Risk,Underwriting,595082.37,407908.26,520413.57,0.4413,77211.39,Standard_Formula
2025-11-30,EXP00000774,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Cat_Risk,Underwriting,314301.64,265535.04,332338.23,0.3181,50815.67,Standard_Formula
2025-11-30,EXP00000775,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,465796.15,317081.54,418858.57,0.5429,70450.85,Standard_Formula
2025-11-30,EXP00000776,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,158650.8,136181.31,157395.12,0.6713,29083.36,Standard_Formula
2025-11-30,EXP00000777,1183,2025-09-30,2025-Q3,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,139603.77,126036.59,139569.86,0.3225,18441.61,Standard_Formula
2025-11-30,EXP00000779,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,474577.04,353717.11,418430.66,0.3263,44033.22,Standard_Formula
2025-11-30,EXP00000780,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,584688.67,431443.25,497653.05,0.5181,57731.1,Standard_Formula
2025-11-30,EXP00000781,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,319017.79,286856.49,352897.08,0.681,37159.07,Standard_Formula
2025-11-30,EXP00000782,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,406111.97,377289.2,399101.72,0.305,73666.19,Standard_Formula
2025-11-30,EXP00000783,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,171471.1,149271.65,161463.59,0.4748,31508.25,Standard_Formula
2025-11-30,EXP00000784,1183,2025-09-30,2025-Q3,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,144424.82,120524.69,155457.78,0.588,23101.87,Standard_Formula
2025-11-30,EXP00000786,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,452897.67,368787.65,462474.65,0.6632,73832.53,Standard_Formula
2025-11-30,EXP00000787,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,585014.46,385944.33,501856.81,0.4617,63215.46,Standard_Formula
2025-11-30,EXP00000788,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,314600.56,285088.06,300636.99,0.5543,39961.06,Standard_Formula
2025-11-30,EXP00000789,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,432857.94,337835.07,465172.7,0.5156,78976.2,Standard_Formula
2025-11-30,EXP00000790,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,170446.18,144350.7,187619.44,0.3595,27058.76,Standard_Formula
2025-11-30,EXP00000791,1183,2025-09-30,2025-Q3,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,155756.71,124956.66,153309.13,0.6178,16065.91,Standard_Formula
2025-11-30,EXP00000793,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,447695.9,380347.14,469546.25,0.371,69446.42,Standard_Formula
2025-11-30,EXP00000794,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,518148.38,457728.23,496378.57,0.3496,90644.83,Standard_Formula
2025-11-30,EXP00000795,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,328300.63,285894.08,294495.68,0.5806,55741.27,Standard_Formula
2025-11-30,EXP00000796,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,462117.4,370316.56,435213.16,0.4148,60445.9,Standard_Formula
2025-11-30,EXP00000797,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,174210.07,121555.22,159222.95,0.5169,34613.38,Standard_Formula
2025-11-30,EXP00000798,1183,2025-09-30,2025-Q3,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,148000.69,130466.9,148169.66,0.3498,27952.99,Standard_Formula
2025-11-30,EXP00000800,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Premium_Risk,Underwriting,447229.39,315007.41,428023.04,0.3902,72264.67,Standard_Formula
2025-11-30,EXP00000801,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Reserve_Risk,Underwriting,538117.45,411722.33,548087.4,0.6621,76697.02,Standard_Formula
2025-11-30,EXP00000802,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Cat_Risk,Underwriting,355481.97,273909.57,331849.75,0.3239,58859.92,Standard_Formula
2025-11-30,EXP00000803,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Market_Risk,Non_Underwriting,448530.72,314504.3,391131.86,0.6743,51961.18,Standard_Formula
2025-11-30,EXP00000804,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Credit_Risk,Non_Underwriting,170720.89,135926.73,159066.59,0.6217,27811.91,Standard_Formula
2025-11-30,EXP00000805,1183,2025-09-30,2025-Q3,E1,Energy Offshore,Operational_Risk,Non_Underwriting,152814.07,132414.21,164201.64,0.3515,25609.15,Standard_Formula
2025-11-30,EXP00000807,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Premium_Risk,Underwriting,413476.7,371171.25,400339.18,0.3752,52590.96,Standard_Formula
2025-11-30,EXP00000808,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Reserve_Risk,Underwriting,555294.9,451775.59,587332.08,0.3297,91278.52,Standard_Formula
2025-11-30,EXP00000809,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Cat_Risk,Underwriting,293471.35,260746.37,322607.09,0.318,38592.08,Standard_Formula
2025-11-30,EXP00000810,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,459739.08,329865.86,432015.11,0.4577,51404.66,Standard_Formula
2025-11-30,EXP00000811,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,188723.14,123236.12,172117.37,0.4345,28906.0,Standard_Formula
2025-11-30,EXP00000812,1183,2025-12-30,2025-Q4,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,156210.3,127369.13,151724.2,0.3443,22811.87,Standard_Formula
2025-11-30,EXP00000814,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,466453.63,332006.55,467053.9,0.5811,84481.45,Standard_Formula
2025-11-30,EXP00000815,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,540674.36,409598.98,495702.81,0.3033,103199.55,Standard_Formula
2025-11-30,EXP00000816,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,329366.07,234607.17,315494.45,0.5341,62500.47,Standard_Formula
2025-11-30,EXP00000817,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,454487.05,339813.49,393662.99,0.5566,59157.76,Standard_Formula
2025-11-30,EXP00000818,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,158512.61,150201.08,188567.97,0.5104,19353.82,Standard_Formula
2025-11-30,EXP00000819,1183,2025-12-30,2025-Q4,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,148787.73,108568.36,160910.54,0.5164,21144.24,Standard_Formula
2025-11-30,EXP00000821,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,453503.55,376071.3,458101.82,0.6284,80987.63,Standard_Formula
2025-11-30,EXP00000822,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,538527.14,450833.23,551764.36,0.3511,67148.72,Standard_Formula
2025-11-30,EXP00000823,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Cat_Risk,Underwriting,303831.2,269841.57,348799.5,0.6033,44784.11,Standard_Formula
2025-11-30,EXP00000824,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Market_Risk,Non_Underwriting,447279.55,339046.79,414014.13,0.6574,52232.42,Standard_Formula
2025-11-30,EXP00000825,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Credit_Risk,Non_Underwriting,178090.07,147435.57,177539.38,0.348,22018.51,Standard_Formula
2025-11-30,EXP00000826,1183,2025-12-30,2025-Q4,D1,Direct Motor (Private Car),Operational_Risk,Non_Underwriting,137016.7,129250.25,142191.12,0.6425,17685.78,Standard_Formula
2025-11-30,EXP00000828,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Premium_Risk,Underwriting,422453.02,315826.08,436408.26,0.5375,53263.71,Standard_Formula
2025-11-30,EXP00000829,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Reserve_Risk,Underwriting,531909.82,392066.99,573159.55,0.6146,68204.64,Standard_Formula
2025-11-30,EXP00000830,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Cat_Risk,Underwriting,309843.33,267272.56,332265.07,0.5933,35656.54,Standard_Formula
2025-11-30,EXP00000831,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Market_Risk,Non_Underwriting,448485.26,367276.99,414396.71,0.4033,72172.69,Standard_Formula
2025-11-30,EXP00000832,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Credit_Risk,Non_Underwriting,160128.44,140184.19,173492.83,0.569,27855.37,Standard_Formula
2025-11-30,EXP00000833,1183,2025-12-30,2025-Q4,D2,Direct Motor (Commercial),Operational_Risk,Non_Underwriting,161289.65,108071.72,156200.16,0.587,27200.46,Standard_Formula
2025-11-30,EXP00000835,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Premium_Risk,Underwriting,422311.49,328857.95,447842.47,0.506,59673.35,Standard_Formula
2025-11-30,EXP00000836,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Reserve_Risk,Underwriting,568525.28,431518.21,537404.61,0.4434,56855.6,Standard_Formula
2025-11-30,EXP00000837,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Cat_Risk,Underwriting,346871.35,249914.04,321051.11,0.3472,52474.86,Standard_Formula
2025-11-30,EXP00000838,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Market_Risk,Non_Underwriting,441766.67,329884.35,421269.27,0.5997,66523.39,Standard_Formula
2025-11-30,EXP00000839,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Credit_Risk,Non_Underwriting,164759.8,140952.5,186433.24,0.6987,18913.65,Standard_Formula
2025-11-30,EXP00000840,1183,2025-12-30,2025-Q4,E1,Energy Offshore,Operational_Risk,Non_Underwriting,150162.88,119787.91,165219.11,0.6681,21992.68,Standard_Formula
2025-11-30,EXP00000842,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Premium_Risk,Underwriting,1330611.81,1156657.1,1289402.15,0.3814,254223.71,Standard_Formula
2025-11-30,EXP00000843,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Reserve_Risk,Underwriting,1861883.69,1536466.95,1829781.46,0.3668,225268.73,Standard_Formula
2025-11-30,EXP00000844,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Cat_Risk,Underwriting,1038709.22,799445.07,1053609.32,0.3379,204282.91,Standard_Formula
2025-11-30,EXP00000845,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Market_Risk,Non_Underwriting,1529085.35,997168.2,1267031.32,0.4949,159544.85,Standard_Formula
2025-11-30,EXP00000846,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Credit_Risk,Non_Underwriting,517786.23,431717.64,609277.89,0.6747,107598.21,Standard_Formula
2025-11-30,EXP00000847,2791,2024-03-30,2024-Q1,A1,Direct Accident & Health,Operational_Risk,Non_Underwriting,455954.81,350151.19,450277.28,0.536,65397.73,Standard_Formula
2025-11-30,EXP00000849,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Premium_Risk,Underwriting,1500019.51,1160566.76,1534301.14,0.6633,219152.91,Standard_Formula
2025-11-30,EXP00000850,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Reserve_Risk,Underwriting,1859701.25,1276799.54,1869765.69,0.5863,241956.27,Standard_Formula
2025-11-30,EXP00000851,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Cat_Risk,Underwriting,1110729.34,870066.93,960014.67,0.6916,133024.38,Standard_Formula
2025-11-30,EXP00000852,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Market_Risk,Non_Underwriting,1408480.47,1219275.89,1336327.57,0.3924,217014.67,Standard_Formula
2025-11-30,EXP00000853,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Credit_Risk,Non_Underwriting,541579.02,467911.53,538225.51,0.6957,71595.32,Standard_Formula
2025-11-30,EXP00000854,2791,2024-03-30,2024-Q1,A2,Accident & Health Reinsurance,Operational_Risk,Non_Underwriting,501772.62,368360.12,484585.34,0.4165,69144.91,Standard_Formula
2025-11-30,EXP00000856,2791,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Premium_Risk,Underwriting,1432111.34,1173660.42,1321530.98,0.6597,184491.05,Standard_Formula
2025-11-30,EXP00000857,2791,2024-03-30,2024-Q1,D1,Direct Motor (Private Car),Reserve_Risk,Underwriting,1591276.71,1551173.09,1664699.0,0.6987,269860.05,Standard_Formula
