reporting_period,Asset_ID,Syndicate_Number,Reporting_Date,Quarter,Asset_Type,Asset_Category,Currency,ISIN,Issuer,Market_Value,Book_Value,Accrued_Interest,Credit_Rating,Duration,Yield
2025-11-30,AST00000781,1183,2024-09-30,2024-Q3,Loans_And_Mortgages,Illiquid,CAD,XS3131899591,Issuer_90,23472043.84,24158937.37,363400.54,AA,9.23,0.0546
2025-11-30,AST00000783,1183,2024-09-30,2024-Q3,Derivatives,Illiquid,AUD,XS8558235211,Issuer_61,29862608.15,29001100.3,197717.96,AAA,5.16,0.034
2025-11-30,AST00000784,1183,2024-09-30,2024-Q3,Derivatives,Illiquid,USD,XS3542762946,Issuer_53,19908405.43,19980973.4,564213.44,A,1.54,0.069
2025-11-30,AST00000785,1183,2024-09-30,2024-Q3,Derivatives,Illiquid,JPY,XS7122167757,Issuer_26,29862608.15,29513681.71,703049.38,AAA,9.9,0.0784
2025-11-30,AST00000787,1183,2024-09-30,2024-Q3,Other_Investments,Illiquid,GBP,XS4194313481,Issuer_70,10468388.85,10958879.63,47933.63,BB,3.4,0.0409
2025-11-30,AST00000789,1183,2024-12-30,2024-Q4,Liquid_Assets,Liquid,JPY,XS5765985935,Issuer_71,100318412.2,98365839.34,713020.22,A,8.49,0.0223
2025-11-30,AST00000791,1183,2024-12-30,2024-Q4,Illiquid_Assets,Illiquid,GBP,XS5129455398,Issuer_44,92279427.61,88225976.06,1030686.48,A,4.27,0.0442
2025-11-30,AST00000792,1183,2024-12-30,2024-Q4,Illiquid_Assets,Illiquid,AUD,XS2888386122,Issuer_86,30759809.2,32022601.48,548392.46,A,1.23,0.0239
2025-11-30,AST00000793,1183,2024-12-30,2024-Q4,Illiquid_Assets,Illiquid,CAD,XS3760050698,Issuer_95,30759809.2,31822359.48,117260.63,AA,8.28,0.0308
2025-11-30,AST00000795,1183,2024-12-30,2024-Q4,Restricted_Assets,Illiquid,JPY,XS4017752616,Issuer_77,73073409.96,76212696.99,1371361.32,BBB,9.88,0.0539
2025-11-30,AST00000796,1183,2024-12-30,2024-Q4,Restricted_Assets,Illiquid,EUR,XS2483936535,Issuer_85,48715606.64,47152417.73,274214.65,BB,6.83,0.0185
2025-11-30,AST00000797,1183,2024-12-30,2024-Q4,Restricted_Assets,Illiquid,EUR,XS7538337154,Issuer_49,146146819.93,143722007.93,58270.93,AAA,8.99,0.0247
2025-11-30,AST00000799,1183,2024-12-30,2024-Q4,Bonds_Government,Liquid,CHF,XS1787405532,Issuer_14,21125951.05,22045179.29,262583.83,A,1.18,0.0738
2025-11-30,AST00000800,1183,2024-12-30,2024-Q4,Bonds_Government,Liquid,CAD,XS2916134545,Issuer_71,42251902.1,40251776.6,916297.66,BBB,8.43,0.0729
2025-11-30,AST00000802,1183,2024-12-30,2024-Q4,Bonds_Corporate,Illiquid,CAD,XS2547902805,Issuer_43,12696460.78,12283497.04,308745.72,AAA,4.25,0.035
2025-11-30,AST00000803,1183,2024-12-30,2024-Q4,Bonds_Corporate,Illiquid,JPY,XS4332253923,Issuer_8,25392921.56,25198862.59,324550.22,AAA,7.12,0.0611
2025-11-30,AST00000805,1183,2024-12-30,2024-Q4,Bonds_Structured_Notes,Illiquid,EUR,XS5745524965,Issuer_82,14423666.38,15083906.81,11555.64,BBB,8.62,0.0116
2025-11-30,AST00000807,1183,2024-12-30,2024-Q4,Equities_Listed,Illiquid,USD,XS4953665686,Issuer_71,7412529.48,7563047.99,102720.58,AA,3.49,0.051
2025-11-30,AST00000808,1183,2024-12-30,2024-Q4,Equities_Listed,Illiquid,CAD,XS4619962220,Issuer_15,7412529.48,7123707.98,171907.53,BBB,7.07,0.0471
2025-11-30,AST00000809,1183,2024-12-30,2024-Q4,Equities_Listed,Illiquid,GBP,XS2440105698,Issuer_90,7412529.48,7629190.33,1270.23,BBB,5.99,0.0775
2025-11-30,AST00000811,1183,2024-12-30,2024-Q4,Equities_Unlisted,Illiquid,AUD,XS4980274422,Issuer_20,22338350.22,21821187.68,521324.24,AAA,4.77,0.074
2025-11-30,AST00000812,1183,2024-12-30,2024-Q4,Equities_Unlisted,Illiquid,CHF,XS2551088568,Issuer_67,11169175.11,11227493.9,184709.43,BBB,1.15,0.0359
2025-11-30,AST00000814,1183,2024-12-30,2024-Q4,Property,Illiquid,JPY,XS1325999825,Issuer_17,12024731.58,11531991.75,44829.04,BB,9.9,0.0341
2025-11-30,AST00000815,1183,2024-12-30,2024-Q4,Property,Illiquid,USD,XS7847458123,Issuer_50,8016487.72,8379946.04,189011.87,AAA,2.03,0.0102
2025-11-30,AST00000816,1183,2024-12-30,2024-Q4,Property,Illiquid,USD,XS2559155704,Issuer_8,12024731.58,12625939.27,286443.89,A,4.33,0.0612
2025-11-30,AST00000818,1183,2024-12-30,2024-Q4,Cash_And_Cash_Equivalents,Liquid,GBP,XS6013149771,Issuer_37,6056127.44,5897100.41,147334.59,BBB,7.33,0.0681
2025-11-30,AST00000819,1183,2024-12-30,2024-Q4,Cash_And_Cash_Equivalents,Liquid,USD,XS8108193337,Issuer_49,2018709.15,2068805.51,22537.41,BBB,2.28,0.0494
2025-11-30,AST00000821,1183,2024-12-30,2024-Q4,Collective_Investment_Undertakings,Illiquid,AUD,XS7508768814,Issuer_25,33956087.09,35501896.03,390214.37,AAA,9.28,0.0352
2025-11-30,AST00000823,1183,2024-12-30,2024-Q4,Loans_And_Mortgages,Illiquid,CAD,XS1277629691,Issuer_3,15598126.38,15426476.22,163406.12,AA,4.77,0.0249
2025-11-30,AST00000825,1183,2024-12-30,2024-Q4,Derivatives,Illiquid,JPY,XS3946821866,Issuer_59,4606981.29,4538709.35,32648.61,AA,2.32,0.0259
2025-11-30,AST00000827,1183,2024-12-30,2024-Q4,Other_Investments,Illiquid,AUD,XS5741483118,Issuer_45,37026290.97,36324451.39,170065.72,BBB,0.6,0.0282
2025-11-30,AST00000828,1183,2024-12-30,2024-Q4,Other_Investments,Illiquid,CHF,XS1545874101,Issuer_35,12342096.99,11773239.82,253976.14,AAA,5.66,0.0359
2025-11-30,AST00000830,1183,2025-03-30,2025-Q1,Liquid_Assets,Liquid,USD,XS2559953836,Issuer_71,32930666.29,34417359.45,739005.66,AAA,5.59,0.0677
2025-11-30,AST00000831,1183,2025-03-30,2025-Q1,Liquid_Assets,Liquid,GBP,XS2559752291,Issuer_62,98791998.87,99356849.45,2919157.22,AA,8.15,0.0367
2025-11-30,AST00000833,1183,2025-03-30,2025-Q1,Illiquid_Assets,Illiquid,USD,XS6407883415,Issuer_96,48302148.77,46106074.42,1137541.58,AA,4.84,0.0135
2025-11-30,AST00000835,1183,2025-03-30,2025-Q1,Restricted_Assets,Illiquid,JPY,XS6286030156,Issuer_53,62808430.22,62129229.32,1808718.37,AAA,1.23,0.0244
2025-11-30,AST00000836,1183,2025-03-30,2025-Q1,Restricted_Assets,Illiquid,JPY,XS2138618200,Issuer_30,62808430.22,65814435.91,1810429.5,BBB,1.69,0.0595
2025-11-30,AST00000838,1183,2025-03-30,2025-Q1,Bonds_Government,Liquid,JPY,XS7969711735,Issuer_45,17922599.04,17836801.45,80637.23,A,1.86,0.0233
2025-11-30,AST00000839,1183,2025-03-30,2025-Q1,Bonds_Government,Liquid,JPY,XS5240688778,Issuer_75,53767797.12,51315511.08,1285217.69,A,9.17,0.0542
2025-11-30,AST00000840,1183,2025-03-30,2025-Q1,Bonds_Government,Liquid,USD,XS5581417441,Issuer_65,53767797.12,55309564.28,900765.33,BB,7.41,0.0623
2025-11-30,AST00000842,1183,2025-03-30,2025-Q1,Bonds_Corporate,Illiquid,JPY,XS4417311660,Issuer_91,21969495.97,22043151.28,299960.27,BB,3.25,0.0586
2025-11-30,AST00000844,1183,2025-03-30,2025-Q1,Bonds_Structured_Notes,Illiquid,EUR,XS2878424108,Issuer_26,23801622.83,22765288.65,248522.4,BBB,7.74,0.0784
2025-11-30,AST00000845,1183,2025-03-30,2025-Q1,Bonds_Structured_Notes,Illiquid,EUR,XS6022850435,Issuer_94,15867748.55,15625941.71,287893.63,BB,2.98,0.0212
2025-11-30,AST00000847,1183,2025-03-30,2025-Q1,Equities_Listed,Illiquid,CAD,XS8676074196,Issuer_6,4768898.88,4602456.13,11090.25,BB,9.76,0.0338
2025-11-30,AST00000848,1183,2025-03-30,2025-Q1,Equities_Listed,Illiquid,CAD,XS3811113286,Issuer_69,3179265.92,3244523.75,48746.74,A,1.27,0.011
2025-11-30,AST00000850,1183,2025-03-30,2025-Q1,Equities_Unlisted,Illiquid,CAD,XS6628685996,Issuer_3,12116958.6,12557371.69,144394.2,A,5.13,0.0195
2025-11-30,AST00000851,1183,2025-03-30,2025-Q1,Equities_Unlisted,Illiquid,GBP,XS7458813678,Issuer_52,4038986.2,3945712.63,21645.8,AA,4.63,0.0213
2025-11-30,AST00000853,1183,2025-03-30,2025-Q1,Property,Illiquid,AUD,XS9969794879,Issuer_48,10536959.11,10648785.57,284520.93,BB,9.2,0.0529
2025-11-30,AST00000854,1183,2025-03-30,2025-Q1,Property,Illiquid,CAD,XS5807322240,Issuer_43,15805438.66,16522216.17,259331.42,BBB,8.08,0.0294
2025-11-30,AST00000855,1183,2025-03-30,2025-Q1,Property,Illiquid,JPY,XS4798541354,Issuer_42,15805438.66,15206237.69,339430.73,AA,4.24,0.0213
2025-11-30,AST00000857,1183,2025-03-30,2025-Q1,Cash_And_Cash_Equivalents,Liquid,GBP,XS9121215064,Issuer_37,5426695.06,5351695.69,131197.7,BB,1.19,0.0407
2025-11-30,AST00000859,1183,2025-03-30,2025-Q1,Collective_Investment_Undertakings,Illiquid,CHF,XS4859939793,Issuer_12,13920124.02,13891213.99,327182.43,BB,0.8,0.0367
2025-11-30,AST00000860,1183,2025-03-30,2025-Q1,Collective_Investment_Undertakings,Illiquid,JPY,XS8105783088,Issuer_45,13920124.02,14416340.31,401864.04,BBB,1.74,0.0653
2025-11-30,AST00000862,1183,2025-03-30,2025-Q1,Loans_And_Mortgages,Illiquid,USD,XS6650768092,Issuer_43,12986797.86,13414822.38,122912.85,AAA,1.33,0.0753
2025-11-30,AST00000863,1183,2025-03-30,2025-Q1,Loans_And_Mortgages,Illiquid,USD,XS4328109502,Issuer_73,38960393.59,40728334.8,1015195.31,A,3.99,0.0461
2025-11-30,AST00000864,1183,2025-03-30,2025-Q1,Loans_And_Mortgages,Illiquid,CHF,XS2939816808,Issuer_81,19480196.79,18563493.92,87137.25,BB,4.09,0.04
2025-11-30,AST00000866,1183,2025-03-30,2025-Q1,Derivatives,Illiquid,JPY,XS3925254223,Issuer_23,10792225.71,10480655.7,230210.56,BB,9.47,0.0307
2025-11-30,AST00000867,1183,2025-03-30,2025-Q1,Derivatives,Illiquid,JPY,XS9011718451,Issuer_46,7194817.14,7210663.75,150044.7,AAA,9.82,0.0489
2025-11-30,AST00000869,1183,2025-03-30,2025-Q1,Other_Investments,Illiquid,AUD,XS7150797031,Issuer_58,8450716.04,8259096.09,102878.32,BBB,4.44,0.0315
2025-11-30,AST00000871,1183,2025-06-30,2025-Q2,Liquid_Assets,Liquid,JPY,XS3712759619,Issuer_96,49740093.05,50321422.53,1152990.13,BBB,0.9,0.0129
2025-11-30,AST00000873,1183,2025-06-30,2025-Q2,Illiquid_Assets,Illiquid,GBP,XS7997935855,Issuer_1,24564007.99,23809396.41,715893.96,A,7.56,0.0219
2025-11-30,AST00000875,1183,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,AUD,XS9064260058,Issuer_87,19060235.01,18188217.19,249514.45,AAA,7.89,0.0663
2025-11-30,AST00000876,1183,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,AUD,XS7891062526,Issuer_43,57180705.02,59972700.31,510218.39,A,7.87,0.059
2025-11-30,AST00000877,1183,2025-06-30,2025-Q2,Restricted_Assets,Illiquid,CHF,XS7394025154,Issuer_69,19060235.01,19592676.72,90815.42,BB,9.03,0.0406
2025-11-30,AST00000879,1183,2025-06-30,2025-Q2,Bonds_Government,Liquid,AUD,XS5832209149,Issuer_57,36217701.91,36709004.1,785752.83,AA,1.29,0.0479
2025-11-30,AST00000881,1183,2025-06-30,2025-Q2,Bonds_Corporate,Illiquid,AUD,XS9917657301,Issuer_73,14345246.25,13826237.62,294854.56,A,5.89,0.0667
2025-11-30,AST00000883,1183,2025-06-30,2025-Q2,Bonds_Structured_Notes,Illiquid,JPY,XS7994932930,Issuer_50,15716443.9,15171853.43,17611.51,BB,6.85,0.0771
2025-11-30,AST00000885,1183,2025-06-30,2025-Q2,Equities_Listed,Illiquid,USD,XS7324222526,Issuer_14,29600274.33,30928647.29,344166.86,A,0.57,0.0114
2025-11-30,AST00000886,1183,2025-06-30,2025-Q2,Equities_Listed,Illiquid,CAD,XS6127252154,Issuer_91,29600274.33,29324196.94,450747.58,A,1.63,0.0419
2025-11-30,AST00000887,1183,2025-06-30,2025-Q2,Equities_Listed,Illiquid,AUD,XS7787440065,Issuer_57,29600274.33,30957570.84,614419.12,A,1.12,0.0484
2025-11-30,AST00000889,1183,2025-06-30,2025-Q2,Equities_Unlisted,Illiquid,USD,XS6129267015,Issuer_40,15258885.37,14666784.19,207214.92,AA,2.13,0.0532
2025-11-30,AST00000890,1183,2025-06-30,2025-Q2,Equities_Unlisted,Illiquid,USD,XS1613926056,Issuer_57,15258885.37,15157125.51,117511.17,A,5.44,0.02
2025-11-30,AST00000891,1183,2025-06-30,2025-Q2,Equities_Unlisted,Illiquid,GBP,XS5342096731,Issuer_40,22888328.05,23705747.44,400709.58,BB,6.81,0.0462
2025-11-30,AST00000893,1183,2025-06-30,2025-Q2,Property,Illiquid,USD,XS7096400451,Issuer_89,11358508.65,11846181.05,313945.7,AA,4.91,0.0664
2025-11-30,AST00000894,1183,2025-06-30,2025-Q2,Property,Illiquid,CAD,XS2549531653,Issuer_79,7572339.1,7286036.27,76455.65,A,4.86,0.0285
2025-11-30,AST00000896,1183,2025-06-30,2025-Q2,Cash_And_Cash_Equivalents,Liquid,CHF,XS2775756629,Issuer_87,11612315.94,11625424.96,180815.59,BB,6.52,0.0283
2025-11-30,AST00000898,1183,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,CAD,XS2813962339,Issuer_8,16918260.62,16213875.12,154850.56,BBB,7.16,0.0442
2025-11-30,AST00000899,1183,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,CAD,XS9253130510,Issuer_79,11278840.41,11641204.78,14480.12,BB,2.14,0.0112
2025-11-30,AST00000900,1183,2025-06-30,2025-Q2,Collective_Investment_Undertakings,Illiquid,EUR,XS9795039656,Issuer_29,16918260.62,17679103.51,241146.63,BB,1.8,0.0494
2025-11-30,AST00000902,1183,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,CAD,XS2970926491,Issuer_60,12478194.67,12771600.09,171962.65,BBB,4.32,0.0797
2025-11-30,AST00000903,1183,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,CAD,XS4578509768,Issuer_51,12478194.67,12869612.65,339249.56,BBB,7.03,0.0405
2025-11-30,AST00000904,1183,2025-06-30,2025-Q2,Loans_And_Mortgages,Illiquid,JPY,XS3740211342,Issuer_45,12478194.67,12864277.13,15571.73,AAA,4.47,0.0745
2025-11-30,AST00000906,1183,2025-06-30,2025-Q2,Derivatives,Illiquid,CHF,XS5498363063,Issuer_72,12243240.77,12561194.45,351668.53,AA,7.33,0.0484
2025-11-30,AST00000907,1183,2025-06-30,2025-Q2,Derivatives,Illiquid,EUR,XS4725556238,Issuer_35,12243240.77,12548931.51,127071.37,AA,1.31,0.0715
2025-11-30,AST00000909,1183,2025-06-30,2025-Q2,Other_Investments,Illiquid,AUD,XS4546293934,Issuer_42,9004625.47,8585134.24,47244.73,BB,6.26,0.0606
2025-11-30,AST00000910,1183,2025-06-30,2025-Q2,Other_Investments,Illiquid,GBP,XS5893473907,Issuer_67,9004625.47,9177513.4,180132.9,AA,5.57,0.0151
2025-11-30,AST00000912,1183,2025-09-30,2025-Q3,Liquid_Assets,Liquid,AUD,XS5843017172,Issuer_95,11904752.77,11336347.82,107925.36,A,9.48,0.075
2025-11-30,AST00000914,1183,2025-09-30,2025-Q3,Illiquid_Assets,Illiquid,EUR,XS4060913416,Issuer_11,12439515.19,12247409.83,8617.44,AA,5.5,0.0483
2025-11-30,AST00000916,1183,2025-09-30,2025-Q3,Restricted_Assets,Illiquid,GBP,XS2400459190,Issuer_32,22195376.17,22386225.47,216935.57,AA,9.51,0.0119
2025-11-30,AST00000917,1183,2025-09-30,2025-Q3,Restricted_Assets,Illiquid,EUR,XS8254940064,Issuer_14,22195376.17,21490085.38,261146.61,AAA,4.86,0.0344
2025-11-30,AST00000919,1183,2025-09-30,2025-Q3,Bonds_Government,Liquid,CAD,XS7043527383,Issuer_48,28418038.89,27275377.56,243592.89,BB,2.35,0.0399
2025-11-30,AST00000921,1183,2025-09-30,2025-Q3,Bonds_Corporate,Illiquid,JPY,XS1452015326,Issuer_25,21727183.93,22395272.53,332406.97,A,8.62,0.036
2025-11-30,AST00000922,1183,2025-09-30,2025-Q3,Bonds_Corporate,Illiquid,GBP,XS5601348421,Issuer_49,43454367.85,45247728.73,749409.41,BB,6.59,0.0573
2025-11-30,AST00000924,1183,2025-09-30,2025-Q3,Bonds_Structured_Notes,Illiquid,CAD,XS1090779725,Issuer_26,11345957.25,11645018.63,155292.51,BBB,6.13,0.0174
2025-11-30,AST00000925,1183,2025-09-30,2025-Q3,Bonds_Structured_Notes,Illiquid,CHF,XS8660038373,Issuer_70,17018935.87,16900223.18,266464.05,AA,5.64,0.033
2025-11-30,AST00000927,1183,2025-09-30,2025-Q3,Equities_Listed,Illiquid,AUD,XS2372969810,Issuer_15,9044591.11,8882141.79,155294.13,AA,7.62,0.0113
2025-11-30,AST00000928,1183,2025-09-30,2025-Q3,Equities_Listed,Illiquid,CAD,XS2064928119,Issuer_74,13566886.66,12941388.63,66726.52,AAA,9.61,0.0594
2025-11-30,AST00000930,1183,2025-09-30,2025-Q3,Equities_Unlisted,Illiquid,CAD,XS8768336668,Issuer_78,13358739.43,12972248.81,377799.43,A,6.69,0.0667
2025-11-30,AST00000931,1183,2025-09-30,2025-Q3,Equities_Unlisted,Illiquid,AUD,XS1983746310,Issuer_12,40076218.3,39034153.26,364010.07,AAA,4.68,0.0416
2025-11-30,AST00000933,1183,2025-09-30,2025-Q3,Property,Illiquid,CHF,XS1173543907,Issuer_67,9995882.32,10413821.96,214773.7,BBB,6.5,0.0371
2025-11-30,AST00000935,1183,2025-09-30,2025-Q3,Cash_And_Cash_Equivalents,Liquid,EUR,XS4317971302,Issuer_56,13747241.38,13838913.01,408090.14,AAA,9.1,0.0492
2025-11-30,AST00000936,1183,2025-09-30,2025-Q3,Cash_And_Cash_Equivalents,Liquid,JPY,XS9254815930,Issuer_79,41241724.15,39670293.72,790919.13,AAA,4.57,0.0567
2025-11-30,AST00000938,1183,2025-09-30,2025-Q3,Collective_Investment_Undertakings,Illiquid,JPY,XS3152338321,Issuer_20,14720258.95,15054770.43,364862.35,AA,4.22,0.0154
2025-11-30,AST00000940,1183,2025-09-30,2025-Q3,Loans_And_Mortgages,Illiquid,CAD,XS3100882913,Issuer_24,8056102.84,8353674.92,105609.85,BB,7.46,0.0385
2025-11-30,AST00000941,1183,2025-09-30,2025-Q3,Loans_And_Mortgages,Illiquid,GBP,XS6381207545,Issuer_76,4028051.42,4041644.36,107000.32,A,8.59,0.0104
2025-11-30,AST00000943,1183,2025-09-30,2025-Q3,Derivatives,Illiquid,EUR,XS9684156641,Issuer_93,15299404.53,15495528.98,281242.58,AAA,7.13,0.0549
2025-11-30,AST00000944,1183,2025-09-30,2025-Q3,Derivatives,Illiquid,EUR,XS8473803937,Issuer_75,10199603.02,10420484.21,304956.5,AA,7.95,0.0426
2025-11-30,AST00000945,1183,2025-09-30,2025-Q3,Derivatives,Illiquid,USD,XS3509346570,Issuer_4,15299404.53,14591314.02,95914.31,BB,2.68,0.0439
2025-11-30,AST00000947,1183,2025-09-30,2025-Q3,Other_Investments,Illiquid,AUD,XS6291437884,Issuer_52,50840954.2,50901197.25,557803.47,AA,7.39,0.0456
2025-11-30,AST00000949,1183,2025-12-30,2025-Q4,Liquid_Assets,Liquid,CAD,XS8634500989,Issuer_74,27136011.79,27905013.84,795025.2,BBB,6.09,0.0353
2025-11-30,AST00000951,1183,2025-12-30,2025-Q4,Illiquid_Assets,Illiquid,CHF,XS7324690702,Issuer_6,62380576.14,59658468.51,463471.61,AA,4.26,0.072
2025-11-30,AST00000952,1183,2025-12-30,2025-Q4,Illiquid_Assets,Illiquid,CHF,XS1985898284,Issuer_12,20793525.38,20081735.46,13243.14,AAA,3.97,0.0209
2025-11-30,AST00000954,1183,2025-12-30,2025-Q4,Restricted_Assets,Illiquid,CHF,XS6527349784,Issuer_25,27550523.74,26451500.34,711323.52,AA,5.08,0.0161
2025-11-30,AST00000956,1183,2025-12-30,2025-Q4,Bonds_Government,Liquid,GBP,XS5590554798,Issuer_60,7877142.35,7590007.53,10195.19,AA,2.7,0.0177
2025-11-30,AST00000957,1183,2025-12-30,2025-Q4,Bonds_Government,Liquid,GBP,XS1336577674,Issuer_99,3938571.18,3908674.3,31195.75,A,3.9,0.0523
2025-11-30,AST00000958,1183,2025-12-30,2025-Q4,Bonds_Government,Liquid,JPY,XS4283984116,Issuer_72,7877142.35,7489009.05,195867.25,BBB,3.7,0.0116
2025-11-30,AST00000960,1183,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,EUR,XS1361138812,Issuer_94,16053004.17,15338353.22,331961.79,AAA,9.99,0.0796
2025-11-30,AST00000961,1183,2025-12-30,2025-Q4,Bonds_Corporate,Illiquid,USD,XS2988032125,Issuer_15,5351001.39,5087635.36,96625.25,AA,7.09,0.0634
2025-11-30,AST00000963,1183,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,USD,XS9253102722,Issuer_77,18241891.74,17654664.44,303214.58,BB,6.47,0.0573
2025-11-30,AST00000964,1183,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,AUD,XS5406347949,Issuer_26,12161261.16,11610375.23,339822.19,BBB,1.07,0.0797
2025-11-30,AST00000965,1183,2025-12-30,2025-Q4,Bonds_Structured_Notes,Illiquid,USD,XS7089704960,Issuer_95,18241891.74,17518057.99,406853.48,AA,7.74,0.0249
2025-11-30,AST00000967,1183,2025-12-30,2025-Q4,Equities_Listed,Illiquid,USD,XS3843937719,Issuer_20,17386486.2,18192840.31,284338.53,AAA,9.76,0.0174
2025-11-30,AST00000968,1183,2025-12-30,2025-Q4,Equities_Listed,Illiquid,AUD,XS3770280785,Issuer_53,17386486.2,17069803.17,424815.74,AAA,8.95,0.0726
2025-11-30,AST00000970,1183,2025-12-30,2025-Q4,Equities_Unlisted,Illiquid,AUD,XS2611265900,Issuer_17,19407190.02,19668025.91,208340.01,A,9.48,0.0287
2025-11-30,AST00000971,1183,2025-12-30,2025-Q4,Equities_Unlisted,Illiquid,JPY,XS8822656505,Issuer_72,19407190.02,18510760.97,238531.14,AAA,3.01,0.0715
2025-11-30,AST00000973,1183,2025-12-30,2025-Q4,Property,Illiquid,EUR,XS8740095224,Issuer_67,14601338.11,14874507.29,48621.32,AAA,6.9,0.0173
2025-11-30,AST00000975,1183,2025-12-30,2025-Q4,Cash_And_Cash_Equivalents,Liquid,GBP,XS6611224913,Issuer_17,15381458.48,16062312.05,96931.99,AAA,9.53,0.0241
2025-11-30,AST00000977,1183,2025-12-30,2025-Q4,Collective_Investment_Undertakings,Illiquid,AUD,XS1613965504,Issuer_37,5312030.75,5273066.81,17280.22,AAA,5.18,0.0515
2025-11-30,AST00000978,1183,2025-12-30,2025-Q4,Collective_Investment_Undertakings,Illiquid,CAD,XS6777650347,Issuer_49,7968046.12,7783498.73,137266.83,AAA,6.95,0.0509
2025-11-30,AST00000979,1183,2025-12-30,2025-Q4,Collective_Investment_Undertakings,Illiquid,CHF,XS5262425387,Issuer_33,15936092.24,16077349.98,128479.65,BBB,9.2,0.0242
2025-11-30,AST00000981,1183,2025-12-30,2025-Q4,Loans_And_Mortgages,Illiquid,USD,XS7040929231,Issuer_65,14369537.08,14219527.7,421452.22,BB,4.71,0.0558
2025-11-30,AST00000982,1183,2025-12-30,2025-Q4,Loans_And_Mortgages,Illiquid,CAD,XS6535946029,Issuer_68,14369537.08,13853877.16,96856.02,BBB,5.99,0.0324
2025-11-30,AST00000984,1183,2025-12-30,2025-Q4,Derivatives,Illiquid,CAD,XS1323468270,Issuer_59,9085828.49,8861731.0,111123.24,BBB,1.17,0.0668
2025-11-30,AST00000985,1183,2025-12-30,2025-Q4,Derivatives,Illiquid,EUR,XS2217412001,Issuer_53,27257485.47,26410145.87,714439.17,BB,4.46,0.0757
2025-11-30,AST00000986,1183,2025-12-30,2025-Q4,Derivatives,Illiquid,GBP,XS9989086018,Issuer_66,13628742.74,13519760.25,184126.31,BB,4.29,0.0105
2025-11-30,AST00000988,1183,2025-12-30,2025-Q4,Other_Investments,Illiquid,JPY,XS5625312968,Issuer_35,6659437.27,6472805.42,187669.13,A,9.5,0.065
2025-11-30,AST00000989,1183,2025-12-30,2025-Q4,Other_Investments,Illiquid,CAD,XS9966269734,Issuer_28,19978311.8,19172957.61,405864.73,BBB,6.77,0.0173
2025-11-30,AST00000991,2791,2024-03-30,2024-Q1,Liquid_Assets,Liquid,JPY,XS8181291333,Issuer_60,89132268.74,85662527.88,1188832.64,BB,9.4,0.0684
2025-11-30,AST00000992,2791,2024-03-30,2024-Q1,Liquid_Assets,Liquid,GBP,XS7144957913,Issuer_19,89132268.74,87570412.55,2101037.46,BBB,4.39,0.0205
2025-11-30,AST00000993,2791,2024-03-30,2024-Q1,Liquid_Assets,Liquid,GBP,XS1716175481,Issuer_17,44566134.37,44538606.03,216588.73,AAA,7.62,0.0617
2025-11-30,AST00000995,2791,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,JPY,XS6259751592,Issuer_3,20571235.45,20600008.81,288224.54,BB,8.35,0.0434
2025-11-30,AST00000996,2791,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,AUD,XS5233007858,Issuer_62,20571235.45,21442948.34,514250.41,BB,4.03,0.0663
2025-11-30,AST00000997,2791,2024-03-30,2024-Q1,Illiquid_Assets,Illiquid,JPY,XS7177801977,Issuer_71,20571235.45,20380970.97,267976.45,AA,4.85,0.0781
2025-11-30,AST00000999,2791,2024-03-30,2024-Q1,Restricted_Assets,Illiquid,CAD,XS3688363483,Issuer_72,21236380.86,20713038.56,582882.92,AAA,3.39,0.0286
2025-11-30,AST00001001,2791,2024-03-30,2024-Q1,Bonds_Government,Liquid,AUD,XS2996020409,Issuer_56,36280842.59,35148385.83,264471.34,AAA,7.25,0.0689
2025-11-30,AST00001002,2791,2024-03-30,2024-Q1,Bonds_Government,Liquid,GBP,XS5843047201,Issuer_23,72561685.18,75556392.4,2102518.18,BB,5.26,0.0726
2025-11-30,AST00001004,2791,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,AUD,XS9439290972,Issuer_57,23939881.81,22891617.55,89886.59,AAA,6.81,0.0756
2025-11-30,AST00001005,2791,2024-03-30,2024-Q1,Bonds_Corporate,Illiquid,EUR,XS7205235505,Issuer_93,15959921.21,16256259.28,409396.47,AAA,4.15,0.0629
2025-11-30,AST00001007,2791,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,GBP,XS5820777650,Issuer_47,35867919.14,35126446.27,812964.35,BBB,9.94,0.0715
2025-11-30,AST00001008,2791,2024-03-30,2024-Q1,Bonds_Structured_Notes,Illiquid,GBP,XS7953697623,Issuer_16,35867919.14,37464962.13,528463.18,BB,4.42,0.0535
