Reserve_ID,Syndicate_Number,LOB_Code,LOB_Name,Valuation_Date,Quarter,Reserve_Type,Movement_Type,Amount,Currency,Discounted,Confidence_Level
RES00000548,1183,A2,Accident & Health Reinsurance,2025-03-30,2025-Q1,IBNR,Revaluation,2112497.17,GBP,False,0.75
RES00000549,1183,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,8116072.91,GBP,True,0.5
RES00000550,1183,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Risk_Margin,Revaluation,642351.43,GBP,True,0.5
RES00000551,1183,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,1789325.3,GBP,True,0.5
RES00000552,1183,A2,Accident & Health Reinsurance,2025-06-30,2025-Q2,IBNR,Revaluation,1759988.33,GBP,False,0.75
RES00000553,1183,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,9322006.67,GBP,True,0.5
RES00000554,1183,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Risk_Margin,Revaluation,700646.72,GBP,True,0.5
RES00000555,1183,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,1838101.35,GBP,True,0.5
RES00000556,1183,A2,Accident & Health Reinsurance,2025-09-30,2025-Q3,IBNR,Revaluation,2575835.91,GBP,False,0.75
RES00000557,1183,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,9016353.46,GBP,True,0.5
RES00000558,1183,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Risk_Margin,Revaluation,704029.69,GBP,True,0.5
RES00000559,1183,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,1915639.18,GBP,True,0.5
RES00000560,1183,A2,Accident & Health Reinsurance,2025-12-30,2025-Q4,IBNR,Revaluation,1803310.59,GBP,False,0.75
RES00000561,1183,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,8054677.29,GBP,True,0.5
RES00000562,1183,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Risk_Margin,Revaluation,634765.13,GBP,True,0.5
RES00000563,1183,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,1759911.21,GBP,True,0.5
RES00000564,1183,A2,Accident & Health Reinsurance,2026-03-30,2026-Q1,IBNR,Revaluation,2106113.62,GBP,False,0.75
RES00000565,1183,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,9085120.9,GBP,True,0.5
RES00000566,1183,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Risk_Margin,Revaluation,677038.99,GBP,True,0.5
RES00000567,1183,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,1824536.61,GBP,True,0.5
RES00000568,1183,A2,Accident & Health Reinsurance,2026-06-30,2026-Q2,IBNR,Revaluation,1778058.43,GBP,False,0.75
RES00000569,1183,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,9506030.28,GBP,True,0.5
RES00000570,1183,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Risk_Margin,Revaluation,679376.42,GBP,True,0.5
RES00000571,1183,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,1843139.13,GBP,True,0.5
RES00000572,1183,A2,Accident & Health Reinsurance,2026-09-30,2026-Q3,IBNR,Revaluation,2071406.98,GBP,False,0.75
RES00000573,1183,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,8221409.02,GBP,True,0.5
RES00000574,1183,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,Risk_Margin,Revaluation,612215.65,GBP,True,0.5
RES00000575,1183,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,1631415.66,GBP,True,0.5
RES00000576,1183,A2,Accident & Health Reinsurance,2026-12-30,2026-Q4,IBNR,Revaluation,979165.44,GBP,False,0.75
RES00000577,1183,D1,Direct Motor (Private Car),2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,8232514.03,GBP,True,0.5
RES00000578,1183,D1,Direct Motor (Private Car),2024-03-30,2024-Q1,Risk_Margin,Revaluation,494777.56,GBP,True,0.5
RES00000579,1183,D1,Direct Motor (Private Car),2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,2646177.16,GBP,True,0.5
RES00000580,1183,D1,Direct Motor (Private Car),2024-03-30,2024-Q1,IBNR,Revaluation,1367002.65,GBP,False,0.75
RES00000581,1183,D1,Direct Motor (Private Car),2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,8938045.16,GBP,True,0.5
RES00000582,1183,D1,Direct Motor (Private Car),2024-06-30,2024-Q2,Risk_Margin,Revaluation,459563.58,GBP,True,0.5
RES00000583,1183,D1,Direct Motor (Private Car),2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,2726080.78,GBP,True,0.5
RES00000584,1183,D1,Direct Motor (Private Car),2024-06-30,2024-Q2,IBNR,Revaluation,2315245.32,GBP,False,0.75
RES00000585,1183,D1,Direct Motor (Private Car),2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,8809154.63,GBP,True,0.5
RES00000586,1183,D1,Direct Motor (Private Car),2024-09-30,2024-Q3,Risk_Margin,Revaluation,470680.02,GBP,True,0.5
RES00000587,1183,D1,Direct Motor (Private Car),2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,2929902.52,GBP,True,0.5
RES00000588,1183,D1,Direct Motor (Private Car),2024-09-30,2024-Q3,IBNR,Revaluation,1619224.77,GBP,False,0.75
RES00000589,1183,D1,Direct Motor (Private Car),2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,9509920.79,GBP,True,0.5
RES00000590,1183,D1,Direct Motor (Private Car),2024-12-30,2024-Q4,Risk_Margin,Revaluation,459706.89,GBP,True,0.5
RES00000591,1183,D1,Direct Motor (Private Car),2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,2996941.15,GBP,True,0.5
RES00000592,1183,D1,Direct Motor (Private Car),2024-12-30,2024-Q4,IBNR,Revaluation,2465310.02,GBP,False,0.75
RES00000593,1183,D1,Direct Motor (Private Car),2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,9109846.22,GBP,True,0.5
RES00000594,1183,D1,Direct Motor (Private Car),2025-03-30,2025-Q1,Risk_Margin,Revaluation,477888.8,GBP,True,0.5
RES00000595,1183,D1,Direct Motor (Private Car),2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,3044562.86,GBP,True,0.5
RES00000596,1183,D1,Direct Motor (Private Car),2025-03-30,2025-Q1,IBNR,Revaluation,1277646.36,GBP,False,0.75
RES00000597,1183,D1,Direct Motor (Private Car),2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,9101797.2,GBP,True,0.5
RES00000598,1183,D1,Direct Motor (Private Car),2025-06-30,2025-Q2,Risk_Margin,Revaluation,516921.83,GBP,True,0.5
RES00000599,1183,D1,Direct Motor (Private Car),2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,2829577.89,GBP,True,0.5
RES00000600,1183,D1,Direct Motor (Private Car),2025-06-30,2025-Q2,IBNR,Revaluation,1840604.49,GBP,False,0.75
RES00000601,1183,D1,Direct Motor (Private Car),2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,8835711.41,GBP,True,0.5
RES00000602,1183,D1,Direct Motor (Private Car),2025-09-30,2025-Q3,Risk_Margin,Revaluation,494388.06,GBP,True,0.5
RES00000603,1183,D1,Direct Motor (Private Car),2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,2727683.53,GBP,True,0.5
RES00000604,1183,D1,Direct Motor (Private Car),2025-09-30,2025-Q3,IBNR,Revaluation,1973887.55,GBP,False,0.75
RES00000605,1183,D1,Direct Motor (Private Car),2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,8559736.9,GBP,True,0.5
RES00000606,1183,D1,Direct Motor (Private Car),2025-12-30,2025-Q4,Risk_Margin,Revaluation,453064.26,GBP,True,0.5
RES00000607,1183,D1,Direct Motor (Private Car),2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,2643643.74,GBP,True,0.5
RES00000608,1183,D1,Direct Motor (Private Car),2025-12-30,2025-Q4,IBNR,Revaluation,2309008.13,GBP,False,0.75
RES00000609,1183,D1,Direct Motor (Private Car),2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,9175308.46,GBP,True,0.5
RES00000610,1183,D1,Direct Motor (Private Car),2026-03-30,2026-Q1,Risk_Margin,Revaluation,531090.41,GBP,True,0.5
RES00000611,1183,D1,Direct Motor (Private Car),2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,2888795.92,GBP,True,0.5
RES00000612,1183,D1,Direct Motor (Private Car),2026-03-30,2026-Q1,IBNR,Revaluation,1942921.83,GBP,False,0.75
RES00000613,1183,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,7961637.89,GBP,True,0.5
RES00000614,1183,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Risk_Margin,Revaluation,469450.19,GBP,True,0.5
RES00000615,1183,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,3047397.75,GBP,True,0.5
RES00000616,1183,D1,Direct Motor (Private Car),2026-06-30,2026-Q2,IBNR,Revaluation,1353969.59,GBP,False,0.75
RES00000617,1183,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,8046738.19,GBP,True,0.5
RES00000618,1183,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Risk_Margin,Revaluation,446087.49,GBP,True,0.5
RES00000619,1183,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,2874474.05,GBP,True,0.5
RES00000620,1183,D1,Direct Motor (Private Car),2026-09-30,2026-Q3,IBNR,Revaluation,2398571.03,GBP,False,0.75
RES00000621,1183,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,8495296.91,GBP,True,0.5
RES00000622,1183,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Risk_Margin,Revaluation,505234.67,GBP,True,0.5
RES00000623,1183,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,2861466.12,GBP,True,0.5
RES00000624,1183,D1,Direct Motor (Private Car),2026-12-30,2026-Q4,IBNR,Revaluation,2243961.85,GBP,False,0.75
RES00000625,1183,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,9233989.75,GBP,True,0.5
RES00000626,1183,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Risk_Margin,Revaluation,459996.83,GBP,True,0.5
RES00000627,1183,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,2754028.56,GBP,True,0.5
RES00000628,1183,D2,Direct Motor (Commercial),2024-03-30,2024-Q1,IBNR,Revaluation,1691079.0,GBP,False,0.75
RES00000629,1183,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,8959655.68,GBP,True,0.5
RES00000630,1183,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Risk_Margin,Revaluation,422354.18,GBP,True,0.5
RES00000631,1183,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,2609428.77,GBP,True,0.5
RES00000632,1183,D2,Direct Motor (Commercial),2024-06-30,2024-Q2,IBNR,Revaluation,1995905.21,GBP,False,0.75
RES00000633,1183,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,8026887.2,GBP,True,0.5
RES00000634,1183,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Risk_Margin,Revaluation,451054.24,GBP,True,0.5
RES00000635,1183,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,2608824.56,GBP,True,0.5
RES00000636,1183,D2,Direct Motor (Commercial),2024-09-30,2024-Q3,IBNR,Revaluation,2230993.21,GBP,False,0.75
RES00000637,1183,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,8098310.03,GBP,True,0.5
RES00000638,1183,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Risk_Margin,Revaluation,442611.02,GBP,True,0.5
RES00000639,1183,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,2574777.78,GBP,True,0.5
RES00000640,1183,D2,Direct Motor (Commercial),2024-12-30,2024-Q4,IBNR,Revaluation,1065051.9,GBP,False,0.75
RES00000641,1183,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,7870840.26,GBP,True,0.5
RES00000642,1183,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Risk_Margin,Revaluation,395456.82,GBP,True,0.5
RES00000643,1183,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,2561848.35,GBP,True,0.5
RES00000644,1183,D2,Direct Motor (Commercial),2025-03-30,2025-Q1,IBNR,Revaluation,1021025.57,GBP,False,0.75
RES00000645,1183,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,7878917.24,GBP,True,0.5
RES00000646,1183,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Risk_Margin,Revaluation,416738.58,GBP,True,0.5
RES00000647,1183,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,2651133.44,GBP,True,0.5
RES00000648,1183,D2,Direct Motor (Commercial),2025-06-30,2025-Q2,IBNR,Revaluation,1370749.87,GBP,False,0.75
RES00000649,1183,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,8293092.62,GBP,True,0.5
RES00000650,1183,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Risk_Margin,Revaluation,450230.03,GBP,True,0.5
RES00000651,1183,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,2654612.22,GBP,True,0.5
RES00000652,1183,D2,Direct Motor (Commercial),2025-09-30,2025-Q3,IBNR,Revaluation,1739414.52,GBP,False,0.75
RES00000653,1183,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,7955710.4,GBP,True,0.5
RES00000654,1183,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Risk_Margin,Revaluation,414729.23,GBP,True,0.5
RES00000655,1183,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,3019406.13,GBP,True,0.5
RES00000656,1183,D2,Direct Motor (Commercial),2025-12-30,2025-Q4,IBNR,Revaluation,1769823.7,GBP,False,0.75
RES00000657,1183,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,8285598.45,GBP,True,0.5
RES00000658,1183,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Risk_Margin,Revaluation,414487.0,GBP,True,0.5
RES00000659,1183,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,2878065.68,GBP,True,0.5
RES00000660,1183,D2,Direct Motor (Commercial),2026-03-30,2026-Q1,IBNR,Revaluation,2446171.89,GBP,False,0.75
RES00000661,1183,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,9294209.94,GBP,True,0.5
RES00000662,1183,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Risk_Margin,Revaluation,461224.49,GBP,True,0.5
RES00000663,1183,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,2663374.25,GBP,True,0.5
RES00000664,1183,D2,Direct Motor (Commercial),2026-06-30,2026-Q2,IBNR,Revaluation,1215722.14,GBP,False,0.75
RES00000665,1183,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,8009931.47,GBP,True,0.5
RES00000666,1183,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Risk_Margin,Revaluation,422994.97,GBP,True,0.5
RES00000667,1183,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,2664529.47,GBP,True,0.5
RES00000668,1183,D2,Direct Motor (Commercial),2026-09-30,2026-Q3,IBNR,Revaluation,2069611.64,GBP,False,0.75
RES00000669,1183,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,9500369.58,GBP,True,0.5
RES00000670,1183,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Risk_Margin,Revaluation,428015.34,GBP,True,0.5
RES00000671,1183,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,2970093.99,GBP,True,0.5
RES00000672,1183,D2,Direct Motor (Commercial),2026-12-30,2026-Q4,IBNR,Revaluation,1218940.99,GBP,False,0.75
RES00000673,1183,E1,Energy Offshore,2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,5170290.06,GBP,True,0.5
RES00000674,1183,E1,Energy Offshore,2024-03-30,2024-Q1,Risk_Margin,Revaluation,263562.64,GBP,True,0.5
RES00000675,1183,E1,Energy Offshore,2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,1373445.41,GBP,True,0.5
RES00000676,1183,E1,Energy Offshore,2024-03-30,2024-Q1,IBNR,Revaluation,1328126.24,GBP,False,0.75
RES00000677,1183,E1,Energy Offshore,2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,4679295.15,GBP,True,0.5
RES00000678,1183,E1,Energy Offshore,2024-06-30,2024-Q2,Risk_Margin,Revaluation,247398.65,GBP,True,0.5
RES00000679,1183,E1,Energy Offshore,2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,1226699.35,GBP,True,0.5
RES00000680,1183,E1,Energy Offshore,2024-06-30,2024-Q2,IBNR,Revaluation,1340540.43,GBP,False,0.75
RES00000681,1183,E1,Energy Offshore,2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,5259835.39,GBP,True,0.5
RES00000682,1183,E1,Energy Offshore,2024-09-30,2024-Q3,Risk_Margin,Revaluation,254600.38,GBP,True,0.5
RES00000683,1183,E1,Energy Offshore,2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,1203919.26,GBP,True,0.5
RES00000684,1183,E1,Energy Offshore,2024-09-30,2024-Q3,IBNR,Revaluation,596021.4,GBP,False,0.75
RES00000685,1183,E1,Energy Offshore,2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,5255971.34,GBP,True,0.5
RES00000686,1183,E1,Energy Offshore,2024-12-30,2024-Q4,Risk_Margin,Revaluation,238952.32,GBP,True,0.5
RES00000687,1183,E1,Energy Offshore,2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,1313514.54,GBP,True,0.5
RES00000688,1183,E1,Energy Offshore,2024-12-30,2024-Q4,IBNR,Revaluation,1280782.87,GBP,False,0.75
RES00000689,1183,E1,Energy Offshore,2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,5026675.07,GBP,True,0.5
RES00000690,1183,E1,Energy Offshore,2025-03-30,2025-Q1,Risk_Margin,Revaluation,270071.98,GBP,True,0.5
RES00000691,1183,E1,Energy Offshore,2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,1294302.83,GBP,True,0.5
RES00000692,1183,E1,Energy Offshore,2025-03-30,2025-Q1,IBNR,Revaluation,1031117.02,GBP,False,0.75
RES00000693,1183,E1,Energy Offshore,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,4975832.55,GBP,True,0.5
RES00000694,1183,E1,Energy Offshore,2025-06-30,2025-Q2,Risk_Margin,Revaluation,247677.32,GBP,True,0.5
RES00000695,1183,E1,Energy Offshore,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,1346026.08,GBP,True,0.5
RES00000696,1183,E1,Energy Offshore,2025-06-30,2025-Q2,IBNR,Revaluation,1398342.76,GBP,False,0.75
RES00000697,1183,E1,Energy Offshore,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,5256976.7,GBP,True,0.5
RES00000698,1183,E1,Energy Offshore,2025-09-30,2025-Q3,Risk_Margin,Revaluation,245736.26,GBP,True,0.5
RES00000699,1183,E1,Energy Offshore,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,1384358.63,GBP,True,0.5
RES00000700,1183,E1,Energy Offshore,2025-09-30,2025-Q3,IBNR,Revaluation,626840.22,GBP,False,0.75
RES00000701,1183,E1,Energy Offshore,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,4916659.89,GBP,True,0.5
RES00000702,1183,E1,Energy Offshore,2025-12-30,2025-Q4,Risk_Margin,Revaluation,246448.86,GBP,True,0.5
RES00000703,1183,E1,Energy Offshore,2025-12-30,2025-Q4,Reinsurance_Recoverables,Revaluation,1201716.94,GBP,True,0.5
RES00000704,1183,E1,Energy Offshore,2025-12-30,2025-Q4,IBNR,Revaluation,1442363.41,GBP,False,0.75
RES00000705,1183,E1,Energy Offshore,2026-03-30,2026-Q1,Best_Estimate_Liabilities,Revaluation,5308557.83,GBP,True,0.5
RES00000706,1183,E1,Energy Offshore,2026-03-30,2026-Q1,Risk_Margin,Revaluation,221512.48,GBP,True,0.5
RES00000707,1183,E1,Energy Offshore,2026-03-30,2026-Q1,Reinsurance_Recoverables,Revaluation,1284967.67,GBP,True,0.5
RES00000708,1183,E1,Energy Offshore,2026-03-30,2026-Q1,IBNR,Revaluation,634341.58,GBP,False,0.75
RES00000709,1183,E1,Energy Offshore,2026-06-30,2026-Q2,Best_Estimate_Liabilities,Revaluation,4706734.37,GBP,True,0.5
RES00000710,1183,E1,Energy Offshore,2026-06-30,2026-Q2,Risk_Margin,Revaluation,237752.7,GBP,True,0.5
RES00000711,1183,E1,Energy Offshore,2026-06-30,2026-Q2,Reinsurance_Recoverables,Revaluation,1235628.83,GBP,True,0.5
RES00000712,1183,E1,Energy Offshore,2026-06-30,2026-Q2,IBNR,Revaluation,1045618.95,GBP,False,0.75
RES00000713,1183,E1,Energy Offshore,2026-09-30,2026-Q3,Best_Estimate_Liabilities,Revaluation,4876731.47,GBP,True,0.5
RES00000714,1183,E1,Energy Offshore,2026-09-30,2026-Q3,Risk_Margin,Revaluation,244266.71,GBP,True,0.5
RES00000715,1183,E1,Energy Offshore,2026-09-30,2026-Q3,Reinsurance_Recoverables,Revaluation,1280990.41,GBP,True,0.5
RES00000716,1183,E1,Energy Offshore,2026-09-30,2026-Q3,IBNR,Revaluation,1068031.47,GBP,False,0.75
RES00000717,1183,E1,Energy Offshore,2026-12-30,2026-Q4,Best_Estimate_Liabilities,Revaluation,4621690.89,GBP,True,0.5
RES00000718,1183,E1,Energy Offshore,2026-12-30,2026-Q4,Risk_Margin,Revaluation,261541.06,GBP,True,0.5
RES00000719,1183,E1,Energy Offshore,2026-12-30,2026-Q4,Reinsurance_Recoverables,Revaluation,1288685.86,GBP,True,0.5
RES00000720,1183,E1,Energy Offshore,2026-12-30,2026-Q4,IBNR,Revaluation,742640.28,GBP,False,0.75
RES00000721,2791,A1,Direct Accident & Health,2024-03-30,2024-Q1,Best_Estimate_Liabilities,Revaluation,13775687.75,GBP,True,0.5
RES00000722,2791,A1,Direct Accident & Health,2024-03-30,2024-Q1,Risk_Margin,Revaluation,887185.52,GBP,True,0.5
RES00000723,2791,A1,Direct Accident & Health,2024-03-30,2024-Q1,Reinsurance_Recoverables,Revaluation,3295985.18,GBP,True,0.5
RES00000724,2791,A1,Direct Accident & Health,2024-03-30,2024-Q1,IBNR,Revaluation,2019521.85,GBP,False,0.75
RES00000725,2791,A1,Direct Accident & Health,2024-06-30,2024-Q2,Best_Estimate_Liabilities,Revaluation,15741392.24,GBP,True,0.5
RES00000726,2791,A1,Direct Accident & Health,2024-06-30,2024-Q2,Risk_Margin,Revaluation,876253.65,GBP,True,0.5
RES00000727,2791,A1,Direct Accident & Health,2024-06-30,2024-Q2,Reinsurance_Recoverables,Revaluation,3165696.02,GBP,True,0.5
RES00000728,2791,A1,Direct Accident & Health,2024-06-30,2024-Q2,IBNR,Revaluation,2293039.98,GBP,False,0.75
RES00000729,2791,A1,Direct Accident & Health,2024-09-30,2024-Q3,Best_Estimate_Liabilities,Revaluation,13918772.83,GBP,True,0.5
RES00000730,2791,A1,Direct Accident & Health,2024-09-30,2024-Q3,Risk_Margin,Revaluation,770207.39,GBP,True,0.5
RES00000731,2791,A1,Direct Accident & Health,2024-09-30,2024-Q3,Reinsurance_Recoverables,Revaluation,3570331.89,GBP,True,0.5
RES00000732,2791,A1,Direct Accident & Health,2024-09-30,2024-Q3,IBNR,Revaluation,4296895.88,GBP,False,0.75
RES00000733,2791,A1,Direct Accident & Health,2024-12-30,2024-Q4,Best_Estimate_Liabilities,Revaluation,14461995.1,GBP,True,0.5
RES00000734,2791,A1,Direct Accident & Health,2024-12-30,2024-Q4,Risk_Margin,Revaluation,773901.18,GBP,True,0.5
RES00000735,2791,A1,Direct Accident & Health,2024-12-30,2024-Q4,Reinsurance_Recoverables,Revaluation,3174597.38,GBP,True,0.5
RES00000736,2791,A1,Direct Accident & Health,2024-12-30,2024-Q4,IBNR,Revaluation,2535911.59,GBP,False,0.75
RES00000737,2791,A1,Direct Accident & Health,2025-03-30,2025-Q1,Best_Estimate_Liabilities,Revaluation,14034871.44,GBP,True,0.5
RES00000738,2791,A1,Direct Accident & Health,2025-03-30,2025-Q1,Risk_Margin,Revaluation,775077.84,GBP,True,0.5
RES00000739,2791,A1,Direct Accident & Health,2025-03-30,2025-Q1,Reinsurance_Recoverables,Revaluation,3017667.04,GBP,True,0.5
RES00000740,2791,A1,Direct Accident & Health,2025-03-30,2025-Q1,IBNR,Revaluation,4242036.05,GBP,False,0.75
RES00000741,2791,A1,Direct Accident & Health,2025-06-30,2025-Q2,Best_Estimate_Liabilities,Revaluation,15612294.64,GBP,True,0.5
RES00000742,2791,A1,Direct Accident & Health,2025-06-30,2025-Q2,Risk_Margin,Revaluation,797458.54,GBP,True,0.5
RES00000743,2791,A1,Direct Accident & Health,2025-06-30,2025-Q2,Reinsurance_Recoverables,Revaluation,3418829.14,GBP,True,0.5
RES00000744,2791,A1,Direct Accident & Health,2025-06-30,2025-Q2,IBNR,Revaluation,1640886.06,GBP,False,0.75
RES00000745,2791,A1,Direct Accident & Health,2025-09-30,2025-Q3,Best_Estimate_Liabilities,Revaluation,14016338.99,GBP,True,0.5
RES00000746,2791,A1,Direct Accident & Health,2025-09-30,2025-Q3,Risk_Margin,Revaluation,874335.54,GBP,True,0.5
RES00000747,2791,A1,Direct Accident & Health,2025-09-30,2025-Q3,Reinsurance_Recoverables,Revaluation,3360601.53,GBP,True,0.5
RES00000748,2791,A1,Direct Accident & Health,2025-09-30,2025-Q3,IBNR,Revaluation,3317161.31,GBP,False,0.75
RES00000749,2791,A1,Direct Accident & Health,2025-12-30,2025-Q4,Best_Estimate_Liabilities,Revaluation,14372380.18,GBP,True,0.5
