Transaction_ID,Claim_Reference,Syndicate_Number,Year_of_Account,Risk_Code,Currency,Status,Transaction_Type,Transaction_Date,Loss_Date,Report_Date,Amount,Outstanding_Amount,Incurred_Amount,LOB_Code,Country,Claim_Type,Reinsurance_Recovery
TXN00000178,CLM799287,623,2024,6,CAD,Reopened,Payment,2024-04-22,2024-03-15,2024-04-13,72806.69,0,0,E1,DE,Gross,3558.19
TXN00000179,CLM799287,623,2024,6,CAD,Reopened,Payment,2027-01-02,2024-05-02,2024-07-08,24480.56,0,0,E1,US,Gross,2287.92
TXN00000180,CLM799287,623,2024,6,CAD,Reopened,Payment,2025-01-24,2024-01-21,2024-03-08,35347.78,0,0,E1,GB,Gross,5128.49
TXN00000181,CLM799287,623,2024,6,CAD,Reopened,Payment,2025-10-11,2024-02-11,2024-02-21,58816.39,0,0,A2,GB,Gross,17461.06
TXN00000182,CLM540869,2791,2024,3,AUD,Reopened,Payment,2025-07-26,2024-01-05,2024-02-16,46397.82,167784,589553,E1,FR,Gross,5944.95
TXN00000183,CLM540869,2791,2024,3,AUD,Reopened,Payment,2026-01-22,2024-04-13,2024-05-11,49867.63,0,0,D2,US,Gross,13660.84
TXN00000184,CLM540869,2791,2024,3,AUD,Reopened,Payment,2024-12-25,2024-03-19,2024-06-02,121634.55,0,0,A2,US,Gross,16514.45
TXN00000185,CLM418635,2987,2022,4,CAD,Reopened,Payment,2024-08-21,2022-05-27,2022-06-28,64620.69,328065,502575,A2,FR,Gross,6784.28
TXN00000186,CLM418635,2987,2022,4,CAD,Reopened,Payment,2024-09-11,2022-10-22,2022-10-27,109330.31,0,0,D1,DE,Gross,964.71
TXN00000187,CLM563638,1910,2021,9,CAD,Reopened,Payment,2023-06-20,2021-09-17,2021-10-25,18492.62,98967,312571,D1,JP,Gross,330.84
TXN00000188,CLM563638,1910,2021,9,CAD,Reopened,Payment,2023-12-09,2021-11-05,2021-12-02,30964.38,0,0,A2,GB,Gross,8166.37
TXN00000189,CLM796101,2010,2023,2,CHF,Open,Payment,2023-05-26,2023-04-20,2023-06-20,167749.0,362738,250552,E1,JP,Gross,28790.22
TXN00000190,CLM254511,2791,2018,1,USD,Closed,Payment,2019-09-16,2018-09-22,2018-09-27,12007.74,330483,492538,A2,JP,Gross,887.34
TXN00000191,CLM254511,2791,2018,1,USD,Closed,Payment,2019-03-05,2018-06-24,2018-08-23,12425.73,0,0,D2,FR,Gross,2797.29
TXN00000192,CLM254511,2791,2018,1,USD,Closed,Payment,2021-03-31,2018-05-14,2018-06-19,18748.53,0,0,A2,FR,Gross,1966.31
TXN00000193,CLM760356,5000,2021,7,CAD,Closed,Payment,2023-07-30,2021-01-24,2021-02-15,82369.0,137918,702926,D1,GB,Gross,1203.83
TXN00000194,CLM887443,2987,2019,7,USD,Open,Payment,2019-11-23,2019-02-08,2019-04-03,71265.26,431585,502115,D1,US,Gross,9608.32
TXN00000195,CLM887443,2987,2019,7,USD,Open,Payment,2020-02-15,2019-05-17,2019-07-04,205293.74,0,0,D1,US,Gross,7786.17
TXN00000196,CLM684482,2987,2021,2,CAD,Open,Payment,2024-07-19,2021-11-20,2021-11-22,76509.17,430173,715005,E1,JP,Gross,9808.66
TXN00000197,CLM684482,2987,2021,2,CAD,Open,Payment,2022-11-01,2021-12-25,2022-02-18,59683.11,0,0,D1,FR,Gross,5270.01
TXN00000198,CLM684482,2987,2021,2,CAD,Open,Payment,2022-04-28,2021-07-05,2021-07-26,112413.72,0,0,E1,DE,Gross,22378.8
TXN00000199,CLM686075,2010,2023,8,AUD,Reopened,Payment,2025-04-10,2023-11-12,2023-12-12,95474.35,477675,462470,E1,US,Gross,14799.24
TXN00000200,CLM686075,2010,2023,8,AUD,Reopened,Payment,2026-01-06,2023-01-21,2023-03-15,41493.63,0,0,D2,DE,Gross,9876.16
TXN00000201,CLM686075,2010,2023,8,AUD,Reopened,Payment,2024-03-05,2023-10-19,2023-11-02,25405.08,0,0,E1,US,Gross,3448.33
TXN00000202,CLM686075,2010,2023,8,AUD,Reopened,Payment,2026-03-06,2023-09-01,2023-10-04,107275.94,0,0,D1,DE,Gross,22492.71
TXN00000203,CLM567574,2010,2020,8,CAD,Closed,Payment,2022-12-21,2020-01-08,2020-03-05,33949.46,404147,683636,D2,FR,Gross,5162.32
TXN00000204,CLM567574,2010,2020,8,CAD,Closed,Payment,2021-04-21,2020-06-07,2020-07-18,12677.12,0,0,E1,JP,Gross,3269.32
TXN00000205,CLM567574,2010,2020,8,CAD,Closed,Payment,2021-07-29,2020-07-19,2020-09-22,87997.41,0,0,A1,GB,Gross,5404.8
TXN00000206,CLM903013,623,2026,8,JPY,Open,Payment,2027-12-01,2026-07-08,2026-09-28,235619.0,153968,96247,D2,GB,Gross,29492.56
TXN00000207,CLM345884,623,2022,6,EUR,Reopened,Payment,2025-07-26,2022-07-28,2022-08-06,10919.46,52245,173157,A2,DE,Gross,3097.66
TXN00000208,CLM345884,623,2022,6,EUR,Reopened,Payment,2024-04-11,2022-03-13,2022-04-03,12060.91,0,0,D1,GB,Gross,132.96
TXN00000209,CLM345884,623,2022,6,EUR,Reopened,Payment,2024-07-12,2022-03-01,2022-05-25,17329.42,0,0,D2,JP,Gross,644.97
TXN00000210,CLM345884,623,2022,6,EUR,Reopened,Payment,2024-10-30,2022-04-04,2022-06-15,37237.22,0,0,A2,FR,Gross,6134.82
TXN00000211,CLM501641,2791,2020,4,GBP,Closed,Payment,2020-06-19,2020-03-11,2020-03-27,37722.04,223699,583969,D2,DE,Gross,1854.47
TXN00000212,CLM501641,2791,2020,4,GBP,Closed,Payment,2022-01-24,2020-05-11,2020-07-23,39308.84,0,0,A1,US,Gross,4826.45
TXN00000213,CLM501641,2791,2020,4,GBP,Closed,Payment,2021-06-07,2020-08-20,2020-08-31,28791.74,0,0,E1,US,Gross,1111.96
TXN00000214,CLM501641,2791,2020,4,GBP,Closed,Payment,2022-05-10,2020-08-04,2020-09-24,72654.38,0,0,A2,GB,Gross,1440.55
TXN00000215,CLM535970,1910,2018,4,CHF,Closed,Payment,2021-04-06,2018-11-19,2019-02-08,2890.97,214198,618655,E1,US,Gross,160.78
TXN00000216,CLM535970,1910,2018,4,CHF,Closed,Payment,2019-11-08,2018-03-10,2018-05-18,4296.32,0,0,A1,JP,Gross,443.6
TXN00000217,CLM535970,1910,2018,4,CHF,Closed,Payment,2020-04-18,2018-08-23,2018-11-09,8052.71,0,0,D1,DE,Gross,1114.18
TXN00000218,CLM600149,5000,2018,6,EUR,Closed,Payment,2020-06-12,2018-11-26,2019-02-20,224687.0,457452,579365,D2,DE,Gross,28156.65
TXN00000219,CLM938722,2010,2021,8,USD,Closed,Payment,2024-06-16,2021-10-23,2022-01-04,92655.59,238503,45434,D1,DE,Gross,16884.99
TXN00000220,CLM938722,2010,2021,8,USD,Closed,Payment,2022-05-11,2021-07-09,2021-10-04,49784.83,0,0,E1,JP,Gross,11272.87
TXN00000221,CLM938722,2010,2021,8,USD,Closed,Payment,2021-11-25,2021-07-10,2021-07-11,38215.05,0,0,D2,DE,Gross,7596.49
TXN00000222,CLM938722,2010,2021,8,USD,Closed,Payment,2023-03-17,2021-12-07,2022-01-10,17764.2,0,0,A2,JP,Gross,1721.03
TXN00000223,CLM938722,2010,2021,8,USD,Closed,Payment,2024-07-17,2021-11-07,2022-01-11,61196.33,0,0,D1,GB,Gross,12502.76
TXN00000224,CLM452457,5000,2024,3,CHF,Closed,Payment,2026-06-26,2024-07-15,2024-08-12,71913.0,492104,667483,D2,DE,Gross,6461.34
TXN00000225,CLM128276,2010,2024,1,GBP,Reopened,Payment,2027-11-13,2024-12-17,2025-03-09,21644.78,234716,499125,A2,GB,Gross,3229.81
TXN00000226,CLM128276,2010,2024,1,GBP,Reopened,Payment,2026-06-22,2024-01-10,2024-01-28,54500.22,0,0,A1,DE,Gross,11200.06
TXN00000227,CLM152727,1183,2022,7,EUR,Open,Payment,2024-05-31,2022-10-19,2023-01-01,63414.83,248393,368894,E1,GB,Gross,1967.72
TXN00000228,CLM152727,1183,2022,7,EUR,Open,Payment,2024-11-29,2022-08-20,2022-11-06,112946.17,0,0,D2,GB,Gross,8532.24
TXN00000229,CLM391773,5000,2024,5,CHF,Open,Payment,2026-03-30,2024-07-19,2024-10-13,15162.0,256576,580621,D1,FR,Gross,3466.13
TXN00000230,CLM466960,2987,2021,2,CHF,Reopened,Payment,2022-02-17,2021-10-23,2021-12-29,21268.0,31106,274295,A2,FR,Gross,3640.56
TXN00000231,CLM979995,2791,2018,3,USD,Open,Payment,2020-07-01,2018-03-26,2018-05-30,15459.87,258282,606364,D2,US,Gross,661.01
TXN00000232,CLM979995,2791,2018,3,USD,Open,Payment,2021-08-14,2018-09-23,2018-10-23,7460.02,0,0,A1,JP,Gross,1100.36
TXN00000233,CLM979995,2791,2018,3,USD,Open,Payment,2018-11-26,2018-01-26,2018-03-31,42053.11,0,0,E1,US,Gross,4380.42
TXN00000234,CLM587623,2791,2022,6,USD,Reopened,Payment,2024-04-23,2022-05-24,2022-06-17,11427.59,328372,186720,E1,JP,Gross,2623.42
TXN00000235,CLM587623,2791,2022,6,USD,Reopened,Payment,2023-10-12,2022-10-03,2022-12-08,13441.97,0,0,E1,DE,Gross,3961.2
TXN00000236,CLM587623,2791,2022,6,USD,Reopened,Payment,2024-06-17,2022-05-12,2022-06-09,9756.23,0,0,E1,JP,Gross,2305.65
TXN00000237,CLM587623,2791,2022,6,USD,Reopened,Payment,2023-01-09,2022-01-06,2022-04-02,30422.21,0,0,A1,GB,Gross,1107.91
TXN00000238,CLM213349,623,2018,5,AUD,Reopened,Payment,2019-04-25,2018-04-04,2018-04-19,49239.23,486067,430922,A2,DE,Gross,12041.54
TXN00000239,CLM213349,623,2018,5,AUD,Reopened,Payment,2019-10-05,2018-11-02,2018-12-24,37210.22,0,0,D2,US,Gross,3383.06
TXN00000240,CLM213349,623,2018,5,AUD,Reopened,Payment,2021-02-12,2018-05-08,2018-05-20,14049.03,0,0,A2,FR,Gross,737.31
TXN00000241,CLM213349,623,2018,5,AUD,Reopened,Payment,2019-02-12,2018-12-13,2019-02-24,101269.52,0,0,D2,FR,Gross,3626.34
TXN00000242,CLM179688,2791,2021,2,JPY,Closed,Payment,2022-01-02,2021-05-05,2021-06-13,18615.88,455798,608423,A1,JP,Gross,1239.29
TXN00000243,CLM179688,2791,2021,2,JPY,Closed,Payment,2022-04-08,2021-09-12,2021-10-25,16081.26,0,0,D2,DE,Gross,4101.98
TXN00000244,CLM179688,2791,2021,2,JPY,Closed,Payment,2021-07-22,2021-02-13,2021-03-17,33769.85,0,0,A1,GB,Gross,5577.95
TXN00000245,CLM464069,2987,2026,7,JPY,Closed,Payment,2026-08-25,2026-07-03,2026-07-14,270269.0,46153,693998,D2,JP,Gross,71859.08
TXN00000246,CLM113266,4242,2024,8,GBP,Closed,Payment,2026-11-11,2024-04-26,2024-07-10,246035.0,199890,756666,A2,US,Gross,8259.4
TXN00000247,CLM556641,1183,2020,9,JPY,Closed,Payment,2022-01-07,2020-07-20,2020-09-25,93350.88,332915,521983,D2,JP,Gross,3226.42
TXN00000248,CLM556641,1183,2020,9,JPY,Closed,Payment,2022-05-22,2020-11-13,2021-02-03,193806.12,0,0,A1,FR,Gross,17403.51
TXN00000249,CLM556732,1910,2022,6,CHF,Open,Payment,2024-10-08,2022-09-22,2022-11-12,8881.45,445542,307477,A2,GB,Gross,2496.21
TXN00000250,CLM556732,1910,2022,6,CHF,Open,Payment,2024-05-28,2022-11-08,2023-02-01,15454.52,0,0,D1,US,Gross,2261.7
TXN00000251,CLM556732,1910,2022,6,CHF,Open,Payment,2025-08-18,2022-11-22,2022-12-27,3039.02,0,0,A2,US,Gross,216.25
TXN00000252,CLM556732,1910,2022,6,CHF,Open,Payment,2024-04-21,2022-09-04,2022-09-14,23061.01,0,0,D2,GB,Gross,455.48
TXN00000253,CLM355709,1910,2025,7,EUR,Open,Payment,2027-04-16,2025-12-12,2026-03-11,175401.0,269158,205672,A2,GB,Gross,17145.07
TXN00000254,CLM322423,1910,2023,5,EUR,Closed,Payment,2023-03-18,2023-01-24,2023-04-10,37565.55,471541,597789,A2,US,Gross,10787.84
TXN00000255,CLM322423,1910,2023,5,EUR,Closed,Payment,2023-11-07,2023-03-01,2023-04-09,35781.52,0,0,A2,JP,Gross,8786.39
TXN00000256,CLM322423,1910,2023,5,EUR,Closed,Payment,2024-08-04,2023-03-06,2023-03-15,14428.34,0,0,A1,FR,Gross,3787.34
TXN00000257,CLM322423,1910,2023,5,EUR,Closed,Payment,2026-05-26,2023-11-23,2024-01-04,18879.28,0,0,A2,DE,Gross,4852.91
TXN00000258,CLM322423,1910,2023,5,EUR,Closed,Payment,2023-10-11,2023-03-02,2023-03-28,43189.31,0,0,D2,JP,Gross,1095.46
TXN00000259,CLM641722,2987,2021,2,USD,Reopened,Payment,2021-08-02,2021-05-11,2021-07-07,33570.9,223085,597144,A2,JP,Gross,8858.51
TXN00000260,CLM641722,2987,2021,2,USD,Reopened,Payment,2023-03-14,2021-06-07,2021-08-14,227584.1,0,0,D2,DE,Gross,64632.46
TXN00000261,CLM824156,2791,2025,8,CAD,Open,Payment,2027-04-17,2025-12-08,2026-02-06,159264.0,58786,247360,D2,GB,Gross,3400.42
TXN00000262,CLM825391,5000,2021,5,JPY,Reopened,Payment,2023-08-15,2021-02-05,2021-02-24,100329.68,203472,595358,D2,US,Gross,20869.69
TXN00000263,CLM825391,5000,2021,5,JPY,Reopened,Payment,2023-06-05,2021-11-21,2022-02-02,17302.38,0,0,D2,DE,Gross,2398.53
TXN00000264,CLM825391,5000,2021,5,JPY,Reopened,Payment,2023-01-01,2021-11-05,2022-02-02,135491.94,0,0,E1,JP,Gross,35896.61
TXN00000265,CLM460455,2010,2024,9,EUR,Closed,Payment,2026-01-08,2024-06-28,2024-09-23,67592.88,378498,299076,A1,GB,Gross,2586.19
TXN00000266,CLM460455,2010,2024,9,EUR,Closed,Payment,2027-01-01,2024-05-06,2024-06-10,68533.44,0,0,A2,DE,Gross,13116.85
TXN00000267,CLM460455,2010,2024,9,EUR,Closed,Payment,2025-06-24,2024-09-17,2024-10-03,34095.09,0,0,A1,US,Gross,10105.99
TXN00000268,CLM460455,2010,2024,9,EUR,Closed,Payment,2027-01-10,2024-03-07,2024-06-01,14349.9,0,0,A2,US,Gross,2795.25
TXN00000269,CLM460455,2010,2024,9,EUR,Closed,Payment,2024-09-03,2024-06-05,2024-08-30,58321.7,0,0,A2,GB,Gross,5429.62
TXN00000270,CLM363615,623,2021,2,JPY,Open,Payment,2024-09-18,2021-10-09,2021-12-28,67681.0,175438,793967,A2,DE,Gross,13808.13
TXN00000271,CLM899213,2010,2020,4,USD,Reopened,Payment,2022-09-29,2020-09-05,2020-10-26,22047.84,263859,774782,D1,DE,Gross,4818.93
TXN00000272,CLM899213,2010,2020,4,USD,Reopened,Payment,2022-01-04,2020-04-20,2020-07-14,49442.74,0,0,D2,JP,Gross,13755.17
TXN00000273,CLM899213,2010,2020,4,USD,Reopened,Payment,2022-02-15,2020-04-06,2020-05-03,30611.39,0,0,D2,US,Gross,6985.88
TXN00000274,CLM899213,2010,2020,4,USD,Reopened,Payment,2023-07-30,2020-12-22,2021-01-15,47863.03,0,0,D1,FR,Gross,1556.28
TXN00000275,CLM897135,2525,2026,5,GBP,Open,Payment,2027-05-29,2026-07-17,2026-09-20,36141.7,165318,393411,D1,US,Gross,3355.96
TXN00000276,CLM897135,2525,2026,5,GBP,Open,Payment,2027-10-30,2026-10-06,2026-11-19,23837.42,0,0,A2,JP,Gross,3357.11
TXN00000277,CLM897135,2525,2026,5,GBP,Open,Payment,2026-03-09,2026-02-03,2026-03-20,8656.99,0,0,A2,JP,Gross,2431.71
TXN00000278,CLM897135,2525,2026,5,GBP,Open,Payment,2026-10-29,2026-07-08,2026-10-05,17871.82,0,0,D1,JP,Gross,3801.87
TXN00000279,CLM897135,2525,2026,5,GBP,Open,Payment,2028-12-02,2026-03-15,2026-04-12,37758.07,0,0,E1,US,Gross,6610.37
TXN00000280,CLM416950,1183,2018,9,USD,Closed,Payment,2018-09-14,2018-01-27,2018-03-11,8629.54,33863,595238,D1,DE,Gross,1155.29
TXN00000281,CLM416950,1183,2018,9,USD,Closed,Payment,2020-08-30,2018-02-05,2018-04-01,9417.45,0,0,A2,US,Gross,184.85
TXN00000282,CLM416950,1183,2018,9,USD,Closed,Payment,2020-01-09,2018-11-11,2019-01-18,5789.4,0,0,A2,JP,Gross,1007.26
TXN00000283,CLM416950,1183,2018,9,USD,Closed,Payment,2019-10-09,2018-12-08,2019-01-20,9750.6,0,0,E1,DE,Gross,2106.16
TXN00000284,CLM831295,623,2020,8,GBP,Open,Payment,2022-09-02,2020-04-04,2020-06-14,27198.6,310974,507198,D2,JP,Gross,6245.18
TXN00000285,CLM831295,623,2020,8,GBP,Open,Payment,2021-10-16,2020-04-25,2020-05-29,13448.67,0,0,E1,DE,Gross,267.79
TXN00000286,CLM831295,623,2020,8,GBP,Open,Payment,2021-07-21,2020-04-24,2020-06-13,34941.42,0,0,E1,JP,Gross,2861.99
TXN00000287,CLM831295,623,2020,8,GBP,Open,Payment,2021-09-30,2020-02-18,2020-04-06,78486.31,0,0,E1,JP,Gross,11675.69
TXN00000288,CLM561865,1910,2023,3,GBP,Closed,Payment,2025-11-18,2023-11-24,2024-02-11,255467.0,461791,134629,D1,DE,Gross,68025.52
TXN00000289,CLM520172,33,2025,2,AUD,Reopened,Payment,2027-11-21,2025-07-20,2025-09-28,7675.06,369898,174097,D2,FR,Gross,1951.0
TXN00000290,CLM520172,33,2025,2,AUD,Reopened,Payment,2026-03-10,2025-02-14,2025-03-19,6996.53,0,0,E1,GB,Gross,415.37
TXN00000291,CLM520172,33,2025,2,AUD,Reopened,Payment,2026-03-01,2025-10-01,2025-11-13,18434.42,0,0,E1,GB,Gross,2671.76
TXN00000292,CLM950544,1183,2022,2,USD,Open,Payment,2023-01-25,2022-11-11,2022-12-06,82941.59,302590,650770,A2,DE,Gross,4312.33
TXN00000293,CLM950544,1183,2022,2,USD,Open,Payment,2023-08-08,2022-09-19,2022-10-27,27862.98,0,0,A1,GB,Gross,3615.34
TXN00000294,CLM950544,1183,2022,2,USD,Open,Payment,2024-07-26,2022-06-19,2022-08-28,20505.67,0,0,A2,FR,Gross,3789.66
TXN00000295,CLM950544,1183,2022,2,USD,Open,Payment,2023-03-08,2022-03-21,2022-05-12,91884.75,0,0,E1,JP,Gross,27559.83
TXN00000296,CLM929151,2525,2021,9,CAD,Closed,Payment,2022-03-10,2021-03-03,2021-03-10,37186.82,486317,326797,D2,GB,Gross,8834.99
TXN00000297,CLM929151,2525,2021,9,CAD,Closed,Payment,2023-06-09,2021-08-26,2021-10-23,199926.18,0,0,D1,GB,Gross,49544.64
TXN00000298,CLM549660,2525,2022,1,AUD,Reopened,Payment,2024-09-13,2022-08-14,2022-11-08,113940.0,62026,670900,D2,GB,Gross,2504.39
TXN00000299,CLM377501,2791,2019,3,USD,Open,Payment,2021-11-17,2019-02-16,2019-05-02,11561.93,299402,179136,D2,GB,Gross,2878.12
TXN00000300,CLM377501,2791,2019,3,USD,Open,Payment,2020-02-13,2019-08-11,2019-08-17,7137.46,0,0,D2,DE,Gross,535.99
TXN00000301,CLM377501,2791,2019,3,USD,Open,Payment,2019-05-16,2019-01-24,2019-03-18,2849.22,0,0,D2,US,Gross,843.08
TXN00000302,CLM377501,2791,2019,3,USD,Open,Payment,2019-12-22,2019-09-11,2019-10-26,5879.41,0,0,D1,JP,Gross,1100.95
TXN00000303,CLM377501,2791,2019,3,USD,Open,Payment,2021-07-17,2019-09-03,2019-11-19,16926.98,0,0,A2,US,Gross,4017.39
TXN00000304,CLM528361,2987,2025,8,EUR,Open,Payment,2027-11-05,2025-05-08,2025-07-08,58574.97,131360,756296,A2,FR,Gross,14643.72
TXN00000305,CLM528361,2987,2025,8,EUR,Open,Payment,2027-07-09,2025-04-24,2025-05-15,29105.94,0,0,A1,JP,Gross,2961.22
TXN00000306,CLM528361,2987,2025,8,EUR,Open,Payment,2027-10-30,2025-02-07,2025-04-07,68368.09,0,0,D2,DE,Gross,15435.48
TXN00000307,CLM837135,623,2025,2,JPY,Open,Payment,2028-07-25,2025-10-11,2025-12-02,33963.56,494395,670420,A2,GB,Gross,9015.84
TXN00000308,CLM837135,623,2025,2,JPY,Open,Payment,2026-08-24,2025-11-06,2026-01-11,30217.13,0,0,A1,JP,Gross,2656.65
TXN00000309,CLM837135,623,2025,2,JPY,Open,Payment,2027-03-25,2025-10-15,2025-12-25,79521.31,0,0,D2,DE,Gross,11292.38
TXN00000310,CLM793300,2525,2021,7,GBP,Reopened,Payment,2023-12-29,2021-05-12,2021-05-22,28634.64,127864,293535,A2,JP,Gross,6336.6
TXN00000311,CLM793300,2525,2021,7,GBP,Reopened,Payment,2022-03-14,2021-12-01,2021-12-25,19904.42,0,0,E1,US,Gross,5571.35
TXN00000312,CLM793300,2525,2021,7,GBP,Reopened,Payment,2021-08-03,2021-04-04,2021-04-07,9499.81,0,0,D2,JP,Gross,443.58
TXN00000313,CLM793300,2525,2021,7,GBP,Reopened,Payment,2024-03-18,2021-12-10,2022-01-07,8312.72,0,0,E1,DE,Gross,410.9
TXN00000314,CLM793300,2525,2021,7,GBP,Reopened,Payment,2023-04-26,2021-01-16,2021-03-20,16761.4,0,0,D2,US,Gross,3794.36
TXN00000315,CLM174878,1183,2018,3,CHF,Closed,Payment,2019-05-11,2018-05-23,2018-07-14,156315.0,321974,475485,D2,JP,Gross,2329.63
TXN00000316,CLM591465,33,2022,7,EUR,Reopened,Payment,2023-12-02,2022-06-04,2022-06-24,37260.44,293105,474023,E1,FR,Gross,757.68
TXN00000317,CLM591465,33,2022,7,EUR,Reopened,Payment,2023-06-27,2022-09-05,2022-11-19,24742.81,0,0,A2,JP,Gross,2357.71
TXN00000318,CLM591465,33,2022,7,EUR,Reopened,Payment,2023-01-23,2022-04-26,2022-05-12,56835.11,0,0,A2,GB,Gross,12925.44
TXN00000319,CLM591465,33,2022,7,EUR,Reopened,Payment,2024-01-28,2022-10-02,2022-12-01,145051.64,0,0,A1,DE,Gross,38500.31
TXN00000320,CLM727086,33,2018,7,JPY,Closed,Payment,2019-09-03,2018-09-02,2018-09-05,38068.47,326519,42121,D1,FR,Gross,11191.43
TXN00000321,CLM727086,33,2018,7,JPY,Closed,Payment,2019-03-08,2018-12-14,2019-03-07,98195.53,0,0,A2,FR,Gross,13408.31
TXN00000322,CLM340044,33,2018,5,AUD,Open,Payment,2019-10-02,2018-10-05,2018-10-30,25025.57,410088,508355,D2,FR,Gross,5820.86
TXN00000323,CLM340044,33,2018,5,AUD,Open,Payment,2018-08-04,2018-05-28,2018-07-22,8861.72,0,0,A1,US,Gross,2462.93
TXN00000324,CLM340044,33,2018,5,AUD,Open,Payment,2020-05-13,2018-11-01,2019-01-02,62962.71,0,0,E1,JP,Gross,10947.39
TXN00000325,CLM783157,2010,2025,5,USD,Reopened,Payment,2026-12-27,2025-12-08,2025-12-26,104870.27,238529,110674,D2,JP,Gross,23065.15
TXN00000326,CLM783157,2010,2025,5,USD,Reopened,Payment,2028-01-01,2025-02-18,2025-03-21,61945.05,0,0,A2,JP,Gross,4913.44
TXN00000327,CLM783157,2010,2025,5,USD,Reopened,Payment,2025-12-24,2025-07-27,2025-10-05,16639.0,0,0,A2,US,Gross,2565.1
TXN00000328,CLM783157,2010,2025,5,USD,Reopened,Payment,2026-05-01,2025-12-11,2026-01-02,25496.02,0,0,A2,FR,Gross,1572.96
TXN00000329,CLM783157,2010,2025,5,USD,Reopened,Payment,2028-03-27,2025-04-19,2025-04-23,53854.66,0,0,A1,US,Gross,10934.05
TXN00000330,CLM464863,1910,2024,6,EUR,Reopened,Payment,2024-11-03,2024-04-09,2024-04-25,31869.37,64840,360824,D2,US,Gross,3165.01
TXN00000331,CLM464863,1910,2024,6,EUR,Reopened,Payment,2026-10-26,2024-06-20,2024-06-29,12289.04,0,0,A1,JP,Gross,1319.31
TXN00000332,CLM464863,1910,2024,6,EUR,Reopened,Payment,2025-11-05,2024-11-26,2025-02-04,12125.49,0,0,D1,US,Gross,3076.26
TXN00000333,CLM464863,1910,2024,6,EUR,Reopened,Payment,2026-01-09,2024-06-02,2024-07-17,33034.1,0,0,A1,US,Gross,6736.88
TXN00000334,CLM827369,5000,2025,5,JPY,Closed,Payment,2026-01-23,2025-11-22,2026-01-01,40796.29,436542,53479,D1,JP,Gross,1831.49
TXN00000335,CLM827369,5000,2025,5,JPY,Closed,Payment,2026-05-24,2025-06-10,2025-07-05,36525.33,0,0,A1,US,Gross,646.92
TXN00000336,CLM827369,5000,2025,5,JPY,Closed,Payment,2025-10-21,2025-04-21,2025-07-01,36970.07,0,0,D2,GB,Gross,3431.97
TXN00000337,CLM827369,5000,2025,5,JPY,Closed,Payment,2027-05-27,2025-08-12,2025-09-14,179117.31,0,0,D2,DE,Gross,44407.1
TXN00000338,CLM192337,1910,2023,5,EUR,Open,Payment,2023-05-08,2023-04-03,2023-05-10,24678.99,415037,554593,D1,DE,Gross,2727.49
TXN00000339,CLM192337,1910,2023,5,EUR,Open,Payment,2025-06-21,2023-05-27,2023-06-13,74387.57,0,0,A1,GB,Gross,3669.66
TXN00000340,CLM192337,1910,2023,5,EUR,Open,Payment,2025-04-21,2023-09-15,2023-12-12,38486.81,0,0,D2,US,Gross,1050.33
TXN00000341,CLM192337,1910,2023,5,EUR,Open,Payment,2025-08-28,2023-10-07,2023-12-27,25720.65,0,0,A1,DE,Gross,536.39
TXN00000342,CLM192337,1910,2023,5,EUR,Open,Payment,2023-10-19,2023-02-13,2023-03-30,53629.98,0,0,A2,FR,Gross,6068.15
TXN00000343,CLM789606,2987,2026,8,CAD,Open,Payment,2027-08-02,2026-05-21,2026-05-22,276811.0,108347,394353,A1,US,Gross,66148.5
TXN00000344,CLM893188,2525,2025,8,CHF,Open,Payment,2027-07-23,2025-04-21,2025-06-04,52083.3,116723,590898,E1,US,Gross,4843.79
TXN00000345,CLM893188,2525,2025,8,CHF,Open,Payment,2027-07-25,2025-02-27,2025-05-12,30295.07,0,0,D1,DE,Gross,7178.9
TXN00000346,CLM893188,2525,2025,8,CHF,Open,Payment,2026-08-14,2025-11-12,2026-01-05,9153.75,0,0,D1,DE,Gross,793.72
TXN00000347,CLM893188,2525,2025,8,CHF,Open,Payment,2026-04-25,2025-06-15,2025-08-03,11704.4,0,0,D1,GB,Gross,1730.9
TXN00000348,CLM893188,2525,2025,8,CHF,Open,Payment,2028-07-22,2025-12-17,2025-12-22,41777.47,0,0,E1,JP,Gross,8271.74
TXN00000349,CLM402020,1183,2025,8,GBP,Open,Payment,2027-10-23,2025-08-02,2025-09-22,19321.37,340313,759261,A2,US,Gross,4855.15
TXN00000350,CLM402020,1183,2025,8,GBP,Open,Payment,2027-09-12,2025-08-07,2025-10-18,41241.28,0,0,A2,GB,Gross,1529.43
TXN00000351,CLM402020,1183,2025,8,GBP,Open,Payment,2026-11-29,2025-09-27,2025-10-30,69897.35,0,0,D1,DE,Gross,15070.03
TXN00000352,CLM425845,1183,2026,1,AUD,Closed,Payment,2028-02-13,2026-02-22,2026-04-07,19903.46,58868,133972,A1,US,Gross,5324.59
TXN00000353,CLM425845,1183,2026,1,AUD,Closed,Payment,2027-10-07,2026-03-20,2026-06-07,102903.54,0,0,E1,DE,Gross,24127.24
TXN00000354,CLM223172,1910,2020,8,JPY,Closed,Payment,2022-07-27,2020-11-11,2020-11-21,148353.0,276795,450673,A1,FR,Gross,36401.12
