Return_Type,Reporting_Quarter,Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,Currency,Gross_Premium_Written,Net_Premium_Written,Cumulative_Paid_Claims,Case_Reserves,IBNR_Reserve,Total_Incurred,Number_of_Claims,Number_of_Claims_Closed,As_At_Date,Calendar_Period
RRQ,Q4,1910,2022,2,E1,GBP,19768766,16803451,4784642,2870785,1913856,9569283,499,160,2024-12-31,2024
RRQ,Q4,1910,2023,0,A1,GBP,19180943,16303801,2611455,6267493,4178328,13057276,37,59,2024-12-31,2023
RRQ,Q4,1910,2023,1,A1,GBP,18507152,15731079,3405601,3794812,2529875,9730288,253,91,2024-12-31,2024
RRQ,Q4,1910,2023,0,A2,GBP,1626262,1382322,162012,388830,259220,810062,489,55,2024-12-31,2023
RRQ,Q4,1910,2023,1,A2,GBP,7031187,5976508,2054743,2289570,1526380,5870693,150,38,2024-12-31,2024
RRQ,Q4,1910,2023,0,D1,GBP,9230455,7845886,1443414,3464195,2309463,7217072,439,60,2024-12-31,2023
RRQ,Q4,1910,2023,1,D1,GBP,15905867,13519986,2693669,3001517,2001011,7696197,283,110,2024-12-31,2024
RRQ,Q4,1910,2023,0,D2,GBP,11751885,9989102,1435420,3445008,2296672,7177100,33,51,2024-12-31,2023
RRQ,Q4,1910,2023,1,D2,GBP,1780585,1513497,365187,406922,271281,1043390,102,75,2024-12-31,2024
RRQ,Q4,1910,2023,0,E1,GBP,1807216,1536133,286935,688644,459096,1434675,172,40,2024-12-31,2023
RRQ,Q4,1910,2023,1,E1,GBP,9629454,8185035,1639352,1826706,1217804,4683862,60,98,2024-12-31,2024
RRQ,Q4,1910,2024,0,A1,GBP,6642378,5646021,749447,1798673,1199115,3747235,103,27,2024-12-31,2024
RRQ,Q4,1910,2024,0,A2,GBP,4007435,3406319,410113,984272,656181,2050566,497,42,2024-12-31,2024
RRQ,Q4,1910,2024,0,D1,GBP,6677109,5675542,632409,1517783,1011855,3162047,176,19,2024-12-31,2024
RRQ,Q4,1910,2024,0,D2,GBP,1911713,1624956,281144,674746,449830,1405720,162,40,2024-12-31,2024
RRQ,Q4,1910,2024,0,E1,GBP,4313306,3666310,498632,1196717,797811,2493160,221,34,2024-12-31,2024
RRQ,Q4,2010,2022,0,A1,GBP,9654838,8206612,1158976,2781544,1854363,5794883,433,13,2024-12-31,2022
RRQ,Q4,2010,2022,1,A1,GBP,2740740,2329629,509389,567605,378403,1455397,395,108,2024-12-31,2023
RRQ,Q4,2010,2022,2,A1,GBP,8935325,7595026,2891434,1734860,1156573,5782867,395,131,2024-12-31,2024
RRQ,Q4,2010,2022,0,A2,GBP,13920089,11832075,2310018,5544045,3696030,11550093,147,7,2024-12-31,2022
RRQ,Q4,2010,2022,1,A2,GBP,11681598,9929358,2600035,2897181,1931454,7428670,218,13,2024-12-31,2023
RRQ,Q4,2010,2022,2,A2,GBP,17246100,14659185,3980077,2388046,1592030,7960153,334,62,2024-12-31,2024
RRQ,Q4,2010,2022,0,D1,GBP,1624878,1381146,181227,434945,289963,906135,310,70,2024-12-31,2022
RRQ,Q4,2010,2022,1,D1,GBP,4406090,3745176,845899,942574,628382,2416855,294,118,2024-12-31,2023
RRQ,Q4,2010,2022,2,D1,GBP,5213475,4431453,1490650,894390,596260,2981300,218,116,2024-12-31,2024
RRQ,Q4,2010,2022,0,D2,GBP,3815497,3243172,601712,1444109,962739,3008560,266,21,2024-12-31,2022
RRQ,Q4,2010,2022,1,D2,GBP,5777044,4910487,1211808,1350300,900200,3462308,96,45,2024-12-31,2023
RRQ,Q4,2010,2022,2,D2,GBP,19036702,16181196,7910178,4746107,3164071,15820356,476,144,2024-12-31,2024
RRQ,Q4,2010,2022,0,E1,GBP,16157946,13734254,1508237,3619768,2413179,7541184,426,48,2024-12-31,2022
RRQ,Q4,2010,2022,1,E1,GBP,10705601,9099760,2664926,2969489,1979659,7614074,95,1,2024-12-31,2023
RRQ,Q4,2010,2022,2,E1,GBP,3019138,2566267,1242983,745789,497193,2485965,256,72,2024-12-31,2024
RRQ,Q4,2010,2023,0,A1,GBP,9418436,8005670,1480192,3552461,2368307,7400960,204,36,2024-12-31,2023
RRQ,Q4,2010,2023,1,A1,GBP,8138844,6918017,1948620,2171320,1447546,5567486,271,52,2024-12-31,2024
RRQ,Q4,2010,2023,0,A2,GBP,2526214,2147281,259981,623954,415969,1299904,283,58,2024-12-31,2023
RRQ,Q4,2010,2023,1,A2,GBP,3346636,2844640,667952,744290,496193,1908435,212,126,2024-12-31,2024
RRQ,Q4,2010,2023,0,D1,GBP,5126422,4357458,801976,1924744,1283162,4009882,381,57,2024-12-31,2023
RRQ,Q4,2010,2023,1,D1,GBP,10377064,8820504,2910342,3242952,2161968,8315262,117,110,2024-12-31,2024
RRQ,Q4,2010,2023,0,D2,GBP,17938956,15248112,2988511,7172426,4781617,14942554,172,70,2024-12-31,2023
RRQ,Q4,2010,2023,1,D2,GBP,12496931,10622391,3079541,3431488,2287659,8798688,395,128,2024-12-31,2024
RRQ,Q4,2010,2023,0,E1,GBP,16190698,13762093,1810784,4345883,2897255,9053922,349,33,2024-12-31,2023
RRQ,Q4,2010,2023,1,E1,GBP,12463194,10593714,2330459,2596797,1731198,6658454,316,60,2024-12-31,2024
RRQ,Q4,2010,2024,0,A1,GBP,1532663,1302763,250010,600024,400016,1250050,78,67,2024-12-31,2024
RRQ,Q4,2010,2024,0,A2,GBP,1068703,908397,148232,355757,237171,741160,12,1,2024-12-31,2024
RRQ,Q4,2010,2024,0,D1,GBP,6822902,5799466,839578,2014989,1343326,4197893,468,72,2024-12-31,2024
RRQ,Q4,2010,2024,0,D2,GBP,17407335,14796234,2628459,6308302,4205534,13142295,285,9,2024-12-31,2024
RRQ,Q4,2010,2024,0,E1,GBP,3601244,3061057,479296,1150311,766874,2396481,466,69,2024-12-31,2024
RRQ,Q4,2525,2022,0,A1,GBP,15937653,13547005,2291510,5499625,3666416,11457551,190,39,2024-12-31,2022
RRQ,Q4,2525,2022,1,A1,GBP,13011337,11059636,2753786,3068504,2045669,7867959,439,139,2024-12-31,2023
RRQ,Q4,2525,2022,2,A1,GBP,1282910,1090473,320666,192400,128266,641332,199,51,2024-12-31,2024
RRQ,Q4,2525,2022,0,A2,GBP,15917550,13529917,1444502,3466806,2311204,7222512,390,3,2024-12-31,2022
RRQ,Q4,2525,2022,1,A2,GBP,10433307,8868310,2637306,2938712,1959141,7535159,373,65,2024-12-31,2023
RRQ,Q4,2525,2022,2,A2,GBP,7426065,6312155,1804484,1082690,721793,3608967,324,162,2024-12-31,2024
RRQ,Q4,2525,2022,0,D1,GBP,11172983,9497035,1728160,4147585,2765056,8640801,123,24,2024-12-31,2022
RRQ,Q4,2525,2022,1,D1,GBP,17569469,14934048,5146475,5734644,3823096,14704215,28,51,2024-12-31,2023
RRQ,Q4,2525,2022,2,D1,GBP,17536894,14906359,7118251,4270951,2847300,14236502,371,157,2024-12-31,2024
RRQ,Q4,2525,2022,0,D2,GBP,8015772,6813406,725995,1742388,1161592,3629975,430,66,2024-12-31,2022
RRQ,Q4,2525,2022,1,D2,GBP,14290446,12146879,2472711,2755307,1836871,7064889,152,103,2024-12-31,2023
RRQ,Q4,2525,2022,2,D2,GBP,17788142,15119920,5759840,3455904,2303936,11519680,292,52,2024-12-31,2024
RRQ,Q4,2525,2022,0,E1,GBP,19981978,16984681,2872889,6894935,4596623,14364447,318,58,2024-12-31,2022
RRQ,Q4,2525,2022,1,E1,GBP,6889770,5856304,1148183,1279404,852936,3280523,75,135,2024-12-31,2023
RRQ,Q4,2525,2022,2,E1,GBP,3182693,2705289,797220,478332,318888,1594440,487,148,2024-12-31,2024
RRQ,Q4,2525,2023,0,A1,GBP,8649241,7351854,1388032,3331277,2220851,6940160,383,29,2024-12-31,2023
RRQ,Q4,2525,2023,1,A1,GBP,7437469,6321848,2054031,2288777,1525851,5868659,21,125,2024-12-31,2024
RRQ,Q4,2525,2023,0,A2,GBP,18882549,16050166,2627629,6306311,4204207,13138147,358,58,2024-12-31,2023
RRQ,Q4,2525,2023,1,A2,GBP,16231233,13796548,2560861,2853531,1902354,7316746,228,116,2024-12-31,2024
RRQ,Q4,2525,2023,0,D1,GBP,2740226,2329192,433801,1041124,694082,2169007,175,45,2024-12-31,2023
RRQ,Q4,2525,2023,1,D1,GBP,14652489,12454615,2869909,3197899,2131932,8199740,358,94,2024-12-31,2024
RRQ,Q4,2525,2023,0,D2,GBP,16656052,14157644,2159390,5182536,3455024,10796950,274,78,2024-12-31,2023
RRQ,Q4,2525,2023,1,D2,GBP,2458432,2089667,691390,770406,513604,1975400,124,10,2024-12-31,2024
RRQ,Q4,2525,2023,0,E1,GBP,10325884,8777001,1687985,4051166,2700777,8439928,282,46,2024-12-31,2023
RRQ,Q4,2525,2023,1,E1,GBP,11611319,9869621,1837169,2047131,1364754,5249054,109,61,2024-12-31,2024
RRQ,Q4,2525,2024,0,A1,GBP,3745051,3183293,600735,1441765,961177,3003677,423,3,2024-12-31,2024
RRQ,Q4,2525,2024,0,A2,GBP,8570819,7285196,1442020,3460848,2307232,7210100,226,8,2024-12-31,2024
RRQ,Q4,2525,2024,0,D1,GBP,9388076,7979864,992790,2382696,1588464,4963950,178,32,2024-12-31,2024
RRQ,Q4,2525,2024,0,D2,GBP,3108698,2642393,435465,1045116,696744,2177325,59,3,2024-12-31,2024
RRQ,Q4,2525,2024,0,E1,GBP,17105000,14539250,2130528,5113269,3408846,10652643,22,61,2024-12-31,2024
