LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Accident_Year,Development_Year,Calendar_Year,Claims_Paid_Cumulative,Claims_Paid_Incremental,Case_Reserves,IBNR,Incurred_Claims,Ultimate_Claims,Reinsurance_Recoveries_Paid,Reinsurance_Recoveries_Outstanding,Net_Claims_Paid,Net_Ultimate,Claim_Count,Average_Claim_Size
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,1,2016,55045264.61,8256789.69,22607192.53,15071461.69,81420322.56,92723918.82,14116487.38,6486843.27,44772481.67,72542316.56,951,74891.52
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,2,2017,67933796.45,10190069.47,14874073.42,9916048.95,85286882.11,92723918.82,15229099.21,6310116.02,47674780.85,73773009.75,931,39496.39
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,3,2018,79143130.09,11871469.51,8148473.24,5432315.49,88649682.2,92723918.82,14486590.04,3571029.84,59002718.89,68757487.76,1736,43725.49
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,4,2019,85060480.55,12759072.08,4598062.96,3065375.31,90424887.34,92723918.82,21386114.57,2217238.81,61345923.64,70421054.85,1383,67135.34
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,5,2020,82942799.65,12441419.95,5868671.5,3912447.67,89789583.07,92723918.82,21878868.35,2124067.19,66855162.0,69388012.62,328,124726.01
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,6,2021,91120735.05,13668110.26,961910.26,641273.51,92242963.69,92723918.82,20978199.4,467394.08,64861761.72,72059607.55,706,70911.08
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,7,2022,91862785.41,13779417.81,516680.05,344453.36,92465578.8,92723918.82,22049171.9,132166.0,77702210.69,69055169.94,1990,62364.42
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,8,2023,88591142.44,13288671.37,2479665.83,1653110.55,91484085.91,92723918.82,19742445.85,956009.19,72196750.94,70376624.38,461,85927.39
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2015,9,2024,91706371.86,13755955.78,610528.17,407018.78,92418654.73,92723918.82,21114840.73,212828.15,76774943.24,76746455.91,693,222049.33
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,0,2016,11334527.77,11334527.77,12717786.99,8478524.66,26171945.93,32530839.42,1700510.47,6043920.0,8145563.89,23964716.71,865,16123.08
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,1,2017,18839964.9,2825994.73,8214524.71,5476349.81,28423577.06,32530839.42,3334152.59,3702445.52,14825643.45,27436974.33,646,12115.73
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,2,2018,23742926.36,3561438.95,5272747.83,3515165.22,29894465.5,32530839.42,5290998.03,2606620.29,19563376.58,26326959.54,1473,17639.62
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,3,2019,26791192.2,4018678.83,3443788.33,2295858.89,30808945.25,32530839.42,7110672.03,1160182.26,20885891.93,25744066.43,1055,21799.18
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,4,2020,30255680.05,4538352.01,1365095.62,910063.75,31848291.61,32530839.42,7835571.27,567095.56,21489267.15,25003269.99,1651,55413.33
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,5,2021,30915228.47,4637284.27,969366.57,646244.38,32046156.13,32530839.42,6009887.87,318208.31,22218315.06,24814272.13,717,37701.5
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,6,2022,32408812.7,4861321.91,73216.03,48810.69,32494231.41,32530839.42,6248351.17,28031.43,26299284.43,22837449.23,624,18820.45
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,7,2023,32649330.32,4897399.55,-71094.54,-47396.36,32566386.69,32530839.42,6790490.25,-33220.98,23045273.47,23482371.24,1659,38231.07
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2016,8,2024,31314442.58,4697166.39,729838.1,486558.74,32165920.37,32530839.42,6319857.82,337147.66,21972723.31,25899973.23,797,110651.74
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,0,2017,41752268.3,41752268.3,49263866.11,32842577.4,99226778.76,123858711.81,11418508.35,21904848.81,32357513.34,90652573.13,1958,34677.96
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,1,2018,75314732.64,11297209.9,29126387.5,19417591.67,109295518.06,123858711.81,13062492.91,8665273.53,59800160.21,105116940.03,459,59678.87
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,2,2019,96526755.72,14479013.36,16399173.65,10932782.43,115659124.98,123858711.81,23066622.71,6307682.91,82024357.02,96871084.1,1167,230925.25
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,3,2020,104438892.54,15665833.88,11651891.56,7767927.71,118032766.03,123858711.81,29914779.81,3595145.4,74635050.74,98481734.49,1446,64388.96
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,4,2021,109344720.84,16401708.13,8708394.58,5805596.39,119504514.52,123858711.81,22521981.52,3099268.4,85521864.15,105124949.35,1176,1041378.29
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,5,2022,112576643.6,16886496.54,6769240.93,4512827.28,120474091.35,123858711.81,23231705.33,1916101.55,89064114.22,100220397.71,1539,113142.36
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,6,2023,117454881.77,17618232.27,3842298.02,2561532.02,121937562.8,123858711.81,21949344.65,1556983.95,91717423.24,89881524.74,1981,78303.25
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2017,7,2024,118396332.48,17759449.87,3277427.6,2184951.73,122219998.01,123858711.81,25488310.81,1624471.54,97960281.9,100344831.24,479,125022.53
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,0,2018,53272064.13,53272064.13,55942718.39,37295145.59,118538568.92,146509928.11,13867925.48,26620368.49,37726368.45,112579683.81,1683,82464.5
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,1,2019,90076340.31,13511451.05,33860152.68,22573435.12,129579851.77,146509928.11,21392623.65,9947826.44,67653980.37,109540514.8,1752,61359.9
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,2,2020,107260067.59,16089010.14,23549916.31,15699944.21,134734969.95,146509928.11,21609721.54,8918667.04,88836043.72,118864222.48,191,62107.74
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,3,2021,128708418.75,19306262.81,10680905.62,7120603.75,141169475.3,146509928.11,36365348.93,3781442.34,96776367.5,103823309.3,1786,76657.78
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,4,2022,140591693.15,21088753.97,3550940.98,2367293.99,144734457.62,146509928.11,22476879.4,1545667.36,106388018.21,123407820.14,1678,158502.47
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,5,2023,135885436.73,20382815.51,6374694.83,4249796.55,143322580.7,146509928.11,37027592.88,2044133.28,101216075.86,115644375.57,1428,126758.8
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2018,6,2024,146115574.69,21917336.2,236612.05,157741.37,146391622.08,146509928.11,33261144.9,114538.49,119513404.11,120047253.2,335,108474.81
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,0,2019,15148252.48,15148252.48,17046855.07,11364570.04,35036250.06,43559677.59,3150553.81,5079629.58,12794080.59,36760405.78,670,27794.96
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,1,2020,26781538.0,4017230.7,10066883.75,6711255.83,38526235.71,43559677.59,5207345.14,3133769.42,22718552.02,30926561.85,567,19157.04
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,2,2021,33792174.43,5068826.16,5860501.9,3907001.27,40629426.64,43559677.59,6870580.98,2078822.17,27871672.17,31083770.04,365,22319.8
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,3,2022,36485778.6,5472866.79,4244339.39,2829559.6,41437507.89,43559677.59,10683168.84,1802853.1,29671726.5,35441277.32,916,21900.23
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,4,2023,38313892.24,5747083.84,3147471.21,2098314.14,41985941.98,43559677.59,6914934.91,1173427.04,28935514.82,33176655.36,822,190616.38
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2019,5,2024,41874585.83,6281187.87,1011055.05,674036.7,43054150.06,43559677.59,6373390.91,419712.19,29312902.47,30903795.67,969,32868.59
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2020,0,2020,47290722.91,47290722.91,53445781.9,35630521.27,109644135.13,136367026.08,13058967.95,15298798.49,37037773.14,109335779.25,1031,38076.27
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2020,1,2021,79607247.87,11941087.18,34055866.92,22703911.28,119339092.62,136367026.08,18058867.42,16273658.02,61841638.99,98674969.97,870,69586.76
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2020,2,2022,103582493.72,15537374.06,19670719.41,13113812.94,126531666.37,136367026.08,24738609.77,5050234.73,73915344.78,98663889.33,1087,53365.53
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2020,3,2023,111696127.14,16754419.07,14802539.37,9868359.58,128965756.4,136367026.08,21101617.32,5381112.82,84415179.63,113675209.8,1934,61002.8
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2020,4,2024,126864162.46,19029624.37,5701718.17,3801145.45,133516166.99,136367026.08,35702322.24,2176686.97,90515115.02,104933488.0,1466,140026.67
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2021,0,2021,33376116.37,33376116.37,35405466.66,23603644.44,74682494.14,92385227.47,5978181.94,9658737.69,25012569.28,70058921.41,1163,267008.93
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2021,1,2022,54357200.76,8153580.11,22816816.02,15211210.68,80976819.46,92385227.47,9256276.69,7135045.74,43613084.78,70017773.29,1669,69156.74
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2021,2,2023,70207341.4,10531101.21,13306731.64,8871154.43,85731861.65,92385227.47,16178970.59,5153207.94,51762639.53,71897089.99,1486,37284.83
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2021,3,2024,74786354.44,11217953.17,10559323.82,7039549.21,87105565.56,92385227.47,16061234.25,4151458.41,54392066.46,68224991.62,1713,65088.21
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2022,0,2022,48194281.53,48194281.53,56086265.24,37390843.49,113628257.64,141671390.26,7739215.72,18899070.8,40813079.83,106690182.56,1266,35541.51
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2022,1,2023,84667384.26,12700107.64,34202403.6,22801602.4,124570188.46,141671390.26,20994386.02,14095646.36,71330937.47,117393818.78,1922,377979.39
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2022,2,2024,109376872.88,16406530.93,19376710.43,12917806.95,131983035.05,141671390.26,32019432.45,5962046.12,86687529.75,118023533.09,273,67350.29
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2023,0,2023,15198266.21,15198266.21,16615745.03,11077163.35,34583302.07,42891174.59,4508004.42,4570795.03,11640345.63,36311858.68,558,10887.01
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2023,1,2024,25424776.63,3813716.49,10479838.78,6986559.18,37651255.2,42891174.59,6634174.84,2699614.07,20447255.41,36036907.97,1411,32721.72
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,Other motor insurance,2024,0,2024,42532176.74,42532176.74,48258362.62,32172241.75,98833599.8,122962781.11,6515715.78,12401311.02,35463477.65,99400335.27,390,30932.49
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,0,2014,11865827.91,11865827.91,13202041.22,8801360.82,27268209.34,33869229.95,3458234.13,4616288.75,8715088.32,25367886.56,1304,84755.91
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,1,2015,21038431.44,3155764.72,7698479.11,5132319.4,30019990.4,33869229.95,4727141.67,2606420.77,16444458.58,24385319.1,1203,15345.32
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,2,2016,24145440.0,3621816.0,5834273.97,3889515.98,30952092.97,33869229.95,4638042.1,2341010.77,19479384.8,27907962.5,1437,17573.1
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,3,2017,30017160.58,4502574.09,2311241.62,1540827.75,32713609.14,33869229.95,6358140.46,1005688.72,21348232.81,24000735.48,868,18866.85
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,4,2018,29990573.67,4498586.05,2327193.77,1551462.51,32705633.07,33869229.95,6516512.74,704721.65,22284158.11,26999941.35,729,17851.53
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,5,2019,31219701.86,4682955.28,1589716.85,1059811.24,33074371.52,33869229.95,7293101.36,561330.51,22645066.77,24084510.98,931,117367.3
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,6,2020,31327073.02,4699060.95,1525294.16,1016862.77,33106582.87,33869229.95,4970198.98,617214.84,25668076.62,25434474.7,71,124809.06
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,7,2021,32314842.85,4847226.43,932632.26,621754.84,33402913.82,33869229.95,8803489.32,285062.06,23197986.79,26254333.68,579,64116.75
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,8,2022,33677077.5,5051561.63,115291.47,76860.98,33811584.22,33869229.95,8080752.91,49398.74,23860636.34,25883889.8,1095,21328.1
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,9,2023,32818869.5,4922830.43,630216.27,420144.18,33554121.82,33869229.95,8659855.66,295056.3,24358176.8,24192205.42,1112,27532.61
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2014,10,2024,33034109.44,4955116.42,501072.3,334048.2,33618693.8,33869229.95,5470490.59,165657.28,25790713.22,28655134.59,1238,22657.14
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,0,2015,9388421.79,9388421.79,10624988.54,7083325.69,21784241.75,27096736.02,1718137.41,3099313.78,6815580.8,19750530.5,1228,18702.04
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,1,2016,16684436.43,2502665.46,6247379.75,4164919.84,23973046.14,27096736.02,2655397.41,3119633.31,12987214.68,21179913.99,962,20446.61
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,2,2017,20033085.47,3004962.82,4238190.33,2825460.22,24977640.85,27096736.02,5079154.51,1559078.01,15011976.75,20045373.01,851,20073.23
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,3,2018,24012595.08,3601889.26,1850484.56,1233656.38,26171493.74,27096736.02,4650001.27,664505.89,18070707.49,19317989.95,1631,16663.84
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,4,2019,24146063.08,3621909.46,1770403.76,1180269.18,26211534.14,27096736.02,4308268.46,749610.87,18374859.7,22146030.51,1255,16493.21
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,5,2020,25864834.71,3879725.21,739140.79,492760.52,26727165.63,27096736.02,4624825.53,288803.91,20987666.47,21540724.76,1074,72248.14
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,6,2021,25999360.71,3899904.11,658425.19,438950.13,26767523.43,27096736.02,6784315.64,173952.76,21052027.95,20075925.37,756,259993.61
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,7,2022,26336284.35,3950442.65,456271.0,304180.67,26868600.52,27096736.02,4907654.64,209749.78,20333821.21,21580956.46,1038,99758.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,8,2023,27335730.32,4100359.55,-143396.58,-95597.72,27168434.31,27096736.02,7771474.0,-62092.95,19745015.88,22440970.92,655,30339.32
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2015,9,2024,27280953.25,4092142.99,-110530.34,-73686.89,27152001.19,27096736.02,6586098.54,-53091.61,20114921.58,19941521.58,1935,121248.68
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,0,2016,43677103.74,43677103.74,48570116.12,32380077.41,100342239.21,124627297.27,11470894.17,17573162.31,34726953.62,95698648.09,287,24929.85
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,1,2017,75601813.72,11340272.06,29415290.13,19610193.42,109919652.2,124627297.27,20664950.27,8681016.13,60807051.36,101959319.34,1976,48933.21
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,2,2018,92976120.78,13946418.12,18990705.9,12660470.6,115131944.32,124627297.27,18454368.73,4811980.54,76200044.47,93369624.4,340,121855.99
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,3,2019,104421636.19,15663245.43,12123396.65,8082264.43,118565598.95,124627297.27,20926192.43,4542452.84,84098568.56,101668390.47,688,138858.56
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,4,2020,113425360.38,17013804.06,6721162.14,4480774.76,121266716.2,124627297.27,28295692.15,2891249.46,84449445.57,89045358.98,982,68493.58
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,5,2021,121125425.36,18168813.8,2101123.14,1400748.76,123576735.7,124627297.27,30471207.82,865720.73,85857986.59,102528504.39,473,108438.16
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,6,2022,119177986.75,17876698.01,3269586.31,2179724.21,122992504.11,124627297.27,33034071.69,1613999.56,100534384.13,103242923.31,1039,156196.58
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,7,2023,114383733.74,17157560.06,6146138.12,4097425.41,121554228.21,124627297.27,32354477.83,1651870.37,94673025.28,92476708.63,1025,459372.42
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2016,8,2024,123479068.24,18521860.24,688937.42,459291.61,124282828.56,124627297.27,19226954.69,305058.34,88504352.95,94916551.62,947,80810.91
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,0,2017,45240616.94,45240616.94,48024759.19,32016506.13,101269502.66,125281882.26,11504795.18,12078739.56,34403446.57,88485231.32,1476,46353.09
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,1,2018,76473312.7,11470996.91,29285141.73,19523427.82,110639311.39,125281882.26,22585802.06,12118640.17,56105094.36,94372957.02,703,408948.2
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,2,2019,98440087.6,14766013.14,16105076.79,10736717.86,117229343.86,125281882.26,18074374.0,6287136.41,74821167.52,102135715.59,664,698156.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,3,2020,110401913.58,16560287.04,8927981.21,5951987.47,120817891.66,125281882.26,22204650.13,3705996.88,86373726.97,92929925.05,1709,73356.75
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,4,2021,112630736.61,16894610.49,7590687.39,5060458.26,121486538.57,125281882.26,25994582.38,2189918.76,92539833.01,88994076.0,285,1173236.84
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,5,2022,112389463.83,16858419.57,7735451.06,5156967.37,121414156.73,125281882.26,22627814.28,2162236.02,86692175.23,95208139.76,1789,149454.07
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,6,2023,121657719.28,18248657.89,2174497.79,1449665.19,124194633.36,125281882.26,35639704.69,953277.32,88435100.75,105277897.71,1377,445632.67
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2017,7,2024,119592941.76,17938941.26,3413364.3,2275576.2,123575200.11,125281882.26,26445396.36,1213089.39,88747775.81,104517242.54,1436,70848.9
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,0,2018,12274315.01,12274315.01,14036114.5,9357409.66,28649781.92,35667839.17,2906428.55,4351313.34,10060105.99,29109586.41,386,6281.64
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,1,2019,20964797.15,3144719.57,8821825.21,5881216.81,31256926.56,35667839.17,5288016.01,3757818.62,16444298.66,28180794.39,1566,38187.24
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,2,2020,26950052.08,4042507.81,5230672.25,3487114.84,33052503.04,35667839.17,4373445.31,2184152.65,20764105.6,27313310.98,1106,66216.34
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,3,2021,31409096.8,4711364.52,2555245.42,1703496.95,34390216.46,35667839.17,4820794.03,799354.18,22558343.91,25156568.22,1180,83313.25
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,4,2022,32078309.29,4811746.39,2153717.93,1435811.95,34590980.21,35667839.17,9568043.54,683928.84,25648400.59,25600407.29,727,26821.33
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,5,2023,33689085.66,5053362.85,1187252.11,791501.4,35074213.12,35667839.17,10028305.0,383434.2,27867993.78,30304669.75,923,33824.38
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2018,6,2024,34184507.85,5127676.18,889998.79,593332.53,35222839.77,35667839.17,6714184.83,372360.2,28261263.51,25884241.36,524,20311.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,0,2019,20620794.94,20620794.94,23146114.54,15430743.03,47624595.24,59197652.51,4080404.89,7426193.59,17097179.26,45182495.86,879,15400.15
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,1,2020,34947013.34,5242052.0,14550383.5,9700255.67,51922460.76,59197652.51,8405685.64,4435690.16,25668022.97,46058337.48,427,81083.56
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,2,2021,43995426.27,6599313.94,9121335.74,6080890.5,54636984.64,59197652.51,8545995.3,2403360.53,34233551.08,48689558.96,1361,31515.35
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,3,2022,52086064.62,7812909.69,4266952.74,2844635.16,57064176.14,59197652.51,9652380.99,1706398.35,43147168.61,45067699.08,935,60565.19
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,4,2023,56815336.94,8522300.54,1429389.34,952926.23,58482957.84,59197652.51,16217754.95,431723.43,41977712.0,43040618.17,109,36420.09
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2019,5,2024,53667471.86,8050120.78,3318108.39,2212072.26,57538598.31,59197652.51,15358520.23,1601931.23,37985009.36,46709345.53,1307,28884.54
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2020,0,2020,42764113.46,42764113.46,47183564.96,31455709.97,97811605.91,121403388.39,8919830.6,19247327.34,36011881.2,88082799.82,454,44086.71
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2020,1,2021,70077028.93,10511554.34,30795815.68,20530543.78,106005480.55,121403388.39,10862541.14,10500089.79,52602920.33,92827817.36,1262,75432.75
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2020,2,2022,91082679.96,13662401.99,18192425.06,12128283.37,112307175.86,121403388.39,24016098.04,6331479.63,68274845.18,100040255.46,846,1543774.24
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2020,3,2023,106802532.72,16020379.91,8760513.4,5840342.27,117023131.69,121403388.39,19749379.09,2879300.03,87980450.64,86428436.36,1493,218410.09
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2020,4,2024,109745980.55,16461897.08,6994444.7,4662963.14,117906166.04,121403388.39,23842590.4,2075726.69,79783915.37,92719325.89,471,177009.65
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2021,0,2021,31692880.41,31692880.41,33966413.28,22644275.52,71320362.58,88303569.22,8748342.56,16806879.28,22536731.44,64682570.22,1590,21256.12
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2021,1,2022,54341821.4,8151273.21,20377048.69,13584699.13,78115044.87,88303569.22,12557840.96,6763548.85,39715092.47,65527573.79,1706,32346.32
549300ABCDEF123456G7,Lloyd's Syndicate 2987,2024-12-31,"Marine, aviation and transport insurance",2021,2,2023,65759374.06,9863906.11,13526517.1,9017678.06,81540310.67,88303569.22,11611309.11,6642283.99,47092804.16,74866999.24,178,53376.12
