LEI,Undertaking_Name,Reporting_Date,Country_Of_Risk,Line_Of_Business,Claims_Provision_BE,Premium_Provision_BE,Best_Estimate_Gross,RI_Recoverables,Best_Estimate_Net,IBNR,Case_Reserves,ULAE,ENID,Binary_Events
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Other motor insurance,18260433.809146974,8700229.115384948,24859167.16,6130934.697649516,19990244.204462834,7415261.573286569,9220213.147875244,1305556.7077482655,617699.8331090922,495203.35899785376
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,"Marine, aviation and transport insurance",16164778.18855047,7403838.155195786,24484666.99,3844000.107577336,18059284.120027773,6629166.062188076,10966601.96470187,973741.4227033816,265888.2525625014,348973.7828198297
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Fire and other damage to property insurance,17608099.2459081,6141346.837556788,22337503.16,5726135.658417217,16369598.557855353,7867150.512480454,9922119.253229562,1254547.1840575866,246039.76246337002,261628.2395069803
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,General liability insurance,23196670.40159479,9134823.608960122,34920303.93,10173052.44835329,26727657.4883232,13866187.6926439,10873058.636600627,1701079.4367137514,957880.9460416277,436786.4844671684
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Medical expense insurance,32555119.614374023,16261806.792791488,48629827.87,12336709.512054207,35930119.67853505,18495568.64355768,18764255.95320937,2556425.9498497383,1053569.8655075612,863858.4343603277
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Income protection insurance,22095541.03336415,9792503.271534776,32921568.57,5883140.744370012,25079268.85496284,7705593.264824308,10021431.583316019,937456.8609024715,858961.9364419042,402413.9791697619
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Workers' compensation insurance,18257905.82730445,8044820.02043456,26570363.49,6792434.252021807,20025954.729426783,9996674.607454855,11393495.239401102,1289235.7788507203,486774.30779773166,133095.58797610816
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Motor vehicle liability insurance,33774843.2604639,9541548.25506507,43672653.77,9001622.670378884,34903224.03496188,14430413.091394285,20616552.589599535,1118488.3897223389,1000024.8301094187,282053.99398135795
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Other motor insurance,13900428.005092092,7133656.7874251045,21310976.68,4881419.850862502,17634201.100385536,4517520.873221012,7362763.901593055,647325.1747766837,460332.9695380467,363202.88148980454
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,"Marine, aviation and transport insurance",14409165.68854836,4440003.233988646,21168220.07,3427637.833931812,17231081.02690559,6116781.534411537,9424858.381235167,1001076.5591768334,297643.6720927429,151211.34889494386
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Fire and other damage to property insurance,29191139.244679242,9883403.566850053,38501074.73,6222287.261451512,27020620.33662459,9919085.395039095,11621335.907912465,1124343.2217376262,869547.6277450118,262624.93545513536
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,General liability insurance,6198105.674453972,2274085.525652425,7901054.62,2292636.0061623524,5940596.945364357,2650242.7510988386,2693772.406289207,353442.7172230778,109726.4641234438,39751.86175664519
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Medical expense insurance,34302156.39779624,15861018.905851344,46781994.67,9359894.884876247,35047569.190063834,13105086.965490963,20640599.510666516,1994426.1537495032,1766518.3966530785,251762.61486766662
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Income protection insurance,25383287.293036807,8238014.176922717,36285209.08,8220753.143498781,28148598.10715607,8251336.580445101,12350730.845841866,1318117.789800842,807866.317988358,354265.9977673413
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Workers' compensation insurance,6494602.839809017,3449002.388109666,9981622.12,2909891.235212351,7711277.782469633,3982770.542206916,4339319.229873966,227124.8392204867,135066.77859669153,187072.1945531156
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Motor vehicle liability insurance,25322837.797448635,10916707.276871754,32612453.5,7083141.227046493,23066100.000900723,7750547.524675538,10217950.957161022,898459.8476575898,727779.114227836,220882.5873015241
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Other motor insurance,7768370.38599643,2720229.9997749804,10836462.65,2385633.3668599147,8283129.852385377,3564064.941455348,5282102.703472709,263483.9679927197,140633.49351867542,192803.33680792467
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,"Marine, aviation and transport insurance",20501441.68622646,6226145.92244804,26800645.12,7352204.5195070375,22474404.412044767,8766399.979889777,8607718.752034446,1495792.0460792154,905181.9214960177,435863.3578528927
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Fire and other damage to property insurance,3638457.656758569,1043043.1006845034,4726224.88,866590.7938364695,3717507.768351066,1195716.7203362808,2043003.5334029535,209479.6047483255,62596.42842676841,70138.21081562176
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,General liability insurance,31298772.881111857,13443045.680592865,46425880.76,9344592.2630259,35698798.032449834,11950023.370403782,17215929.567308202,982207.8895810953,1831340.9259294695,667232.7040151005
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Medical expense insurance,18773733.060194794,7453329.492873105,26533162.75,5492786.561426657,20005638.267280724,7768626.369761968,9424489.374727286,721754.9869575974,708387.0740208296,468084.3009117601
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Income protection insurance,6668900.524602983,2413574.6694392543,10182924.35,3023901.8319635214,8393924.160407022,3250116.6591629502,4947371.586248083,385028.2294555389,402209.4032253623,96172.94140299933
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Workers' compensation insurance,10659415.231267134,3669694.9692739006,14294370.23,3487180.677948485,10660016.989566399,4625424.513023696,5076634.896668113,315031.94952345005,534095.9507649486,260844.78331961736
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Motor vehicle liability insurance,36834323.65163353,14705357.547902975,48627513.02,11371566.313242571,34957899.087642886,11565911.113405878,17403492.116963822,2703993.864834943,738607.4644909775,916292.9747232796
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Other motor insurance,20880442.132928543,5970117.334678205,27570929.45,5248265.166447565,23263737.953402344,6981786.171984174,9906354.721659383,769336.331278316,382469.7221008253,234321.5968930236
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,"Marine, aviation and transport insurance",23840091.361701306,9394693.380256372,33189363.92,5587586.2129386095,27225814.944666043,11842593.657057602,10100120.259582944,1172932.1600206282,400367.21527453687,560289.1242420743
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Fire and other damage to property insurance,29567793.223412097,8865485.780583067,37651675.11,8224796.918333761,27398114.218909122,10325858.450460337,15228169.180277262,833353.2450944897,1183998.8045573155,495096.9519616781
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,General liability insurance,28985328.227090396,14077863.297850095,41961073.81,12580103.561254987,35158964.1109275,14920455.480935726,19405895.60266561,1802218.4565790375,658982.5464079801,635945.6814778452
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Medical expense insurance,29119497.857814997,10263453.486747643,36499391.1,6960629.236773197,29292618.383294027,14449202.4351778,12243457.279254638,1205936.843056676,958343.6568417033,275687.91344252997
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Income protection insurance,2833273.2066690065,1333855.9760583623,4044370.06,633025.8529171435,3091271.218622799,1425398.4091462214,1984315.6493318866,240312.4891440032,91641.71047512218,77877.43708521694
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Workers' compensation insurance,3553970.517911194,1382670.1658009752,4664691.74,874295.1432047371,3620256.8809504313,1053803.998083502,2212553.928130256,160073.20453626392,134256.05150762308,34433.09516728101
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Motor vehicle liability insurance,10136487.416234948,3971420.9912644722,12689747.7,3734539.2032895316,9445964.886493778,2955601.8170183497,5083686.685474605,504883.5818662952,193498.29061750334,203014.30870036033
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Other motor insurance,13561498.44590289,4996835.495978106,20003544.12,4691807.368015628,16182279.885565354,5928613.944055358,8103815.749656565,511247.3287970185,748947.2492569415,378684.3526476821
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,"Marine, aviation and transport insurance",22921567.37605017,9853601.488427443,35121049.75,8582982.085855208,29824729.8922839,14020793.367545497,16560356.297405573,792093.4528616396,1355612.5238812065,498364.84086683614
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Fire and other damage to property insurance,28899440.951451804,10077121.209521558,40641678.21,8920304.655512901,29344558.750999432,11030689.064179815,19163506.353569426,874528.4222211109,590374.8929399666,279482.3515401807
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,General liability insurance,17545722.242161185,4959549.380374912,21944550.51,3770565.27936894,18373258.35923066,8260150.52638625,6724865.238570096,1098724.986672921,650962.5109086627,362438.65725601616
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Medical expense insurance,20959358.818936776,5420915.566085914,26241615.38,4858785.660961366,19930031.856596615,7608903.02579506,12708118.415062068,1112649.0729294764,297929.7156156524,291752.8221094484
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Income protection insurance,17943182.938676327,6544045.463723081,22575049.38,5538735.55497944,18217792.926139817,7991744.991213068,9639776.667728607,665687.9551802261,817699.3840991709,360789.8565951858
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Workers' compensation insurance,30274771.87523907,12132083.28628353,37867912.8,10389921.874901546,31911700.125952695,8718208.385478625,15129953.218128847,1636752.7129556595,752748.666040573,666136.3534593831
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Motor vehicle liability insurance,29441105.40328221,13575198.097309591,38833722.22,7335969.96359753,31467686.946437187,12049362.085872142,14081023.660166413,1026121.8815936367,1432052.344302066,541024.9032477872
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Other motor insurance,30568742.37333129,9732706.848548852,41771890.37,8380791.35780256,31630963.063955247,16482643.339012232,12578629.64839416,2482363.129608544,1646390.9817139634,833025.9760602055
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,"Marine, aviation and transport insurance",20181829.632631283,6587140.664180881,25399644.41,3910127.077940529,18634501.900734022,9881966.578703567,7689816.986226371,1062715.163787558,311604.0483426756,236113.79083451754
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Fire and other damage to property insurance,5561838.667896211,2061141.7967202275,7140363.98,2037259.874091022,5735518.64472722,2814773.082454641,2870251.6020516166,325232.32086657896,194855.28196676384,87568.75581039888
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,General liability insurance,31928051.548214417,13691645.738932041,42760090.17,11457762.450833302,31157429.363424383,14112228.289140036,14535420.511491148,1852915.2533084464,1296615.9474362794,853428.3745765743
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Medical expense insurance,2943762.9064214244,938342.0684584491,4435472.97,930359.0531295835,3651451.024475537,1635852.4038469328,1984412.506252539,247832.6273607142,87315.82636377947,28042.47797641558
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Income protection insurance,4459391.122561388,1774798.2269556762,5733192.32,1460773.2340586113,4305349.090315362,1582252.3659428332,2818567.521114735,129296.04115367387,190410.50875856038,55293.77250251551
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Workers' compensation insurance,3681730.7317008716,1207135.406618693,4835567.07,1249133.9746972313,3898183.4837920717,1484312.9748625127,2202478.101942677,209097.332870818,89937.22250044455,77425.79198115361
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Motor vehicle liability insurance,20006810.60042716,10288575.268899098,30689571.35,7115271.015935428,25481369.711073425,11556077.310643813,11938038.597048491,1236986.134305232,689675.4318393783,360343.18649695267
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Other motor insurance,34625219.88008383,9869796.501130898,45071916.47,10886948.673084931,38283454.66511173,14382905.585920107,20605722.993975114,2287961.30894125,924403.6326228398,476758.9930135087
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,"Marine, aviation and transport insurance",26847812.59186685,10575689.60474467,37031591.82,9514744.208235772,30241340.425610334,9417256.57979488,12196678.862238577,1172856.6465093635,934164.4808344862,375208.5232035159
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Fire and other damage to property insurance,19551776.7429881,8214545.828937422,29713049.67,6097050.523147566,23182121.745754488,8453560.846185813,10602958.26449826,1668813.1174760957,461828.4350472226,452246.98620979965
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,General liability insurance,33951749.6771008,15399127.76662312,46458301.49,7838803.367478863,35961899.177142285,13538183.95182706,14012927.644012768,1752885.3579011122,978917.8853241195,699057.1759385727
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Medical expense insurance,31222108.06979,11733994.252186026,47101499.59,10202642.195446322,36187036.79752907,16719239.86771589,18307370.03149232,993203.512971325,1474424.0275096472,860659.5807968552
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Income protection insurance,20016660.378294375,6094349.01255751,27153521.49,4971725.383578211,19965320.064281788,7769936.592316859,13186538.687286124,1109802.1848458915,428019.04101459973,244145.89326214453
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Workers' compensation insurance,15649478.438578371,5599060.576577137,21048706.4,4396374.405491076,16517115.455822201,5227804.041208405,6646774.283726407,441529.7177860049,369147.47486387484,134161.93952928545
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Motor vehicle liability insurance,14405807.771122655,5782412.642685406,18808010.01,4544751.428217413,15570681.975061905,4822628.143185137,8971622.972275132,676515.9721808804,414280.2663870249,208397.90814957692
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Other motor insurance,6060368.971827867,1680201.5708176359,7610435.21,1530708.589512996,5691806.8070568545,1635755.6389942234,2514883.7340565217,165864.3626466911,142864.11570065448,136986.72159429826
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,"Marine, aviation and transport insurance",12671623.619512662,5626508.018759135,18953783.67,5676471.26436202,13928160.796227414,4850542.405239637,9370170.866432963,514615.1565823059,480221.06201045343,162903.63862861693
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Fire and other damage to property insurance,37326651.950788975,15085796.706062663,46820539.2,9233833.078168392,35608102.612961985,11633084.392097298,22387315.42241136,2649215.2516473155,1056557.8998426304,695191.1810323476
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,General liability insurance,7711006.197890474,3177428.61825837,10780999.45,2240404.5388156576,8124991.658461897,2158353.9170160927,4968517.313123932,599137.9212427017,421363.5678648602,170221.96335247924
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Medical expense insurance,19878641.159752205,10074607.984632388,28793238.68,6866120.007413136,23097161.843369678,9688384.435576439,13505478.943987027,587004.9223864367,478181.0685314069,431409.3831482555
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Income protection insurance,33930125.238155015,11809892.523027647,45071849.63,9205173.685914678,36539396.99061558,15696160.731091013,18993800.19998123,1426915.3078887505,1701671.6620690564,598472.9946247662
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Workers' compensation insurance,27390313.95284933,10102775.878832165,40153140.74,11290538.272473315,28408991.71178644,12144841.907229135,15914339.807481145,2009632.87493452,741099.014738128,332709.0176438951
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Motor vehicle liability insurance,34233455.10078304,10036301.94149549,46528243.42,8326481.54465558,39540813.69869775,11125917.282552777,19639343.66484259,1712477.7294834042,1701443.5419311442,759691.2383818362
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Other motor insurance,20236892.778562248,10309875.558444489,31056715.62,6729994.021095398,26079462.271161746,9289305.964165691,13629081.193397535,707214.3967616741,1004826.0461206246,312739.2774771451
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,"Marine, aviation and transport insurance",13031333.160079928,4332637.510915198,19513873.67,3470812.8638799624,14620397.62568262,7383932.373068818,7291398.85430118,955682.367285357,243580.46682244356,270588.7777822353
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Fire and other damage to property insurance,20434307.173951726,8385420.804652242,25648887.87,5597214.855482482,20936453.984736115,6120023.380002009,10579326.642299864,589533.5889698837,524331.7754100071,215141.14590750932
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,General liability insurance,26617169.277635846,11502395.151125634,36788761.32,8361876.327646229,26229381.249031495,12768405.253691858,17167322.89953733,2065367.011010909,999173.8677855295,599795.8851971842
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Medical expense insurance,25820813.491362903,8613799.803191738,38346083.83,6159639.8067133045,28682373.9417175,11300656.765948756,19156920.09209804,1427997.9496047155,1218917.613694595,590566.3266037899
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Income protection insurance,8307595.574982156,3554955.474139736,12610651.66,3216294.2310341746,10715747.001251541,3426594.1443487788,6043943.748554631,444869.71954458527,386924.4437602805,176218.6479698709
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Workers' compensation insurance,3633055.0467946967,1115099.8961351719,5490003.29,1128882.545169771,4457169.834711628,1287686.1942748628,2312227.944936771,173226.68430456056,186164.79673252514,93197.97872124625
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Motor vehicle liability insurance,28744181.358965285,9572584.41956859,39444482.2,10705887.507100023,28712233.58542336,10174779.932899684,13284489.064276693,1852644.4708187885,1206491.5658803927,583291.1929369882
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Other motor insurance,14985201.847789088,7586398.182673755,22533268.94,5096116.0951879835,17148850.345855057,7160283.723626118,7628820.429874345,570135.6702895515,499466.95571194706,189466.71983330135
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,"Marine, aviation and transport insurance",11351823.519367578,4049268.573322485,14481643.84,3222460.5955783227,11634870.374698816,5652324.943778076,4669457.082004397,772470.9059681937,398543.1711572513,104158.9381347592
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Fire and other damage to property insurance,12255474.556689857,5152182.175339842,16966017.98,3162313.948755965,13237427.126051635,5716433.824226675,6612474.123447498,925004.9185428674,612197.9429499491,204616.42482273842
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,General liability insurance,32225341.437151805,9770077.725691188,48727508.39,10091478.661246829,38502750.18818499,15877372.868223535,19261455.239527453,1217960.2755481834,736512.6666018147,866483.2624400554
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Medical expense insurance,32891371.916199427,13121462.038248569,43791823.19,10494811.989662504,31987250.409100343,12509140.427355073,19232446.064150188,1816926.7239598394,462328.23301256116,845328.9821726131
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Income protection insurance,29428169.564694244,12490277.964211589,42706354.47,12320181.42782405,30509490.176452354,12837781.957152791,16708801.618251445,1554861.5038402702,1497611.8443742632,457371.91137751844
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Workers' compensation insurance,3954091.536291605,1236855.3170336469,5992176.66,1266577.2461249188,4840246.261443239,1442583.5282995547,2572403.7139109327,284529.7534357951,105798.25293326075,83940.59684446215
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Motor vehicle liability insurance,25335664.643013593,8815060.950835194,35188811.98,8546402.92732114,29793559.98117664,10041770.815912636,13313582.123828862,1357256.26912038,432349.161290664,467921.4395389505
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Other motor insurance,12327718.632306091,4980035.450230875,18448777.2,2776681.142152665,14026011.010538265,4079892.720031478,5624267.294521646,977397.8014049805,691597.8729458387,149714.03576498257
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,"Marine, aviation and transport insurance",19607454.70919332,7768120.990379782,28347018.4,6108632.173110459,20986932.16133589,9640217.617832728,9221233.83025698,627118.5733100374,936309.4727660714,424892.05472187774
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Fire and other damage to property insurance,19034576.70525269,7258187.28463241,26430727.83,5697238.836078184,20059173.88164266,7927582.830818332,10723026.477589898,1260113.8265396543,828238.9651832402,281868.8107181613
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,General liability insurance,15841326.10352988,6292970.966501656,22436404.57,4891204.193982557,18699385.12164471,7612049.5362831475,10763445.010065584,1085147.4689271979,877931.2260572147,326136.7362044539
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Medical expense insurance,32532085.73838585,10037468.634470617,48286856.49,11437648.679652514,40924268.83610156,13690340.22719236,16533838.426973706,1973081.0142317533,1422721.9471785056,469719.10903621704
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Income protection insurance,29138728.32393279,12242373.748314997,36594159.85,7089672.242734084,27409338.69816613,10038079.761674596,13865913.443359736,878727.5085820326,1202443.2962822334,383510.0504307689
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Workers' compensation insurance,34995186.75853567,9032842.706807327,44351538.91,13228975.691786291,35769667.357467234,13486346.993917678,16760691.448850906,1806913.8635592086,875443.5714003395,636015.1365191792
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Motor vehicle liability insurance,5477205.2813798245,1778411.3444411417,7370072.99,1125006.4450922946,5770073.368792142,2326655.034307215,2839790.836999135,168711.65220271796,271220.8129180705,104444.71011406241
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Other motor insurance,6131766.374709287,2317118.968440413,8438525.08,1342234.1647031975,6675117.680334225,3051921.5340251415,3795662.174179557,237281.00127589473,302679.56490819564,85550.88523810921
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,"Marine, aviation and transport insurance",31376883.388223026,12960386.876694953,47485893.78,11376131.779215263,35004108.58661574,16823114.29711302,20199508.46652652,984115.5882188573,1341526.7261066926,587503.7174216443
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Fire and other damage to property insurance,9762908.711006649,4086280.905060598,12213372.48,2367881.6868984294,9540605.840071512,3215786.201088291,5558295.438277798,698766.8225392217,253608.9477817461,208650.36988218367
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,General liability insurance,18748297.89520179,9004722.267590553,26425154.51,5986901.590804329,20350317.360334985,8838867.495938875,9308177.178040914,871811.1619731083,1003135.202090233,401079.61262976436
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Medical expense insurance,28905748.088539634,11784190.835562786,41851945.95,12376015.501811437,31297118.918427486,9713639.752613459,16831898.50556598,1486281.608743347,618877.9911432031,767073.7963904869
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Income protection insurance,36443798.58039624,15672219.427745342,49564023.8,13821213.298995895,39906339.984475635,10350515.053817563,16431804.502501413,1132020.8743908026,510330.4297622459,475316.31829537294
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Workers' compensation insurance,14711652.608009653,4495921.651811271,21440730.14,4920207.252266327,15887535.965187408,7701669.591768606,6466749.859437437,1151390.4084923037,828525.780813574,337520.53019301314
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Motor vehicle liability insurance,29611491.50478768,8671692.841594353,37481271.07,11213827.909337135,30585548.54670714,12942812.94807119,13951208.095429163,1567882.7763756262,1110102.8070930457,536174.9394705498
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Other motor insurance,23933801.405920986,9154520.5038642,36134278.01,7772483.2899008375,26706642.333044767,8474407.957203107,11844292.239480015,1252245.534361853,896247.5677956479,214805.51299509345
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,"Marine, aviation and transport insurance",36314762.9859077,14702219.45397329,47483530.45,8353733.767785781,37539060.138046026,14527348.218382802,23575277.006017767,2369754.419448263,1295011.5126216707,843411.4895836961
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Fire and other damage to property insurance,6711615.388730945,3123202.3567558597,10289430.73,1695149.9535114306,7380763.477378312,3590354.296102258,3643559.126753606,464518.90849247284,386082.15781760693,100292.29521645405
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,General liability insurance,8794840.849618785,2899583.5808507665,13205775.42,2104121.1541800103,9417650.629815016,3782146.2000446264,4809186.970942946,637342.8457808732,476824.23119814886,221481.95724498545
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Medical expense insurance,18590302.346103474,8562619.688597418,27939951.06,5711605.180804659,19916925.914139938,10295684.249442957,10271935.90555257,802713.4891710175,1009849.351697593,517783.39730966697
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Income protection insurance,13313104.421903336,5432322.736733551,18931629.35,4922530.779110055,13431468.137637358,6032918.309013123,9287176.054386174,577107.1676523158,705483.6923142874,364481.6694614708
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Workers' compensation insurance,11943157.631164651,3690576.478077806,15650221.13,4079099.8378596106,12827124.623622255,3903809.011533785,6935769.67046196,821389.0471559875,324857.3705305747,117619.88857531123
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Motor vehicle liability insurance,5391488.137660939,2538761.1959919394,7322334.66,2002237.8467635147,5604338.816155854,2250330.4992510714,2606059.742757494,194207.60729734224,179122.13381571358,87520.37704365395
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Other motor insurance,21829667.74949073,7999991.311700168,27530707.78,6631205.279310672,19800187.296239812,10992950.312147515,12514605.997795012,1516615.3127956335,617486.5849375825,345012.66699802835
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,"Marine, aviation and transport insurance",18701404.907851964,8355654.358316683,27537939.03,7860608.548573002,19952775.44681281,5982993.276487373,12327187.151312655,851695.3959397961,790776.0493247656,425085.95551864203
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,Fire and other damage to property insurance,14001135.82704175,5121640.201105415,18129805.89,5082689.471203666,14766618.714747336,6775382.699924621,5512046.155854308,539184.967407618,230252.8535653064,210872.2187836265
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,DE,General liability insurance,32282124.766409148,14679281.62225608,44828125.72,8924236.93601671,33663031.491169505,16994895.9114228,17266154.631511644,2312710.7774470565,766529.8586583013,862135.0717404401
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,FR,Medical expense insurance,22920911.212020125,6403925.688415799,30005177.59,6718148.276742731,25058997.33399043,11264175.481546897,9282485.497100731,964604.6118010072,699108.6416081425,227558.4331588071
