Syndicate_Number,Year_of_Account,Development_Year,LOB_Code,LOB_Name,Currency,Cumulative_Paid,Case_Reserves,IBNR,Total_Incurred,As_At_Date
33,2021,2,A2,Accident & Health Reinsurance,GBP,4277670,2566602,1711068,8555341,2023-12-31
33,2021,3,A2,Accident & Health Reinsurance,GBP,7184931,2321285,1547523,11053740,2024-12-31
33,2021,4,A2,Accident & Health Reinsurance,GBP,9069217,1360382,906921,11336521,2025-12-31
33,2021,0,D1,Direct Motor (Private Car),GBP,1811917,4348602,2899068,9059589,2021-12-31
33,2021,1,D1,Direct Motor (Private Car),GBP,1790664,1995311,1330207,5116183,2022-12-31
33,2021,2,D1,Direct Motor (Private Car),GBP,2149889,1289933,859955,4299779,2023-12-31
33,2021,3,D1,Direct Motor (Private Car),GBP,10244369,3309719,2206479,15760568,2024-12-31
33,2021,4,D1,Direct Motor (Private Car),GBP,3038617,455792,303861,3798271,2025-12-31
33,2021,0,D2,Direct Motor (Commercial),GBP,1933734,4640961,3093974,9668670,2021-12-31
33,2021,1,D2,Direct Motor (Commercial),GBP,4484481,4996993,3331328,12812803,2022-12-31
33,2021,2,D2,Direct Motor (Commercial),GBP,1712179,1027307,684871,3424358,2023-12-31
33,2021,3,D2,Direct Motor (Commercial),GBP,3847137,1242921,828614,5918672,2024-12-31
33,2021,4,D2,Direct Motor (Commercial),GBP,3206697,481004,320669,4008371,2025-12-31
33,2021,0,E1,Energy Offshore,GBP,1894656,4547174,3031449,9473280,2021-12-31
33,2021,1,E1,Energy Offshore,GBP,742762,827650,551766,2122179,2022-12-31
33,2021,2,E1,Energy Offshore,GBP,5546005,3327603,2218402,11092010,2023-12-31
33,2021,3,E1,Energy Offshore,GBP,2400466,775535,517023,3693025,2024-12-31
33,2021,4,E1,Energy Offshore,GBP,6863159,1029473,686315,8578949,2025-12-31
33,2022,0,A1,Direct Accident & Health,GBP,191866,460478,306985,959331,2022-12-31
33,2022,1,A1,Direct Accident & Health,GBP,3760787,4190592,2793728,10745107,2023-12-31
33,2022,2,A1,Direct Accident & Health,GBP,3255652,1953391,1302261,6511305,2024-12-31
33,2022,3,A1,Direct Accident & Health,GBP,975555,315179,210119,1500854,2025-12-31
33,2022,0,A2,Accident & Health Reinsurance,GBP,1688125,4051501,2701000,8440627,2022-12-31
33,2022,1,A2,Accident & Health Reinsurance,GBP,681927,759862,506575,1948365,2023-12-31
33,2022,2,A2,Accident & Health Reinsurance,GBP,1186575,711945,474630,2373151,2024-12-31
33,2022,3,A2,Accident & Health Reinsurance,GBP,929066,300159,200106,1429332,2025-12-31
33,2022,0,D1,Direct Motor (Private Car),GBP,3299645,7919149,5279432,16498227,2022-12-31
33,2022,1,D1,Direct Motor (Private Car),GBP,1144528,1275331,850220,3270080,2023-12-31
33,2022,2,D1,Direct Motor (Private Car),GBP,1674514,1004708,669805,3349028,2024-12-31
33,2022,3,D1,Direct Motor (Private Car),GBP,6736150,2176294,1450863,10363308,2025-12-31
33,2022,0,D2,Direct Motor (Commercial),GBP,1303541,3128500,2085666,6517708,2022-12-31
33,2022,1,D2,Direct Motor (Commercial),GBP,3035813,3382764,2255176,8673754,2023-12-31
33,2022,2,D2,Direct Motor (Commercial),GBP,4510353,2706211,1804141,9020706,2024-12-31
33,2022,3,D2,Direct Motor (Commercial),GBP,5723204,1849035,1232690,8804929,2025-12-31
33,2022,0,E1,Energy Offshore,GBP,419224,1006139,670759,2096123,2022-12-31
33,2022,1,E1,Energy Offshore,GBP,1256324,1399904,933269,3589499,2023-12-31
33,2022,2,E1,Energy Offshore,GBP,2791092,1674655,1116437,5582185,2024-12-31
33,2022,3,E1,Energy Offshore,GBP,4586431,1481770,987846,7056047,2025-12-31
33,2023,0,A1,Direct Accident & Health,GBP,684612,1643069,1095379,3423060,2023-12-31
33,2023,1,A1,Direct Accident & Health,GBP,3279837,3654675,2436450,9370963,2024-12-31
33,2023,2,A1,Direct Accident & Health,GBP,334239,200543,133695,668479,2025-12-31
33,2023,0,A2,Accident & Health Reinsurance,GBP,1899786,4559488,3039658,9498933,2023-12-31
33,2023,1,A2,Accident & Health Reinsurance,GBP,1734427,1932647,1288431,4955506,2024-12-31
33,2023,2,A2,Accident & Health Reinsurance,GBP,3833821,2300292,1533528,7667642,2025-12-31
33,2023,0,D1,Direct Motor (Private Car),GBP,1553575,3728581,2485720,7767877,2023-12-31
33,2023,1,D1,Direct Motor (Private Car),GBP,2533553,2823102,1882068,7238723,2024-12-31
33,2023,2,D1,Direct Motor (Private Car),GBP,2367902,1420741,947161,4735805,2025-12-31
33,2023,0,D2,Direct Motor (Commercial),GBP,2081134,4994721,3329814,10405670,2023-12-31
33,2023,1,D2,Direct Motor (Commercial),GBP,1707853,1903036,1268690,4879580,2024-12-31
33,2023,2,D2,Direct Motor (Commercial),GBP,1381292,828775,552517,2762585,2025-12-31
33,2023,0,E1,Energy Offshore,GBP,1007513,2418032,1612021,5037567,2023-12-31
33,2023,1,E1,Energy Offshore,GBP,2339634,2607020,1738013,6684668,2024-12-31
33,2023,2,E1,Energy Offshore,GBP,6067439,3640463,2426975,12134879,2025-12-31
33,2024,0,A1,Direct Accident & Health,GBP,2399487,5758770,3839180,11997438,2024-12-31
33,2024,1,A1,Direct Accident & Health,GBP,4147516,4621517,3081011,11850046,2025-12-31
33,2024,0,A2,Accident & Health Reinsurance,GBP,1512950,3631080,2420720,7564750,2024-12-31
33,2024,1,A2,Accident & Health Reinsurance,GBP,659221,734560,489707,1883489,2025-12-31
33,2024,0,D1,Direct Motor (Private Car),GBP,1634023,3921657,2614438,8170119,2024-12-31
33,2024,1,D1,Direct Motor (Private Car),GBP,318073,354424,236283,908781,2025-12-31
33,2024,0,D2,Direct Motor (Commercial),GBP,288279,691869,461246,1441395,2024-12-31
33,2024,1,D2,Direct Motor (Commercial),GBP,2392056,2665433,1776955,6834446,2025-12-31
33,2024,0,E1,Energy Offshore,GBP,877962,2107110,1404740,4389813,2024-12-31
33,2024,1,E1,Energy Offshore,GBP,4525927,5043176,3362117,12931221,2025-12-31
33,2025,0,A1,Direct Accident & Health,GBP,1203527,2888466,1925644,6017637,2025-12-31
33,2025,0,A2,Accident & Health Reinsurance,GBP,2199853,5279649,3519766,10999269,2025-12-31
33,2025,0,D1,Direct Motor (Private Car),GBP,2931606,7035856,4690570,14658034,2025-12-31
33,2025,0,D2,Direct Motor (Commercial),GBP,1976234,4742962,3161974,9881171,2025-12-31
33,2025,0,E1,Energy Offshore,GBP,1409498,3382797,2255198,7047493,2025-12-31
1183,2018,0,A1,Direct Accident & Health,GBP,715336,1716807,1144538,3576683,2018-12-31
1183,2018,1,A1,Direct Accident & Health,GBP,2595842,2892510,1928340,7416693,2019-12-31
1183,2018,2,A1,Direct Accident & Health,GBP,4981643,2988986,1992657,9963287,2020-12-31
1183,2018,3,A1,Direct Accident & Health,GBP,7276613,2350905,1567270,11194790,2021-12-31
1183,2018,4,A1,Direct Accident & Health,GBP,7233443,1085016,723344,9041804,2022-12-31
1183,2018,5,A1,Direct Accident & Health,GBP,2163338,68315,45543,2277198,2023-12-31
1183,2018,6,A1,Direct Accident & Health,GBP,5880612,0,0,5880612,2024-12-31
1183,2018,7,A1,Direct Accident & Health,GBP,11590722,0,0,11590722,2025-12-31
1183,2018,0,A2,Accident & Health Reinsurance,GBP,148120,355490,236993,740604,2018-12-31
1183,2018,1,A2,Accident & Health Reinsurance,GBP,4267218,4754900,3169933,12192053,2019-12-31
1183,2018,2,A2,Accident & Health Reinsurance,GBP,739978,443986,295991,1479956,2020-12-31
1183,2018,3,A2,Accident & Health Reinsurance,GBP,5970298,1928865,1285910,9185074,2021-12-31
1183,2018,4,A2,Accident & Health Reinsurance,GBP,9929243,1489386,992924,12411554,2022-12-31
1183,2018,5,A2,Accident & Health Reinsurance,GBP,1379156,43552,29034,1451743,2023-12-31
1183,2018,6,A2,Accident & Health Reinsurance,GBP,9761108,0,0,9761108,2024-12-31
1183,2018,7,A2,Accident & Health Reinsurance,GBP,6668036,0,0,6668036,2025-12-31
1183,2018,0,D1,Direct Motor (Private Car),GBP,1721486,4131568,2754378,8607434,2018-12-31
1183,2018,1,D1,Direct Motor (Private Car),GBP,2319401,2584475,1722983,6626861,2019-12-31
1183,2018,2,D1,Direct Motor (Private Car),GBP,3829977,2297986,1531990,7659954,2020-12-31
1183,2018,3,D1,Direct Motor (Private Car),GBP,7784412,2514963,1676642,11976018,2021-12-31
1183,2018,4,D1,Direct Motor (Private Car),GBP,5785838,867875,578583,7232298,2022-12-31
1183,2018,5,D1,Direct Motor (Private Car),GBP,2897975,91515,61010,3050500,2023-12-31
1183,2018,6,D1,Direct Motor (Private Car),GBP,3503944,0,0,3503944,2024-12-31
1183,2018,7,D1,Direct Motor (Private Car),GBP,4004161,0,0,4004161,2025-12-31
1183,2018,0,D2,Direct Motor (Commercial),GBP,1410782,3385878,2257252,7053914,2018-12-31
1183,2018,1,D2,Direct Motor (Commercial),GBP,2194345,2445128,1630085,6269559,2019-12-31
1183,2018,2,D2,Direct Motor (Commercial),GBP,7237830,4342698,2895132,14475661,2020-12-31
1183,2018,3,D2,Direct Motor (Commercial),GBP,3774689,1219514,813009,5807213,2021-12-31
1183,2018,4,D2,Direct Motor (Commercial),GBP,2825704,423855,282570,3532130,2022-12-31
1183,2018,5,D2,Direct Motor (Commercial),GBP,12837850,405405,270270,13513527,2023-12-31
1183,2018,6,D2,Direct Motor (Commercial),GBP,4439873,0,0,4439873,2024-12-31
1183,2018,7,D2,Direct Motor (Commercial),GBP,7795136,0,0,7795136,2025-12-31
1183,2018,0,E1,Energy Offshore,GBP,1748845,4197228,2798152,8744225,2018-12-31
1183,2018,1,E1,Energy Offshore,GBP,3515457,3917223,2611482,10044163,2019-12-31
1183,2018,2,E1,Energy Offshore,GBP,305803,183482,122321,611607,2020-12-31
1183,2018,3,E1,Energy Offshore,GBP,5621799,1816273,1210849,8648922,2021-12-31
1183,2018,4,E1,Energy Offshore,GBP,11100624,1665093,1110062,13875780,2022-12-31
1183,2018,5,E1,Energy Offshore,GBP,10104230,319080,212720,10636031,2023-12-31
1183,2018,6,E1,Energy Offshore,GBP,7334092,0,0,7334092,2024-12-31
1183,2018,7,E1,Energy Offshore,GBP,11557695,0,0,11557695,2025-12-31
1183,2019,0,A1,Direct Accident & Health,GBP,1882434,4517842,3011894,9412171,2019-12-31
1183,2019,1,A1,Direct Accident & Health,GBP,2141049,2385740,1590493,6117283,2020-12-31
1183,2019,2,A1,Direct Accident & Health,GBP,3501264,2100758,1400505,7002528,2021-12-31
1183,2019,3,A1,Direct Accident & Health,GBP,4491888,1451225,967483,6910597,2022-12-31
1183,2019,4,A1,Direct Accident & Health,GBP,9880565,1482084,988056,12350706,2023-12-31
1183,2019,5,A1,Direct Accident & Health,GBP,7919499,250089,166726,8336315,2024-12-31
1183,2019,6,A1,Direct Accident & Health,GBP,3956069,0,0,3956069,2025-12-31
1183,2019,0,A2,Accident & Health Reinsurance,GBP,224440,538657,359105,1122203,2019-12-31
1183,2019,1,A2,Accident & Health Reinsurance,GBP,3390162,3777609,2518406,9686179,2020-12-31
1183,2019,2,A2,Accident & Health Reinsurance,GBP,3863775,2318265,1545510,7727550,2021-12-31
1183,2019,3,A2,Accident & Health Reinsurance,GBP,4842269,1564425,1042950,7449645,2022-12-31
1183,2019,4,A2,Accident & Health Reinsurance,GBP,2867120,430068,286712,3583900,2023-12-31
1183,2019,5,A2,Accident & Health Reinsurance,GBP,2817450,88972,59314,2965736,2024-12-31
1183,2019,6,A2,Accident & Health Reinsurance,GBP,5791421,0,0,5791421,2025-12-31
1183,2019,0,D1,Direct Motor (Private Car),GBP,2035713,4885711,3257140,10178565,2019-12-31
1183,2019,1,D1,Direct Motor (Private Car),GBP,3328807,3709242,2472828,9510878,2020-12-31
1183,2019,2,D1,Direct Motor (Private Car),GBP,5690558,3414335,2276223,11381117,2021-12-31
1183,2019,3,D1,Direct Motor (Private Car),GBP,5294988,1710688,1140459,8146135,2022-12-31
1183,2019,4,D1,Direct Motor (Private Car),GBP,11104043,1665606,1110404,13880054,2023-12-31
1183,2019,5,D1,Direct Motor (Private Car),GBP,1459724,46096,30731,1536551,2024-12-31
1183,2019,6,D1,Direct Motor (Private Car),GBP,6236185,0,0,6236185,2025-12-31
1183,2019,0,D2,Direct Motor (Commercial),GBP,1807090,4337018,2891345,9035454,2019-12-31
1183,2019,1,D2,Direct Motor (Commercial),GBP,880145,980733,653822,2514700,2020-12-31
1183,2019,2,D2,Direct Motor (Commercial),GBP,1622625,973575,649050,3245251,2021-12-31
1183,2019,3,D2,Direct Motor (Commercial),GBP,1783337,576155,384103,2743595,2022-12-31
1183,2019,4,D2,Direct Motor (Commercial),GBP,7171478,1075721,717147,8964347,2023-12-31
1183,2019,5,D2,Direct Motor (Commercial),GBP,1400698,44232,29488,1474419,2024-12-31
1183,2019,6,D2,Direct Motor (Commercial),GBP,1635688,0,0,1635688,2025-12-31
1183,2019,0,E1,Energy Offshore,GBP,1689796,4055512,2703674,8448984,2019-12-31
1183,2019,1,E1,Energy Offshore,GBP,2131729,2375355,1583570,6090654,2020-12-31
1183,2019,2,E1,Energy Offshore,GBP,7223368,4334021,2889347,14446737,2021-12-31
1183,2019,3,E1,Energy Offshore,GBP,2370912,765987,510658,3647557,2022-12-31
1183,2019,4,E1,Energy Offshore,GBP,2025740,303861,202574,2532176,2023-12-31
1183,2019,5,E1,Energy Offshore,GBP,9173165,289678,193119,9655964,2024-12-31
1183,2019,6,E1,Energy Offshore,GBP,5894115,0,0,5894115,2025-12-31
1183,2020,0,A1,Direct Accident & Health,GBP,629977,1511946,1007964,3149889,2020-12-31
1183,2020,1,A1,Direct Accident & Health,GBP,2112373,2353787,1569191,6035353,2021-12-31
1183,2020,2,A1,Direct Accident & Health,GBP,532419,319451,212967,1064838,2022-12-31
1183,2020,3,A1,Direct Accident & Health,GBP,8751077,2827271,1884847,13463195,2023-12-31
1183,2020,4,A1,Direct Accident & Health,GBP,7940403,1191060,794040,9925504,2024-12-31
1183,2020,5,A1,Direct Accident & Health,GBP,12446994,393062,262041,13102099,2025-12-31
1183,2020,0,A2,Accident & Health Reinsurance,GBP,1557621,3738291,2492194,7788106,2020-12-31
1183,2020,1,A2,Accident & Health Reinsurance,GBP,3872503,4315075,2876716,11064295,2021-12-31
1183,2020,2,A2,Accident & Health Reinsurance,GBP,6434565,3860739,2573826,12869131,2022-12-31
1183,2020,3,A2,Accident & Health Reinsurance,GBP,4244497,1371299,914199,6529995,2023-12-31
1183,2020,4,A2,Accident & Health Reinsurance,GBP,6784447,1017667,678444,8480559,2024-12-31
1183,2020,5,A2,Accident & Health Reinsurance,GBP,8896381,280938,187292,9364611,2025-12-31
1183,2020,0,D1,Direct Motor (Private Car),GBP,1851342,4443221,2962147,9256710,2020-12-31
1183,2020,1,D1,Direct Motor (Private Car),GBP,1751241,1951383,1300922,5003546,2021-12-31
1183,2020,2,D1,Direct Motor (Private Car),GBP,3997205,2398323,1598882,7994411,2022-12-31
1183,2020,3,D1,Direct Motor (Private Car),GBP,10342879,3341545,2227697,15912121,2023-12-31
1183,2020,4,D1,Direct Motor (Private Car),GBP,1723370,258505,172337,2154212,2024-12-31
1183,2020,5,D1,Direct Motor (Private Car),GBP,13144171,415079,276719,13835969,2025-12-31
1183,2020,0,D2,Direct Motor (Commercial),GBP,1612296,3869512,2579675,8061484,2020-12-31
1183,2020,1,D2,Direct Motor (Commercial),GBP,2114866,2356565,1571043,6042475,2021-12-31
1183,2020,2,D2,Direct Motor (Commercial),GBP,3446546,2067927,1378618,6893092,2022-12-31
1183,2020,3,D2,Direct Motor (Commercial),GBP,3349911,1082279,721519,5153710,2023-12-31
1183,2020,4,D2,Direct Motor (Commercial),GBP,3135957,470393,313595,3919946,2024-12-31
1183,2020,5,D2,Direct Motor (Commercial),GBP,1265682,39968,26645,1332296,2025-12-31
1183,2020,0,E1,Energy Offshore,GBP,1463391,3512139,2341426,7316958,2020-12-31
1183,2020,1,E1,Energy Offshore,GBP,3443507,3837050,2558033,9838591,2021-12-31
1183,2020,2,E1,Energy Offshore,GBP,1637620,982572,655048,3275241,2022-12-31
1183,2020,3,E1,Energy Offshore,GBP,5824065,1881621,1254414,8960101,2023-12-31
1183,2020,4,E1,Energy Offshore,GBP,2924598,438689,292459,3655747,2024-12-31
1183,2020,5,E1,Energy Offshore,GBP,14526235,458723,305815,15290774,2025-12-31
1183,2021,0,A1,Direct Accident & Health,GBP,1758666,4220799,2813866,8793331,2021-12-31
1183,2021,1,A1,Direct Accident & Health,GBP,2777220,3094617,2063078,7934916,2022-12-31
1183,2021,2,A1,Direct Accident & Health,GBP,3924143,2354486,1569657,7848287,2023-12-31
1183,2021,3,A1,Direct Accident & Health,GBP,9339803,3017475,2011650,14368928,2024-12-31
1183,2021,4,A1,Direct Accident & Health,GBP,6529977,979496,652997,8162471,2025-12-31
1183,2021,0,A2,Accident & Health Reinsurance,GBP,1908458,4580299,3053532,9542290,2021-12-31
1183,2021,1,A2,Accident & Health Reinsurance,GBP,4885760,5444132,3629421,13959314,2022-12-31
1183,2021,2,A2,Accident & Health Reinsurance,GBP,2150884,1290530,860353,4301769,2023-12-31
1183,2021,3,A2,Accident & Health Reinsurance,GBP,4423482,1429125,952750,6805357,2024-12-31
1183,2021,4,A2,Accident & Health Reinsurance,GBP,9597603,1439640,959760,11997004,2025-12-31
1183,2021,0,D1,Direct Motor (Private Car),GBP,2349498,5638795,3759197,11747491,2021-12-31
1183,2021,1,D1,Direct Motor (Private Car),GBP,2270504,2529990,1686660,6487155,2022-12-31
1183,2021,2,D1,Direct Motor (Private Car),GBP,4745730,2847438,1898292,9491461,2023-12-31
1183,2021,3,D1,Direct Motor (Private Car),GBP,6248527,2018755,1345836,9613119,2024-12-31
1183,2021,4,D1,Direct Motor (Private Car),GBP,5359362,803904,535936,6699203,2025-12-31
1183,2021,0,D2,Direct Motor (Commercial),GBP,1328519,3188447,2125631,6642598,2021-12-31
1183,2021,1,D2,Direct Motor (Commercial),GBP,1977087,2203040,1468693,5648821,2022-12-31
1183,2021,2,D2,Direct Motor (Commercial),GBP,5764861,3458917,2305944,11529723,2023-12-31
1183,2021,3,D2,Direct Motor (Commercial),GBP,3884308,1254930,836620,5975859,2024-12-31
1183,2021,4,D2,Direct Motor (Commercial),GBP,10792496,1618874,1079249,13490620,2025-12-31
1183,2021,0,E1,Energy Offshore,GBP,1581176,3794823,2529882,7905882,2021-12-31
1183,2021,1,E1,Energy Offshore,GBP,870291,969753,646502,2486548,2022-12-31
1183,2021,2,E1,Energy Offshore,GBP,642822,385693,257129,1285645,2023-12-31
1183,2021,3,E1,Energy Offshore,GBP,5656694,1827547,1218365,8702607,2024-12-31
1183,2021,4,E1,Energy Offshore,GBP,5717122,857568,571712,7146402,2025-12-31
1183,2022,0,A1,Direct Accident & Health,GBP,672316,1613560,1075706,3361583,2022-12-31
1183,2022,1,A1,Direct Accident & Health,GBP,3380669,3767031,2511354,9659055,2023-12-31
1183,2022,2,A1,Direct Accident & Health,GBP,5906547,3543928,2362619,11813095,2024-12-31
1183,2022,3,A1,Direct Accident & Health,GBP,3232908,1044478,696318,4973705,2025-12-31
1183,2022,0,A2,Accident & Health Reinsurance,GBP,677333,1625601,1083734,3386669,2022-12-31
1183,2022,1,A2,Accident & Health Reinsurance,GBP,4246115,4731385,3154256,12131757,2023-12-31
1183,2022,2,A2,Accident & Health Reinsurance,GBP,2404928,1442957,961971,4809857,2024-12-31
1183,2022,3,A2,Accident & Health Reinsurance,GBP,4687957,1514570,1009713,7212241,2025-12-31
1183,2022,0,D1,Direct Motor (Private Car),GBP,2643678,6344829,4229886,13218393,2022-12-31
1183,2022,1,D1,Direct Motor (Private Car),GBP,2257417,2515408,1676938,6449764,2023-12-31
1183,2022,2,D1,Direct Motor (Private Car),GBP,4449365,2669619,1779746,8898730,2024-12-31
1183,2022,3,D1,Direct Motor (Private Car),GBP,4017977,1298115,865410,6181504,2025-12-31
1183,2022,0,D2,Direct Motor (Commercial),GBP,1078884,2589321,1726214,5394420,2022-12-31
1183,2022,1,D2,Direct Motor (Commercial),GBP,1480553,1649759,1099839,4230151,2023-12-31
1183,2022,2,D2,Direct Motor (Commercial),GBP,3956082,2373649,1582433,7912165,2024-12-31
1183,2022,3,D2,Direct Motor (Commercial),GBP,3728529,1204601,803067,5736199,2025-12-31
1183,2022,0,E1,Energy Offshore,GBP,161443,387463,258309,807216,2022-12-31
1183,2022,1,E1,Energy Offshore,GBP,2335735,2602676,1735117,6673530,2023-12-31
1183,2022,2,E1,Energy Offshore,GBP,1998133,1198880,799253,3996266,2024-12-31
1183,2022,3,E1,Energy Offshore,GBP,2447192,790631,527087,3764911,2025-12-31
1183,2023,0,A1,Direct Accident & Health,GBP,2088410,5012184,3341456,10442050,2023-12-31
1183,2023,1,A1,Direct Accident & Health,GBP,2237399,2493102,1662068,6392570,2024-12-31
1183,2023,2,A1,Direct Accident & Health,GBP,2563537,1538122,1025415,5127075,2025-12-31
1183,2023,0,A2,Accident & Health Reinsurance,GBP,911062,2186549,1457699,4555311,2023-12-31
1183,2023,1,A2,Accident & Health Reinsurance,GBP,214997,239568,159712,614277,2024-12-31
1183,2023,2,A2,Accident & Health Reinsurance,GBP,2473736,1484241,989494,4947473,2025-12-31
1183,2023,0,D1,Direct Motor (Private Car),GBP,2104929,5051830,3367887,10524647,2023-12-31
1183,2023,1,D1,Direct Motor (Private Car),GBP,1185184,1320634,880423,3386242,2024-12-31
1183,2023,2,D1,Direct Motor (Private Car),GBP,468797,281278,187518,937594,2025-12-31
1183,2023,0,D2,Direct Motor (Commercial),GBP,1994742,4787381,3191587,9973711,2023-12-31
1183,2023,1,D2,Direct Motor (Commercial),GBP,2155533,2401880,1601253,6158668,2024-12-31
1183,2023,2,D2,Direct Motor (Commercial),GBP,397445,238467,158978,794891,2025-12-31
1183,2023,0,E1,Energy Offshore,GBP,276209,662903,441935,1381049,2023-12-31
1183,2023,1,E1,Energy Offshore,GBP,3496194,3895759,2597173,9989128,2024-12-31
1183,2023,2,E1,Energy Offshore,GBP,1003229,601937,401291,2006459,2025-12-31
1183,2024,0,A1,Direct Accident & Health,GBP,1723165,4135597,2757065,8615828,2024-12-31
1183,2024,1,A1,Direct Accident & Health,GBP,1028671,1146234,764156,2939061,2025-12-31
1183,2024,0,A2,Accident & Health Reinsurance,GBP,1396946,3352672,2235114,6984734,2024-12-31
1183,2024,1,A2,Accident & Health Reinsurance,GBP,636638,709397,472931,1818968,2025-12-31
1183,2024,0,D1,Direct Motor (Private Car),GBP,2111070,5066568,3377712,10555351,2024-12-31
1183,2024,1,D1,Direct Motor (Private Car),GBP,339541,378346,252231,970119,2025-12-31
1183,2024,0,D2,Direct Motor (Commercial),GBP,2693680,6464834,4309889,13468404,2024-12-31
1183,2024,1,D2,Direct Motor (Commercial),GBP,3880225,4323679,2882452,11086357,2025-12-31
1183,2024,0,E1,Energy Offshore,GBP,2565113,6156273,4104182,12825569,2024-12-31
1183,2024,1,E1,Energy Offshore,GBP,2665068,2969648,1979765,7614482,2025-12-31
1183,2025,0,A1,Direct Accident & Health,GBP,429604,1031050,687367,2148022,2025-12-31
1183,2025,0,A2,Accident & Health Reinsurance,GBP,569361,1366466,910977,2846805,2025-12-31
1183,2025,0,D1,Direct Motor (Private Car),GBP,1431362,3435269,2290179,7156811,2025-12-31
1183,2025,0,D2,Direct Motor (Commercial),GBP,2851229,6842951,4561967,14256149,2025-12-31
1183,2025,0,E1,Energy Offshore,GBP,2336852,5608445,3738963,11684261,2025-12-31
2791,2018,0,A1,Direct Accident & Health,GBP,2135813,5125953,3417302,10679069,2018-12-31
2791,2018,1,A1,Direct Accident & Health,GBP,4351827,4849179,3232786,12433794,2019-12-31
2791,2018,2,A1,Direct Accident & Health,GBP,1660256,996153,664102,3320512,2020-12-31
2791,2018,3,A1,Direct Accident & Health,GBP,2488391,803941,535961,3828293,2021-12-31
2791,2018,4,A1,Direct Accident & Health,GBP,11517887,1727683,1151788,14397359,2022-12-31
2791,2018,5,A1,Direct Accident & Health,GBP,4854447,153298,102198,5109944,2023-12-31
2791,2018,6,A1,Direct Accident & Health,GBP,5334741,0,0,5334741,2024-12-31
2791,2018,7,A1,Direct Accident & Health,GBP,9884070,0,0,9884070,2025-12-31
2791,2018,0,A2,Accident & Health Reinsurance,GBP,481929,1156630,771087,2409647,2018-12-31
2791,2018,1,A2,Accident & Health Reinsurance,GBP,2878702,3207697,2138465,8224865,2019-12-31
2791,2018,2,A2,Accident & Health Reinsurance,GBP,5636917,3382150,2254767,11273835,2020-12-31
2791,2018,3,A2,Accident & Health Reinsurance,GBP,5242507,1693733,1129155,8065396,2021-12-31
2791,2018,4,A2,Accident & Health Reinsurance,GBP,1506454,225968,150645,1883067,2022-12-31
2791,2018,5,A2,Accident & Health Reinsurance,GBP,3012398,95128,63418,3170945,2023-12-31
2791,2018,6,A2,Accident & Health Reinsurance,GBP,10461616,0,0,10461616,2024-12-31
2791,2018,7,A2,Accident & Health Reinsurance,GBP,9322816,0,0,9322816,2025-12-31
2791,2018,0,D1,Direct Motor (Private Car),GBP,2677604,6426251,4284167,13388024,2018-12-31
2791,2018,1,D1,Direct Motor (Private Car),GBP,1096868,1222225,814816,3133910,2019-12-31
2791,2018,2,D1,Direct Motor (Private Car),GBP,6055574,3633344,2422229,12111148,2020-12-31
2791,2018,3,D1,Direct Motor (Private Car),GBP,1483849,479397,319598,2282845,2021-12-31
2791,2018,4,D1,Direct Motor (Private Car),GBP,5426518,813977,542651,6783148,2022-12-31
2791,2018,5,D1,Direct Motor (Private Car),GBP,9163319,289367,192911,9645599,2023-12-31
2791,2018,6,D1,Direct Motor (Private Car),GBP,9271790,0,0,9271790,2024-12-31
2791,2018,7,D1,Direct Motor (Private Car),GBP,2732622,0,0,2732622,2025-12-31
2791,2018,0,D2,Direct Motor (Commercial),GBP,2348117,5635482,3756988,11740587,2018-12-31
2791,2018,1,D2,Direct Motor (Commercial),GBP,2461329,2742624,1828416,7032369,2019-12-31
2791,2018,2,D2,Direct Motor (Commercial),GBP,6067535,3640521,2427014,12135070,2020-12-31
2791,2018,3,D2,Direct Motor (Commercial),GBP,5891060,1903265,1268843,9063170,2021-12-31
2791,2018,4,D2,Direct Motor (Commercial),GBP,3683069,552460,368306,4603837,2022-12-31
2791,2018,5,D2,Direct Motor (Commercial),GBP,7062930,223039,148693,7434663,2023-12-31
2791,2018,6,D2,Direct Motor (Commercial),GBP,9305855,0,0,9305855,2024-12-31
2791,2018,7,D2,Direct Motor (Commercial),GBP,5781484,0,0,5781484,2025-12-31
2791,2018,0,E1,Energy Offshore,GBP,785682,1885638,1257092,3928412,2018-12-31
2791,2018,1,E1,Energy Offshore,GBP,2416327,2692478,1794985,6903791,2019-12-31
2791,2018,2,E1,Energy Offshore,GBP,493682,296209,197473,987365,2020-12-31
2791,2018,3,E1,Energy Offshore,GBP,6550585,2116342,1410895,10077823,2021-12-31
2791,2018,4,E1,Energy Offshore,GBP,7621570,1143235,762157,9526963,2022-12-31
2791,2018,5,E1,Energy Offshore,GBP,3568804,112699,75132,3756636,2023-12-31
2791,2018,6,E1,Energy Offshore,GBP,9040933,0,0,9040933,2024-12-31
2791,2018,7,E1,Energy Offshore,GBP,3093397,0,0,3093397,2025-12-31
2791,2019,0,A1,Direct Accident & Health,GBP,638167,1531602,1021068,3190838,2019-12-31
2791,2019,1,A1,Direct Accident & Health,GBP,672392,749236,499491,1921120,2020-12-31
2791,2019,2,A1,Direct Accident & Health,GBP,3177077,1906246,1270830,6354154,2021-12-31
2791,2019,3,A1,Direct Accident & Health,GBP,6376882,2060223,1373482,9810588,2022-12-31
