LEI,Undertaking_Name,Reporting_Date,Projection_Year,Calendar_Year,Annuity_Payments,Expenses,Reinsurance_Recoveries,Net_Cash_Flow,Discount_Factor,Present_Value,Number_Of_Annuitants,Cumulative_PV
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,24,2048,1810315.1,36206.3,302724.38,1462643.26,0.548812,993521.99,97,67121875.63
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,25,2049,1756812.21,35136.24,363222.09,1481198.93,0.535261,940353.81,94,69137697.44
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,26,2050,1704890.56,34097.81,384434.28,1159411.66,0.522046,890030.92,91,71103748.44
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,27,2051,1654503.43,33090.07,417985.27,1372194.89,0.509156,842401.04,88,73021257.47
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,28,2052,1605605.46,32112.11,324243.26,1381758.04,0.496585,797320.08,86,74891423.03
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,29,2053,1558152.65,31163.05,438914.84,1222810.67,0.484325,754651.61,83,76715414.04
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,30,2054,1512102.28,30242.05,335078.31,1329598.21,0.472367,714266.54,81,78494370.55
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,31,2055,1467412.9,29348.26,234439.82,1093110.28,0.460704,676042.67,78,80229404.46
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,32,2056,1424044.3,28480.89,194460.06,1223500.96,0.449329,639864.35,76,81921600.24
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,33,2057,1381957.43,27639.15,343965.99,968929.84,0.438235,605622.1,74,83572015.55
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,34,2058,1341114.41,26822.29,397443.91,1108018.46,0.427415,573212.33,72,85181681.97
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,35,2059,1301478.49,26029.57,351535.1,897538.82,0.416862,542536.95,69,86751605.58
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,36,2060,1263013.99,25260.28,253855.94,1035317.4,0.40657,513503.17,67,88282767.64
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,37,2061,1225686.29,24513.73,255665.07,996886.81,0.396531,486023.12,65,89776125.17
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,38,2062,1189461.78,23789.24,313512.17,897885.94,0.386741,460013.67,63,91232611.57
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,39,2063,1154307.87,23086.16,311355.77,822540.42,0.377192,435396.1,62,92653137.2
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,40,2064,1120192.92,22403.86,172708.22,771442.28,0.367879,412095.95,60,94038589.92
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,41,2065,1087086.22,21741.72,187941.29,821817.51,0.358796,390042.69,58,95389835.69
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,42,2066,1054957.96,21099.16,275401.12,855176.49,0.349938,369169.61,56,96707719.09
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,43,2067,1023779.24,20475.58,191799.42,829694.04,0.341298,349413.56,55,97993063.83
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,44,2068,993521.99,19870.44,109840.48,711415.7,0.332871,330714.74,53,99246673.29
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,45,2069,964158.98,19283.18,217311.38,779304.02,0.324652,313016.59,51,100469331.03
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,46,2070,935663.78,18713.28,238432.33,711665.82,0.316637,296265.56,50,101661801.24
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,47,2071,908010.73,18160.21,222018.45,741659.6,0.308819,280410.95,48,102824829.25
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,48,2072,881174.96,17623.5,257901.12,637112.45,0.301194,265404.8,47,103959142.01
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,49,2073,855132.3,17102.65,179865.03,684407.61,0.293758,251201.7,45,105065448.47
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,50,2074,829859.33,16597.19,248733.38,597695.25,0.286505,237758.68,44,106144440.14
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,1,2025,6002927.79,120058.56,1015917.86,4713370.4,0.97531,5854714.98,194,6109062.7
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,2,2026,5825514.46,116510.29,853005.15,4016823.16,0.951229,5541400.77,188,12067292.1
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,3,2027,5653344.49,113066.89,1212716.4,4224014.28,0.927743,5244853.53,182,17878412.3
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,4,2028,5486262.91,109725.26,748261.96,4086097.92,0.904837,4964175.97,177,23546055.43
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,5,2029,5324119.34,106482.39,584886.67,4632454.73,0.882497,4698518.83,172,29073763.94
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,6,2030,5166767.83,103335.36,1117208.05,4355346.25,0.860708,4447078.29,167,34464992.85
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,7,2031,5014066.77,100281.34,925715.26,4315421.41,0.839457,4209093.55,162,39723111.85
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,8,2032,4865878.7,97317.57,956941.44,3867347.18,0.818731,3983844.53,157,44851407.42
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,9,2033,4722070.25,94441.4,936664.17,3903526.09,0.798516,3770649.68,152,49853084.93
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,10,2034,4582511.98,91650.24,977592.85,3365029.21,0.778801,3568863.92,148,54731270.57
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,11,2035,4447078.29,88941.57,574152.97,3563109.76,0.759572,3377876.7,143,59489013.39
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,12,2036,4315647.26,86312.95,853790.36,3017479.59,0.740818,3197110.12,139,64129287.11
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,13,2037,4188100.61,83762.01,750187.21,3279095.5,0.722527,3026017.25,135,68654992.07
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,14,2038,4064323.53,81286.47,1078584.68,2825599.86,0.704688,2864080.38,131,73068956.98
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,15,2039,3944204.62,78884.09,669327.85,3331003.95,0.687289,2710809.55,127,77373940.7
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,16,2040,3827635.75,76552.72,879149.7,2824763.28,0.67032,2565740.97,123,81572634.0
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,17,2041,3714512.02,74290.24,999452.7,2892337.16,0.65377,2428435.73,120,85667661.19
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,18,2042,3604731.6,72094.63,719758.12,3155284.54,0.637628,2298478.35,116,89661581.79
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,19,2043,3498195.68,69963.91,1012459.34,2629616.56,0.621885,2175475.62,113,93556892.15
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,20,2044,3394808.37,67896.17,434928.68,2529584.92,0.606531,2059055.36,109,97356026.95
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,21,2045,3294476.62,65889.53,349532.94,2253927.97,0.591555,1948865.32,106,101061360.78
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,22,2046,3197110.12,63942.2,572616.58,2775743.68,0.57695,1844572.08,103,104675209.59
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,23,2047,3102621.24,62052.42,850960.48,2427145.12,0.562705,1745860.08,100,108199832.16
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,24,2048,3010924.92,60218.5,641463.33,2051002.01,0.548812,1652430.63,97,111637431.48
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,25,2049,2921938.64,58438.77,418130.1,2001395.97,0.535261,1564001.05,94,114990156.18
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,26,2050,2835582.31,56711.65,711470.02,2010794.1,0.522046,1480303.77,91,118260101.81
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,27,2051,2751778.19,55035.56,753462.79,2225266.33,0.509156,1401085.53,88,121449312.19
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,28,2052,2670450.85,53409.02,389575.34,1900143.45,0.496585,1326106.65,86,124559780.69
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,29,2053,2591527.1,51830.54,584453.99,2229147.12,0.484325,1255140.25,83,127593451.44
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,30,2054,2514935.9,50298.72,612819.57,1885470.91,0.472367,1187971.6,81,130552220.6
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,31,2055,2440608.31,48812.17,530775.49,1811303.17,0.460704,1124397.48,78,133437937.49
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,32,2056,2368477.43,47369.55,710140.38,1965286.4,0.449329,1064225.51,76,136252405.77
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,33,2057,2298478.35,45969.57,512276.41,1757535.67,0.438235,1007273.64,74,138997384.59
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,34,2058,2230548.05,44610.96,498818.48,1669170.88,0.427415,953369.54,72,141674589.63
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,35,2059,2164625.39,43292.51,228958.85,1642988.99,0.416862,902350.11,69,144285694.25
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,36,2060,2100651.04,42013.02,600988.2,1691570.72,0.40657,854060.98,67,146832330.47
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,37,2061,2038567.42,40771.35,238086.61,1747049.67,0.396531,808356.03,65,149316090.01
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,38,2062,1978318.65,39566.37,304215.89,1441707.43,0.386741,765096.98,63,151738525.31
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,39,2063,1919850.49,38397.01,306059.1,1527126.74,0.377192,724152.93,62,154101150.47
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,40,2064,1863110.34,37262.21,389273.84,1450026.64,0.367879,685399.99,60,156405442.21
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,41,2065,1808047.11,36160.94,440272.8,1343935.06,0.358796,648720.91,58,158652840.78
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,42,2066,1754611.24,35092.22,449904.96,1254659.92,0.349938,614004.71,56,160844750.88
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,43,2067,1702754.64,34055.09,436797.7,1383934.3,0.341298,581146.34,55,162982542.53
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,44,2068,1652430.63,33048.61,391033.93,1282799.55,0.332871,550046.38,53,165067551.92
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,45,2069,1603593.93,32071.88,374279.31,1116036.28,0.324652,520610.73,51,167101082.24
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,46,2070,1556200.57,31124.01,420656.92,1075504.91,0.316637,492750.32,50,169084404.52
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,47,2071,1510207.89,30204.16,195946.91,1201155.84,0.308819,466380.86,48,171018758.4
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,48,2072,1465574.5,29311.49,363289.96,1018941.13,0.301194,441422.56,47,172905352.91
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,49,2073,1422260.23,28445.2,404139.46,1244081.64,0.293758,417799.89,45,174745367.23
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,50,2074,1380226.09,27604.52,305292.26,1071398.69,0.286505,395441.39,44,176539951.44
