LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Reinsurance_Recoveries_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Total_Expenses,Combined_Ratio,Loss_Ratio,Expense_Ratio
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Motor vehicle liability insurance,38443693.94,36936482.14961771,10901129.861730922,29549526.756962903,29926897.192075644,19869622.928114403,3716931.596104221,13229072.398410536,14860531.402390309,4355157.910507887,10107032.745725295,8007078.850408972,5175990.00790408,2742641.003028633,14817516.313267779,90.23,51.68,38.54
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Other motor insurance,28465056.01,26411791.99042657,4924073.241239547,19036616.98038867,22257549.278692152,14866567.72158006,4219727.363890634,12128998.691558022,13020077.274483303,2761700.6311160307,9356446.668452743,5494972.435802624,2640289.7894422035,1311549.02225378,10666028.050332967,89.7,52.23,37.47
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,"Marine, aviation and transport insurance",39824584.51,36146362.06434956,10809105.723065061,30914292.131482642,28607569.434919085,28302264.94645394,8222565.183206667,19740453.201014914,22711796.538731147,3272696.1921064598,16871767.84070603,7915801.515205151,4553221.553707767,3067761.9441859107,15287801.5056925,109.46,71.07,38.39
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Medical expense insurance,32029297.99,29865191.198589664,5258776.516027942,22448640.443286136,21535558.904174127,24350525.88866954,5953671.217962517,16050156.019463416,17727300.204570606,3446138.6841009036,18089595.929703474,5865675.901359825,2842774.582421218,1017438.2843873244,10439626.469769238,108.62,76.03,32.59
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Income protection insurance,32485103.2,29793856.688897174,4908536.770784949,21165110.458307654,20914356.494314987,19433859.72789049,3057806.520755169,13051880.293683907,14920775.874833582,4282986.600274211,12496208.137137506,6538171.87850035,2227909.0512626935,2465789.007965533,9129902.090830958,87.93,59.82,28.1
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Workers' compensation insurance,22865676.86,19774214.280534673,5008603.694579425,17183153.444125507,17717344.06663692,12129840.701838406,3016804.3849683064,9588053.848881703,10899430.51191918,1452225.3819419579,6898032.761000409,4332076.433130272,2062191.6734936791,1021210.0425803025,7832865.748801344,87.3,53.05,34.26
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Motor vehicle liability insurance,45842495.12,40809835.10215514,14429295.601713525,38554093.19541106,35034652.724072225,34377810.86682239,5167432.608075187,26721194.25134491,24416052.101139545,4766176.93146632,17700487.65602619,9644323.278531048,4738984.615877907,1231753.8417601949,15640807.551556345,109.11,74.99,34.12
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Other motor insurance,22272749.74,19282260.02025171,5207136.317994333,17823447.46480373,13679957.032354211,14692949.425176317,2439558.5921395137,10592944.456054723,13052410.24826443,2942790.555321039,9839390.550032308,4147007.7991834856,1965869.6723083116,458993.95438518876,6801161.27417075,96.5,65.97,30.54
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,"Marine, aviation and transport insurance",33624322.09,32399751.75561801,9912268.953794675,22666548.363263607,26243469.38907298,27560190.115063716,4500269.513743729,20857372.586526703,20075598.311375808,2804414.474108386,16687931.168578854,6035702.691882489,3137173.468917331,1836963.7359124436,11495685.663012194,116.15,81.97,34.19
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Medical expense insurance,6968258.25,6233885.748683885,2061452.5715595423,5438435.1948413765,5359432.865728083,3784120.679108129,1091713.3869728306,2785060.6575289434,3158201.857806155,534723.4073313641,2181842.1508082137,1595023.9724745636,620950.2259688092,473164.3886672891,2325979.235679817,87.68,54.31,33.38
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Income protection insurance,42009006.82,38061339.7358221,8980406.692104883,32197372.656253517,28323921.065517448,33613373.141985804,9082832.02223076,26592116.719242137,28157284.15126843,5249835.207120889,18208870.126554698,8109962.0145668965,3603836.786286776,3083705.681689903,16278292.08608584,118.76,80.01,38.75
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Workers' compensation insurance,20564485.73,19206343.552597385,5704186.583240399,14767785.629147902,12633635.060975773,11393977.708671706,2642557.1557535757,8115286.550896799,9518803.891114637,2174733.060563145,6735532.057286923,3532757.691764999,1817499.6508282234,971468.3062290623,5219619.446816342,80.79,55.41,25.38
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Motor vehicle liability insurance,35972340.61,30705262.35313545,9032331.824408483,30317613.901061404,24347567.31483474,19755777.03321628,3117445.860905332,12963566.212248465,15362039.907521468,2449790.2479998474,9993223.218687598,8116128.460993481,3121392.6571193743,1343735.4996237264,11613254.863428319,87.2,54.92,32.28
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Other motor insurance,45503743.24,40535447.670147814,14910700.005641466,35064664.673941694,34825901.83045899,24601536.718793854,8531877.701118823,17410042.260895543,21950157.69035383,3897431.642691481,14671814.679376315,8374450.225420414,5033853.369627518,1330925.4527907555,17900618.55265965,93.4,54.06,39.34
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,"Marine, aviation and transport insurance",29917016.84,28671705.907493774,7122890.784865825,21255042.72842811,19501915.402047038,20630675.618312694,3897645.5912768384,13647800.865608871,15854459.566316042,2899376.432773443,15299798.70908324,6156050.96067392,2747376.6164468597,1640291.876440168,10898328.613718964,105.39,68.96,36.43
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Medical expense insurance,11263851.56,10290167.264691083,2594693.088105028,9560415.65914227,8741457.897384444,7382500.787005818,2027834.113398109,5639311.274960082,6084155.847057752,961178.0978655189,4420526.568659043,1734024.3661110026,1051149.1513250882,592269.9296277926,3874034.455739629,99.94,65.54,34.39
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Income protection insurance,15248738.12,14392957.902737558,3914005.321750534,12564866.155588804,9547699.547145637,12769447.260693349,3934291.714514941,8618919.279647974,10966939.316346334,1805154.6389186385,9184714.109637337,3726855.7842999958,1309992.5398906316,728287.9105692839,5892389.809131274,122.38,83.74,38.64
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Workers' compensation insurance,49144432.02,45534041.13176379,11060739.831965547,34752814.91639501,31484115.888954896,32887090.366300683,9943728.747089654,23919047.25372036,26383835.72190413,5717381.919194753,21189802.083390422,11625494.522121146,6474274.6595825115,2184718.306240887,18651890.882438324,104.87,66.92,37.95
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Motor vehicle liability insurance,42238351.49,41152239.954575874,8029295.333835228,28377956.492567018,32557000.03787098,32421513.545075182,7710807.377422947,26565986.240085073,28486126.71849605,3545896.812134547,23371572.96747489,8229378.507535843,3925375.2662040945,2432741.1132734045,14193325.488690749,110.36,76.76,33.6
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Other motor insurance,46687217.3,43858152.4018042,13751317.950655816,36813173.668694064,29267610.79988612,23655975.689099398,4964895.30535373,17073537.347628087,20365132.388024252,3354748.0836502067,13074095.72025348,11473140.966828613,3022192.9569680057,3728873.0929417866,15011178.518515939,82.82,50.67,32.15
549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,"Marine, aviation and transport insurance",35456958.45,30204399.58920735,10551065.539731534,28962269.055928994,26525181.358778533,28009729.759683788,5001699.052630504,22426986.84295801,23914274.6983585,5567804.257926536,19369539.940390002,8317923.901361754,3046329.928769676,897638.3887018227,10431185.76672166,108.42,79.0,29.42
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Medical expense insurance,26943251.44,24327704.148917764,4397191.681637147,19392785.30683495,16764080.801019272,14203869.661872018,4426593.965102153,11924682.720400037,10148143.521104362,3455336.753653682,8957587.307266869,4848615.054390529,1773227.5858089777,1348171.7606952337,8382893.013658977,83.83,52.72,31.11
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Income protection insurance,40753199.5,35026447.37028636,9396654.97706955,28896386.15787788,26346000.635635115,30462212.445130687,6281335.615528549,24695610.493796166,26984817.18753325,4897269.89593211,22131642.68402294,7423177.770134733,2849120.6382722333,1367748.28044683,10495330.474792091,100.5,74.75,25.75
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Workers' compensation insurance,33821421.9,30321440.15807363,9455234.716005225,22815394.660322424,26303995.8757844,28499397.614960894,7142427.551640129,21085847.843038153,23288937.041420985,5520834.320853042,14761090.61767639,7381921.788520233,2721350.177153159,2125242.0300372615,11517004.66725305,118.32,84.26,34.05
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Motor vehicle liability insurance,42014065.75,38553034.65487286,7502669.8692617,33824231.56590935,27489041.761051003,32829180.83380421,8185597.8960732715,23205464.662589356,23859121.68958473,6383097.604866238,16860509.465969518,9447472.87150023,3463326.2229710557,840620.8550447907,13985438.23324205,111.43,78.14,33.29
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Other motor insurance,28000811.27,26374158.55518475,4551193.743224315,22900959.06872135,16821878.948685795,14459567.641912252,2882728.432759519,11541349.430462569,11036323.2739643,1666954.7458066994,8531990.499907603,4957244.828572816,2663527.861703971,1086455.9795289463,8160148.567559354,80.78,51.64,29.14
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,"Marine, aviation and transport insurance",40501961.23,39217749.696906336,9131718.423099255,34135688.128972426,25024456.910115976,32893880.47593446,9453827.998794535,24629714.314183094,25575971.027813487,6411240.384882509,22235087.99905687,6092966.2823212845,2871786.476952027,2542825.034479747,12761058.753788086,112.72,81.22,31.51
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Medical expense insurance,34987343.61,34063693.55315284,10164106.726928005,24827384.353977524,21729693.91384633,29323474.406932093,8983679.570544612,22837997.006544713,20809028.345089853,4516037.034000906,21675910.92894375,6998872.224280048,3375167.771053414,1660568.4735521728,12740839.50265489,120.23,83.81,36.42
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Income protection insurance,14399722.58,12337770.902628088,4370510.569409303,10559329.331551272,11007666.00420246,9058109.630798398,2899225.528314618,6271824.337726542,7531552.723095699,1547508.016890772,6522193.871493875,2470618.9799361723,1326968.1251765452,813082.1690707271,4398711.88889328,93.45,62.9,30.55
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Workers' compensation insurance,18288566.49,17301307.050411753,3897759.305995622,14246181.009216383,12418415.469221404,10018665.393156493,2931876.032914387,6911306.741625561,8796819.023085495,1433785.6259812657,5930513.883483359,2849526.8263155366,1378333.9272315272,931833.8122447395,6359775.185552453,89.56,54.78,34.77
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Motor vehicle liability insurance,17041670.45,15325271.34261304,3706036.8946627877,11142960.815835398,10648891.32403216,13504127.761106528,3142795.8700754,10108824.308179842,10544805.512661614,2425890.312479984,8761247.423705174,2573162.416426532,1158796.1087503254,1326011.6015218867,4297977.595587724,104.46,79.24,25.22
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Other motor insurance,28356452.61,26956179.19706786,8636930.165914206,21388115.530716978,22549129.51130439,20902669.62446511,3660267.3757626438,13657585.543920936,17851541.26891106,4621022.792410873,11079497.811427504,5006566.5931820255,1705280.3043861247,1066160.555502241,8415616.05866878,103.39,73.71,29.68
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,"Marine, aviation and transport insurance",39791384.33,35745639.43054353,5979480.177716632,28250295.417437013,29019528.246400613,27109320.414093293,9348347.9267234,22213706.942947313,19104452.981212273,6364837.142951075,18862654.390527125,9073932.274996845,3231251.431275852,1746058.5812396116,12025526.9122008,98.35,68.13,30.22
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Medical expense insurance,18631207.8,16433814.693776421,4598469.265397171,14895443.48165014,12944254.554112898,9743994.998999668,1574326.4550765546,8200136.555534173,8657976.709437447,2122031.9471557057,7286871.028302484,3809117.5185830453,1823901.606669698,457140.9493474874,5295647.022683946,80.72,52.3,28.42
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Income protection insurance,21455633.67,18630020.76334261,5889200.867430142,17298912.988555755,15354931.923982123,12420311.107851641,2228111.1810454293,10088084.134013005,10273968.838191386,1965201.935509594,8303382.553372289,3775987.652864318,1509204.325100152,1610227.0822590643,5994166.8545476785,85.83,57.89,27.94
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Workers' compensation insurance,18072702.76,17024554.234037813,2935741.4974375456,12279689.620979391,10871965.403837284,12009236.774886949,3316763.3492925577,8881247.136392199,8728973.437900478,2926532.328665791,7594820.646189527,3148071.974413951,1906725.1592756642,1098408.6309904342,6931264.118590975,104.8,66.45,38.35
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Motor vehicle liability insurance,8430764.81,7669942.5222919155,2186227.3884992483,6209791.110626495,5132480.904319134,5025969.544977481,920506.1008391873,3714735.945702583,3728450.6371626733,540275.9158874133,3573024.1520274775,2091835.0661711728,997803.7648068533,600498.8885929788,3128191.6420143726,96.72,59.61,37.1
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Other motor insurance,15888970.86,15470866.500182683,5544676.583558153,12589539.64317928,12651255.348782383,13286666.337440707,3506456.954017633,9326022.13407348,10461910.140943192,2511633.5486416407,6886085.751238334,3372185.028642069,1542014.6212525682,499016.31166060397,4441584.731946825,111.58,83.62,27.95
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,"Marine, aviation and transport insurance",40666780.23,39642694.26549609,10341233.939840259,34382200.3317663,30559541.689894397,33255852.366201255,6063682.137995813,24788247.944855712,28056839.75998312,4559412.190683479,21953977.17501281,8810866.552760158,3573265.471100454,2192147.617363027,15923290.849188128,120.93,81.78,39.16
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Medical expense insurance,39723210.99,33811404.153354235,8794952.040528415,33178367.623100437,25650681.786941577,26797813.705525123,7419584.0470154025,18608808.47085771,20482480.08537854,6088632.460290235,18281880.13953516,6337438.210600618,2643824.52457209,863987.2203485563,10002918.946700089,92.64,67.46,25.18
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Income protection insurance,26640056.6,23644516.556045603,6115686.534186093,22215308.49845863,21276107.92582033,19496576.14791853,3099609.734341772,15640184.282066498,15097072.616868414,3097396.25169641,13424684.196101256,6442701.703528974,2444235.06322051,1455275.8334319543,7133551.639985489,99.96,73.19,26.78
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Workers' compensation insurance,21070452.17,19454972.67433386,4671649.890050406,16462896.63687951,13655334.061168527,16343131.455790123,3077715.4579977826,13624415.866539845,11772950.213678656,2874653.63516029,9073922.243980447,3242595.018523333,1244930.0638110337,642929.1614979085,6060919.938594821,106.33,77.56,28.77
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Motor vehicle liability insurance,44004665.95,40731198.370068125,10443312.206460891,33708355.945690826,30950227.53775727,26352966.943339624,7952146.148032517,18618350.41081197,20307861.92017291,6169602.33416702,19411967.77276009,10528372.556646643,4541858.392907704,2940476.715723293,17274862.232541997,99.14,59.89,39.26
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Other motor insurance,26435108.0,24501298.943132512,4949370.711957342,18935809.925765753,20381627.944616955,17820935.904025186,3411197.3302479372,11837229.78543959,12720611.109786445,4296942.6863102615,11168917.110352151,5047551.433498663,2386632.6918304903,1854411.0804108824,7420388.118257162,95.48,67.41,28.07
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,"Marine, aviation and transport insurance",19948596.49,18654024.12774473,3597111.2689117095,16461115.359599747,14119993.83449753,14817145.606352828,3059658.8552137488,10891278.23204044,10483341.18785299,1765907.7124249532,10244377.220892357,2992312.6832040055,1914714.763670162,1024372.6156635939,7294571.807149279,110.84,74.28,36.57
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Medical expense insurance,7458548.9,6634721.098344197,1572176.353088594,5191771.5733554065,4477327.85482013,6269487.321717961,1854946.6861968318,5287491.879727012,4669882.1551624825,1250493.6265786344,4297571.064833177,1751584.5527947717,557769.7989535962,284736.47638242564,2117622.251098157,112.45,84.06,28.39
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Income protection insurance,19638281.03,17156195.073411077,4402670.907250743,16307393.68070266,14951383.426969027,14717270.817576643,5106476.188720763,11786321.21171023,11459441.623843534,2775613.6254585586,9790716.85729739,3099815.891427374,2060616.0292609734,1228556.126798652,7315591.962915673,112.19,74.94,37.25
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Workers' compensation insurance,12529458.68,12201046.935352197,1985724.4884987774,8809026.717445044,9025104.10289617,9688041.836723333,2027823.2428177109,7681501.432007824,8252284.271979629,1117781.025993538,6088581.8051672205,2517031.1208920376,1080185.603281818,951931.784626683,4229518.209794041,111.08,77.32,33.76
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Motor vehicle liability insurance,42237784.39,38437359.43262889,14115821.259789694,33322194.23242084,31500779.615322337,31425895.03672454,10129765.834812963,22149420.773714144,27070711.62812906,4062931.1079850835,18426117.504118618,7753211.859147957,5231221.7078976305,3015449.7625204474,15085182.261131335,110.12,74.4,35.71
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,Other motor insurance,36552643.77,35570174.01495222,9110810.447870685,26541004.109910097,23123460.780556478,27577868.26776401,8473055.422049988,21976493.97581446,21424446.3115288,2862003.924483832,19573373.57908534,5524632.313676851,3733865.787796232,2858980.625227582,12219947.936490847,108.88,75.45,33.43
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,JP,"Marine, aviation and transport insurance",24694759.77,23613787.61638957,6403007.042817522,20827734.612813268,15072045.195793267,14378294.01104989,3608364.007238752,11411919.524783025,12545465.471737623,1824437.8847761182,10064818.323190397,5069110.811304867,2279476.353586599,689055.454731564,8784682.981778786,93.8,58.22,35.57
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Medical expense insurance,43938309.15,39004297.11012243,14248438.218885284,34471387.37263624,33363952.194769695,24387766.169704422,4879835.435209394,18899904.69565189,19860157.787868597,5485407.49019132,17718242.924955163,6644161.170843932,3922261.0113712787,1015420.8250055971,13026310.496826911,85.15,55.5,29.65
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Income protection insurance,29698639.93,26606554.316054214,8145104.136610448,21288281.884305127,22171217.01410672,17839125.26318301,4119151.73020549,11839303.681562714,15283705.68549342,2548564.3084292896,10849608.275323527,6490471.097502822,2196665.060773198,694803.8202262459,8791287.147723682,89.67,60.07,29.6
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Workers' compensation insurance,21826447.12,20457760.588973764,6034061.666258332,15055848.907658769,14922016.664666738,18128108.526707657,5441839.911356988,12150810.320062075,13697065.02457562,2564182.2706115805,11021975.764610093,5413763.716227558,1588049.6939298897,1115812.9318963685,7557629.063158308,117.68,83.06,34.63
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Motor vehicle liability insurance,13071410.69,11796531.56587932,3889751.139251511,10338321.004940957,8947978.338652896,10976544.465270419,2407209.257355332,8007635.893051276,8263749.156424555,1435731.366312017,6813798.912321692,2311723.1044687973,848488.1675993883,776511.9075294185,3490008.1689363555,110.67,83.97,26.7
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,Other motor insurance,48584179.93,41773934.766881935,16532450.37972822,34468442.804064676,30045107.761488754,34556616.39254636,9323683.258919362,26772038.97416652,28671657.934294213,4841738.034143943,17408851.725730315,11976075.023979148,3019624.8187253396,2942334.5675692987,12707042.624319974,97.28,71.13,26.15
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CH,"Marine, aviation and transport insurance",36798344.14,32575458.640339732,9918392.250691377,30293100.727758877,29046653.19717372,26255714.0715752,4494483.614525326,17879241.303016763,23339944.866834283,5526310.16097762,18923765.38371187,6265406.161490707,3148412.6424078825,2284013.447933253,10926757.131433671,101.04,71.35,29.69
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Medical expense insurance,35605034.85,32962442.956273552,7143093.052115723,26349536.277555622,28181961.992751542,22888806.737088326,5260009.463921317,18722135.713595077,16885258.613379464,4597653.43035199,17035034.20878022,5703545.968255548,1807907.116173159,1638364.5235226736,8983479.060777154,89.52,64.29,25.23
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Income protection insurance,9168146.74,8310216.564584087,1849603.2707254905,6755830.055599126,6827423.194556321,6985527.507512906,1060478.7450823656,5364122.291475104,5746702.442240979,1366741.0692376764,3915426.72803943,2029876.0258027294,758611.2864567083,292979.31593940814,3549744.137655179,114.91,76.19,38.72
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Workers' compensation insurance,44486152.1,39249638.81758922,8580546.697731996,31325425.164739054,28894287.57890242,33745108.70505464,5483757.635111541,25031720.182628244,28566810.24523656,6445645.071314741,22549086.252875745,7033924.28491532,3843049.266597168,3127799.557296924,11213261.04596712,101.06,75.86,25.21
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Motor vehicle liability insurance,41229064.33,37961785.31199871,7835847.68926131,31884774.02366838,30863100.376400385,32490330.449215323,9668585.558241475,24507125.01351052,23188080.59710633,5057670.345457655,23724168.0685021,8593987.819298727,4513188.588384857,1489656.0169886022,16075483.31366089,117.8,78.8,38.99
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,Other motor insurance,21580201.4,20552127.370218128,5198003.35699364,16747303.295530776,14020154.500227444,17552712.82431971,5109457.196202392,12910376.018565968,13840473.843670586,3464876.526489628,12884922.630064769,3375157.1950692246,2444802.304037442,810185.2125192138,7552411.368693033,116.33,81.34,35.0
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,AU,"Marine, aviation and transport insurance",24976375.45,22861926.994247925,4027071.2773275753,18687802.306293108,19616997.900010735,12679748.159395369,2169234.1165723447,10180419.486563437,9914728.868577119,2514090.4710631673,7164807.710775315,4144810.1805602936,1651828.3201366519,605165.5070350503,7371949.842660959,80.28,50.77,29.52
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Medical expense insurance,13354101.72,12764335.700372385,3832985.911185172,8975109.785424203,8784828.74679663,9781569.491038483,2073314.9196094174,6847014.4173662355,7854611.373472692,1763940.4775692897,5763510.987147554,2475568.8993199593,1655354.0354399323,899499.8533997769,5104653.347419087,111.47,73.25,38.23
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Income protection insurance,18850812.43,16823907.67395226,4163861.510542046,14159350.996371837,14858665.840208296,15454385.309654737,5026753.431272111,10362375.414114188,12031952.162651027,2828240.2688137298,9671093.427980065,3193069.497578271,2435556.7022109167,1142669.2721894428,7406903.682400226,121.27,81.98,39.29
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Workers' compensation insurance,42705876.87,38738388.94090598,11620668.439113352,29128529.023091458,31377249.77254463,34188936.98598849,6354036.2008989835,26967888.80517337,25502199.3002152,4021736.797617383,18507193.747558948,6414389.1186374,4761942.450298746,2730787.2786327577,15470348.158738922,116.28,80.06,36.23
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Motor vehicle liability insurance,28172000.75,24016257.800886337,5159691.665655065,23331237.04743737,18264115.66711448,15677069.90832403,3462347.7589084096,10520397.145358644,11671143.679715462,2788694.974968525,10220480.279127525,4917006.6703704735,1543265.6091476511,1224410.7119399037,7396084.116352537,81.9,55.65,26.25
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,Other motor insurance,15539151.69,14453261.212364668,4061556.4737684485,11392607.079014871,10656577.22674739,8963664.446020877,2314247.8572187694,7074894.510009317,7533325.511866097,1127217.431016747,5602542.946708167,2971020.6863658344,2023839.946716468,899485.8976049107,6122105.976442939,97.08,57.68,39.4
549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,CA,"Marine, aviation and transport insurance",28962682.99,25059570.685002837,6297683.87855087,19653161.252417244,21386471.72289999,15651089.949060364,2993277.5695257466,11399813.726318879,13759420.266265484,2044775.1091026347,9812470.657681983,5558725.669404219,2001198.646504696,1956877.7756695873,9871805.476781001,88.12,54.04,34.08
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Medical expense insurance,8107065.78,7553316.213816681,2332616.2503975043,5680251.931695208,4880419.187754795,5399218.718044405,1591088.920354108,4087917.594257155,4682329.5733600585,1205150.1853680324,3837934.9666564516,1609329.2987980866,677266.0847159158,547174.1806264082,2708584.817773246,100.01,66.6,33.41
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Income protection insurance,25308235.09,24415684.09600628,6156530.650131199,16833518.107501,17147979.825530633,14279026.926201425,4436601.21406689,11856658.629023073,10576397.40211524,1571350.3940382157,10271441.14910042,4781750.437588448,2692468.8921813574,1976166.9310383417,9572741.294935608,94.25,56.42,37.82
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Workers' compensation insurance,7995412.76,7186364.6240137955,2484677.728262656,5890176.178176018,6391824.559288497,5811955.904262091,1521638.968034903,4151087.39161797,4324224.597020881,886777.0737476434,3447264.6921212724,1254251.3355660685,533281.3410185585,382614.97026439063,2087728.7061860426,98.8,72.69,26.11
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Motor vehicle liability insurance,37523198.85,31935517.195263848,7261995.251024572,29355781.478409715,26146085.170698907,27386506.291053426,4137079.4506217167,22207688.606400304,23403465.251877826,4991543.357723961,14148302.717900766,8504689.490012879,3844658.564650997,2510962.359938374,13370072.905382115,108.62,72.99,35.63
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,Other motor insurance,38828614.66,33712641.324757196,11036315.181007827,30057027.030282922,29061301.39318204,30327117.638131354,5579467.896716653,20895233.62956423,26629693.181656413,6444411.501759543,22049546.873844914,8770278.683211202,3684583.8999993894,2300516.372152785,12724184.00517953,110.88,78.11,32.77
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,GB,"Marine, aviation and transport insurance",45010756.58,39174750.691681854,11017924.022348499,35706106.981192194,29445521.116209257,31623763.76696887,6022772.2502032835,22540323.41793592,23664066.398722205,4181828.3463231823,19170727.556248933,10837863.323236069,4285083.855462249,1407721.4426379644,15522350.939397331,104.74,70.26,34.49
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,US,Medical expense insurance,8463725.12,8098414.011511024,2385942.3398910784,6849255.081306443,5538570.377022086,6294088.548566177,1815666.9553568792,4423563.459362493,5587978.01656183,1230218.2665568038,3657670.7756226426,1497666.1999021086,594899.6251661561,522029.51039018383,2601916.807769783,105.11,74.37,30.74
