LEI,Undertaking_Name,Reporting_Date,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Prior_Year_Claims_Development,Current_Year_Claims,Reinsurance_Recoveries,Net_Claims_Incurred,Claims_Paid,Change_In_Claims_Reserves,Acquisition_Costs,Reinsurance_Commissions,Administrative_Expenses,Other_Operating_Expenses,Total_Expenses,Net_Loss_Ratio,Net_Expense_Ratio,Net_Combined_Ratio,Investment_Income_Allocated,Policy_Count,Average_Premium,Average_Claim_Size,Claim_Frequency,Retention_Rate,New_Business_Rate
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Assistance,114704211.4,106694406.75168048,33848482.541575655,77155357.04395907,79077153.21249689,64222993.652719095,-273952.0296453234,61536251.22414382,20144963.10349989,43950083.400381565,51504134.742413454,9152255.037151918,25494525.749785785,7108411.791610905,12484548.800048256,2929075.6663254974,35064003.5728485,55.99,30.57,86.56,8786751.722351935,18049,4438.33,23093.49,5.95,85.4934,17.7875
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Miscellaneous financial loss,63939841.53,56813122.67758268,15343055.406540552,51233154.250612795,49534809.28474465,49365392.33818878,-55274.17441283501,50794496.463006176,10047520.334457586,36141378.17636595,40709132.663943656,10548883.32170583,15290743.780087193,4574181.634220848,5512517.725889733,3491102.4987188536,21618410.829932902,77.21,33.81,111.02,3353222.2670329437,22420,2765.8,15402.62,8.31,78.5666,9.7874
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Non-proportional health reinsurance,74335906.04,66418972.121004306,15553699.549164966,56826586.0992014,51827574.68417824,42769728.59568308,-1823087.9619939383,42739380.298508346,14058495.084158212,34273857.52072869,29211732.138197187,6866883.456189634,12619071.899363307,2067956.4638845625,7745347.409700246,3888369.6173417773,22158428.803038817,57.54,29.81,87.34,3511953.592408571,17532,11675.19,10822.3,0.71,76.2651,7.6342
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Non-proportional casualty reinsurance,131636845.91,123150163.50011921,33635310.378992364,102819854.82107268,85735243.86329617,90847192.7333837,7675017.579912419,82841166.90036269,26239061.34023187,59343651.04804626,62972029.165771015,2098428.0930761322,29046061.76388267,3207223.243218054,17811675.805228826,3779456.0319773466,37908801.85651495,69.01,28.8,97.81,10187723.95320064,4413,5499.76,46925.2,1.51,91.0642,16.2375
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,"Non-proportional marine, aviation and transport reinsurance",116314816.87,111765262.12974249,24302849.704414662,88892736.14990921,88863066.45718324,81252656.73764282,-2252675.389336631,73984892.7255996,19652515.24832205,66106568.28552277,67641247.49602026,7376050.7297063405,27449204.200428873,8630142.694653252,10107557.477864806,3406063.428758121,35281711.70463461,69.86,30.33,100.19,9261334.714540629,3638,38349.76,38236.54,74.22,91.4749,22.1406
549300UVWXY012345Z1,Lloyd's Syndicate 2791,2024-12-31,Non-proportional property reinsurance,73963932.99,66794864.808054954,15402196.96535917,59500545.60835605,45607341.4665447,38964345.65893464,3876671.2349640434,36452463.027633145,10489700.058085592,26025472.783699863,26664851.330433946,-2673136.4008469707,20340132.161697358,5061773.451969819,8296851.876226123,2140819.6158242095,23347989.22518784,52.68,31.57,84.25,7051858.749471143,41719,6732.56,18969.98,3.54,81.8919,8.2197
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Medical expense insurance,93211370.5,84245600.33898029,31476503.716029055,63776822.31381473,58249049.312049575,72996829.00993168,1046759.4522046441,74629677.89890563,17915025.10772239,61967946.2533736,56192442.510848895,-5407151.233544506,26012327.252166744,4145450.259759984,9332152.524543704,3944254.7409886317,23356396.61904223,78.31,25.06,103.37,4781886.053102415,44873,10971.21,15465.43,5.99,76.7292,5.0286
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Income protection insurance,78445835.88,76870700.75270152,16267260.359433752,55389899.718376406,49824471.114674725,58917453.14218872,-4216450.01936858,53440328.75230087,18180041.21465907,48969321.1965311,49712885.04301367,-1101675.130493832,20754311.32320968,3113931.4092134833,6895297.828904694,4298910.018354565,26345820.43853531,75.11,33.58,108.69,5846363.751631757,46840,4408.8,18877.75,3.62,78.2946,13.5966
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Workers' compensation insurance,57343500.33,56135157.77626704,9229378.831153786,41344838.82066778,40485545.52417357,41346864.04319262,28750.239639095973,37757425.53562436,12232389.093331106,34109071.29202105,34511393.26431541,7516143.833092435,14942307.006742517,3041081.68426696,7902632.55132544,1843029.0671752756,18235946.14806451,72.1,31.8,103.91,3319816.701755541,40796,1192.72,39833.2,6.74,81.3383,14.3477
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Motor vehicle liability insurance,57125350.11,50830390.95339607,14587725.527417572,37783838.54092781,35664469.82308203,45042392.1475702,-2564796.7018792606,42469122.535237394,10659290.500408255,36481561.78503069,35352362.12440137,2216599.3074072804,11046988.576321937,2227210.4075039453,7665059.83295632,1261493.1796584069,16962041.363228474,78.85,29.69,108.54,1765031.3885096747,8084,1467.61,145298.04,6.85,90.9109,14.5429
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Other motor insurance,37014548.01,35754213.66440056,10806656.765159097,27629325.994490854,26445828.45132763,21123083.983670603,2814553.8668413158,22034631.425142944,4077891.8241943526,17156610.564107083,13715443.740854612,-533608.8707156923,8805468.35090047,1639746.916666293,5374812.503420389,872077.1644266277,14431068.853715677,57.07,38.99,96.05,2435808.76760623,45390,1446.11,6307.28,28.83,93.3704,23.0823
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Marine, aviation and transport insurance",40348797.74,36150081.20784319,13864025.826541798,33608525.66052663,25691251.225434087,24612415.99151521,-2445747.466957455,21340975.41440417,8168583.554750755,16951180.344994467,17328894.052992087,1405319.1862738586,9194338.471709928,980642.0473404534,3868364.4504506825,2310356.6435418436,13834320.057048468,61.0,34.29,95.29,3776191.8300205856,39803,872.22,11781.91,2.0,90.6258,5.388
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Fire and other damage to property insurance,62510879.9,60695480.777314454,17301629.58869668,41531062.36903432,50007530.56227023,43031715.87615292,4578463.454636512,37245778.23638627,11036432.255485764,30581472.439342044,30045164.406741254,-1597426.5288646095,14074285.431517003,4843265.535857265,7202196.154759147,1457540.1355803674,18208077.316674095,68.84,29.13,97.97,4588304.41963923,20764,1363.59,39442.45,128.31,81.8045,22.1185
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,General liability insurance,76508159.28,73208853.40513732,15540147.546818428,61470226.47705378,49370348.58448961,42680220.69493388,-2182791.6328312666,40251604.93356239,14453194.508932512,35695444.0190867,27815466.74160985,1083081.6385903005,12962159.279060256,3871244.3663124284,8587335.362909535,4286783.264874372,21320210.733023655,55.79,27.87,83.65,7275954.748670718,23754,2130.38,11826.05,56.8,82.6713,14.8348
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Credit and suretyship insurance,136510712.39,124498582.81459336,31991947.305390544,95003709.76013625,87900033.39493115,101292633.45275605,-10095578.605171058,99132461.18206097,20511966.74421097,66900688.45571723,66624705.730776,18300528.284572557,35587468.179763265,6686837.283574008,14896724.244745223,8069714.420324835,34202546.94745666,74.2,25.05,99.26,6011867.090943769,34158,3142.73,34988.82,0.71,79.3072,10.8373
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Legal expenses insurance,42458451.38,39976108.85171163,9866890.208082521,35532720.45504982,25927768.40481362,26061408.431979124,-1968195.9702690544,25101767.98009423,7117644.929679586,17146100.34780222,18262784.480121307,3315112.471245682,10221836.973056253,2474834.9490774977,4349419.3757021045,1007997.8124333373,16415504.456282655,61.38,38.66,100.04,2543170.854206171,33125,5363.62,7138.16,7.19,77.5751,23.9525
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Assistance,81772212.58,76031382.88705486,17336265.51071578,66431217.94477666,64663296.55479096,48669001.68453952,2263561.68829339,41825793.74251302,12812824.094444571,39064611.366509914,30862267.34198385,-971688.1539341902,21647096.940217342,1734168.114610712,10850428.453432847,3185103.867208636,29842410.055668123,59.52,36.49,96.01,5010514.73372205,31129,1726.83,35971.18,29.24,75.1419,21.388
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Miscellaneous financial loss,66777237.08,63455934.81092146,22784126.96839619,50501486.90747143,45938619.03660471,44221868.96982167,4847531.940846808,43267651.55984442,9270233.543186748,29862711.888304908,35847955.072824664,1183534.6867328717,15750150.173802841,3221933.921029197,6272057.641135183,2942703.5140683986,23478549.545882456,66.22,35.16,101.38,2286974.450144319,49090,1897.46,19127.11,13.79,83.2668,15.9323
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Non-proportional health reinsurance,76686106.64,73398136.70526697,12098198.766981723,52823365.23446238,55064738.933429845,55566879.60090948,5335169.498063318,56511036.17902999,17698434.657175627,39488138.37992178,39305897.658504695,3597793.2855869075,13071783.818973994,1676671.7697419073,11217889.302002808,2272094.5733512724,28695077.86312685,72.46,37.42,109.88,3588635.504537104,31465,2595.57,11218.83,10.39,76.6676,23.5702
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Non-proportional casualty reinsurance,95365824.94,87217961.1995126,26158985.22758493,62727814.6124885,61138072.53479604,66766668.513543285,5054324.713650691,66990581.97137501,14697249.146474684,48430012.589199334,48965914.10787677,-6671034.973381423,17295714.20638798,3098808.3912002337,9301391.894713528,4981551.518686694,36881448.51251176,70.01,38.67,108.68,4727967.711259195,17088,14278.46,28006.15,22.33,78.8304,15.0853
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,"Non-proportional marine, aviation and transport reinsurance",132533854.73,121353361.51101835,39697913.870602846,100744033.70485291,103335923.07127063,75863029.34125832,9745843.02820655,76510330.28637405,20540720.5385219,56796246.54575405,46277758.17308398,18549473.571879435,26487228.290337544,3861200.6139439233,16788012.999582298,4157790.0069367145,34694770.33150112,57.24,26.18,83.42,9410497.300349625,31455,3456.35,23677.6,99.13,86.7354,13.9146
549300ABCDE678901F2,Lloyd's Syndicate 623,2024-12-31,Non-proportional property reinsurance,128695420.02,120171821.05064628,36385405.43796057,103830740.32993469,88395427.61333387,74577724.19350287,3007291.6501038224,65637509.98817036,25097613.19139569,54189051.52880847,58348146.36645443,-6926825.361308011,22737176.923048925,6335025.957967988,18207528.51688911,5288121.319624418,40834398.97693582,57.95,31.73,89.68,12237767.660410753,33394,5771.1,46933.75,27.47,84.6759,14.809
