reporting_period,LEI,Undertaking_Name,Reporting_Date,Country,Line_Of_Business,Gross_Written_Premium,Gross_Earned_Premium,Reinsurance_Premium_Ceded,Net_Written_Premium,Net_Earned_Premium,Gross_Claims_Incurred,Reinsurance_Recoveries,Net_Claims_Incurred,Gross_Claims_Paid,Net_Claims_Paid,Acquisition_Costs,Administrative_Expenses,Other_Expenses,Policy_Count,Claim_Count,Average_Premium,Average_Claim
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,"Marine, aviation and transport insurance",28726801.14,27796954.718196675,6021021.43200021,18740625.90400694,19136193.139561716,18480145.88849099,4908604.131960106,13401574.032026175,13559219.172644844,12480005.168575076,7716681.141492729,2832984.975660133,1105568.7217747967,13879,288,5654.88,130141.87
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,Fire and other damage to property insurance,23318328.56,22848737.80819815,4595609.998778479,18547304.66330965,15930308.689308679,19405264.918538142,2942258.079498448,12649331.726856474,13877510.298427638,11597886.13043315,3566166.6720258747,2986726.2288850667,740593.2757204189,1719,673,1401.17,67614.16
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,US,General liability insurance,23716044.76,21266495.878037244,5488716.8359414935,16517150.197185466,17019966.915387478,14355835.952915074,2724245.3456476433,10791011.929033166,9178326.607241761,9104398.548044093,5881861.297160265,2080551.6028502148,918097.81290854,3684,530,1309.27,43901.64
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Medical expense insurance,5622252.92,5096237.35320955,1436625.5666249676,4236323.732199396,4516681.614840613,3988223.0103994426,1036206.7201344881,3057370.547127734,2793404.3658327563,2751139.7276226175,1411377.5853348614,562103.6844752019,302299.45074889646,13235,979,444.2,2802.69
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Income protection insurance,18998665.33,18282202.99175584,3567456.0933244126,15013281.605350826,12614001.468961893,15009582.070486635,3144485.439697625,10645840.502090305,11728368.282164533,8194709.602487349,2852037.055388996,2471091.4191699154,510064.57290901296,18201,908,962.2,9560.24
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Workers' compensation insurance,6865848.63,6302780.742472562,1683377.4557980413,4524003.840093172,5585547.286949501,4003686.7209142745,1173931.4357997838,2861189.9261177476,2721203.0267949007,2361008.1301914444,1588838.575093581,619616.1627096134,189203.5127201701,5563,1863,487.15,2878.28
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Motor vehicle liability insurance,34799079.56,31946233.611085225,11283753.625920318,27234788.529065147,23495524.688677877,20520642.199420154,5884087.079857231,13419199.873658324,16086350.272832822,12259097.482272489,8898600.66521607,5109362.177020128,1984645.1667839393,3744,1757,2104.7,15664.61
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Other motor insurance,36642806.61,33565331.60085096,8904460.885684919,28873769.462584678,29111959.07394338,24889973.931358177,4763872.826867962,20749243.810995456,20006438.039587166,17317727.10574697,9689557.406041157,3649462.7892374243,888157.0109426497,13873,1973,3790.9,212734.82
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,"Marine, aviation and transport insurance",7152919.66,6733889.984214103,2223585.6836956153,5935850.819013894,5273316.522130168,4305543.7803181475,650680.7397632039,2959042.4648684557,2690670.1523747905,2465633.777363775,1539133.9882600363,593962.7300290184,242763.79176582987,12641,494,475.97,4484.94
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,Fire and other damage to property insurance,9629647.96,8921168.152214851,2398394.107669823,7082975.444829035,7803138.092057488,6995694.247272069,1349798.3929908436,5270086.298799019,5484654.665804668,4276949.775154244,2607445.924002225,1025150.9911391953,371194.35028660164,8236,1801,777.59,27650.97
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,DE,General liability insurance,6275325.66,5703148.976912151,1142497.1348404007,4762383.918007327,4500087.852071249,4475246.541975475,739195.8413007058,3533847.511045054,3383031.5099829584,2406803.0591847096,1324260.2117025985,818444.314488476,258401.780717591,12536,1165,512.15,25719.81
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Medical expense insurance,17633095.82,16593437.67544749,5956843.105539989,13830500.510746017,10869817.86181376,10805886.631234316,2616504.9139173725,8949055.224996628,6738719.544770071,7540079.083165036,4820518.475537272,1507263.1649279452,1011020.5771660546,13546,615,2624.36,36019.62
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Income protection insurance,16435905.84,15151248.053568026,3914556.500292227,12768210.74059549,12661975.850453777,13077199.036285298,2049953.345886262,10051543.1762003,8456805.55438438,7443409.658463457,3208879.306185679,1854532.678160727,548391.5009324898,15400,237,2206.16,9587.39
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Workers' compensation insurance,6972361.38,6158992.186315119,1701603.519305306,5862985.7463646,4360853.309637138,3841562.3573095417,1303261.1648722787,3060466.330110065,2917185.2654311685,2416556.12562681,1795205.9175693395,609972.7857209693,280220.4096806563,1199,153,610.11,7010.15
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Motor vehicle liability insurance,28792372.12,27735055.956265062,4735030.605920638,22692426.14858616,20658126.80183988,20309769.477763724,4586599.370149034,14583531.450191082,15338103.600637482,13774066.871837609,6176046.465167562,3965591.306126055,1039008.8902593728,4626,1661,1515.39,43212.28
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Other motor insurance,6788595.12,6008812.531865619,1534426.347712229,4870460.937920795,5145389.502506929,3540435.699831292,1057047.7075373628,2337292.246237756,2319979.5933976374,1964419.1389965157,1501566.3536167012,611761.4836646301,172142.81073542766,2748,1749,363.8,7469.27
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,"Marine, aviation and transport insurance",37920188.9,34054813.03330082,8771453.950287025,27345173.462768506,29351018.60003056,29633528.605531365,7468911.101902908,20019521.361276504,23254852.77401912,17169002.553949613,6984146.162758181,4030343.6195100783,1513404.6947275347,19714,492,4661.94,41043.67
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,Fire and other damage to property insurance,15695274.11,14437301.074346958,2414475.9344412433,12626841.260273248,10007430.397694567,9176509.148366638,1457054.5899824048,7164465.353582069,7281413.480620454,6081876.668437119,3361240.1631958233,1481253.6254527697,776745.1012365855,5335,1665,26512.29,14872.79
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,FR,General liability insurance,28889383.85,28032547.13121873,4936453.000607806,24455951.054186918,22801076.737839047,16934805.343984753,4870106.733113496,14187132.798531368,13218932.9647279,9112473.106213117,5993977.968924703,2455748.1901446753,1028066.1906993164,5241,316,1587.24,30079.58
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Medical expense insurance,30439311.73,27791987.059367787,8190340.445046152,25095413.73460304,18582234.95682434,19336730.233739126,4391257.096835056,13180846.359224131,14963507.531064965,10077238.577697063,7196614.538013064,3044925.350016625,850981.8706674292,6217,275,22648.3,60616.71
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Income protection insurance,37645044.64,34775653.77746602,5809586.515330633,28110255.392696228,26736655.98284168,19066597.801488515,4086591.4642065666,12897263.662327422,13234066.130762065,12096852.319252351,9475688.964534042,4410212.679572595,1641074.5771556785,986,783,4537.73,15192.51
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Workers' compensation insurance,10422805.73,9340809.691611556,2083092.2599980838,7243613.968807185,7444788.47119283,6259578.750248784,1643375.728287633,5251720.746757046,4061794.716841545,3933113.303099931,2670778.3564208397,1242574.6141231111,314770.2558183656,11109,82,1678.66,10555.78
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Motor vehicle liability insurance,12714358.51,11576988.228914704,3800585.401042787,8385164.591644468,8242018.851089993,6531856.341274863,1902380.2959810717,5268140.136555319,4662632.415780467,4177872.429532035,2548386.960911337,1159472.2837413962,456775.78624900617,2217,309,889.49,5795.79
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Other motor insurance,24458809.35,21691908.870976795,6150872.48383398,17507223.30684008,17410479.350551613,20345293.74106858,3149351.5650501004,14498159.489655746,16377290.817236813,12426668.328676177,5101513.869970831,2445556.97856114,780766.7967258722,4224,1577,9472.82,19849.07
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,"Marine, aviation and transport insurance",17174753.04,16774947.471595844,4082972.5248719403,12514737.04861515,13503497.93631584,13610128.726884576,3203566.582643091,10349191.349379648,8951863.682028225,8828897.40758595,3763992.794240528,2346628.045284373,879850.7339394956,15189,1643,1389.21,12361.61
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,Fire and other damage to property insurance,10955176.43,10517028.977670647,2401609.641794326,7499057.336554041,6579449.71832843,8221558.015579165,1974659.8110052543,5923521.939913582,6073490.657400248,4419977.158195901,2867588.8714122456,1074076.8848071045,318326.5795084172,19953,273,715.51,7605.51
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,JP,General liability insurance,20786420.09,18739134.871268068,4248165.267839515,14216685.937010968,15757379.372603562,14022474.474656267,4263081.927993067,10411206.319432369,10916801.446864747,9075164.287015932,3491615.9303420554,3068750.3686155993,1098381.0001862827,7759,1986,10826.26,9111.42
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Medical expense insurance,10565888.06,9430753.652568525,1877301.6893443237,8448826.002861084,7431241.983287732,5971393.654932607,1830750.6785056414,4772642.223923238,4485431.32323873,3805409.867362614,1610095.9977765293,1075865.5849026456,480884.0711296073,17586,667,681.27,4368.25
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Income protection insurance,3345763.28,3229293.239442269,959581.5449712824,2352318.993739489,2513845.345864211,1711498.206540947,527982.3645797945,1217489.4073156065,1042318.4006641428,1175039.0630708518,652000.1956355615,292599.4565511336,132740.73197291497,1520,174,206.59,958.82
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Workers' compensation insurance,31433308.44,28508407.813935306,6240863.274610078,26665963.47425891,20225096.60290315,18155142.16184501,4813001.595483924,15160504.62652141,11559817.31987284,12602770.277064923,8586701.005322661,4461016.362661025,898435.021311176,13660,923,7786.3,17224.99
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Motor vehicle liability insurance,26460037.07,25893866.17481328,4923809.764616829,21252838.835072137,17848254.375438772,20276644.33828046,3753719.726484398,14888640.893751469,16190068.716366263,12023440.997225542,5817980.110956019,3960039.807511818,951618.615850849,15034,200,8408.02,28598.93
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Other motor insurance,25769827.92,23689650.42113367,7450782.690085462,21584225.34447486,18536726.05351296,16179212.038542073,4913302.881953905,10805146.191118015,10561619.88843863,9714424.877210675,3932515.015658496,2517708.283999848,1048730.246575017,5360,184,5559.83,26393.49
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,"Marine, aviation and transport insurance",3553564.34,3309800.7781750425,940379.1968247943,2967760.4618271915,2636659.5866268557,2105810.9571543033,490542.6830315143,1760605.8627119407,1676690.370918076,1137141.6740987187,593479.0284285728,452392.95625327114,150654.5208704274,19681,1173,318.56,2537.12
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,Fire and other damage to property insurance,32217923.71,30366074.61484335,11188525.667388756,24379881.05492733,20132441.40550953,24439929.513999246,7714578.935582216,17117009.86881808,19413260.136328936,16898290.749717575,7751098.168848541,3921633.69460378,1237665.9416014845,17885,653,2096.57,22525.28
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CH,General liability insurance,16483165.04,15554128.868716251,4949146.511320016,12950879.043753749,10609392.841586849,10278104.969560508,2557166.1636604755,8308080.182215926,7389197.094255089,6242146.564426501,4124873.9135380965,2081635.3656875552,599555.2963676087,14596,253,3879.3,5722.78
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Medical expense insurance,36130270.31,35391465.71136197,6278375.703977387,23592705.000924572,28752619.35149309,20120892.402010534,4003870.497366858,16015021.599235376,16152123.715052418,13517160.75075498,10076994.356909946,3634083.0191933434,1749056.7633883853,18566,1526,4788.64,21635.37
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Income protection insurance,7269794.76,7013877.40606722,1625028.9213424688,5584795.014015603,5167589.35511163,4669994.399118868,1303817.1663469318,3944178.629302205,2867067.788619693,2871076.613967909,1906094.6866259791,826552.3268796316,168230.95619502367,15296,1868,910.2,5206.24
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Workers' compensation insurance,23739956.04,21258992.43246817,7592201.810358489,17907521.327778928,19118280.64467055,14629174.86956624,4552647.509153903,11536484.77537645,8795884.663624428,8566328.26687577,4170474.4398398995,3412757.649073676,640583.765660193,11606,1744,1545.57,16892.81
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Motor vehicle liability insurance,13584221.91,12311874.26514906,2607802.955946023,10457403.877165403,8416301.58772002,9249399.825453397,1495013.345290077,6700719.000208688,7216068.31520591,5651025.819354583,2784411.4989620796,1624708.3884049442,470259.4007947611,14131,1544,3757.74,13404.93
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Other motor insurance,37637414.41,35655396.096440874,12354727.164014233,30515547.750606176,24106350.959124405,19541974.551320627,4087893.2188656987,15504789.972416637,12136888.011526395,12944063.411124365,9163125.979021262,4933228.699749346,903661.3279515035,14484,690,4251.85,23948.5
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,"Marine, aviation and transport insurance",29557140.16,28466252.593131773,4679462.525832339,19348758.157418765,20159789.18499286,21811287.94365228,3920746.01188299,16613154.088083973,18088913.02508057,12613379.396309853,7680232.198807862,2365069.5821319884,790375.2406294214,5501,1456,1842.71,116637.9
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,Fire and other damage to property insurance,4125670.97,4005279.5986221097,698849.1578624392,3182055.572867216,2885201.7936015553,2536675.038788429,856619.0336192152,1710997.0253420004,1656466.4622472997,1283325.1942689037,851586.273594302,410290.97657713736,226071.24572328143,3489,1753,1251.34,10569.48
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,AU,General liability insurance,25382810.09,23687011.699577767,4273705.446818253,18757991.505600493,20811141.145154953,18146977.048022814,5753423.911367223,15038251.271078594,14622953.69045709,9447467.573147696,4557947.372469755,2036171.3470482857,815813.7962069315,14651,247,1997.07,10599.87
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Medical expense insurance,7018473.89,6651497.18307572,2280309.599478298,5613680.250726057,5660320.803450337,4670637.65727772,750943.525546882,3047291.9968217066,3574600.2690357408,2605610.881320479,1284065.8176414887,724040.4781861925,216111.74131769946,4763,1189,2847.25,3733.52
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Income protection insurance,21923147.03,20415774.033820033,6238071.937301273,15947469.383094644,14365968.400497084,14338877.208232298,2627457.3990834234,10322483.482837677,11262494.315145997,9339498.361907113,5189158.484659003,2112996.149149066,954170.9899677306,18902,1200,1939.93,10083.6
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Workers' compensation insurance,24115517.48,22547958.168377277,5989284.741507265,18402340.938047487,18265365.68625618,16145174.227920879,2775769.3939753147,12914930.922985015,10235580.928995382,8287731.242519066,6677354.297543073,3544726.019528787,540608.6918377992,4505,891,1995.33,8779.32
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Motor vehicle liability insurance,19400377.33,18013919.46435977,6131206.952494219,16298690.689370604,14347269.373892978,10964816.392586367,2420824.591142624,8450201.465630407,7434149.094483394,7477618.030564781,5105249.263119797,2310123.6479108226,640056.4071901494,14358,1827,8878.89,17159.34
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Other motor insurance,13855418.0,13323121.730407119,3326362.235367701,9906992.225709947,9749285.596376898,7089766.099876134,2224397.08486264,4785045.0819930285,5774004.747623848,4817508.592636172,3783527.1052713916,1493948.7999497438,397451.20250523323,10738,770,3558.15,5750.01
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,"Marine, aviation and transport insurance",16824710.28,15102118.90065491,4567123.699431575,12539874.36460118,13299163.212691171,10372757.488730295,1622526.6015905957,8078029.54113483,8202125.41651297,6761972.743992765,4461738.45379422,2204581.527921519,960899.6248836572,17126,485,3020.59,7441.0
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,Fire and other damage to property insurance,15308294.19,13492852.449963063,2317545.887158278,10685577.013244469,9524477.484660376,10350294.321783828,2091196.9970693807,7094181.350372923,6283974.255856445,7057460.269556118,2312608.8033803427,2013434.87614627,399330.8683340325,16300,509,3783.56,13494.52
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,CA,General liability insurance,36752496.01,34745446.41608705,10454130.983166497,23928367.76528756,30014725.03286957,29860615.727632515,9721616.768857788,24755084.831348687,22837731.38443378,16989417.860709008,9782570.794805173,3690177.9125106903,1562292.0702586097,18727,802,8619.25,18535.45
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Medical expense insurance,6690045.98,5981416.545911507,1304420.8912183105,5095318.523177271,5138627.39497262,5503796.934987791,1507326.304106746,3832991.5912973084,3303575.7396357656,3585339.0761379576,1860347.5973231485,914488.5994257111,256953.0570307224,9628,1225,845.77,3231.82
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Income protection insurance,36439388.67,33979489.74178783,8943171.7085316,26947830.69030593,28078078.303853326,23446803.864689134,5987230.029856249,16725623.360190747,15581328.29960245,11900412.7198153,8228574.073161585,3501726.8312431127,944704.1557826581,14561,1780,1929.95,14464.41
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Workers' compensation insurance,27191708.66,25973941.290546414,6817379.549629199,22536785.09916708,21916392.2543875,20078989.616312437,6254086.985768028,15603758.235690735,13571996.23814096,13986802.983080111,5047806.301888791,2561077.8514487306,1024751.2069962098,18743,103,2935.52,184210.91
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Motor vehicle liability insurance,5103101.12,4791012.579679424,1333901.736551559,3986334.674089619,3619860.297400437,4299225.229503145,672453.4407533635,3320989.2274354887,3349283.337832429,2507952.229912906,1267857.432660981,489336.83054267446,147229.89518798504,6411,609,480.34,2219.53
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Other motor insurance,8972428.54,8655712.61120485,2831540.6440073038,6519051.120866926,6546338.791234715,5654408.009811951,1663319.1121675742,3948141.510073288,3630329.381602605,3926529.4789711344,2066192.8330766007,1334192.0534529546,300668.2291400433,11635,768,12817.76,13430.9
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,"Marine, aviation and transport insurance",29012172.9,26288510.605050836,7322104.5050302185,20712475.64884281,18477178.214220513,16766461.7670261,3396485.1128925183,11018074.966375863,13012549.989538746,10033441.906702409,4707271.432830056,2669658.939017464,699233.4479178267,5194,1209,2128.24,87325.32
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,Fire and other damage to property insurance,25665933.91,24521957.891716246,3955176.4664421002,17962949.54019135,20428714.59464184,13679265.893140366,4017686.074599621,9091153.476115173,11015660.114647051,8188504.65101123,6675242.123985238,3132573.0271706474,1213313.9397124103,5148,1567,17065.12,57718.42
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,GB,General liability insurance,39759557.73,37469190.81241035,9624368.635968195,26157430.964458197,23982310.825369123,23112924.35781397,4018082.873750876,18023882.492648937,17144954.00205999,14114737.295818066,6128593.062048323,4486914.188764637,2265694.9267794113,17882,490,3099.68,25426.76
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Medical expense insurance,17710899.16,16966720.253504626,5433439.187571364,13351467.88901983,13969461.581612252,12729228.175834524,2905772.4370652186,10536474.056154763,8402013.50927148,7078001.80455636,2778940.6964056194,2403204.8104369584,649674.9125226971,15365,748,3130.79,15773.52
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Income protection insurance,11477314.71,11134602.025306342,3635821.85957693,8730864.196089866,8442074.28757227,6669772.842023314,1633194.6880502058,4857817.721479601,5528369.415176546,3502448.0607222244,2345941.120845104,1195010.3586538436,458243.59777342406,10711,1527,1031.3,4066.93
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Workers' compensation insurance,19932379.36,17819385.650175165,5035483.1187045295,13922443.336480225,12767743.338714099,13586135.726780728,2214089.6582509074,10903288.457534982,9603502.424086709,8495801.090151032,4875203.554012912,2542418.172301993,773775.5400819336,19098,1271,6071.39,7308.3
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Motor vehicle liability insurance,17352245.57,16380604.49171134,4319995.466220226,14225829.878200555,13750516.941172747,10959434.821795933,2017764.292458053,7422241.399097485,8302870.358200393,6139970.201405021,2644728.5129150427,2467575.853193642,504534.42472943885,2223,368,3066.85,6871.12
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Other motor insurance,37383384.11,35748434.8524193,7113770.112622173,26050195.705350827,26717116.052379634,28078736.73282504,5178279.800786448,19966406.094077874,19103807.11163952,14935809.74050908,6604663.344066625,5054182.276830988,997681.5562856089,2130,1430,11781.72,46258.22
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,"Marine, aviation and transport insurance",4052923.5,3962131.1720188963,876415.3755621384,2730580.772578623,2940336.0629185266,2919216.352887692,967051.2598409605,2355259.8232469046,2205844.4374832357,1643551.7918399277,893444.3804991844,350120.46531030507,191127.0246113839,15019,1405,281.57,2796.18
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,Fire and other damage to property insurance,29828552.7,27025854.009826817,4584388.5586156165,22643501.421946265,22535289.93781719,24989200.16739726,7698710.15083903,17211256.304323215,16628768.810127532,15056447.530797796,5756257.583770875,4183031.071864026,1161834.2425182208,14984,898,3156.13,50894.5
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,US,General liability insurance,32584409.83,31193349.25139847,7055652.060994827,26598110.37919028,21518936.806735042,22913908.195833705,5939737.81986338,15874788.196196219,16472387.682806903,12915081.606091369,6017410.079803496,4812357.315282686,860325.0068540112,17288,283,2759.05,24638.61
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Medical expense insurance,32131055.99,28339274.84003365,9311756.194326293,22510451.070472207,19564835.235089324,27133318.79079294,6256344.095282662,22711769.810454134,16359797.78849164,16756917.3737318,6914010.181001576,4534877.363232983,750583.6715007287,4133,630,1611.79,25940.08
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Income protection insurance,28216463.11,26718394.69814328,9550338.76922299,22985624.801204737,17190428.679968722,20824833.13080853,5085769.320962694,15193602.732883152,14109590.9097851,12292218.962832198,5641747.602485247,3111242.3963990156,1669581.5144390413,17766,1416,2660.42,145628.2
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Workers' compensation insurance,6279420.07,5827450.467292081,1725260.925479337,5124236.561970257,4265621.773541222,5166586.296633607,1219750.330914677,3781443.606497089,3583971.819469353,3539658.570387492,1618588.8798994415,550265.5762782758,152746.47938321444,7725,859,2736.13,79485.94
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Motor vehicle liability insurance,18831172.05,17737256.26320175,3365852.0831973483,14207641.994115781,11328614.444128156,10065827.93734002,2147235.0643433738,7906085.220321356,7257559.934230494,7002332.433153185,4964527.674026522,1979814.4172802381,410886.0365369546,7198,667,2537.55,6209.64
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Other motor insurance,34288173.1,32987373.739615373,6020659.909478334,29130649.88856766,22523507.580896657,28079682.468355004,8279041.168989602,23351259.803970564,18502314.3140853,19140563.597077314,6522728.499630345,5086613.639036331,1071519.1525966097,4996,1615,3864.76,43737.82
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,"Marine, aviation and transport insurance",38277125.52,36398759.839450836,9815105.760093702,28538483.760831498,24848313.694350965,19855900.123100225,5780432.9242814435,13664073.92095463,14657832.945097363,10933632.988583209,10496765.963453254,3138884.427616432,1071343.488308461,11251,295,50832.84,18591.67
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,Fire and other damage to property insurance,11965492.44,10808106.54216555,2970670.631002405,9865466.010542138,9053737.150847832,7716830.123605214,2052618.134928599,5153304.061334057,5968952.876053792,4115253.21423638,3018029.357532344,1166683.05294669,438917.58503341407,14611,409,2528.1,9319.84
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,DE,General liability insurance,15967397.49,14253368.358443389,4201484.958544443,10832479.205709303,12056264.652260296,12783256.845944732,4231457.761540438,9420257.203183785,9229806.289438061,8762725.287683116,3476563.580386077,1822389.2645088336,688724.3763165864,17951,1491,1985.99,11902.47
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Medical expense insurance,28501500.25,27421608.411170244,6757734.367267065,18938383.377086066,22030524.969393678,15316967.914617354,3452291.3115395126,10263494.284909572,11617074.052180655,10354672.697547043,7564524.930665145,4190759.223667867,1559266.3001386647,18808,1756,2354.52,77751.11
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Income protection insurance,3079214.02,2961755.1164011993,687436.3811875292,2371948.43191089,2258263.9338822374,1949402.3857104427,434726.59756415867,1619748.2770427947,1414890.0656894697,1155911.4808342408,861184.6834020271,352708.6483949254,83557.33633927915,13511,1814,1632.67,2067.23
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Workers' compensation insurance,21983568.65,21053356.64478298,6764703.571380049,17402297.514770173,14419636.51141513,17255031.800642945,5563312.4332967205,14299049.751846733,11190546.818969177,9077719.131774956,6085681.5417937795,3094905.6545743574,1225132.0995140544,1114,991,7205.37,9506.9
2025-11-30,549300OPQRS456789T0,Lloyd's Syndicate 1183,2024-12-31,FR,Motor vehicle liability insurance,35795926.23,33814269.97046328,9273742.619211646,23633947.78912493,27348469.896455552,24684526.672506012,6197455.411946149,19242620.723665632,17912572.42164906,14770289.276994828,6168804.472197859,3562051.1894537257,943369.6942905103,10758,1229,2457.5,20167.1
