reporting_period,LEI,Undertaking_Name,Reporting_Date,GL_Subclass,Accident_Year,Development_Year,Calendar_Year,Gross_Paid_Cumulative,Gross_Paid_Incremental,Gross_Case_Reserves,Gross_IBNR,Gross_Incurred,Gross_Ultimate,RI_Paid,RI_Outstanding,Net_Paid_Cumulative,Net_Incurred,Net_Ultimate,Large_Claims_Count,Large_Claims_Amount,Large_Claims_Threshold,Total_Claim_Count,Open_Claims,Closed_Claims
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2020,4,2024,17490680.03,2623602.0,3844022.02,3844022.02,22487908.66,25178724.08,6113632.52,2773736.97,12602738.35,15381101.78,18275860.44,11,5735094.24,1000000,1112,37,1237
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2021,0,2021,1729224.62,259383.69,4698702.6,4698702.6,7837537.99,11126629.81,532858.16,3677640.49,1258002.35,4940302.0,7738682.56,5,2418335.99,1000000,2181,309,2092
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2021,1,2022,3452682.7,517902.41,3836973.55,3836973.55,8440748.32,11126629.81,1037069.54,2102129.5,2740428.36,6652320.07,8796339.67,7,2962922.19,1000000,433,411,2017
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2021,2,2023,5167205.6,775080.84,2979712.11,2979712.11,9040831.34,11126629.81,2010437.89,1872296.45,3321645.47,6903239.71,8634082.81,20,4572717.91,1000000,365,95,2173
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2021,3,2024,5942772.72,891415.91,2591928.54,2591928.54,9312279.83,11126629.81,1415204.64,1683996.5,4139498.39,6832946.27,6924546.05,13,2679003.89,1000000,2742,394,2175
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2022,0,2022,8845801.94,1326870.29,25640180.24,25640180.24,42178036.26,60126162.43,2226948.84,16608053.75,5957719.31,31076530.68,45320676.98,12,15401332.8,1000000,2142,275,1991
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2022,1,2023,19098029.37,2864704.4,20514066.53,20514066.53,45766315.86,60126162.43,6826246.22,13348755.84,14930567.61,29893356.15,41146896.75,6,13572645.06,1000000,1418,374,1621
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2022,2,2024,26890792.1,4033618.82,16617685.16,16617685.16,48493782.81,60126162.43,8101661.77,10742116.54,16478888.29,29411149.71,41124974.31,17,15436790.56,1000000,2944,257,2116
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2023,0,2023,5902186.41,885327.96,16034988.77,16034988.77,26747671.82,37972163.96,1969838.53,8503848.26,3595356.12,17024591.53,28036210.66,16,18874043.9,1000000,1199,307,1732
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2023,1,2024,11114882.88,1667232.43,13428640.54,13428640.54,28572115.58,37972163.96,4005795.54,10029027.05,6776034.68,22378947.23,26323843.48,19,18578741.74,1000000,2761,28,938
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Products Liability,2024,0,2024,1747430.65,262114.6,4919781.29,4919781.29,8143146.33,11586993.23,431665.53,3885974.48,1133490.08,6323117.66,7353403.68,8,4662956.84,1000000,931,241,1050
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,0,2010,5812721.61,871908.24,16488845.51,16488845.51,27248220.77,38790412.62,2127396.93,9533465.32,3629344.52,16571288.63,29308455.41,13,11603373.95,1000000,995,166,1830
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,1,2011,12339706.49,1850955.97,13225353.06,13225353.06,29532665.48,38790412.62,3991024.31,7598144.62,8796890.18,20419668.38,30301604.7,13,13088139.71,1000000,2440,90,1622
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,2,2012,16488100.11,2473215.02,11151156.25,11151156.25,30984603.24,38790412.62,5266589.5,7239246.1,12416627.84,24374249.71,26711711.83,9,11855241.58,1000000,2355,53,640
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,3,2013,21307161.24,3196074.19,8741625.69,8741625.69,32671274.64,38790412.62,8097568.88,6923305.94,16923148.92,21103653.82,27129202.79,3,10777613.88,1000000,1308,237,2215
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,4,2014,24747756.99,3712163.55,7021327.82,7021327.82,33875483.15,38790412.62,5106373.51,3259584.54,16814002.04,22796199.01,25437453.51,12,10438223.58,1000000,1042,308,258
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,5,2015,29303956.31,4395593.45,4743228.15,4743228.15,35470152.91,38790412.62,7587085.57,3237810.32,19742808.6,26971357.0,24571657.69,15,9592138.39,1000000,2198,328,1467
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,6,2016,31812920.97,4771938.15,3488745.83,3488745.83,36348290.54,38790412.62,12183809.45,1595036.04,19556704.42,28603467.27,24184479.68,14,10671633.36,1000000,1947,249,1861
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,7,2017,34954421.19,5243163.18,1917995.72,1917995.72,37447815.62,38790412.62,12603990.28,1030161.49,27645645.5,26723124.57,23834755.56,14,15939758.8,1000000,1605,421,2127
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,8,2018,34703639.34,5205545.9,2043386.64,2043386.64,37360041.97,38790412.62,10914905.71,1629890.39,21880743.74,27323609.66,26833198.86,11,10922136.47,1000000,1218,205,191
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,9,2019,36654169.09,5498125.36,1068121.76,1068121.76,38042727.39,38790412.62,12229390.86,793185.13,28435345.77,27100265.29,25800066.41,6,13920875.78,1000000,1909,129,1177
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,10,2020,35554380.48,5333157.07,1618016.07,1618016.07,37657801.37,38790412.62,9083120.84,1004189.56,26011116.68,27042604.07,30678712.98,3,11233348.0,1000000,1570,471,427
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,11,2021,36192286.8,5428843.02,1299062.91,1299062.91,37881068.58,38790412.62,12071161.47,831586.61,21728860.12,25094582.6,25242952.96,10,17532276.03,1000000,2155,272,2329
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,12,2022,39352105.69,5902815.85,-280846.54,-280846.54,38987005.19,38790412.62,10104779.72,-123805.15,25226289.16,24768977.73,25116290.68,3,10488674.3,1000000,1232,484,1022
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,13,2023,37907304.76,5686095.71,441553.93,441553.93,38481324.87,38790412.62,10004809.6,275498.17,25353426.07,29358764.44,30650574.08,4,12458531.57,1000000,585,46,1565
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2010,14,2024,36162011.77,5424301.77,1314200.43,1314200.43,37870472.32,38790412.62,8965128.63,579224.99,24190678.37,27608439.54,27299977.95,2,10584456.85,1000000,2336,112,1457
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,0,2011,12144192.78,1821628.92,32948539.67,32948539.67,54977294.35,78041272.12,2748184.02,16186905.52,8928525.06,35155059.2,57419064.43,7,38480778.15,1000000,2865,178,1114
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,1,2012,24498469.38,3674770.41,26771401.37,26771401.37,59301291.16,78041272.12,5683696.54,16282349.41,16768328.01,47342230.02,61877374.79,10,18584250.31,1000000,2899,442,1214
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,2,2013,37128138.72,5569220.81,20456566.7,20456566.7,63721675.43,78041272.12,8861880.32,10796579.06,24901159.33,41888361.51,60142409.48,7,23332757.82,1000000,2990,319,654
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,3,2014,44826037.19,6723905.58,16607617.46,16607617.46,66415939.89,78041272.12,17880001.87,12228265.39,29998865.45,49297263.18,55158376.28,18,34022508.94,1000000,1169,14,1316
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,4,2015,48263209.3,7239481.4,14889031.41,14889031.41,67618950.13,78041272.12,15812326.54,10563272.12,36305819.03,53602799.56,47736462.96,10,23703772.98,1000000,1519,410,1744
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,5,2016,56783124.28,8517468.64,10629073.92,10629073.92,70600920.38,78041272.12,14874493.04,5568739.82,36070101.08,53839575.68,60998135.95,13,17535733.99,1000000,2475,397,138
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,6,2017,59416619.37,8912492.91,9312326.38,9312326.38,71522643.66,78041272.12,14598104.86,5620873.58,45051725.13,43935723.8,56764302.37,16,19104553.12,1000000,2779,272,701
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,7,2018,70713461.31,10607019.2,3663905.4,3663905.4,75476538.34,78041272.12,26853768.31,2857234.85,43929519.84,52652982.35,49403973.73,13,29664007.7,1000000,1032,126,949
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,8,2019,66857902.68,10028685.4,5591684.72,5591684.72,74127092.82,78041272.12,23676134.8,3677097.69,47757998.48,56710593.72,54633152.02,16,21926126.35,1000000,1057,274,2494
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,9,2020,73011267.71,10951690.16,2515002.21,2515002.21,76280770.57,78041272.12,28577524.75,1610767.73,53000623.45,60029162.8,54867308.14,18,38935355.56,1000000,2019,379,1979
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,10,2021,69491832.15,10423774.82,4274719.99,4274719.99,75048968.13,78041272.12,21362342.95,2073924.59,47995595.27,47589660.06,50298048.95,11,20543585.63,1000000,451,170,859
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,11,2022,72271225.74,10840683.86,2885023.19,2885023.19,76021755.89,78041272.12,16399859.32,2087997.65,46552434.63,51946714.82,47075387.17,14,18063781.14,1000000,2958,223,948
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,12,2023,79487871.19,11923180.68,-723299.53,-723299.53,78547581.79,78041272.12,29206390.73,-532615.34,54232244.2,49351929.48,48508808.41,15,29786856.54,1000000,1943,446,2377
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2011,13,2024,79994498.02,11999174.7,-976612.95,-976612.95,78724901.19,78041272.12,30399740.84,-503436.81,53132770.67,48823241.68,58911948.29,1,22062820.26,1000000,1634,81,2455
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,0,2012,3430927.96,514639.19,9751578.11,9751578.11,16107979.5,22934084.18,1323581.54,6834747.42,2094744.76,9691058.51,17372146.44,5,8388142.92,1000000,1351,492,129
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,1,2013,7092458.31,1063868.75,7920812.94,7920812.94,17389515.12,22934084.18,1640932.89,5931256.33,5352430.02,13531960.43,15324995.76,16,6483730.68,1000000,2798,437,1542
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,2,2014,9817142.99,1472571.45,6558470.59,6558470.59,18343154.76,22934084.18,3789590.97,3087279.89,6124556.66,11712758.1,17298637.2,11,10706978.34,1000000,1023,224,1833
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,3,2015,13162795.98,1974419.4,4885644.1,4885644.1,19514133.31,22934084.18,4115318.03,3896563.53,8078939.99,15092978.79,15722295.65,13,7718161.11,1000000,2928,285,1317
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,4,2016,14129944.64,2119491.7,4402069.77,4402069.77,19852635.34,22934084.18,2920470.14,2318355.9,8972100.93,13830690.82,14436228.65,11,5535790.73,1000000,2504,21,2414
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,5,2017,17625468.7,2643820.3,2654307.74,2654307.74,21076068.76,22934084.18,6772743.92,2085453.72,12974116.12,15895640.63,17594042.09,2,9120349.03,1000000,669,88,1442
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,6,2018,17911226.82,2686684.02,2511428.68,2511428.68,21176084.11,22934084.18,4142461.97,1242929.47,13757305.43,15653773.2,15851102.19,19,4789130.39,1000000,2679,419,2440
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,7,2019,18855906.8,2828386.02,2039088.69,2039088.69,21506722.1,22934084.18,6519986.0,1233556.68,12956016.11,14253276.4,16544335.65,13,11235765.97,1000000,1661,114,1690
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,8,2020,21557580.58,3233637.09,688251.8,688251.8,22452307.92,22934084.18,4443008.47,407707.65,14355060.54,15764235.37,16541041.67,3,5963055.0,1000000,2289,207,861
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,9,2021,21931084.19,3289662.63,501499.99,501499.99,22583034.18,22934084.18,6469968.32,399596.41,13268864.68,14406707.44,16923656.09,16,9369810.08,1000000,544,178,2422
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,10,2022,21690103.64,3253515.55,621990.27,621990.27,22498690.99,22934084.18,8554403.48,352124.86,14823176.52,17596119.87,16230184.34,15,7020542.83,1000000,2717,468,1337
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,11,2023,22455191.88,3368278.78,239446.15,239446.15,22766471.88,22934084.18,7274002.9,125125.94,14811124.8,15461224.65,14088958.63,3,11072233.45,1000000,802,63,2354
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2012,12,2024,21149262.18,3172389.33,892411.0,892411.0,22309396.48,22934084.18,5049700.63,587934.07,15753015.45,16673308.77,15480850.94,6,10595516.75,1000000,231,433,2091
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,0,2013,5828024.15,874203.62,16393801.48,16393801.48,27139966.07,38615627.11,1676824.6,11871646.5,3780710.66,20953060.39,27330823.26,1,18150018.48,1000000,864,111,374
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,1,2014,11100746.53,1665111.98,13757440.29,13757440.29,28985418.91,38615627.11,4298349.09,9288345.4,8033229.56,19838012.11,30555116.95,13,12865795.87,1000000,1262,115,1044
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,2,2015,17373487.52,2606023.13,10621069.8,10621069.8,31180878.25,38615627.11,6190167.03,5458560.45,11436950.55,23543419.51,24162414.1,10,17256912.73,1000000,2801,278,376
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,3,2016,21610790.69,3241618.6,8502418.21,8502418.21,32663934.36,38615627.11,6652163.43,4180160.8,16365282.0,24856947.59,26899196.88,15,12231526.63,1000000,335,198,2213
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,4,2017,24208164.72,3631224.71,7203731.2,7203731.2,33573015.27,38615627.11,8493357.21,4724068.39,15525330.43,25478346.96,29982758.55,1,8409486.48,1000000,803,177,1772
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,5,2018,29264520.49,4389678.07,4675553.31,4675553.31,35342739.79,38615627.11,10844272.03,3724560.54,18949371.08,23828097.83,30631391.25,13,8812266.25,1000000,743,66,618
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,6,2019,30995036.93,4649255.54,3810295.09,3810295.09,35948420.55,38615627.11,9340320.78,2448568.38,20647608.02,28226110.9,25255093.26,18,15249645.37,1000000,1813,254,371
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,7,2020,32804566.66,4920685.0,2905530.23,2905530.23,36581755.95,38615627.11,8310534.74,1381700.26,25958661.19,26055659.02,27835618.46,13,16792725.16,1000000,945,76,932
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,8,2021,32352977.21,4852946.58,3131324.95,3131324.95,36423699.64,38615627.11,11089075.26,1459372.95,24203139.86,22883762.4,29598829.52,10,15612486.42,1000000,1870,428,2034
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,9,2022,34958830.3,5243824.54,1828398.41,1828398.41,37335748.22,38615627.11,9500652.54,840293.19,27296227.75,23286524.75,26815289.15,6,10463117.96,1000000,2572,304,1361
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,10,2023,38614440.48,5792166.07,593.31,593.31,38615211.79,38615627.11,12247296.15,272.83,28324186.34,30827365.52,27842201.41,19,13021719.59,1000000,931,267,1969
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2013,11,2024,35623106.24,5343465.94,1496260.44,1496260.44,37568244.8,38615627.11,7780965.69,735110.54,25318202.11,28204628.01,29949746.64,9,16918034.31,1000000,926,13,674
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,0,2014,7786759.9,1168013.99,23498791.39,23498791.39,38335188.71,54784342.68,2761901.26,14866318.12,5402621.53,27392517.34,32959085.92,15,12070035.59,1000000,362,432,1725
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,1,2015,16494780.51,2474217.08,19144781.09,19144781.09,41382995.92,54784342.68,3871718.38,11835617.28,11065403.33,32340083.14,43276162.07,20,27059917.12,1000000,1111,279,1437
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,2,2016,26029854.23,3904478.13,14377244.23,14377244.23,44720271.72,54784342.68,10338489.87,9811877.57,20618467.64,32572389.72,41737059.29,19,13124849.21,1000000,2110,245,1985
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,3,2017,30901665.55,4635249.83,11941338.57,11941338.57,46425405.68,54784342.68,11934861.72,7356094.98,19695607.39,32747446.45,40616465.14,19,23608575.61,1000000,260,387,463
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,4,2018,35727986.15,5359197.92,9528178.26,9528178.26,48114617.9,54784342.68,8698821.58,7343133.69,26964750.16,31473584.53,41765533.02,10,16674096.52,1000000,2747,461,1959
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,5,2019,38942380.79,5841357.12,7920980.94,7920980.94,49239656.02,54784342.68,14510527.89,5935144.15,26468991.38,29631664.78,34914780.6,12,25901429.03,1000000,2968,441,1308
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,6,2020,46274138.82,6941120.82,4255101.93,4255101.93,51805771.33,54784342.68,13450455.33,2219659.81,30566366.59,40379436.55,36428665.81,13,19364845.01,1000000,2610,431,807
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,7,2021,48072730.12,7210909.52,3355806.28,3355806.28,52435278.28,54784342.68,11628611.14,1683056.43,32286240.62,38322044.07,41827743.2,14,19942143.3,1000000,1120,101,1859
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,8,2022,46252389.15,6937858.37,4265976.76,4265976.76,51798158.95,54784342.68,13378462.15,1924280.97,28568224.5,37187108.0,43347696.01,15,24723272.65,1000000,1675,476,841
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,9,2023,52338325.79,7850748.87,1223008.44,1223008.44,53928236.77,54784342.68,18078243.56,928081.35,39283421.06,39118220.04,36866357.31,19,12615911.93,1000000,491,211,268
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2014,10,2024,50943920.12,7641588.02,1920211.28,1920211.28,53440194.78,54784342.68,19611210.87,1215954.8,32446225.31,39000903.28,37970614.12,8,26264382.32,1000000,746,150,2292
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,0,2015,11206547.88,1680982.18,33613440.87,33613440.87,54904021.02,78433429.63,3837148.33,22609778.01,8928349.89,39145602.07,60732165.94,10,16268205.59,1000000,2830,479,363
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,1,2016,22287758.09,3343163.71,28072835.77,28072835.77,58782444.59,78433429.63,5999590.66,18183644.83,15374449.21,37652462.94,56302711.79,7,29021131.16,1000000,2121,220,2354
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,2,2017,35415845.81,5312376.87,21508791.91,21508791.91,63377275.29,78433429.63,7724593.42,16579196.13,25444551.99,41372580.7,57843371.03,4,23167070.14,1000000,1610,49,520
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,3,2018,43173753.03,6476062.95,17629838.3,17629838.3,66092542.82,78433429.63,11580338.37,13260417.05,34487026.27,41786112.2,47429933.37,17,20847350.85,1000000,1435,219,1937
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,4,2019,51623756.33,7743563.45,13404836.65,13404836.65,69050043.98,78433429.63,12120753.51,9713061.12,35193675.85,49861488.9,54207191.76,6,36942018.02,1000000,1135,116,2162
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,5,2020,53530096.6,8029514.49,12451666.51,12451666.51,69717263.07,78433429.63,18513939.51,8228918.57,39071778.43,47602799.33,47305950.16,2,31904540.03,1000000,1993,23,389
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,6,2021,65640998.11,9846149.72,6396215.76,6396215.76,73956078.6,78433429.63,14247120.16,3688358.64,41519176.57,53410159.75,59383594.74,15,31374310.66,1000000,1661,185,1725
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,7,2022,64970264.64,9745539.7,6731582.5,6731582.5,73721321.88,78433429.63,14809747.06,4831305.62,43191151.59,44559228.66,56023762.9,7,21491010.16,1000000,1724,29,133
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,8,2023,73140292.17,10971043.83,2646568.73,2646568.73,76580831.52,78433429.63,16723603.93,1518919.62,47586978.71,56510551.99,55664689.87,9,34298649.81,1000000,569,373,649
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2015,9,2024,71740650.15,10761097.52,3346389.74,3346389.74,76090956.81,78433429.63,14417122.03,1626608.41,57380426.2,51823191.7,56789491.12,11,36979752.81,1000000,2845,393,1991
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,0,2016,4375700.74,656355.11,13447357.31,13447357.31,21857265.24,31270415.36,1452389.06,6930106.21,2869801.8,14097286.5,23907666.08,16,9752752.22,1000000,1989,44,428
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,1,2017,8812593.89,1321889.08,11228910.73,11228910.73,23410177.85,31270415.36,1933220.76,5159075.26,6871933.09,16047412.03,24491297.88,18,13922959.87,1000000,2791,134,1882
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,2,2018,14737327.9,2210599.18,8266543.73,8266543.73,25483834.75,31270415.36,3792892.47,4203750.48,10493179.01,17420366.98,21945957.05,5,6753198.32,1000000,2028,430,1233
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,3,2019,18334233.68,2750135.05,6468090.84,6468090.84,26742751.77,31270415.36,3880142.84,3049915.17,13487397.59,16877358.94,19430622.62,6,7695215.01,1000000,798,439,163
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,4,2020,19079166.81,2861875.02,6095624.27,6095624.27,27003478.37,31270415.36,4774823.8,3099306.19,13350158.88,18571493.82,21724892.27,20,12033226.42,1000000,511,100,1294
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,5,2021,21967599.95,3295139.99,4651407.71,4651407.71,28014429.97,31270415.36,4985345.28,3495771.56,15965793.92,17148547.5,24772746.07,4,12755845.05,1000000,2289,389,1690
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,6,2022,23796502.15,3569475.32,3736956.6,3736956.6,28654545.74,31270415.36,9371702.35,2040987.2,18963480.54,17784590.69,19762709.99,6,12421417.8,1000000,417,353,135
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,7,2023,24801663.15,3720249.47,3234376.11,3234376.11,29006352.09,31270415.36,5053039.47,2318378.58,15713244.14,22733960.46,21425839.19,9,14449924.67,1000000,728,235,1556
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2016,8,2024,27510252.44,4126537.87,1880081.46,1880081.46,29954358.34,31270415.36,8419402.74,990061.55,20126921.14,19878917.35,20157973.55,6,7014398.0,1000000,987,375,231
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2017,0,2017,5316200.7,797430.1,16232386.44,16232386.44,26418303.07,37780973.57,1388564.35,11274842.55,3408343.93,17431998.13,29508235.63,18,14800592.45,1000000,985,236,285
2025-11-30,549300HIJKLM789012N3,Lloyd's Syndicate 33,2024-12-31,Employers Liability,2017,1,2018,12000307.93,1800046.19,12890332.82,12890332.82,28757740.6,37780973.57,4587060.19,5483087.05,9492265.95,17548996.85,29662740.92,17,13753031.17,1000000,2725,349,511
